f_51542,d_14460
f_242773,d_11103
f_237306,d_30005
f_372909,d_13477
f_177779,d_16668
f_593868,d_523
f_245671,d_20087
f_64804,d_23458
f_205065,d_73
f_94232,d_11631
f_450969,d_4607
f_529728,d_24637
f_604425,d_3673
f_494604,d_12396
f_29035,d_11764
f_494917,d_24087
f_429729,d_14440
f_306451,d_19749
f_643886,d_12976
f_348456,d_6833
f_6385,d_24248
f_350862,d_24664
f_605421,d_4373
f_562976,d_1158
f_301978,d_20984
f_401852,d_25743
f_170110,d_23793
f_26423,d_25654
f_24926,d_23917
f_501063,d_23177
f_353736,d_15214
f_176378,d_20517
f_295399,d_17174
f_119735,d_15512
f_240395,d_6268
f_614590,d_12579
f_317022,d_9246
f_612243,d_8144
f_42155,d_25746
f_441344,d_10879
f_107208,d_7717
f_267563,d_19508
f_558791,d_388
f_454296,d_8771
f_62768,d_10552
f_292635,d_17962
f_318133,d_18583
f_368175,d_12233
f_34347,d_1644
f_40665,d_9374
f_416530,d_3581
f_597223,d_1520
f_548527,d_15485
f_462169,d_19395
f_435123,d_7832
f_519737,d_1006
f_573998,d_19486
f_321851,d_7677
f_28958,d_16272
f_314116,d_3549
f_98626,d_3088
f_428239,d_28653
f_644106,d_30440
f_485104,d_11186
f_599744,d_5477
f_563859,d_10127
f_274258,d_2313
f_297205,d_2619
f_514644,d_17200
f_405085,d_30644
f_402713,d_8341
f_71707,d_24014
f_364532,d_5379
f_32415,d_16756
f_18209,d_14176
f_605415,d_6369
f_444290,d_30482
f_368564,d_25375
f_633848,d_20446
f_43469,d_21367
f_403151,d_12997
f_510417,d_27351
f_342358,d_3838
f_85926,d_13019
f_277031,d_18350
f_407990,d_26722
f_334675,d_24128
f_366907,d_26623
f_136248,d_11067
f_449322,d_28898
f_576391,d_5146
f_207682,d_4929
f_497350,d_22940
f_196850,d_7627
f_210740,d_19058
f_206641,d_5317
f_131301,d_6601
f_331906,d_3548
f_197954,d_30320
f_187242,d_24059
f_303045,d_5473
f_235827,d_31346
f_202425,d_23817
f_461774,d_27597
f_182955,d_4252
f_10766,d_23613
f_291549,d_23959
f_420511,d_14686
f_469227,d_6606
f_202574,d_5451
f_524817,d_21494
f_335383,d_2166
f_45447,d_21272
f_581952,d_2410
f_210176,d_21716
f_544132,d_465
f_293941,d_21633
f_357147,d_20354
f_386504,d_11764
f_623282,d_11305
f_527471,d_1642
f_168001,d_6643
f_58272,d_14311
f_551680,d_7094
f_479827,d_16455
f_444907,d_16201
f_629709,d_22752
f_522534,d_14710
f_210872,d_18705
f_506296,d_24912
f_430636,d_12482
f_153840,d_12015
f_211774,d_6114
f_373313,d_30498
f_459830,d_28014
f_383106,d_9287
f_471033,d_29969
f_555917,d_15115
f_523250,d_26942
f_536275,d_31161
f_361915,d_26702
f_29707,d_5217
f_334164,d_5748
f_142147,d_3744
f_482249,d_21290
f_112062,d_15952
f_149365,d_21471
f_369164,d_9809
f_613698,d_1488
f_358216,d_12842
f_384313,d_10233
f_191627,d_23265
f_349120,d_3676
f_28656,d_10718
f_373212,d_7190
f_100184,d_12982
f_501209,d_15258
f_292613,d_4518
f_501869,d_2099
f_562447,d_24183
f_202953,d_2742
f_531394,d_9099
f_95078,d_13686
f_196378,d_30822
f_525448,d_12577
f_287589,d_22673
f_109568,d_23510
f_331146,d_26232
f_500783,d_19119
f_445510,d_19045
f_460190,d_17981
f_130774,d_22375
f_236410,d_8902
f_594864,d_20246
f_473083,d_27637
f_384987,d_6532
f_462712,d_4234
f_519673,d_13546
f_4658,d_28274
f_83774,d_14724
f_541676,d_15858
f_181646,d_6268
f_643004,d_11281
f_158781,d_6964
f_563407,d_2875
f_475192,d_9622
f_115968,d_3002
f_323171,d_17767
f_9435,d_2653
f_216053,d_10098
f_570794,d_30666
f_192976,d_13288
f_494396,d_10002
f_298439,d_27884
f_117828,d_16883
f_643860,d_9419
f_602906,d_5913
f_262671,d_13410
f_142467,d_26077
f_612629,d_28912
f_193694,d_9818
f_195929,d_17586
f_603258,d_29357
f_396026,d_15365
f_595926,d_26535
f_194367,d_29872
f_517857,d_4096
f_218973,d_12240
f_81936,d_2290
f_95863,d_14690
f_610887,d_19014
f_603777,d_5524
f_351624,d_27185
f_159782,d_31361
f_175069,d_14876
f_590232,d_19595
f_181369,d_26132
f_346141,d_7576
f_140360,d_5097
f_8453,d_4701
f_600845,d_5675
f_610584,d_11905
f_602629,d_18695
f_206772,d_24315
f_423943,d_8028
f_290091,d_6255
f_31659,d_11298
f_31437,d_30231
f_3040,d_5733
f_99429,d_2696
f_200214,d_23354
f_427018,d_17793
f_450746,d_20148
f_327536,d_28593
f_392565,d_25661
f_617782,d_142
f_575772,d_17979
f_528108,d_22821
f_392576,d_3345
f_126786,d_26414
f_505094,d_1147
f_551266,d_5356
f_174964,d_15443
f_319060,d_3279
f_407168,d_7186
f_287788,d_27112
f_301507,d_22339
f_101187,d_16025
f_333703,d_19091
f_170330,d_19305
f_236148,d_3771
f_376369,d_12861
f_495181,d_19152
f_259805,d_7666
f_101978,d_6502
f_410608,d_26291
f_625942,d_22057
f_420123,d_21082
f_161206,d_24660
f_601811,d_3229
f_235064,d_21477
f_24042,d_720
f_226767,d_1177
f_411349,d_7130
f_301692,d_770
f_437739,d_16850
f_350346,d_28677
f_505328,d_12937
f_614678,d_26069
f_356386,d_11236
f_227437,d_29801
f_63641,d_10843
f_115738,d_23214
f_75926,d_18574
f_142202,d_12714
f_485298,d_1386
f_471204,d_10256
f_75037,d_27027
f_432351,d_22433
f_205826,d_13613
f_142589,d_29532
f_522522,d_6058
f_51469,d_8805
f_208651,d_22019
f_350619,d_22349
f_86408,d_1090
f_310578,d_17245
f_536456,d_19519
f_61529,d_21926
f_626105,d_3773
f_229632,d_28632
f_190192,d_10605
f_76117,d_13066
f_440957,d_323
f_339977,d_12475
f_181903,d_11192
f_48396,d_8842
f_435280,d_30347
f_67323,d_19062
f_315173,d_12100
f_581497,d_2603
f_363570,d_29372
f_419261,d_21382
f_276426,d_22863
f_584661,d_8050
f_141380,d_20634
f_478968,d_727
f_559427,d_19453
f_17584,d_6948
f_337257,d_4256
f_348809,d_2734
f_114267,d_8793
f_356565,d_5965
f_87845,d_15642
f_479133,d_31211
f_448323,d_14993
f_59084,d_14530
f_561087,d_7514
f_540757,d_4194
f_459428,d_27932
f_627050,d_24405
f_29426,d_26547
f_638991,d_25142
f_183807,d_8419
f_38573,d_9472
f_430447,d_26537
f_82167,d_18554
f_90851,d_23343
f_100161,d_30146
f_546978,d_27985
f_473513,d_11785
f_167295,d_26491
f_431325,d_10653
f_242672,d_18354
f_195917,d_9787
f_68240,d_2568
f_391461,d_14136
f_484246,d_31121
f_208331,d_6958
f_48476,d_10858
f_525529,d_30352
f_494670,d_11480
f_209951,d_946
f_215961,d_24305
f_87580,d_446
f_141982,d_10589
f_552366,d_12039
f_383087,d_12946
f_506187,d_6813
f_432527,d_11467
f_591125,d_7305
f_58069,d_2746
f_188626,d_7761
f_141902,d_21744
f_611792,d_15994
f_405736,d_4687
f_37677,d_7850
f_32216,d_30679
f_287153,d_15793
f_237445,d_27182
f_409790,d_15753
f_548356,d_1051
f_234331,d_18140
f_264049,d_25856
f_139457,d_14848
f_14166,d_26764
f_384885,d_28945
f_594349,d_29951
f_108086,d_5878
f_103651,d_17758
f_381808,d_2301
f_350628,d_15682
f_477667,d_11413
f_264898,d_27892
f_211439,d_18326
f_56072,d_29768
f_243165,d_4795
f_419554,d_362
f_516724,d_5676
f_59806,d_30960
f_296462,d_21065
f_148418,d_15758
f_475889,d_5774
f_224434,d_26296
f_187766,d_25536
f_455669,d_35
f_245638,d_8833
f_150941,d_31044
f_489096,d_24580
f_102156,d_25453
f_286195,d_15321
f_313931,d_14589
f_621453,d_2899
f_31803,d_27494
f_181236,d_14530
f_605018,d_54
f_111289,d_10024
f_449953,d_31275
f_624821,d_23189
f_493578,d_23751
f_176071,d_29453
f_120284,d_10028
f_594320,d_27183
f_434732,d_13271
f_434162,d_11820
f_482756,d_11116
f_342308,d_6951
f_473981,d_9405
f_468276,d_10999
f_417130,d_20809
f_529559,d_23806
f_236167,d_1910
f_164942,d_24481
f_109020,d_2669
f_631837,d_25397
f_596113,d_27514
f_461077,d_21914
f_401997,d_30279
f_643650,d_21599
f_636197,d_3934
f_572581,d_25862
f_375469,d_17934
f_558349,d_21087
f_532086,d_5772
f_626384,d_7151
f_486454,d_3752
f_540114,d_16606
f_211212,d_5961
f_53426,d_10350
f_406233,d_15842
f_564064,d_22441
f_132932,d_2373
f_451926,d_20059
f_456881,d_10771
f_42264,d_28151
f_95163,d_460
f_241417,d_26896
f_167300,d_29534
f_362291,d_10429
f_350084,d_14136
f_446252,d_12546
f_225700,d_6386
f_429024,d_16531
f_173752,d_12091
f_585812,d_2486
f_564598,d_10853
f_547072,d_10256
f_340040,d_30976
f_520428,d_7485
f_265142,d_26570
f_376169,d_18093
f_407793,d_23198
f_346961,d_940
f_101505,d_24181
f_239389,d_17469
f_215430,d_8104
f_459300,d_30485
f_196016,d_30862
f_244905,d_9167
f_393275,d_20936
f_523725,d_27174
f_306808,d_17404
f_197529,d_27876
f_427701,d_15826
f_363646,d_10541
f_598640,d_22221
f_540473,d_11990
f_344110,d_12533
f_181008,d_12032
f_220494,d_18046
f_179473,d_5026
f_373216,d_15023
f_431937,d_24072
f_587028,d_19787
f_163268,d_16842
f_147628,d_26821
f_193587,d_5459
f_68028,d_25995
f_158352,d_17558
f_602219,d_17719
f_553616,d_26234
f_138073,d_9867
f_90427,d_26024
f_416509,d_20473
f_452640,d_6736
f_138491,d_30573
f_120480,d_21362
f_447985,d_7948
f_500577,d_5060
f_72783,d_24665
f_170415,d_16632
f_353718,d_14851
f_604423,d_23575
f_419794,d_23240
f_81563,d_7781
f_50826,d_19308
f_380743,d_8890
f_114614,d_30583
f_588230,d_7129
f_628613,d_8403
f_372058,d_16114
f_208777,d_23553
f_327647,d_26872
f_545614,d_2199
f_141638,d_7807
f_355593,d_23723
f_22964,d_9838
f_307379,d_2597
f_467728,d_16702
f_328679,d_3571
f_433543,d_25241
f_615939,d_23817
f_475013,d_16252
f_419750,d_5434
f_555217,d_29877
f_231584,d_18372
f_257420,d_12428
f_243929,d_11899
f_223732,d_7895
f_238766,d_5455
f_369665,d_30678
f_354897,d_22309
f_642142,d_4573
f_611616,d_2819
f_210635,d_8615
f_508598,d_31186
f_10869,d_23203
f_367363,d_22360
f_80718,d_4097
f_68860,d_27644
f_2585,d_23435
f_426779,d_15948
f_35094,d_6426
f_178588,d_28210
f_110893,d_26790
f_590676,d_20478
f_1010,d_6753
f_512065,d_2857
f_203452,d_4604
f_121827,d_11055
f_520426,d_30884
f_552033,d_18309
f_512070,d_13759
f_505076,d_22427
f_134651,d_28262
f_239930,d_304
f_615378,d_21616
f_320239,d_20841
f_270014,d_10596
f_220708,d_9890
f_57312,d_306
f_369966,d_28690
f_150441,d_22049
f_488096,d_8852
f_11316,d_11167
f_106165,d_20406
f_203979,d_21189
f_350891,d_18536
f_381630,d_4056
f_285979,d_18503
f_626575,d_5928
f_520721,d_18781
f_68794,d_13766
f_373475,d_28942
f_289731,d_18770
f_277164,d_21160
f_180225,d_31093
f_564194,d_10172
f_643827,d_21339
f_385784,d_4714
f_488757,d_6392
f_510930,d_26902
f_296260,d_5411
f_60990,d_26805
f_540659,d_12504
f_170562,d_18852
f_459743,d_16064
f_613693,d_8982
f_340596,d_984
f_505265,d_14360
f_603295,d_24023
f_547147,d_28965
f_400135,d_30912
f_595305,d_27008
f_416587,d_16450
f_305474,d_2822
f_633492,d_27760
f_474119,d_29873
f_258208,d_18856
f_610248,d_8670
f_633591,d_6091
f_413486,d_15011
f_465609,d_4886
f_147551,d_1196
f_512398,d_13025
f_467844,d_15609
f_627566,d_3274
f_523673,d_29458
f_272066,d_2643
f_254291,d_20703
f_20656,d_17273
f_385013,d_7053
f_279995,d_23284
f_388742,d_15961
f_386351,d_27251
f_417403,d_14878
f_323263,d_2107
f_55332,d_14254
f_12197,d_17426
f_425325,d_17666
f_322183,d_2533
f_189692,d_20270
f_179563,d_12068
f_73937,d_24068
f_236335,d_5896
f_9855,d_10843
f_333311,d_13606
f_178099,d_15083
f_408753,d_12773
f_517292,d_22230
f_169000,d_4759
f_69662,d_23028
f_348824,d_6740
f_182980,d_22628
f_567056,d_6986
f_505792,d_1193
f_330220,d_14327
f_521299,d_14996
f_15924,d_19625
f_283903,d_29741
f_396946,d_14044
f_33128,d_4791
f_142856,d_27979
f_273987,d_15278
f_525824,d_8400
f_473841,d_15146
f_530634,d_12861
f_10480,d_23077
f_507237,d_18087
f_74224,d_3618
f_26513,d_30514
f_602396,d_13298
f_526347,d_21676
f_293422,d_5995
f_438355,d_18196
f_643474,d_25423
f_118057,d_6106
f_510974,d_21776
f_448479,d_26902
f_7902,d_21596
f_346543,d_9931
f_313513,d_30281
f_583911,d_748
f_9308,d_21352
f_59457,d_4161
f_16318,d_21605
f_34612,d_13808
f_198757,d_4302
f_637401,d_15077
f_73937,d_29149
f_279487,d_643
f_430104,d_2389
f_111684,d_19912
f_33698,d_26710
f_619903,d_4328
f_273118,d_18765
f_328924,d_7837
f_295758,d_20480
f_60111,d_29084
f_567747,d_15313
f_334138,d_7722
f_264571,d_5856
f_19101,d_4953
f_282210,d_27605
f_182743,d_15569
f_124946,d_17158
f_515978,d_9176
f_565084,d_19310
f_549255,d_23844
f_293854,d_22937
f_145731,d_10197
f_306934,d_6682
f_52963,d_10102
f_43551,d_792
f_342987,d_15347
f_579395,d_27307
f_537015,d_9403
f_463096,d_27349
f_40618,d_813
f_131683,d_8939
f_221513,d_802
f_385868,d_20360
f_426298,d_29106
f_53381,d_7226
f_628164,d_17890
f_365190,d_16837
f_256406,d_21358
f_112794,d_30137
f_308303,d_12039
f_231948,d_26937
f_329238,d_27190
f_205400,d_4603
f_260172,d_18420
f_538576,d_22845
f_310277,d_26782
f_86227,d_8849
f_644271,d_20874
f_524801,d_29546
f_267120,d_26563
f_183511,d_3272
f_573440,d_17728
f_548873,d_19071
f_457901,d_4190
f_549596,d_22439
f_595681,d_26682
f_56134,d_24559
f_289024,d_7835
f_70208,d_3507
f_12582,d_16956
f_146065,d_20751
f_207223,d_5022
f_87703,d_9190
f_85186,d_14770
f_458864,d_24463
f_156286,d_28147
f_263059,d_14886
f_115120,d_357
f_642485,d_6660
f_123136,d_6129
f_436224,d_29469
f_514214,d_22875
f_79528,d_9889
f_294368,d_31093
f_122030,d_20278
f_556607,d_20842
f_406563,d_11918
f_504139,d_18897
f_253811,d_12140
f_248047,d_4453
f_192185,d_6055
f_68436,d_15824
f_582673,d_22965
f_497145,d_16485
f_82544,d_1282
f_88979,d_18151
f_395133,d_20582
f_82490,d_7280
f_355519,d_4194
f_397776,d_15882
f_361701,d_15309
f_171014,d_7357
f_432672,d_8098
f_75357,d_7502
f_141144,d_6248
f_433353,d_26926
f_619738,d_16264
f_332998,d_30931
f_623915,d_7218
f_158033,d_21087
f_307261,d_29
f_215291,d_6865
f_458865,d_27714
f_124887,d_16242
f_517794,d_30693
f_377276,d_22645
f_155450,d_3770
f_254529,d_25992
f_116718,d_6718
f_455941,d_9542
f_365638,d_27623
f_62059,d_25509
f_636229,d_11411
f_427797,d_12930
f_153193,d_8904
f_6955,d_8007
f_553041,d_19333
f_635782,d_18188
f_629516,d_31326
f_315728,d_14940
f_81692,d_10041
f_431178,d_954
f_30804,d_9719
f_222472,d_24312
f_198110,d_29410
f_229374,d_172
f_620169,d_28801
f_493261,d_7663
f_403113,d_4015
f_299861,d_15700
f_289445,d_1601
f_129154,d_576
f_72007,d_31320
f_109575,d_24720
f_428419,d_14128
f_287824,d_30603
f_84215,d_23557
f_384606,d_30036
f_125198,d_26984
f_266029,d_26122
f_520192,d_24601
f_377823,d_1648
f_348995,d_9300
f_381201,d_12074
f_109876,d_985
f_540293,d_9989
f_386548,d_21852
f_11206,d_2300
f_60308,d_28564
f_260540,d_21069
f_226618,d_6219
f_595892,d_24205
f_313383,d_24925
f_57022,d_3078
f_591717,d_18046
f_558072,d_11559
f_76818,d_1369
f_8272,d_7002
f_11953,d_16324
f_319060,d_943
f_350598,d_5164
f_250694,d_29463
f_297896,d_21044
f_260204,d_9594
f_584049,d_11058
f_363033,d_18899
f_152668,d_14766
f_376390,d_18005
f_135867,d_17732
f_188154,d_27375
f_402351,d_17428
f_491893,d_3571
f_53800,d_25857
f_22031,d_26294
f_324511,d_18826
f_356489,d_16861
f_156507,d_2150
f_116343,d_16079
f_344486,d_14614
f_591959,d_2101
f_162425,d_23970
f_578454,d_8830
f_346609,d_4340
f_220723,d_9744
f_318060,d_20307
f_228341,d_8598
f_533331,d_5475
f_526643,d_16384
f_343487,d_28088
f_29165,d_23599
f_622576,d_24053
f_228679,d_11164
f_287763,d_8638
f_110012,d_21058
f_84894,d_20698
f_456614,d_20855
f_571887,d_24614
f_338531,d_9030
f_191280,d_12176
f_124505,d_26713
f_240226,d_10045
f_276167,d_30142
f_56546,d_1126
f_95493,d_22254
f_609745,d_27238
f_161195,d_20954
f_42640,d_13412
f_133593,d_14353
f_192958,d_694
f_521310,d_24718
f_391255,d_6012
f_102329,d_2186
f_132664,d_9131
f_52905,d_10509
f_142028,d_3753
f_5283,d_10340
f_638604,d_2051
f_214975,d_6192
f_201605,d_8188
f_570466,d_798
f_439743,d_20063
f_293038,d_10761
f_571589,d_13215
f_367262,d_15609
f_93097,d_20556
f_128837,d_11847
f_443438,d_25914
f_600305,d_22902
f_166610,d_26418
f_244312,d_11283
f_51050,d_13894
f_372804,d_15627
f_290766,d_11276
f_233887,d_3353
f_225722,d_9051
f_419561,d_29031
f_641826,d_15027
f_187648,d_19623
f_281818,d_10236
f_354332,d_14507
f_134789,d_24047
f_571672,d_26204
f_161685,d_4969
f_89302,d_14795
f_563629,d_12474
f_34807,d_25395
f_627024,d_7509
f_372582,d_27359
f_471553,d_28209
f_536031,d_5585
f_363809,d_20996
f_206740,d_3623
f_62558,d_5538
f_375421,d_21131
f_409390,d_913
f_363194,d_937
f_369287,d_26284
f_550039,d_25353
f_4849,d_8189
f_307123,d_9817
f_64371,d_16390
f_147458,d_4689
f_219906,d_14703
f_159387,d_24727
f_21452,d_5256
f_535921,d_25597
f_3518,d_18507
f_458051,d_15408
f_112561,d_1997
f_597290,d_18985
f_147510,d_29652
f_583378,d_14417
f_154705,d_31216
f_383626,d_16577
f_629363,d_6652
f_601815,d_25128
f_328877,d_10735
f_635178,d_18777
f_342840,d_517
f_221692,d_17669
f_120996,d_22108
f_199167,d_28052
f_46933,d_2939
f_80349,d_4604
f_640672,d_7237
f_45222,d_12820
f_378329,d_16970
f_281964,d_22728
f_619009,d_26055
f_619215,d_13670
f_338085,d_8456
f_217311,d_2537
f_614287,d_27558
f_486609,d_10648
f_256844,d_16210
f_107780,d_14947
f_451567,d_30684
f_478756,d_3462
f_49661,d_27168
f_355554,d_30879
f_85282,d_8664
f_79280,d_28630
f_68254,d_14170
f_265829,d_31346
f_288355,d_23490
f_555273,d_18218
f_393343,d_12570
f_307204,d_11355
f_381174,d_20055
f_72564,d_8107
f_334593,d_20082
f_177938,d_13170
f_333981,d_21468
f_478045,d_26107
f_637737,d_29495
f_434677,d_30455
f_42965,d_24994
f_170407,d_6358
f_270998,d_21732
f_50356,d_23863
f_391204,d_17851
f_492280,d_7703
f_613939,d_13292
f_185692,d_30211
f_110789,d_23971
f_7447,d_3940
f_150969,d_5274
f_91298,d_19170
f_219278,d_12521
f_449239,d_30428
f_540205,d_10775
f_81944,d_21726
f_567723,d_29609
f_582024,d_5695
f_629139,d_13493
f_278902,d_11947
f_144020,d_17030
f_581121,d_21116
f_376204,d_5041
f_97321,d_14023
f_552105,d_7344
f_109981,d_13388
f_205352,d_1204
f_223581,d_6598
f_600542,d_18944
f_243814,d_26404
f_609189,d_21674
f_315540,d_9522
f_557621,d_4321
f_318084,d_8429
f_515205,d_20788
f_512045,d_12853
f_400635,d_18995
f_45471,d_1307
f_386775,d_12130
f_481452,d_12344
f_48207,d_24553
f_49854,d_1816
f_129607,d_21981
f_370306,d_2669
f_212293,d_4644
f_570909,d_4401
f_328379,d_23315
f_202722,d_5914
f_521021,d_12358
f_376315,d_26247
f_82021,d_25964
f_12545,d_4671
f_489887,d_18586
f_607425,d_28142
f_106552,d_12900
f_520481,d_18822
f_403559,d_27708
f_457956,d_5419
f_577315,d_8218
f_464533,d_7144
f_316242,d_27864
f_226482,d_9186
f_38636,d_1405
f_623616,d_18775
f_260163,d_9075
f_642391,d_2611
f_440815,d_2174
f_179816,d_15611
f_249234,d_10545
f_625177,d_7193
f_463866,d_13734
f_295255,d_7627
f_371852,d_4165
f_228325,d_31181
f_319515,d_15501
f_378768,d_14448
f_602739,d_22571
f_165934,d_24255
f_366643,d_20780
f_349658,d_2525
f_84563,d_25190
f_181771,d_16138
f_564681,d_3770
f_241563,d_14897
f_17839,d_4759
f_317707,d_24193
f_360441,d_7763
f_91364,d_66
f_632238,d_31106
f_360599,d_18007
f_549861,d_18803
f_443757,d_29041
f_375561,d_10920
f_131820,d_7406
f_609326,d_31266
f_12701,d_5821
f_542175,d_2002
f_536055,d_8178
f_522037,d_27760
f_192680,d_19776
f_95546,d_21586
f_329075,d_8064
f_560976,d_11456
f_519535,d_24451
f_375750,d_12701
f_467482,d_6613
f_298089,d_3851
f_376294,d_10371
f_476518,d_27817
f_517638,d_7213
f_173398,d_25684
f_637356,d_286
f_55707,d_967
f_549389,d_12043
f_423786,d_1591
f_41134,d_30879
f_241268,d_12754
f_74479,d_943
f_410476,d_192
f_562792,d_1221
f_97035,d_16974
f_369908,d_2005
f_110129,d_3517
f_268142,d_22548
f_197161,d_9416
f_287598,d_7795
f_455688,d_12866
f_624394,d_6185
f_509179,d_17618
f_459310,d_16765
f_367097,d_18918
f_510502,d_20064
f_317847,d_4245
f_393586,d_9434
f_402594,d_4926
f_237118,d_9230
f_99326,d_14633
f_209057,d_13170
f_418606,d_26777
f_204891,d_16061
f_513380,d_26352
f_250811,d_17835
f_525465,d_2486
f_52771,d_26471
f_176647,d_12768
f_81867,d_14388
f_70837,d_28189
f_466061,d_23334
f_538786,d_6037
f_591816,d_16479
f_302850,d_28015
f_324654,d_25284
f_609873,d_14141
f_5262,d_2536
f_574889,d_25021
f_206917,d_16046
f_567763,d_2037
f_149073,d_254
f_270211,d_27010
f_187151,d_9718
f_466995,d_23032
f_286295,d_21542
f_547876,d_959
f_439781,d_12935
f_263091,d_25552
f_215655,d_14048
f_230843,d_25497
f_95523,d_31095
f_314042,d_13781
f_268639,d_12610
f_181416,d_19036
f_408030,d_24479
f_313749,d_22008
f_630786,d_13730
f_265466,d_13656
f_643182,d_672
f_250916,d_16271
f_47280,d_30915
f_58267,d_20167
f_520359,d_2963
f_486666,d_11286
f_430187,d_21159
f_497211,d_18167
f_459169,d_25631
f_61156,d_3662
f_334213,d_8823
f_351626,d_30030
f_204941,d_11493
f_548266,d_22544
f_305230,d_10113
f_88419,d_28225
f_252017,d_11033
f_335724,d_5763
f_123597,d_10969
f_632231,d_25254
f_139287,d_18405
f_455960,d_9639
f_506757,d_30830
f_619778,d_20781
f_307698,d_11983
f_500073,d_27903
f_282831,d_4171
f_374530,d_28435
f_180144,d_2722
f_382108,d_17422
f_455268,d_14053
f_596111,d_28773
f_246266,d_5098
f_297472,d_10188
f_490136,d_5905
f_201587,d_19129
f_606899,d_5915
f_507713,d_5471
f_352057,d_9141
f_133314,d_21071
f_227165,d_7756
f_63056,d_4661
f_337182,d_14319
f_208486,d_11157
f_247714,d_3569
f_467266,d_18128
f_317052,d_9024
f_588917,d_27290
f_289353,d_31145
f_11492,d_8475
f_219462,d_12393
f_424641,d_2898
f_65223,d_28394
f_238533,d_30071
f_616326,d_22614
f_520428,d_1183
f_455107,d_22694
f_474854,d_8618
f_44437,d_22358
f_241852,d_1713
f_637732,d_15842
f_166076,d_7477
f_318348,d_15535
f_439914,d_4908
f_559543,d_26274
f_297487,d_26501
f_577644,d_30927
f_26479,d_8594
f_570928,d_7008
f_482984,d_25859
f_76156,d_4593
f_380213,d_17451
f_45709,d_6326
f_401080,d_27781
f_472528,d_15877
f_83061,d_12268
f_430844,d_10373
f_347520,d_14929
f_281020,d_28007
f_595346,d_13324
f_425777,d_11210
f_568796,d_20031
f_586513,d_58
f_477605,d_2797
f_216907,d_9527
f_297239,d_2911
f_40992,d_15832
f_428000,d_298
f_354684,d_11088
f_153758,d_5950
f_229366,d_19452
f_241567,d_27280
f_191102,d_1626
f_508507,d_648
f_258688,d_25931
f_210364,d_16757
f_318255,d_19070
