c_27889,d_5143
c_24202,d_594
c_1563,d_7567
c_17792,d_13576
c_2685,d_29413
c_28699,d_1248
c_8820,d_23472
c_14595,d_6908
c_8243,d_22550
c_11218,d_30412
c_12980,d_30988
c_8410,d_27462
c_11912,d_18950
c_16496,d_11834
c_5333,d_4708
c_16119,d_17055
c_6799,d_747
c_19702,d_5619
c_5671,d_11953
c_20414,d_8230
c_24731,d_10884
c_310,d_30295
c_5744,d_7843
c_4350,d_6461
c_15689,d_23895
c_11928,d_3319
c_8862,d_28626
c_24362,d_173
c_18501,d_18600
c_23661,d_27107
c_18268,d_7301
c_31415,d_23876
c_3469,d_22854
c_26033,d_20088
c_17282,d_10895
c_8213,d_28407
c_5144,d_9690
c_2470,d_4153
c_9887,d_2228
c_17027,d_23131
c_18507,d_4355
c_19992,d_8361
c_9412,d_12959
c_3331,d_12197
c_3168,d_2309
c_9505,d_23739
c_7837,d_7562
c_26920,d_27566
c_9078,d_23926
c_24735,d_24662
c_18805,d_3041
c_29856,d_24971
c_3822,d_28133
c_4263,d_16581
c_27274,d_12376
c_7006,d_4266
c_6041,d_18419
c_19427,d_22708
c_29920,d_6754
c_20933,d_21521
c_456,d_11038
c_13705,d_4749
c_2262,d_18047
c_2312,d_29578
c_18850,d_17674
c_1216,d_26154
c_3291,d_27853
c_14880,d_8664
c_8382,d_6404
c_15411,d_31106
c_21678,d_8806
c_26879,d_6812
c_13707,d_27318
c_576,d_9955
c_31435,d_24523
c_17829,d_8542
c_19709,d_17763
c_5869,d_20967
c_8264,d_31258
c_21001,d_15399
c_14757,d_26657
c_14252,d_20950
c_1121,d_13729
c_19840,d_4574
c_24146,d_26729
c_11768,d_2538
c_25473,d_6849
c_19864,d_20202
c_3010,d_2678
c_31001,d_26675
c_30689,d_14229
c_30766,d_3885
c_30392,d_22586
c_15841,d_10003
c_21023,d_26781
c_31134,d_3392
c_6553,d_27572
c_29035,d_16421
c_19966,d_29215
c_12280,d_27133
c_5987,d_8515
c_31451,d_6425
c_16498,d_8310
c_25868,d_8609
c_2605,d_26799
c_10931,d_29908
c_23992,d_5845
c_9135,d_16680
c_26905,d_17210
c_29671,d_24223
c_20732,d_11546
c_8394,d_11493
c_1381,d_21922
c_15340,d_2832
c_4480,d_1697
c_5643,d_24593
c_9833,d_14870
c_26113,d_1896
c_28000,d_28216
c_27013,d_11945
c_2215,d_27393
c_24805,d_17235
c_22296,d_4612
c_26603,d_637
c_2477,d_2387
c_9054,d_17922
c_29136,d_17142
c_21832,d_9021
c_19227,d_12135
c_24173,d_18176
c_13889,d_27041
c_4498,d_8509
c_14068,d_20737
c_15649,d_20085
c_21121,d_22636
c_23478,d_5456
c_5693,d_5109
c_28139,d_3469
c_15598,d_15737
c_19547,d_13104
c_24337,d_5907
c_18350,d_8672
c_30966,d_5980
c_5437,d_14051
c_1918,d_28173
c_17292,d_27829
c_25754,d_9066
c_28378,d_47
c_13012,d_8360
c_7955,d_14489
c_2576,d_31245
c_30412,d_15958
c_20788,d_5847
c_5840,d_9646
c_19188,d_16121
c_4505,d_3215
c_31281,d_9220
c_27562,d_11506
c_22887,d_18763
c_604,d_18763
c_8178,d_13510
c_14467,d_24064
c_3961,d_15511
c_16060,d_28984
c_19436,d_28655
c_11988,d_28296
c_22560,d_23374
c_11410,d_25450
c_29577,d_22377
c_23551,d_13070
c_30849,d_20360
c_17592,d_16752
c_19746,d_14228
c_15117,d_10373
c_25049,d_31115
c_1097,d_18515
c_2368,d_21053
c_21606,d_3598
c_26794,d_27355
c_31047,d_23380
c_26854,d_30305
c_1285,d_4224
c_21837,d_12884
c_10806,d_1371
c_27792,d_15875
c_16825,d_7503
c_12057,d_7755
c_1759,d_6728
c_6193,d_27822
c_26005,d_15063
c_29855,d_31043
c_27483,d_7737
c_26435,d_28617
c_11311,d_15086
c_6718,d_23924
c_10562,d_14518
c_24917,d_27874
c_18893,d_22633
c_13705,d_19122
c_14659,d_27826
c_11940,d_13097
c_12257,d_23622
c_28879,d_21455
c_30960,d_29956
c_950,d_29080
c_28116,d_15960
c_5661,d_2748
c_17567,d_7317
c_8637,d_23835
c_13493,d_3059
c_29379,d_2937
c_2744,d_13779
c_8184,d_9700
c_229,d_19920
c_24136,d_6121
c_5827,d_712
c_21557,d_24935
c_9493,d_16576
c_10602,d_4587
c_20575,d_138
c_30735,d_30544
c_26389,d_3872
c_16298,d_24586
c_21685,d_16273
c_25412,d_10353
c_29945,d_22517
c_1297,d_8019
c_16199,d_27364
c_792,d_23571
c_1384,d_2492
c_13374,d_23033
c_19402,d_6083
c_7589,d_16785
c_11412,d_26534
c_31046,d_27784
c_1195,d_7537
c_7888,d_1367
c_14821,d_13852
c_10271,d_16294
c_25139,d_30158
c_14192,d_25049
c_1656,d_16339
c_24209,d_10678
c_3316,d_9098
c_12657,d_30450
c_20347,d_26784
c_17146,d_10308
c_17493,d_19776
c_25210,d_12918
c_1140,d_17202
c_30740,d_5783
c_8044,d_1114
c_21760,d_19482
c_27833,d_12423
c_15090,d_24029
c_9450,d_31118
c_9497,d_7385
c_30913,d_29540
c_12826,d_446
c_3468,d_10423
c_22533,d_2981
c_181,d_682
c_6849,d_26382
c_29798,d_11330
c_9425,d_21059
c_26707,d_28223
c_22562,d_20584
c_26490,d_3858
c_2748,d_2339
c_662,d_12335
c_8322,d_14427
c_18673,d_8100
c_13633,d_17483
c_11340,d_27575
c_1911,d_11581
c_23549,d_22506
c_589,d_17184
c_1331,d_11067
c_13802,d_22934
c_6685,d_13797
c_18753,d_3803
c_29498,d_6271
c_18325,d_27244
c_10519,d_6957
c_24747,d_10633
c_16561,d_19756
c_16211,d_16184
c_2959,d_21235
c_27181,d_8320
c_1683,d_28864
c_18066,d_2726
c_17232,d_23265
c_25165,d_30156
c_25933,d_17490
c_10550,d_5324
c_9584,d_22651
c_566,d_28072
c_26537,d_26367
c_2582,d_22121
c_10168,d_22277
c_12483,d_13875
c_16873,d_21884
c_25510,d_23536
c_27405,d_13986
c_26226,d_23743
c_4572,d_21181
c_7507,d_6847
c_12464,d_14498
c_13794,d_30358
c_10072,d_5135
c_16109,d_10038
c_1325,d_31222
c_31331,d_6914
c_28616,d_8544
c_20336,d_25896
c_30093,d_25829
c_30617,d_6951
c_13673,d_21022
c_751,d_25200
c_27584,d_31303
c_2246,d_30137
c_11897,d_10676
c_16439,d_26936
c_1142,d_23234
c_24053,d_10013
c_12259,d_15058
c_16955,d_8286
c_30641,d_10222
c_8326,d_21210
c_18792,d_11665
c_22311,d_4378
c_8080,d_12562
c_26773,d_4407
c_29245,d_185
c_19577,d_17745
c_26980,d_28647
c_23916,d_28395
c_31468,d_15545
c_28579,d_9223
c_16090,d_13003
c_29705,d_29544
c_2209,d_533
c_8424,d_4392
c_13453,d_4442
c_23126,d_21439
c_21661,d_25471
c_20537,d_12455
c_10252,d_8773
c_20346,d_27644
c_22591,d_29798
c_15830,d_9784
c_21086,d_20290
c_30908,d_20184
c_22567,d_18931
c_26441,d_4083
c_4342,d_5035
c_21077,d_30223
c_6756,d_23181
c_21653,d_9581
c_25254,d_15297
c_15736,d_7095
c_11302,d_24631
c_28674,d_16385
c_2255,d_17092
c_16391,d_18474
c_3024,d_26878
c_17589,d_15329
c_8923,d_4839
c_5893,d_15702
c_3390,d_3839
c_18547,d_10135
c_2202,d_3396
c_26635,d_26278
c_6855,d_3118
c_11872,d_10210
c_16982,d_20089
c_22912,d_20710
c_10755,d_29291
c_21580,d_16374
c_8621,d_17542
c_16670,d_14184
c_16127,d_5207
c_17475,d_1033
c_10434,d_3954
c_22167,d_5973
c_3302,d_11097
c_30846,d_494
c_13747,d_13971
c_4167,d_8600
c_20035,d_20771
c_687,d_6986
c_30532,d_1417
c_21503,d_10982
c_23770,d_18885
c_31265,d_27755
c_11212,d_19880
c_1317,d_14123
c_13353,d_26301
c_2790,d_3059
c_11427,d_31192
c_20512,d_8601
c_10162,d_17460
c_969,d_15976
c_15753,d_1061
c_25472,d_183
c_12536,d_29038
c_18319,d_6421
c_5948,d_29425
c_29083,d_2436
c_2087,d_18668
c_27193,d_21237
c_31070,d_14499
c_20107,d_27790
c_16547,d_28336
c_9694,d_17969
c_9998,d_25765
c_15946,d_23008
c_27418,d_15774
c_15838,d_23930
c_26171,d_17699
c_15689,d_9203
c_11734,d_8005
c_30927,d_5933
c_30764,d_17814
c_6713,d_18136
c_29823,d_917
c_30139,d_1995
c_18834,d_16690
c_21448,d_21159
c_87,d_19374
c_10174,d_13156
c_24062,d_18916
c_4328,d_26877
c_12272,d_4023
c_2378,d_9140
c_10685,d_24208
c_11297,d_11353
c_8417,d_30833
c_10402,d_11484
c_2820,d_728
c_26680,d_10798
c_11769,d_7447
c_13770,d_27694
c_14178,d_10448
c_11423,d_14469
c_9146,d_5722
c_15200,d_30374
c_11111,d_26919
c_7725,d_6342
c_10128,d_1409
c_13760,d_15279
c_4544,d_8338
c_1461,d_5631
c_405,d_29996
c_10364,d_187
c_1844,d_16965
c_7565,d_1824
c_18591,d_29267
c_17974,d_28525
c_16649,d_5662
c_6605,d_26215
c_8775,d_10641
c_28822,d_7423
c_30389,d_20889
c_928,d_8819
c_10943,d_2210
c_24767,d_24391
c_12492,d_25234
c_5243,d_27097
c_31329,d_4498
c_22432,d_5747
c_29812,d_22918
c_9319,d_31172
c_25267,d_21014
c_27610,d_22942
c_25937,d_18691
c_29461,d_8606
c_28735,d_27559
c_10886,d_29531
c_31290,d_12919
c_2712,d_31218
c_22191,d_4291
c_23177,d_30787
c_23505,d_21959
c_1521,d_27084
c_29723,d_3110
c_23194,d_24313
c_2705,d_26036
c_27120,d_11318
c_23891,d_9027
c_7057,d_1812
c_18474,d_23799
c_3936,d_19838
c_22866,d_15300
c_78,d_30589
c_24925,d_29166
c_22800,d_29127
c_15116,d_15487
c_17433,d_27044
c_23113,d_7491
c_23062,d_15898
c_24461,d_1461
c_8381,d_25636
c_18898,d_12706
c_14847,d_10314
c_13408,d_23283
c_19647,d_12545
c_19810,d_15825
c_6890,d_11636
c_26296,d_27513
c_5383,d_31214
c_29489,d_3374
c_17076,d_10700
c_29183,d_11642
c_14363,d_18551
c_2582,d_14721
c_3249,d_22576
c_8594,d_3646
c_17511,d_24715
c_23748,d_28444
c_27775,d_15253
c_6955,d_8268
c_2030,d_27453
c_21161,d_25619
c_16480,d_30118
c_12071,d_26188
c_17442,d_1439
c_15458,d_13892
c_11410,d_21199
c_2300,d_13689
c_12582,d_24652
c_27526,d_26101
c_19205,d_17113
c_5306,d_980
c_7168,d_9747
c_21708,d_28769
c_30962,d_13662
c_8700,d_2498
c_7101,d_1809
c_21163,d_15467
c_9558,d_25337
c_30593,d_6567
c_3231,d_29025
c_21144,d_6499
c_22738,d_13346
c_24153,d_18937
c_26499,d_565
c_15316,d_7447
c_1832,d_28161
c_19201,d_26025
c_26066,d_24665
c_26914,d_26846
c_8816,d_263
c_4363,d_21160
c_23639,d_18201
c_17626,d_29618
c_15441,d_2320
c_15975,d_17072
c_12756,d_28665
c_28093,d_703
c_26798,d_16729
c_28514,d_20146
c_24377,d_26600
c_7676,d_18137
c_9291,d_23623
c_9204,d_23003
c_4098,d_15957
c_7325,d_2214
c_6446,d_13221
c_3929,d_29079
c_13951,d_15507
c_7895,d_14659
c_29799,d_29564
c_28952,d_17855
c_15592,d_7083
c_24483,d_27374
c_19596,d_31215
c_1999,d_6951
c_20830,d_3050
c_2220,d_16720
c_18642,d_17321
c_18880,d_7728
c_12515,d_424
c_17138,d_7261
c_31099,d_14682
c_15447,d_23566
c_8973,d_21732
c_18042,d_25208
c_23363,d_2939
c_21784,d_1631
c_18397,d_30207
c_23159,d_28601
c_10606,d_27488
c_27840,d_18242
c_9059,d_12832
c_18057,d_709
c_11779,d_19210
c_19972,d_20506
c_25999,d_501
c_26251,d_26950
c_1469,d_6233
c_28904,d_10118
c_13890,d_29617
c_26709,d_16224
c_8449,d_846
c_766,d_27736
c_6292,d_18737
c_29398,d_13153
c_796,d_30291
c_8548,d_14963
c_8298,d_2028
c_6130,d_30487
c_23473,d_19773
c_19625,d_18034
c_16062,d_24055
c_14441,d_9333
c_27915,d_24361
c_3536,d_3824
c_20968,d_2513
c_19670,d_936
c_29114,d_1101
c_26001,d_29487
c_21738,d_6541
c_25245,d_18270
c_12151,d_6437
c_24204,d_6723
c_19369,d_21307
c_22610,d_13993
c_18047,d_30569
c_22867,d_8475
c_14414,d_1815
c_29699,d_26094
c_24017,d_2780
c_11155,d_17084
c_21886,d_18181
c_9027,d_15955
c_30749,d_6615
c_10990,d_24933
c_3080,d_7894
c_5200,d_14935
c_10404,d_5521
c_9641,d_5695
c_12875,d_22109
c_22132,d_3409
c_27820,d_18741
c_11242,d_876
c_9564,d_14384
c_9887,d_30206
c_18220,d_6609
c_21265,d_10977
c_23770,d_21738
c_29359,d_15070
c_19767,d_20093
c_23775,d_7648
c_22595,d_24951
c_15427,d_14521
c_28284,d_10611
c_21164,d_29690
c_18411,d_22853
c_2228,d_17428
c_29101,d_1823
c_9139,d_16784
c_22509,d_1768
c_12982,d_18168
c_15155,d_27352
c_16662,d_3838
c_18312,d_28717
c_22290,d_7984
c_27169,d_15660
c_9441,d_8333
c_26276,d_20169
c_8064,d_14087
c_29231,d_20539
c_4604,d_24713
c_2617,d_16863
c_6427,d_20125
c_19542,d_18959
c_2166,d_1813
c_30100,d_8138
c_26079,d_21762
c_18799,d_27143
c_29660,d_10105
c_11910,d_938
c_10288,d_11983
c_30176,d_11914
c_8239,d_6477
c_10218,d_31120
c_24221,d_22395
c_13900,d_12080
c_190,d_24315
c_15013,d_27477
c_11225,d_22444
c_7594,d_10718
c_26319,d_14721
c_13082,d_20263
c_22522,d_7276
c_28098,d_19973
c_3514,d_6126
c_23958,d_5514
c_3210,d_13912
c_25217,d_21258
c_7495,d_17435
c_11398,d_22809
c_18665,d_29112
c_24661,d_8559
c_9884,d_7376
c_648,d_27595
c_16050,d_21768
c_23219,d_13004
c_27355,d_8862
c_5655,d_19036
c_13627,d_28609
c_4783,d_18924
c_3683,d_25133
c_31468,d_7530
c_18801,d_19978
c_7563,d_6099
c_22802,d_21939
c_30570,d_26724
c_5881,d_22939
c_16566,d_29785
c_29415,d_23492
c_25714,d_28120
c_29925,d_432
c_29783,d_2061
c_13663,d_20256
c_31302,d_30796
c_4105,d_20114
c_15789,d_14344
c_28904,d_17268
c_13503,d_9036
c_27917,d_12915
c_7478,d_17321
c_11165,d_12628
c_19951,d_14029
c_10778,d_25601
c_30016,d_13370
c_4239,d_2368
c_29887,d_25168
c_9915,d_22652
c_20198,d_14213
c_22259,d_15639
c_21323,d_15441
c_8663,d_23626
c_17773,d_24625
c_10049,d_28468
c_14120,d_26115
c_26788,d_5174
c_1670,d_4483
c_16036,d_29928
c_21972,d_12305
c_2548,d_30608
c_29074,d_1894
c_7928,d_13333
c_5490,d_13871
c_6520,d_5628
c_3909,d_14900
c_20745,d_29736
c_29642,d_9386
c_2999,d_18494
c_23083,d_15126
c_22606,d_15042
c_545,d_17252
c_18496,d_3124
c_3120,d_2707
c_19298,d_18185
c_9679,d_8400
c_4730,d_23688
c_5968,d_10159
c_23003,d_9474
c_16599,d_21500
c_21036,d_21807
c_16056,d_15008
c_27695,d_15955
c_11306,d_20893
c_3362,d_23208
c_25693,d_12773
c_10510,d_21323
c_14631,d_21328
c_27617,d_549
c_21412,d_15055
c_19629,d_16863
c_13499,d_31051
c_4603,d_17076
c_7224,d_20316
c_15689,d_22578
c_23426,d_26646
c_15829,d_20121
c_4994,d_28310
c_8997,d_29151
c_7515,d_10216
c_31159,d_6962
c_13702,d_10394
c_6292,d_13192
c_26542,d_30237
c_21358,d_8959
c_23534,d_26906
c_23222,d_20257
c_10529,d_13180
c_25156,d_17158
c_5247,d_17233
c_28897,d_18427
c_30559,d_19840
c_27043,d_1578
c_9602,d_13119
c_9996,d_27005
c_10510,d_29981
c_4077,d_18175
c_936,d_31317
c_13767,d_26740
c_16794,d_8377
c_3416,d_30793
c_7992,d_30998
c_13181,d_9199
c_2443,d_21176
c_6357,d_27245
c_29576,d_1736
c_9292,d_28224
c_10906,d_29042
c_27774,d_2624
c_20537,d_8097
c_890,d_24974
c_23893,d_16874
c_31226,d_16151
c_23273,d_20294
c_29493,d_25370
c_11847,d_27146
c_20712,d_1440
c_3356,d_28497
c_28726,d_16813
c_11538,d_22732
c_7056,d_7081
c_8024,d_15693
c_14894,d_25909
c_10973,d_26390
c_28642,d_10690
c_9581,d_2363
c_22760,d_22341
c_31362,d_22159
c_12403,d_14542
c_9049,d_9774
c_12816,d_26309
c_21973,d_8269
c_9523,d_22829
c_2790,d_27743
c_1305,d_4445
c_17511,d_17390
c_21094,d_16288
c_25540,d_798
c_17353,d_15136
c_29759,d_23652
c_11467,d_21940
c_174,d_9022
c_15228,d_7216
c_16820,d_18515
c_22398,d_1661
c_24178,d_18268
c_129,d_23430
c_24664,d_28208
c_19197,d_23598
c_31366,d_28591
c_3373,d_30843
c_19463,d_4021
c_11444,d_6448
c_16384,d_4012
c_30219,d_12972
c_18483,d_22503
c_29384,d_14947
c_10534,d_28944
c_27264,d_25193
c_24850,d_9345
c_23294,d_9916
c_19511,d_22327
c_30165,d_14821
c_25903,d_25954
c_16626,d_7946
c_25085,d_2377
c_30047,d_13672
c_19437,d_20368
c_30681,d_8342
c_25211,d_26973
c_1163,d_4180
c_7172,d_27829
c_1133,d_8555
c_25722,d_27573
c_13243,d_30761
c_19157,d_695
c_25129,d_22145
c_3844,d_9465
c_3703,d_23095
c_1067,d_12246
c_22803,d_30035
c_24127,d_19350
c_29235,d_24943
c_11881,d_6963
c_31033,d_314
c_17472,d_20557
c_8113,d_25252
c_1422,d_13499
c_10456,d_21489
c_6657,d_11339
c_3907,d_590
c_14883,d_8588
c_4812,d_19991
c_31376,d_31170
c_18402,d_15144
c_831,d_4967
c_18034,d_1920
c_19321,d_10299
c_18778,d_11000
c_7086,d_9891
c_24391,d_20517
c_25814,d_16754
c_28508,d_23103
c_18458,d_27408
c_23069,d_13521
c_20852,d_17432
c_5144,d_31183
c_11889,d_25318
c_17472,d_938
c_21955,d_1999
c_6509,d_11350
c_12032,d_1064
c_860,d_20560
c_16808,d_6930
c_18087,d_24213
c_24935,d_20786
c_21703,d_8400
c_25419,d_16508
c_22711,d_501
c_526,d_24451
c_11254,d_29082
c_13400,d_7152
c_17522,d_29130
c_8769,d_25306
c_4787,d_7127
c_24994,d_18176
c_19956,d_5517
c_5395,d_23904
c_25855,d_25309
c_11079,d_1765
c_19091,d_15921
c_15730,d_6629
c_25287,d_5999
c_16306,d_26661
c_26449,d_21005
c_8286,d_18456
c_6193,d_5739
c_9679,d_16972
c_15470,d_20843
c_7665,d_24351
c_29894,d_219
c_7503,d_10087
c_8862,d_12540
c_29236,d_23662
c_1280,d_29938
c_8471,d_2948
c_3900,d_12454
c_16030,d_30875
c_20943,d_23519
c_19208,d_24167
c_16680,d_5620
c_20783,d_25680
c_6488,d_10015
c_11280,d_23358
c_8866,d_22893
c_25871,d_5653
c_22781,d_22313
c_29591,d_142
c_21249,d_24461
c_9827,d_1237
c_22594,d_21719
c_21930,d_2314
c_12577,d_19659
c_30415,d_30626
c_22773,d_1976
c_29006,d_13786
c_25668,d_5667
c_18327,d_4890
c_8297,d_25742
c_5303,d_4425
c_23529,d_30055
c_17370,d_15135
c_9189,d_14128
c_9455,d_18385
c_25968,d_22599
c_13426,d_21674
c_4883,d_6443
c_19701,d_28368
c_6283,d_11760
c_21444,d_17449
c_22290,d_10813
c_9108,d_17570
c_8753,d_11403
c_8360,d_8351
c_26410,d_6147
c_28459,d_30743
c_10188,d_16266
c_14071,d_1217
c_5291,d_18858
c_27726,d_22057
c_6111,d_17789
c_28694,d_8594
c_7883,d_4188
c_29846,d_16448
c_14770,d_26869
c_26897,d_19542
c_22088,d_16833
c_2556,d_24628
c_24192,d_7277
c_26010,d_27740
c_8316,d_23767
c_27173,d_16350
c_15014,d_8034
c_11954,d_15256
c_20398,d_25945
c_23652,d_16730
c_24855,d_23444
c_28561,d_30368
c_31326,d_18705
c_15736,d_26018
c_7344,d_8797
c_15854,d_12417
c_18778,d_24210
c_6094,d_10097
c_16228,d_4256
c_5425,d_29247
c_26052,d_26901
c_23628,d_24904
