f_369121,d_29356
f_627694,d_19891
f_509773,d_7404
f_237261,d_5820
f_54270,d_16451
f_460225,d_12320
f_612607,d_19492
f_507752,d_26921
f_296689,d_6925
f_501564,d_7228
f_161452,d_14174
f_579941,d_22614
f_535766,d_27608
f_34482,d_18643
f_83936,d_24758
f_117617,d_22269
f_559454,d_20510
f_327120,d_11676
f_557607,d_14353
f_116008,d_10197
f_2485,d_7168
f_426756,d_5435
f_196509,d_3707
f_322466,d_17365
f_321970,d_22453
f_239083,d_18373
f_1412,d_22510
f_551919,d_5158
f_584337,d_29152
f_233052,d_14163
f_230895,d_668
f_566168,d_25009
f_371066,d_8924
f_591918,d_15684
f_269617,d_5651
f_439585,d_579
f_544713,d_29418
f_128478,d_5732
f_31246,d_19404
f_417329,d_17970
f_268570,d_27362
f_30880,d_25386
f_606462,d_26115
f_65861,d_8916
f_556440,d_25448
f_40245,d_3412
f_292397,d_2607
f_525547,d_30261
f_493240,d_28904
f_516489,d_4911
f_222730,d_22580
f_550107,d_20332
f_141661,d_29139
f_289033,d_3702
f_594915,d_4586
f_446094,d_273
f_293989,d_27917
f_618406,d_8065
f_281079,d_19565
f_189038,d_6221
f_421746,d_8387
f_373769,d_22059
f_205461,d_4372
f_228927,d_30936
f_288886,d_25762
f_233269,d_29866
f_535426,d_26458
f_472078,d_27649
f_477210,d_8563
f_38551,d_9840
f_320339,d_22247
f_632925,d_24500
f_578746,d_4890
f_427970,d_5550
f_513993,d_14593
f_386661,d_5538
f_264580,d_15973
f_100048,d_5099
f_81661,d_27064
f_377053,d_5587
f_373058,d_22271
f_25908,d_4127
f_410351,d_24983
f_626330,d_1512
f_251710,d_1074
f_244630,d_12308
f_334098,d_24229
f_587730,d_12346
f_146462,d_1897
f_179139,d_6573
f_180523,d_10499
f_305874,d_18055
f_641418,d_23031
f_287146,d_28131
f_592503,d_28335
f_51091,d_23946
f_52916,d_19278
f_107296,d_28708
f_487992,d_9985
f_305718,d_14652
f_124034,d_7659
f_550681,d_9330
f_34440,d_21231
f_489172,d_4281
f_550632,d_740
f_599003,d_23159
f_191533,d_4830
f_624914,d_25846
f_176275,d_24022
f_56418,d_22212
f_458092,d_25385
f_356459,d_10391
f_428917,d_13997
f_629812,d_10459
f_643502,d_27401
f_426650,d_30984
f_219572,d_8562
f_385451,d_26763
f_277322,d_131
f_493845,d_150
f_518985,d_15564
f_394369,d_26507
f_607742,d_28430
f_262623,d_3261
f_23642,d_3639
f_356236,d_3685
f_174574,d_29615
f_380261,d_9513
f_606147,d_24972
f_585583,d_2957
f_474854,d_22473
f_5452,d_15802
f_622241,d_22733
f_601257,d_25364
f_116582,d_26097
f_594294,d_12761
f_439433,d_3268
f_458701,d_21595
f_474736,d_28349
f_362651,d_13396
f_49138,d_19731
f_222795,d_25296
f_525807,d_20262
f_68484,d_24275
f_515860,d_29623
f_473843,d_9409
f_255824,d_19809
f_346189,d_2054
f_261005,d_14753
f_100875,d_18825
f_420132,d_22076
f_442597,d_7081
f_514920,d_20592
f_78706,d_22120
f_284992,d_22603
f_34132,d_10633
f_214852,d_17557
f_277304,d_13081
f_63282,d_17095
f_537906,d_12964
f_436696,d_15282
f_273932,d_3916
f_283370,d_3234
f_391030,d_27229
f_520464,d_25965
f_282203,d_10525
f_183295,d_8250
f_505586,d_20428
f_461767,d_27709
f_511562,d_30129
f_631765,d_25633
f_600937,d_18191
f_634645,d_30736
f_548284,d_20476
f_218144,d_391
f_147018,d_18738
f_183682,d_3139
f_246670,d_4185
f_194347,d_5105
f_634856,d_27474
f_433677,d_426
f_285748,d_19235
f_324111,d_1314
f_86927,d_20800
f_303478,d_10706
f_571887,d_26857
f_440107,d_16133
f_305150,d_23864
f_434754,d_8620
f_400158,d_336
f_134677,d_26281
f_349039,d_3675
f_40354,d_25622
f_60417,d_2836
f_463797,d_24220
f_610567,d_12485
f_132052,d_5414
f_385907,d_29519
f_450569,d_21604
f_572419,d_7587
f_273036,d_3953
f_152204,d_19217
f_28828,d_29570
f_146208,d_29325
f_118148,d_25033
f_141441,d_12992
f_608224,d_24930
f_596749,d_6612
f_480111,d_19182
f_90125,d_6075
f_613281,d_18934
f_639107,d_771
f_154074,d_21780
f_365641,d_8754
f_250406,d_25944
f_162609,d_26628
f_125368,d_21169
f_490970,d_6060
f_567271,d_1199
f_148377,d_12727
f_558396,d_29183
f_94146,d_1034
f_549951,d_25500
f_477361,d_3050
f_249890,d_10409
f_282174,d_29916
f_596304,d_4394
f_343203,d_10049
f_152265,d_9057
f_624087,d_8198
f_355645,d_27858
f_478560,d_7025
f_466141,d_9053
f_13200,d_2979
f_534477,d_831
f_203515,d_10233
f_540873,d_9117
f_254234,d_30823
f_611163,d_10031
f_286760,d_12332
f_564825,d_2165
f_641170,d_27333
f_208582,d_31369
f_563625,d_22087
f_221683,d_5859
f_589130,d_2694
f_388373,d_4192
f_419197,d_24853
f_629554,d_1212
f_567926,d_16374
f_222794,d_26073
f_637804,d_29396
f_537081,d_633
f_191043,d_8259
f_182648,d_7292
f_249470,d_14354
f_260987,d_23736
f_75806,d_13707
f_58477,d_23384
f_30489,d_27230
f_452043,d_5635
f_521982,d_10247
f_71252,d_27874
f_280332,d_14655
f_263341,d_21474
f_386980,d_10822
f_40495,d_16353
f_331840,d_16301
f_17731,d_17238
f_375088,d_16238
f_417158,d_10049
f_477796,d_4848
f_210328,d_14003
f_230531,d_16695
f_615137,d_4758
f_388181,d_16236
f_7820,d_23174
f_201260,d_26876
f_11338,d_4965
f_375952,d_16615
f_557050,d_6733
f_415648,d_6813
f_232742,d_24083
f_177259,d_30874
f_449921,d_5355
f_304079,d_29821
f_604432,d_26612
f_421623,d_14576
f_8686,d_5750
f_528401,d_26436
f_568487,d_3175
f_324983,d_10451
f_221969,d_23489
f_308859,d_2887
f_418581,d_30258
f_99898,d_23590
f_64289,d_18282
f_304588,d_31013
f_278105,d_7161
f_203340,d_26101
f_443115,d_18631
f_135301,d_22124
f_167399,d_7571
f_624761,d_27678
f_215757,d_6473
f_450381,d_1287
f_588394,d_16707
f_198239,d_13169
f_462057,d_26981
f_605227,d_22516
f_306239,d_7243
f_238685,d_29014
f_341113,d_586
f_59722,d_2844
f_499532,d_8307
f_442410,d_1656
f_183969,d_15978
f_564994,d_1629
f_636924,d_24158
f_223350,d_9488
f_357772,d_666
f_157033,d_756
f_237105,d_8577
f_425408,d_22575
f_387507,d_28499
f_141781,d_28504
f_133422,d_29906
f_474638,d_25869
f_186315,d_22533
f_111657,d_4819
f_298077,d_26814
f_285349,d_24401
f_450871,d_18937
f_602702,d_9801
f_70143,d_1633
f_13774,d_7555
f_599249,d_6078
f_266626,d_3377
f_230428,d_14128
f_345596,d_19022
f_26267,d_2798
f_248611,d_27666
f_417065,d_29054
f_206753,d_26653
f_200216,d_1583
f_394588,d_24751
f_113048,d_2940
f_574930,d_6083
f_24919,d_4119
f_330397,d_23026
f_348517,d_30405
f_312704,d_3021
f_293344,d_15789
f_250022,d_25175
f_396552,d_8434
f_226666,d_22280
f_111786,d_31144
f_322287,d_1445
f_148459,d_13594
f_330741,d_2597
f_155843,d_13233
f_256694,d_9496
f_347690,d_6919
f_247797,d_2395
f_376336,d_15620
f_362264,d_8837
f_507437,d_28493
f_456018,d_3519
f_132439,d_12132
f_153037,d_9334
f_522663,d_10861
f_104527,d_28308
f_370440,d_16919
f_88242,d_14014
f_234064,d_14091
f_508540,d_19448
f_312462,d_29601
f_87820,d_8608
f_477031,d_9906
f_468766,d_20706
f_390984,d_14394
f_128879,d_11854
f_343730,d_2082
f_74131,d_13255
f_225304,d_4036
f_273627,d_7589
f_121663,d_1531
f_368109,d_18037
f_111236,d_14070
f_367441,d_2861
f_11088,d_13611
f_397932,d_21472
f_74786,d_11853
f_271913,d_25786
f_627437,d_25531
f_250845,d_8788
f_389948,d_15402
f_17129,d_9096
f_425489,d_22538
f_124268,d_28778
f_260159,d_8381
f_279438,d_18268
f_509832,d_20225
f_245121,d_18334
f_274321,d_3179
f_539484,d_25790
f_552089,d_9737
f_88453,d_1545
f_135940,d_3818
f_201583,d_4503
f_509215,d_5048
f_100774,d_25841
f_291298,d_8207
f_223366,d_28621
f_620552,d_30068
f_527869,d_8439
f_273837,d_14460
f_26673,d_21893
f_46185,d_11721
f_257833,d_18892
f_423596,d_22414
f_100175,d_22878
f_181487,d_24633
f_152163,d_31158
f_491059,d_20802
f_387339,d_8826
f_76229,d_24351
f_468437,d_12565
f_237495,d_7116
f_205957,d_21480
f_62706,d_23483
f_593052,d_27933
f_257695,d_25699
f_467308,d_27438
f_464455,d_683
f_8585,d_25857
f_627060,d_7771
f_593983,d_23865
f_446732,d_8611
f_231721,d_14941
f_522165,d_12411
f_19236,d_22644
f_46174,d_14421
f_223783,d_23564
f_474994,d_21687
f_69359,d_13083
f_385067,d_24571
f_448085,d_28145
f_118232,d_23140
f_638345,d_28307
f_203539,d_31084
f_632568,d_3800
f_14434,d_19097
f_334745,d_9166
f_468670,d_13338
f_167258,d_17940
f_422037,d_11270
f_415052,d_2568
f_139698,d_3535
f_455748,d_30511
f_436468,d_9356
f_470318,d_24408
f_609868,d_5790
f_495995,d_828
f_572488,d_3389
f_372130,d_24943
f_88060,d_30203
f_576063,d_13409
f_74227,d_6274
f_278516,d_18453
f_47243,d_19427
f_636235,d_24398
f_109623,d_12679
f_171367,d_10309
f_471353,d_7949
f_540996,d_1176
f_571562,d_1800
f_39596,d_28071
f_554604,d_26913
f_425918,d_29248
f_544402,d_9004
f_15820,d_3919
f_322241,d_17874
f_524561,d_10516
f_172614,d_25260
f_329862,d_4597
f_169245,d_5739
f_313513,d_4220
f_341491,d_25941
f_497910,d_11085
f_194914,d_64
f_643593,d_30471
f_319870,d_1330
f_73741,d_27932
f_441569,d_21203
f_430397,d_13537
f_41051,d_25878
f_185090,d_12013
f_170365,d_20782
f_190912,d_15482
f_131333,d_4092
f_136776,d_9299
f_594024,d_8660
f_167431,d_67
f_50385,d_29957
f_335229,d_16290
f_381197,d_8090
f_465653,d_2911
f_282670,d_31047
f_214584,d_30821
f_479210,d_25322
f_182453,d_17433
f_618364,d_6402
f_497622,d_24851
f_295866,d_141
f_182353,d_7675
f_281545,d_11634
f_132399,d_18270
f_346507,d_23707
f_406498,d_12440
f_251224,d_13374
f_279626,d_24387
f_247800,d_27242
f_32499,d_29712
f_173341,d_18775
f_62013,d_4297
f_364278,d_7189
f_491364,d_3181
f_428308,d_22688
f_424612,d_29360
f_333397,d_26063
f_150259,d_17531
f_396056,d_2169
f_238581,d_18034
f_492074,d_27847
f_201992,d_3563
f_87863,d_4912
f_83874,d_9490
f_634230,d_25539
f_288225,d_6432
f_582852,d_4225
f_399762,d_21560
f_80499,d_26692
f_135194,d_25967
f_491842,d_10515
f_538042,d_3104
f_196901,d_18242
f_459235,d_27851
f_275070,d_22296
f_528796,d_16269
f_367168,d_74
f_593947,d_10518
f_287703,d_26889
f_173021,d_7600
f_224713,d_27000
f_399596,d_13124
f_603789,d_16963
f_479768,d_1436
f_341795,d_26585
f_9454,d_11283
f_434743,d_12595
f_366501,d_21355
f_294429,d_20952
f_477299,d_10900
f_388758,d_1888
f_118485,d_19076
f_422484,d_4704
f_357666,d_13494
f_42223,d_29506
f_285676,d_24183
f_251127,d_5673
f_538098,d_15979
f_206514,d_14225
f_446576,d_7293
f_96569,d_31086
f_532359,d_25456
f_284726,d_997
f_159033,d_23707
f_102956,d_24693
f_72753,d_21949
f_330398,d_21857
f_640458,d_16426
f_279335,d_20433
f_221895,d_21936
f_166566,d_30217
f_63887,d_2958
f_209826,d_18527
f_24013,d_22809
f_136426,d_10834
f_210249,d_9697
f_405912,d_19101
f_273849,d_13756
f_98363,d_20489
f_459495,d_6024
f_39159,d_7880
f_232491,d_8417
f_455119,d_1629
f_544939,d_2736
f_241907,d_1057
f_335243,d_486
f_13437,d_16033
f_623591,d_15822
f_185777,d_16899
f_197123,d_6439
f_187842,d_31055
f_611044,d_29268
f_150744,d_31056
f_575839,d_18904
f_531013,d_22781
f_638692,d_7384
f_598081,d_28815
f_129124,d_12184
f_246487,d_10545
f_530637,d_16948
f_303714,d_15998
f_505981,d_18518
f_369281,d_30397
f_253755,d_23749
f_254698,d_16953
f_309307,d_2609
f_383009,d_13668
f_325292,d_23082
f_28771,d_15104
f_443659,d_9921
f_271820,d_28424
f_615722,d_19803
f_55341,d_18254
f_440296,d_28240
f_516512,d_4068
f_389160,d_13864
f_500006,d_907
f_314025,d_1649
f_146045,d_13722
f_290107,d_26071
f_586131,d_27198
f_641835,d_14838
f_548552,d_12205
f_130104,d_533
f_568431,d_16912
f_53383,d_6128
f_454970,d_31070
f_487203,d_16140
f_383831,d_12578
f_517560,d_21703
f_509023,d_15164
f_366829,d_10559
f_244213,d_9703
f_141704,d_12131
f_323130,d_24508
f_624245,d_19892
f_238358,d_17416
f_109260,d_2988
f_413037,d_15241
f_188333,d_12779
f_439712,d_9332
f_1203,d_20468
f_454353,d_25661
f_133638,d_23524
f_164586,d_7843
f_165997,d_13609
f_639902,d_22632
f_228649,d_16353
f_370769,d_30317
f_329858,d_7085
f_151876,d_5740
f_299427,d_3433
f_127594,d_12079
f_625887,d_21861
f_10326,d_3158
f_517752,d_19850
f_241731,d_8266
f_373164,d_25487
f_584128,d_6900
f_296966,d_21767
f_355087,d_10054
f_435648,d_28199
f_2783,d_25486
f_610863,d_23240
f_471273,d_29400
f_304058,d_24785
f_201375,d_8035
f_341250,d_7393
f_98895,d_7412
f_107788,d_24071
f_344194,d_28998
f_349312,d_18281
f_129109,d_12942
f_407373,d_17038
f_302953,d_25248
f_295171,d_28806
f_6985,d_22019
f_161117,d_23866
f_564647,d_4443
f_518554,d_19301
f_158080,d_24839
f_37686,d_3962
f_350722,d_1544
f_204670,d_14459
f_589754,d_29183
f_172549,d_4387
f_214560,d_30804
f_96509,d_3489
f_169434,d_16706
f_360165,d_2718
f_192541,d_28292
f_490108,d_18846
f_383220,d_26187
f_555569,d_21586
f_532634,d_16041
f_199727,d_13862
f_506139,d_22814
f_582662,d_6864
f_304461,d_491
f_11959,d_6005
f_410331,d_6091
f_26001,d_24345
f_580974,d_8438
f_585419,d_10763
f_493434,d_3816
f_302110,d_9492
f_82356,d_24605
f_411080,d_1483
f_553753,d_28528
f_297585,d_6577
f_103516,d_23611
f_619888,d_30855
f_223122,d_30050
f_139608,d_29552
f_410092,d_15521
f_470312,d_13097
f_473069,d_19419
f_587092,d_10449
f_217874,d_29849
f_374342,d_9752
f_237063,d_7459
f_336533,d_10199
f_534915,d_7105
f_157368,d_10135
f_459387,d_13106
f_517919,d_25982
f_531296,d_2077
f_482044,d_2013
f_71105,d_27861
f_102012,d_8554
f_20719,d_23884
f_483135,d_31127
f_99921,d_11240
f_335914,d_10031
f_174982,d_17574
f_407294,d_8918
f_586246,d_17753
f_176599,d_14171
f_145338,d_7440
f_168008,d_10500
f_612114,d_3428
f_600806,d_26866
f_81163,d_17043
f_47629,d_28070
f_227715,d_10447
f_71194,d_5028
f_31513,d_19930
f_227367,d_25004
f_405158,d_27072
f_94976,d_24348
f_78149,d_11389
f_514111,d_14800
f_444695,d_8748
f_286406,d_3427
f_424382,d_6810
f_224277,d_31180
f_165292,d_8031
f_33286,d_12945
f_200870,d_10029
f_487733,d_30293
f_511098,d_26500
f_373074,d_25520
f_33602,d_17193
f_471807,d_10506
f_530176,d_27417
f_628718,d_20257
f_452251,d_21402
f_108624,d_9792
f_341723,d_17352
f_105385,d_9012
f_319261,d_27702
f_24823,d_16903
f_310475,d_29675
f_188047,d_11344
f_131193,d_29568
f_45939,d_25938
f_106288,d_23863
f_120572,d_10191
f_92462,d_28199
f_477051,d_3199
f_66578,d_15728
f_56770,d_19685
f_42185,d_10374
f_292108,d_12925
f_528794,d_16649
f_432386,d_22925
f_278723,d_13324
f_290148,d_17437
f_466589,d_29503
f_445435,d_21055
f_184957,d_12427
f_474996,d_28575
f_50162,d_27590
f_447915,d_20289
f_170490,d_24476
f_618241,d_18003
f_434490,d_1886
f_506585,d_10098
f_559662,d_2540
f_431456,d_30250
f_57951,d_5620
f_451257,d_20682
f_106176,d_6946
f_160542,d_15743
f_15790,d_8603
f_480780,d_8319
f_10975,d_28675
f_465776,d_25232
f_316670,d_13208
f_220701,d_1026
f_10573,d_26497
f_47922,d_14853
f_154353,d_21077
f_430497,d_20560
f_300381,d_26637
f_413090,d_3928
f_566746,d_19930
f_48245,d_31163
f_19706,d_21593
f_14573,d_12926
f_519859,d_25993
f_369782,d_25578
f_423697,d_28460
f_210890,d_27069
f_232811,d_28110
f_177984,d_3194
f_417162,d_20438
f_252627,d_18863
f_295791,d_14394
f_98309,d_24649
f_203384,d_4041
f_600331,d_22706
f_291550,d_19596
f_634212,d_15635
f_343812,d_3581
f_483972,d_12760
f_288145,d_24155
f_261626,d_9296
f_152099,d_30163
f_491327,d_22596
f_140903,d_20186
f_608888,d_19409
f_536250,d_22911
f_107683,d_5483
f_206050,d_410
f_618861,d_4221
f_563384,d_21102
f_322814,d_5922
f_359054,d_7301
f_638873,d_9775
f_601998,d_23167
f_609497,d_9200
f_443076,d_17910
f_437092,d_21621
f_402102,d_3126
f_61022,d_27600
f_537915,d_12085
f_525653,d_7872
f_525804,d_12798
f_5964,d_8049
f_164489,d_11492
f_302278,d_24459
f_172221,d_24805
f_603534,d_10190
f_113785,d_27494
f_644614,d_19056
f_159542,d_4798
f_175139,d_11389
f_590888,d_10276
f_428909,d_1095
f_410634,d_13066
f_222701,d_4397
f_598821,d_15128
f_586181,d_3890
f_481284,d_24630
f_148970,d_13402
f_127929,d_9480
f_462881,d_4926
f_637499,d_18110
f_643162,d_28754
f_131532,d_16847
f_504685,d_12923
f_626862,d_25656
f_522386,d_16167
f_561905,d_5266
f_162122,d_29902
f_313627,d_23712
f_412266,d_13571
f_79759,d_5906
f_614564,d_29853
f_575356,d_10627
f_47941,d_28566
f_626969,d_1475
f_317295,d_24145
f_195028,d_21037
f_16832,d_16991
f_550051,d_3331
f_22649,d_22869
f_268335,d_11820
f_396592,d_17618
f_280773,d_11689
f_512568,d_15159
f_502737,d_27757
f_503182,d_21834
f_601503,d_10829
f_416913,d_9065
f_629926,d_24308
f_354765,d_2236
f_496026,d_1194
f_185107,d_30178
f_585416,d_4832
f_540224,d_9794
f_30074,d_7569
f_376486,d_27136
f_69028,d_27435
f_328661,d_8235
f_260777,d_20530
f_139359,d_20210
f_525117,d_17965
f_404024,d_20315
f_362985,d_55
f_523249,d_29724
f_285598,d_14739
f_256870,d_10149
f_62916,d_6598
f_120739,d_2579
f_56664,d_7426
f_186120,d_14882
f_442478,d_26604
f_100644,d_28389
f_315780,d_13121
f_382438,d_30805
f_370151,d_10786
f_374988,d_4891
f_7232,d_29659
f_499819,d_23838
f_315201,d_4166
f_382404,d_7951
f_69714,d_23862
f_320077,d_11389
f_219617,d_28256
f_598924,d_26286
f_461595,d_24925
f_209827,d_22207
f_630302,d_20348
f_298247,d_18857
f_107959,d_29347
f_309036,d_2364
f_53447,d_27198
f_579228,d_8139
f_345722,d_1659
f_361576,d_16318
f_580976,d_8081
f_97074,d_15257
f_278129,d_11708
f_499034,d_9077
f_146858,d_13092
f_97352,d_12207
f_267058,d_6247
f_213879,d_8799
f_9582,d_4565
f_207291,d_4582
f_287742,d_10089
f_550726,d_22263
f_256205,d_27286
f_84650,d_5599
f_282643,d_5082
f_433350,d_30615
f_477221,d_17502
f_204124,d_23292
f_397345,d_10306
f_124165,d_24442
f_25026,d_11935
f_66426,d_11067
f_293386,d_22336
f_502180,d_13149
f_113673,d_1482
f_71820,d_10897
f_161208,d_21394
f_331233,d_23440
f_627754,d_9265
f_212775,d_884
f_616801,d_29565
f_103549,d_1844
f_444993,d_15309
f_310536,d_20433
f_277153,d_24208
f_539947,d_5788
f_447952,d_19402
f_441415,d_22624
f_54341,d_11441
f_40547,d_23372
f_247542,d_11289
f_388687,d_18766
f_593295,d_7422
f_428609,d_20573
f_86771,d_10555
f_521377,d_25170
f_118516,d_14068
f_112171,d_11356
f_612793,d_24278
f_284141,d_13655
f_625205,d_10130
f_54563,d_28814
f_111038,d_18307
f_500420,d_6514
f_49937,d_9839
f_464228,d_23011
f_196179,d_22720
f_404351,d_238
f_595983,d_23249
f_260164,d_12556
f_216425,d_19645
f_530263,d_9485
f_239246,d_21581
f_488925,d_24737
f_197717,d_24979
f_526630,d_19935
f_501625,d_17184
f_485199,d_6031
f_529095,d_28325
f_3731,d_19451
f_233871,d_16611
f_564994,d_7572
f_480889,d_29075
f_348772,d_30206
f_204741,d_22450
f_488995,d_4588
f_448049,d_17344
f_15538,d_26862
f_307213,d_29055
f_385266,d_15170
f_386047,d_19173
f_126457,d_8559
f_489544,d_6761
f_575340,d_27670
f_611245,d_22389
f_341702,d_24468
f_151472,d_26075
f_529976,d_17284
f_77251,d_18155
f_138868,d_23135
f_310652,d_11508
f_374618,d_26043
f_234635,d_4880
f_300913,d_8498
f_164466,d_23292
f_367364,d_16482
f_416640,d_5514
f_331145,d_15283
f_357243,d_13077
f_425307,d_24367
f_125265,d_7679
f_342991,d_2387
f_73102,d_16343
f_619270,d_11350
f_159468,d_13747
f_209060,d_7979
f_164775,d_23785
f_502470,d_4742
f_445881,d_7366
f_156134,d_21082
f_342808,d_16977
f_298939,d_26051
f_344668,d_14295
f_36348,d_20583
f_568898,d_26864
f_444305,d_14490
f_373713,d_6653
f_451268,d_15494
f_564216,d_24601
f_269091,d_8171
f_549361,d_21827
f_547748,d_489
f_502337,d_17093
f_591292,d_30732
f_539356,d_188
f_198938,d_9860
f_449070,d_21782
f_205234,d_17296
f_395163,d_8286
f_380287,d_18567
f_627312,d_28717
f_491808,d_29798
f_261864,d_18079
f_47169,d_30372
f_291768,d_22945
f_162016,d_23334
f_364172,d_14327
f_357690,d_3495
f_8889,d_2215
f_188644,d_30113
f_498638,d_30613
f_66654,d_1408
f_164422,d_13581
f_74591,d_22718
f_359533,d_8106
f_516402,d_28855
f_168268,d_10113
f_28395,d_5029
f_269866,d_10484
f_305703,d_6085
f_299781,d_29716
f_411045,d_409
f_179985,d_2611
f_345412,d_25731
f_611310,d_28693
f_350949,d_25912
f_246668,d_3657
f_512651,d_27085
f_183543,d_13866
f_247251,d_8450
f_419724,d_3376
f_155153,d_25074
f_471024,d_23785
f_246050,d_23648
f_133761,d_26892
f_3994,d_6353
f_78252,d_31057
f_541250,d_2283
f_67407,d_27470
f_83744,d_25912
f_226679,d_14759
f_20610,d_7305
f_402990,d_4211
f_104217,d_21487
f_44406,d_21082
f_431010,d_27751
f_243045,d_18079
f_100380,d_3091
f_536475,d_31317
f_134705,d_8948
f_521717,d_28128
f_69745,d_4960
f_406017,d_6960
f_98971,d_17408
f_565823,d_15194
f_260945,d_16333
f_6642,d_19016
f_585622,d_27406
f_30666,d_10196
f_322179,d_8312
f_260482,d_5998
f_107648,d_3148
f_244556,d_21480
f_161284,d_3967
f_6093,d_18535
f_367586,d_5979
f_558711,d_2740
f_316329,d_12443
f_5205,d_3716
f_600306,d_17205
f_305458,d_5020
f_89892,d_13419
f_490419,d_29919
f_276961,d_6583
f_424654,d_16905
f_521326,d_9404
f_60035,d_15462
f_310323,d_8599
f_465125,d_6340
f_161429,d_3065
f_467141,d_13396
f_196806,d_740
f_549529,d_30950
