b_960,c_4613
b_408,c_18727
b_987,c_21277
b_81,c_29160
b_339,c_10273
b_802,c_7302
b_1243,c_9042
b_627,c_11031
b_430,c_3087
b_289,c_29207
b_979,c_20254
b_1345,c_7071
b_638,c_12379
b_357,c_27702
b_660,c_19022
b_367,c_6969
b_493,c_2721
b_830,c_12328
b_327,c_24343
b_906,c_7697
b_413,c_4928
b_1499,c_31190
b_431,c_702
b_1093,c_21632
b_811,c_26500
b_212,c_27513
b_1439,c_9299
b_1428,c_9230
b_1152,c_8030
b_1403,c_10509
b_994,c_9893
b_1428,c_16232
b_472,c_4752
b_1089,c_12930
b_783,c_11596
b_463,c_3532
b_1060,c_7024
b_137,c_6155
b_838,c_874
b_84,c_8781
b_1208,c_4404
b_50,c_24836
b_794,c_24149
b_1536,c_14667
b_524,c_1524
b_211,c_4116
b_459,c_8461
b_1023,c_217
b_601,c_21641
b_299,c_13587
b_837,c_21598
b_1376,c_16353
b_1453,c_4855
b_420,c_30594
b_1148,c_4810
b_37,c_14349
b_339,c_2003
b_1281,c_17963
b_666,c_13918
b_1181,c_30704
b_154,c_19262
b_233,c_11826
b_1275,c_18842
b_184,c_15439
b_713,c_2848
b_1051,c_20146
b_662,c_12553
b_1406,c_5409
b_119,c_27990
b_565,c_8872
b_1199,c_23023
b_731,c_3577
b_756,c_22733
b_1545,c_22646
b_75,c_11571
b_746,c_353
b_179,c_11937
b_676,c_14429
b_150,c_28922
b_1444,c_26776
b_398,c_13932
b_636,c_3750
b_454,c_7769
b_493,c_23877
b_710,c_3349
b_1484,c_25114
b_174,c_10942
b_1338,c_21037
b_904,c_13437
b_264,c_12509
b_661,c_22752
b_616,c_2331
b_686,c_10080
b_512,c_13399
b_196,c_4907
b_1165,c_15805
b_1143,c_19874
b_1347,c_8207
b_113,c_1735
b_906,c_30657
b_691,c_30695
b_282,c_20532
b_913,c_24663
b_339,c_19052
b_1413,c_12493
b_87,c_8546
b_1527,c_31033
b_483,c_31132
b_1180,c_10384
b_1094,c_26510
b_531,c_11149
b_1101,c_7180
b_58,c_6718
b_1064,c_23068
b_818,c_25539
b_1366,c_19703
b_895,c_24380
b_140,c_16447
b_823,c_2921
b_1234,c_14001
b_628,c_15087
b_418,c_22832
b_334,c_22380
b_502,c_10436
b_349,c_13729
b_1041,c_13033
b_1515,c_22408
b_1303,c_19656
b_1555,c_20975
b_86,c_16352
b_815,c_19468
b_1294,c_22740
b_418,c_11579
b_1508,c_28511
b_1314,c_28153
b_17,c_25510
b_1035,c_31457
b_18,c_27159
b_1393,c_24027
b_1055,c_4504
b_1137,c_24363
b_337,c_21325
b_416,c_7770
b_1097,c_25580
b_454,c_20503
b_978,c_30183
b_1383,c_19611
b_1038,c_7776
b_1173,c_3624
b_1380,c_21126
b_345,c_21231
b_1422,c_10415
b_377,c_12494
b_1237,c_5169
b_742,c_13478
b_74,c_31461
b_1304,c_24965
b_1164,c_15434
b_1022,c_17643
b_866,c_21467
b_180,c_1568
b_1337,c_24360
b_558,c_4370
b_1221,c_585
b_1327,c_9820
b_824,c_14813
b_560,c_12066
b_367,c_19683
b_407,c_7560
b_1449,c_20656
b_1439,c_13565
b_1031,c_11424
b_686,c_1436
b_689,c_16447
b_1463,c_7443
b_346,c_21364
b_1369,c_18108
b_933,c_1472
b_205,c_29283
b_673,c_27048
b_1233,c_1902
b_1189,c_195
b_302,c_19917
b_129,c_1675
b_690,c_2415
b_1391,c_7786
b_810,c_29286
b_1431,c_21686
b_654,c_16020
b_706,c_16449
b_1522,c_17822
b_1273,c_7440
b_938,c_20563
b_1396,c_10874
b_179,c_4352
b_1191,c_8206
b_79,c_27825
b_492,c_22856
b_1501,c_9136
b_543,c_16788
b_751,c_572
b_1128,c_23955
b_702,c_26110
b_1395,c_6452
b_39,c_16004
b_1005,c_2200
b_611,c_23835
b_1155,c_1586
b_468,c_23993
b_474,c_12180
b_1054,c_2391
b_959,c_28835
b_570,c_25648
b_1124,c_8560
b_171,c_9709
b_1173,c_20718
b_1215,c_18891
b_1394,c_16527
b_1337,c_407
b_202,c_30533
b_443,c_5706
b_1425,c_27057
b_1144,c_27938
b_693,c_5639
b_113,c_14184
b_512,c_3260
b_1242,c_22170
b_524,c_6770
b_601,c_5361
b_1073,c_14481
b_249,c_28184
b_1261,c_13941
b_547,c_10492
b_977,c_11046
b_1472,c_30013
b_163,c_13964
b_1365,c_18470
b_574,c_23022
b_256,c_14778
b_22,c_2618
b_649,c_6563
b_1151,c_14696
b_879,c_21693
b_329,c_21208
b_144,c_1047
b_852,c_4298
b_226,c_9208
b_547,c_19158
b_92,c_10712
b_1124,c_22255
b_426,c_22093
b_1365,c_8608
b_476,c_19779
b_1042,c_19211
b_940,c_17723
b_618,c_15136
b_31,c_438
b_661,c_30056
b_1468,c_9459
b_1315,c_4853
b_881,c_5213
b_78,c_17533
b_1280,c_12530
b_100,c_24729
b_676,c_3683
b_593,c_5480
b_816,c_5878
b_549,c_5494
b_830,c_7516
b_1231,c_24799
b_91,c_8819
b_1436,c_28564
b_569,c_29432
b_779,c_17530
b_1115,c_28563
b_926,c_18476
b_348,c_8319
b_758,c_8825
b_580,c_22157
b_198,c_10958
b_1242,c_5281
b_1348,c_19874
b_272,c_4762
b_681,c_25739
b_1269,c_29972
b_117,c_26571
b_1446,c_6295
b_331,c_25645
b_587,c_21577
b_13,c_28890
b_240,c_30701
b_609,c_22547
b_774,c_29365
b_512,c_25382
b_1313,c_25658
b_1533,c_9756
b_1284,c_18990
b_1320,c_10896
b_932,c_10295
b_685,c_17129
b_773,c_6102
b_749,c_11958
b_501,c_11756
b_993,c_9342
b_1132,c_28439
b_711,c_2398
b_194,c_28403
b_408,c_22324
b_1026,c_11081
b_886,c_9237
b_926,c_20030
b_634,c_380
b_433,c_15378
b_766,c_14390
b_1477,c_26786
b_1409,c_7180
b_1285,c_22394
b_91,c_9224
b_888,c_18460
b_913,c_4655
b_87,c_24019
b_129,c_20756
b_1495,c_4317
b_347,c_11283
b_765,c_27118
b_935,c_18114
b_871,c_17505
b_621,c_30247
b_1546,c_26472
b_188,c_18816
b_597,c_16161
b_467,c_26323
b_587,c_17211
b_1190,c_3619
b_1446,c_13179
b_720,c_10600
b_823,c_30618
b_516,c_12145
b_1505,c_24170
b_554,c_28061
b_315,c_13742
b_436,c_15163
b_372,c_20972
b_184,c_8146
b_110,c_1348
b_218,c_21445
b_461,c_12656
b_852,c_6135
b_1342,c_22793
b_1345,c_6385
b_260,c_5576
b_893,c_755
b_41,c_9006
b_225,c_18491
b_1391,c_30654
b_803,c_700
b_367,c_6525
b_47,c_18368
b_223,c_21373
b_232,c_17906
b_1414,c_21366
b_562,c_25094
b_547,c_26208
b_1058,c_28744
b_1040,c_15763
b_978,c_22520
b_514,c_18995
b_869,c_15603
b_1025,c_1423
b_439,c_2482
b_1506,c_25415
b_756,c_29259
b_525,c_1666
b_49,c_212
b_954,c_1543
b_868,c_6354
b_416,c_13760
b_447,c_2431
b_972,c_8057
b_255,c_15473
b_552,c_14960
b_438,c_19618
b_1218,c_3866
b_1400,c_6181
b_592,c_16528
b_1176,c_7672
b_500,c_4762
b_880,c_28986
b_751,c_6841
b_1330,c_8358
b_621,c_6017
b_907,c_1296
b_297,c_19903
b_1353,c_22770
b_1236,c_20946
b_189,c_25512
b_88,c_10582
b_78,c_31273
b_1319,c_23764
b_206,c_22920
b_1387,c_23116
b_959,c_3653
b_1212,c_9798
b_946,c_19023
b_264,c_12382
b_377,c_2463
b_1541,c_5627
b_1321,c_5496
b_831,c_10948
b_721,c_2993
b_671,c_27581
b_1026,c_430
b_253,c_12604
b_1443,c_5152
b_1304,c_15727
b_411,c_17078
b_910,c_25271
b_21,c_6155
b_265,c_21870
b_656,c_10899
b_1551,c_10213
b_136,c_29240
b_683,c_22876
b_1508,c_11026
b_804,c_4260
b_1440,c_12215
b_790,c_19322
b_821,c_1575
b_1259,c_14784
b_593,c_2477
b_443,c_8746
b_118,c_7655
b_586,c_11365
b_618,c_24985
b_502,c_14060
b_448,c_26073
b_226,c_9112
b_1344,c_16433
b_660,c_12341
b_533,c_27305
b_969,c_14254
b_1267,c_5905
b_835,c_12676
b_85,c_4650
b_311,c_28834
b_688,c_18355
b_602,c_19687
b_874,c_17067
b_794,c_21369
b_1417,c_136
b_820,c_173
b_341,c_8419
b_1036,c_19017
b_898,c_4216
b_1387,c_18190
b_497,c_25139
b_92,c_13678
b_1474,c_8759
b_1289,c_14262
b_1547,c_26410
b_1420,c_14015
b_861,c_30738
b_634,c_19582
b_656,c_14759
b_496,c_4458
b_518,c_15750
b_1062,c_15096
b_899,c_11945
b_81,c_23407
b_1524,c_20685
b_494,c_19879
b_1326,c_497
b_230,c_21353
b_1367,c_17083
b_1346,c_10976
b_1131,c_98
b_550,c_13964
b_871,c_9125
b_1057,c_5961
b_1187,c_19131
b_425,c_26245
b_843,c_12895
b_575,c_1555
b_399,c_6964
b_1497,c_24218
b_1286,c_2552
b_1532,c_21244
b_501,c_22091
b_875,c_4337
b_845,c_13893
b_571,c_28149
b_1180,c_30540
b_1385,c_8501
b_1056,c_10195
b_189,c_3741
b_1435,c_3463
b_706,c_17734
b_328,c_12153
b_1094,c_11788
b_728,c_20717
b_1215,c_26690
b_1416,c_19346
b_550,c_17113
b_808,c_18794
b_1555,c_30395
b_99,c_7952
b_137,c_20545
b_1369,c_26551
b_1507,c_20533
b_1078,c_679
b_647,c_29140
b_353,c_19770
b_143,c_6660
b_396,c_13217
b_196,c_2695
b_1299,c_27449
b_898,c_11275
b_789,c_7521
b_297,c_13364
b_740,c_12923
b_1207,c_15707
b_1131,c_2182
b_1244,c_29508
b_134,c_12178
b_1258,c_2838
b_933,c_29720
b_1233,c_7730
b_595,c_6284
b_242,c_1750
b_189,c_22585
b_765,c_26243
b_617,c_2646
b_217,c_1967
b_1450,c_29012
b_1214,c_3869
b_220,c_17568
b_1161,c_10476
b_1318,c_8181
b_122,c_773
b_1196,c_6809
b_1362,c_29791
b_498,c_18827
b_1378,c_16241
b_638,c_14991
b_1078,c_951
b_95,c_15187
b_123,c_1397
b_855,c_22051
b_389,c_28578
b_1029,c_1388
b_421,c_20607
b_265,c_23655
b_712,c_20049
b_637,c_8343
b_988,c_6991
b_1531,c_22576
b_85,c_18920
b_680,c_9841
b_1532,c_29160
b_1282,c_7934
b_677,c_28952
b_901,c_10874
b_552,c_20299
b_1126,c_11153
b_1453,c_15647
b_755,c_18249
b_1262,c_10307
b_359,c_30520
b_1507,c_13997
b_1195,c_21555
b_1116,c_23806
b_1001,c_1995
b_271,c_9078
b_13,c_30784
b_655,c_15628
b_318,c_4537
b_1501,c_29896
b_350,c_6154
b_333,c_13583
b_190,c_25498
b_768,c_24195
b_825,c_5621
b_1032,c_14612
b_441,c_2319
b_418,c_11369
b_1010,c_1895
b_1207,c_7692
b_1047,c_28928
b_434,c_7231
b_689,c_13602
b_1038,c_19968
b_1,c_20082
b_211,c_4610
b_676,c_23958
b_1195,c_30328
b_708,c_21452
b_203,c_164
b_1123,c_14864
b_1356,c_24603
b_1241,c_6267
b_1195,c_18248
b_165,c_9165
b_396,c_17964
b_334,c_11571
b_1349,c_30290
b_1408,c_11028
b_203,c_29752
b_222,c_23142
b_499,c_22051
b_418,c_20112
b_817,c_29171
b_1548,c_14914
b_1329,c_23988
b_1272,c_30912
b_1215,c_29261
b_1453,c_26534
b_567,c_24597
b_1556,c_8090
b_87,c_4072
b_452,c_25852
b_33,c_7490
b_978,c_2361
b_129,c_5584
b_512,c_24949
b_1276,c_20645
b_1034,c_16574
b_182,c_16937
b_179,c_24424
b_1488,c_3275
b_736,c_5420
b_708,c_21819
b_30,c_14619
b_1485,c_20287
b_248,c_10988
b_1178,c_6427
b_506,c_30912
b_68,c_11880
b_145,c_11429
b_1046,c_2507
b_748,c_10144
b_324,c_15387
b_973,c_14552
b_1342,c_27253
b_815,c_30220
b_1170,c_31377
b_1233,c_15313
b_48,c_21972
b_830,c_29305
b_1258,c_27581
b_466,c_6671
b_1554,c_22385
b_1417,c_12502
b_1213,c_23906
b_495,c_22674
b_862,c_18733
b_177,c_20196
b_1446,c_8082
b_357,c_13943
b_437,c_10220
b_1427,c_17726
b_1117,c_23535
b_529,c_27695
b_623,c_19029
b_1501,c_29814
b_274,c_8816
b_478,c_5571
b_208,c_2375
b_275,c_18229
b_891,c_21111
b_235,c_20457
b_1047,c_26406
b_1418,c_17621
b_1207,c_7067
b_1178,c_30961
b_675,c_6795
b_1067,c_20423
b_1269,c_14298
b_647,c_27315
b_817,c_24043
b_127,c_3368
b_1296,c_2431
b_121,c_30287
b_969,c_26176
b_1469,c_21843
b_1189,c_16702
b_334,c_16500
b_27,c_1992
b_905,c_4900
b_187,c_16605
b_1398,c_16688
b_499,c_920
b_718,c_28152
b_342,c_12563
b_697,c_30438
b_337,c_20807
b_1285,c_15332
b_134,c_10789
b_747,c_19792
b_53,c_17106
b_1409,c_12914
b_769,c_11125
b_1300,c_27755
b_292,c_7631
b_1276,c_25340
b_1071,c_14209
b_296,c_28090
b_624,c_8438
b_1393,c_17105
b_260,c_24629
b_151,c_4304
b_1266,c_6821
b_1543,c_22521
b_311,c_24678
b_1022,c_19606
b_1014,c_14219
b_815,c_13803
b_430,c_1472
b_1128,c_5300
b_257,c_13509
b_207,c_7538
b_774,c_18336
b_1252,c_3931
b_584,c_16183
b_1122,c_4687
b_345,c_15617
b_1034,c_28036
b_1296,c_12392
b_122,c_12080
b_1053,c_22637
b_9,c_24507
b_631,c_29411
b_1396,c_2866
b_770,c_12655
b_876,c_25460
b_1336,c_26202
b_392,c_29754
b_171,c_14336
b_1007,c_20609
b_211,c_16801
b_519,c_17980
b_785,c_9404
b_1121,c_30492
b_1140,c_16680
b_592,c_26266
b_1435,c_12180
b_1514,c_15661
b_373,c_20123
b_1147,c_4745
b_1002,c_3699
b_1044,c_17986
b_1481,c_16132
b_177,c_22504
b_922,c_7254
b_322,c_3514
b_1248,c_10800
b_120,c_9330
b_1443,c_90
b_1084,c_27112
b_80,c_15590
b_1317,c_25748
b_359,c_28869
b_1190,c_5299
b_1431,c_13155
b_848,c_602
b_965,c_5108
b_174,c_22280
b_224,c_22772
b_387,c_19990
b_369,c_30502
b_1157,c_568
b_1162,c_11729
b_605,c_5072
b_84,c_26249
b_753,c_27485
b_645,c_22792
b_867,c_13496
b_651,c_31407
b_850,c_27734
b_593,c_16281
b_1524,c_22648
b_253,c_24315
b_957,c_13153
b_1326,c_13765
b_888,c_17441
b_1421,c_14590
b_237,c_2106
b_983,c_18756
b_304,c_420
b_1147,c_13939
b_1283,c_2857
b_177,c_30436
b_188,c_6806
b_317,c_23515
b_786,c_420
b_592,c_19073
b_726,c_13922
b_1353,c_20480
b_1505,c_8819
b_1536,c_28901
b_608,c_20111
b_783,c_17463
b_1186,c_626
b_1459,c_25993
b_144,c_20334
b_1131,c_22579
b_218,c_15664
b_132,c_18105
b_962,c_2767
b_336,c_10481
b_1518,c_20611
b_810,c_1684
b_241,c_1795
b_1058,c_6132
b_1052,c_26237
b_1452,c_8608
b_1473,c_25728
b_567,c_15089
b_1291,c_22389
b_1285,c_25838
b_543,c_9226
b_1490,c_6696
b_430,c_8162
b_1178,c_23790
b_66,c_9765
b_978,c_14125
b_226,c_15126
b_615,c_16705
b_314,c_4308
b_1200,c_24682
b_1308,c_8183
b_621,c_4610
b_1191,c_19221
b_847,c_20166
b_692,c_1048
b_35,c_26365
b_1515,c_25499
b_327,c_26036
b_723,c_8410
b_786,c_8746
b_1354,c_26902
b_422,c_18121
b_924,c_17545
b_931,c_25439
b_1168,c_12308
b_1358,c_12139
b_1366,c_25549
b_599,c_9133
b_1416,c_3830
b_633,c_2391
b_351,c_24770
b_1100,c_20186
b_108,c_23270
b_1057,c_3451
b_869,c_4463
b_1448,c_16102
b_907,c_28743
b_190,c_8280
b_1479,c_16457
b_707,c_27385
b_268,c_3064
b_1015,c_12484
b_310,c_30478
b_937,c_15605
b_1041,c_16781
b_650,c_17341
b_128,c_24153
b_1083,c_29420
b_128,c_17070
b_703,c_14338
b_0,c_27199
b_1043,c_9787
b_703,c_24175
b_106,c_18359
b_1070,c_21864
b_1380,c_30523
b_318,c_4184
b_1468,c_30283
b_1290,c_21947
b_1134,c_6142
b_908,c_2397
b_1558,c_27809
b_780,c_15327
b_194,c_15666
b_1385,c_16757
b_1410,c_20100
b_148,c_7253
b_888,c_20797
b_776,c_24350
b_388,c_5252
b_1522,c_3216
b_1453,c_19817
b_815,c_26052
b_1458,c_21307
b_767,c_30731
b_736,c_9652
b_833,c_14497
b_81,c_17057
b_1322,c_30660
b_68,c_3937
b_1256,c_20840
b_891,c_25210
b_535,c_6951
b_567,c_7289
b_1441,c_13028
b_885,c_1448
b_908,c_28711
b_389,c_14289
b_277,c_16969
b_583,c_23790
b_1381,c_11332
b_965,c_5599
b_350,c_28128
b_165,c_20645
b_248,c_13035
b_1025,c_5333
b_797,c_30641
b_14,c_16551
b_279,c_7886
b_425,c_7885
b_1264,c_19563
b_1451,c_9262
b_374,c_22388
b_1398,c_11622
b_1510,c_17472
b_1412,c_23257
b_1409,c_27426
b_761,c_18383
b_1050,c_26286
b_868,c_28492
b_1257,c_6954
b_918,c_6110
b_1514,c_2233
b_566,c_16733
b_731,c_25682
b_1439,c_24847
b_107,c_12936
b_874,c_17104
b_1179,c_1578
b_1135,c_15685
b_13,c_27920
b_949,c_28071
b_816,c_25924
b_622,c_17464
b_6,c_6719
b_967,c_5728
b_1241,c_22046
b_81,c_9590
b_1405,c_14755
b_1055,c_30493
b_1081,c_3428
b_457,c_28434
b_439,c_20585
b_801,c_16121
b_725,c_21218
b_1438,c_9991
b_350,c_14565
b_992,c_8747
b_1107,c_27604
b_1265,c_24000
b_803,c_24450
b_762,c_18915
b_1514,c_7964
b_852,c_22580
b_536,c_4505
b_543,c_6265
b_1017,c_24764
b_558,c_8032
b_1142,c_10663
b_856,c_1117
b_954,c_144
b_624,c_21629
b_1096,c_14408
b_1130,c_28748
b_4,c_30121
b_944,c_11872
b_264,c_19951
b_1008,c_24442
b_332,c_19517
b_583,c_28323
b_42,c_3863
b_124,c_31286
b_617,c_8671
b_1425,c_2675
b_442,c_12636
b_1286,c_22889
b_330,c_1261
b_1473,c_12793
b_101,c_2236
b_1021,c_28906
b_569,c_31193
b_931,c_3418
b_1421,c_3301
b_1029,c_2336
b_866,c_2322
b_98,c_2522
b_1212,c_29713
b_561,c_22809
b_324,c_13066
b_235,c_20221
b_1446,c_8209
b_200,c_9234
b_1025,c_8942
b_5,c_22639
b_227,c_28161
b_732,c_6489
b_351,c_5859
b_615,c_7841
b_909,c_26588
b_1201,c_19151
b_358,c_9396
b_933,c_24515
b_1221,c_12261
b_194,c_4417
b_906,c_18753
b_993,c_14224
b_1043,c_20211
b_1417,c_24045
b_253,c_3561
b_151,c_31372
b_431,c_22329
b_340,c_30710
b_1292,c_14419
b_387,c_18136
b_372,c_21465
b_369,c_25965
b_1203,c_29655
b_165,c_12278
b_399,c_17651
b_39,c_841
b_1290,c_8542
b_747,c_9306
b_1202,c_23075
b_1085,c_22547
b_161,c_24195
b_236,c_15528
b_1268,c_11084
b_670,c_14859
b_730,c_28044
b_1134,c_13925
b_1458,c_1231
b_1056,c_13139
b_1439,c_24830
b_497,c_29430
b_259,c_28688
b_597,c_13392
b_1063,c_2674
b_1426,c_31168
b_415,c_26319
b_902,c_7028
b_1063,c_15839
b_868,c_14479
b_1499,c_296
b_20,c_12940
b_331,c_20536
b_1328,c_29682
b_313,c_23160
b_918,c_99
b_814,c_12510
b_435,c_12345
b_293,c_31121
b_355,c_28842
b_330,c_23562
b_109,c_30854
b_566,c_27790
b_958,c_21845
b_1285,c_22397
b_153,c_11969
b_594,c_29494
b_545,c_27300
b_1037,c_9577
b_79,c_2552
b_1311,c_17176
b_1181,c_26846
b_40,c_25847
b_647,c_8132
b_746,c_23165
b_643,c_28470
b_348,c_21423
b_1167,c_16405
b_786,c_12374
b_373,c_10954
b_381,c_20547
b_1103,c_707
b_1172,c_12059
b_876,c_493
b_553,c_26865
b_1440,c_338
b_10,c_25701
b_1271,c_20331
b_88,c_8746
b_120,c_14727
b_121,c_20176
b_583,c_19982
b_113,c_690
b_1278,c_11687
b_797,c_23729
b_420,c_7931
b_934,c_13315
b_292,c_20789
b_1290,c_24056
b_1425,c_1929
b_565,c_25885
b_1156,c_28335
b_170,c_9489
b_822,c_11249
b_922,c_27777
b_789,c_18112
b_1234,c_14240
b_803,c_4800
b_79,c_28401
b_1522,c_17616
b_4,c_9227
b_1392,c_2700
b_1516,c_10095
b_419,c_13013
b_1527,c_1090
b_1399,c_11103
