c_12939,d_3134
c_19720,d_21474
c_29058,d_12402
c_27702,d_25522
c_29743,d_24100
c_12354,d_7240
c_25363,d_14915
c_9483,d_17264
c_8651,d_7474
c_20444,d_27972
c_19349,d_28973
c_20648,d_25332
c_27402,d_4471
c_21313,d_26597
c_6514,d_19263
c_4251,d_8482
c_17145,d_597
c_22656,d_26146
c_9652,d_7524
c_17710,d_21652
c_16118,d_10675
c_16866,d_29669
c_15568,d_13877
c_29490,d_21711
c_6158,d_28323
c_627,d_6346
c_15638,d_1318
c_18355,d_4917
c_19790,d_2847
c_2984,d_1094
c_20363,d_4173
c_12079,d_9161
c_5328,d_4413
c_24097,d_1860
c_19498,d_1050
c_23128,d_4578
c_12378,d_12859
c_16014,d_4408
c_21317,d_22042
c_18459,d_17440
c_22496,d_9105
c_16816,d_12559
c_25013,d_10013
c_24476,d_12187
c_684,d_7465
c_11327,d_7538
c_30501,d_10784
c_19254,d_12582
c_26777,d_6385
c_27324,d_7611
c_11442,d_20638
c_5434,d_3443
c_16137,d_7131
c_6095,d_19301
c_23889,d_3205
c_9545,d_17068
c_29383,d_11592
c_10516,d_10730
c_29015,d_22449
c_25371,d_26412
c_16171,d_11149
c_9412,d_22558
c_22037,d_14765
c_11635,d_29896
c_26091,d_11901
c_13323,d_29289
c_19487,d_11581
c_25666,d_10577
c_26361,d_6975
c_27780,d_5443
c_6866,d_26914
c_20893,d_29835
c_20318,d_21988
c_22252,d_1853
c_18508,d_30220
c_23525,d_15377
c_18216,d_11034
c_12173,d_30557
c_14525,d_7965
c_948,d_6152
c_5183,d_1428
c_2354,d_16754
c_14865,d_23618
c_22227,d_27545
c_11336,d_25102
c_14166,d_7294
c_17091,d_25566
c_4626,d_7633
c_26652,d_18875
c_29827,d_27720
c_18086,d_26418
c_30568,d_583
c_10303,d_12281
c_19287,d_2229
c_13376,d_2687
c_5735,d_18084
c_5445,d_24366
c_4501,d_1844
c_20163,d_29393
c_14933,d_9847
c_22839,d_23669
c_21007,d_24568
c_2600,d_28106
c_23554,d_25515
c_28156,d_6604
c_12671,d_16211
c_18830,d_10375
c_17200,d_1170
c_7589,d_23017
c_21579,d_19133
c_17458,d_29165
c_14545,d_20324
c_29826,d_1163
c_393,d_7836
c_19105,d_5861
c_2331,d_13533
c_13111,d_28556
c_26128,d_25240
c_9423,d_26146
c_24874,d_2817
c_10663,d_1760
c_22574,d_11268
c_30975,d_26102
c_15103,d_28826
c_13658,d_14535
c_1693,d_16998
c_26386,d_18770
c_5856,d_18290
c_12011,d_27607
c_24749,d_26558
c_5791,d_2984
c_29720,d_28990
c_13484,d_22832
c_14024,d_27367
c_25267,d_29158
c_11858,d_21606
c_5164,d_27661
c_24865,d_14015
c_18562,d_28568
c_2685,d_11806
c_15113,d_1923
c_4374,d_31144
c_4460,d_5708
c_19918,d_21571
c_22261,d_3189
c_7321,d_14163
c_801,d_17676
c_12440,d_1114
c_5618,d_15535
c_6565,d_23103
c_5489,d_4935
c_21383,d_28377
c_25532,d_10124
c_22421,d_5358
c_10653,d_1935
c_7314,d_27052
c_27200,d_7447
c_26091,d_11006
c_18566,d_30004
c_3293,d_22477
c_30221,d_24504
c_13699,d_26862
c_15149,d_26591
c_9788,d_15651
c_963,d_25194
c_22899,d_24917
c_27797,d_23324
c_29063,d_25009
c_19951,d_30800
c_16756,d_584
c_1467,d_15548
c_17348,d_14829
c_10181,d_1541
c_1828,d_21496
c_21650,d_10017
c_15532,d_2891
c_1675,d_13311
c_25964,d_7174
c_11566,d_1704
c_11070,d_17434
c_6857,d_27605
c_15266,d_15155
c_13206,d_24119
c_23033,d_31140
c_9269,d_10668
c_9903,d_15473
c_17784,d_12428
c_4280,d_28166
c_10177,d_30008
c_2146,d_15652
c_15076,d_8284
c_4990,d_20984
c_29370,d_8725
c_25488,d_3815
c_153,d_6764
c_12947,d_6594
c_20122,d_22931
c_14837,d_6817
c_25319,d_2425
c_27507,d_1062
c_4780,d_7942
c_211,d_20155
c_1269,d_5391
c_25236,d_14335
c_28282,d_19862
c_26653,d_512
c_7064,d_2997
c_2648,d_14867
c_3053,d_3285
c_29760,d_18639
c_29553,d_1700
c_15555,d_27992
c_30987,d_13259
c_8548,d_28850
c_8431,d_31386
c_20095,d_28619
c_27632,d_19401
c_10848,d_19445
c_21665,d_15742
c_26991,d_14914
c_15070,d_9334
c_9760,d_14467
c_7370,d_2719
c_10588,d_8537
c_7338,d_25253
c_2147,d_6894
c_28185,d_29078
c_5476,d_26822
c_26893,d_7372
c_5371,d_30068
c_19712,d_26212
c_16020,d_3148
c_29944,d_22217
c_14384,d_14947
c_27538,d_8044
c_8690,d_1886
c_30473,d_11843
c_30715,d_23286
c_29139,d_23529
c_19009,d_8454
c_6636,d_28111
c_4004,d_9873
c_448,d_7729
c_29312,d_17149
c_27350,d_27306
c_21842,d_30977
c_14181,d_25683
c_4780,d_4790
c_30702,d_26322
c_19658,d_271
c_27287,d_13826
c_23215,d_29071
c_18437,d_28579
c_31060,d_20100
c_2474,d_7629
c_22785,d_5241
c_27140,d_13663
c_453,d_8301
c_13793,d_13670
c_3709,d_17892
c_12967,d_6996
c_30183,d_18697
c_29393,d_28646
c_2443,d_8762
c_17179,d_25112
c_28591,d_24821
c_8218,d_19049
c_28984,d_21256
c_30217,d_2894
c_16732,d_31097
c_5851,d_13913
c_9719,d_20452
c_19999,d_6861
c_18598,d_24031
c_25921,d_16373
c_26735,d_3902
c_4290,d_25911
c_16576,d_16296
c_7550,d_29486
c_16393,d_29643
c_2906,d_26668
c_1377,d_12341
c_16501,d_11088
c_12163,d_24751
c_6955,d_20304
c_4748,d_10210
c_19297,d_13270
c_3017,d_10423
c_22804,d_23374
c_27086,d_3007
c_30376,d_19450
c_16725,d_23233
c_12986,d_2265
c_13937,d_3801
c_19112,d_28758
c_9892,d_2811
c_28102,d_13638
c_18968,d_15883
c_15053,d_3053
c_2034,d_11582
c_8031,d_22257
c_17183,d_30609
c_22494,d_16030
c_16532,d_27280
c_13534,d_10725
c_13263,d_29345
c_30945,d_564
c_24679,d_22579
c_7687,d_18995
c_25416,d_3023
c_162,d_3456
c_19760,d_19711
c_3199,d_7007
c_7282,d_6263
c_23678,d_2410
c_7960,d_30471
c_9538,d_12873
c_30465,d_30414
c_22934,d_20516
c_22346,d_1148
c_10803,d_4877
c_16924,d_2025
c_29184,d_14053
c_10823,d_1781
c_23352,d_9170
c_12606,d_12639
c_26674,d_5612
c_2660,d_6637
c_10781,d_12166
c_18169,d_17028
c_5246,d_8759
c_14243,d_17696
c_29118,d_17311
c_9315,d_11246
c_17473,d_24772
c_4435,d_30037
c_25241,d_2696
c_12205,d_29825
c_17934,d_23284
c_1241,d_7712
c_14440,d_28705
c_23486,d_27592
c_28529,d_7939
c_19976,d_9394
c_4085,d_19507
c_1669,d_13955
c_16931,d_17501
c_21347,d_6743
c_24914,d_23736
c_24704,d_19495
c_11094,d_26310
c_6283,d_10608
c_25454,d_10726
c_5204,d_25272
c_1102,d_18323
c_26902,d_10288
c_19824,d_11237
c_14054,d_16767
c_22570,d_27506
c_22852,d_10431
c_25174,d_27257
c_25350,d_11574
c_20392,d_24578
c_23385,d_19663
c_7205,d_8352
c_20398,d_26082
c_16924,d_9949
c_7700,d_28432
c_2863,d_23872
c_12601,d_3578
c_18190,d_9755
c_29656,d_30669
c_5270,d_3823
c_10251,d_6430
c_26105,d_14448
c_20900,d_2551
c_12932,d_9992
c_29679,d_19193
c_10496,d_26716
c_19930,d_31096
c_1762,d_20422
c_10653,d_23383
c_31439,d_9250
c_18890,d_13437
c_11725,d_3066
c_20014,d_8216
c_10048,d_17913
c_16268,d_3590
c_8740,d_29561
c_30807,d_7447
c_2676,d_10187
c_21219,d_28137
c_7441,d_6732
c_15892,d_1896
c_5461,d_6454
c_12501,d_12371
c_27082,d_19202
c_25057,d_12676
c_11122,d_22468
c_24312,d_12881
c_29896,d_18042
c_27198,d_28985
c_27855,d_20826
c_24847,d_5449
c_16676,d_3919
c_16343,d_24235
c_25781,d_19561
c_21882,d_3743
c_24366,d_26342
c_11376,d_3918
c_16599,d_12229
c_26032,d_19866
c_21007,d_26118
c_1208,d_26209
c_8376,d_14431
c_24871,d_14184
c_28209,d_29967
c_28408,d_1319
c_5123,d_1484
c_3791,d_20119
c_23133,d_20196
c_27028,d_30133
c_4706,d_5371
c_21071,d_22279
c_20979,d_25935
c_27969,d_10909
c_632,d_10586
c_11733,d_14853
c_12755,d_10163
c_6728,d_14239
c_6814,d_20490
c_19168,d_15921
c_9928,d_11024
c_7154,d_15357
c_19662,d_11049
c_6711,d_8691
c_21743,d_18178
c_16763,d_7122
c_11931,d_10421
c_5269,d_19290
c_5342,d_22465
c_22508,d_30623
c_3306,d_10054
c_9887,d_17583
c_12195,d_26739
c_3548,d_13466
c_23784,d_166
c_4109,d_26565
c_3723,d_26849
c_21901,d_27435
c_21181,d_29680
c_14484,d_26454
c_27128,d_6731
c_28851,d_23138
c_7230,d_29109
c_28057,d_2676
c_14344,d_17223
c_3963,d_2075
c_12325,d_11265
c_30342,d_19367
c_20090,d_29111
c_28112,d_21454
c_21677,d_31076
c_30260,d_8865
c_271,d_14071
c_10018,d_17026
c_22866,d_26481
c_20164,d_27765
c_16270,d_13722
c_848,d_9646
c_2892,d_10648
c_15501,d_17425
c_21355,d_24432
c_16766,d_486
c_8474,d_21316
c_14838,d_10939
c_13734,d_12908
c_1253,d_1595
c_4400,d_19949
c_21164,d_31050
c_13113,d_10636
c_26175,d_30265
c_1981,d_4875
c_6724,d_23966
c_5437,d_1933
c_28711,d_22448
c_6968,d_26464
c_23172,d_9782
c_29320,d_22222
c_5023,d_19315
c_15261,d_27344
c_26071,d_9406
c_4771,d_24519
c_21726,d_10323
c_6812,d_8468
c_6699,d_20600
c_11266,d_24230
c_26614,d_26313
c_489,d_15980
c_5084,d_16017
c_12469,d_17976
c_31011,d_4307
c_14142,d_12992
c_25031,d_16823
c_29275,d_5081
c_3683,d_22488
c_7788,d_11738
c_11527,d_1565
c_25971,d_22515
c_13380,d_15107
c_25659,d_25535
c_19491,d_7156
c_12688,d_27751
c_15172,d_3496
c_5804,d_9979
c_17684,d_17963
c_7917,d_29385
c_19105,d_27094
c_7680,d_1575
c_17683,d_28925
c_8189,d_12345
c_12209,d_21953
c_31309,d_16339
c_14019,d_1401
c_13047,d_10788
c_17460,d_8725
c_15509,d_20051
c_5054,d_21975
c_29419,d_6090
c_26552,d_1802
c_10818,d_30568
c_9850,d_30891
c_25391,d_7349
c_15430,d_6033
c_8528,d_22039
c_11273,d_4554
c_19626,d_22546
c_30222,d_29854
c_18632,d_19578
c_9177,d_25082
c_11739,d_7921
c_4058,d_28650
c_15782,d_7463
c_20402,d_16034
c_30524,d_19082
c_9067,d_1636
c_23244,d_24228
c_7027,d_23991
c_4954,d_3064
c_26786,d_22477
c_9127,d_29065
c_17787,d_13688
c_25882,d_14618
c_5732,d_6409
c_284,d_22862
c_30512,d_22353
c_27661,d_15561
c_24687,d_13712
c_28414,d_10184
c_28808,d_26725
c_12925,d_27132
c_18484,d_10371
c_24380,d_4389
c_19249,d_25047
c_29691,d_2354
c_24544,d_22581
c_7791,d_13731
c_22996,d_23216
c_11953,d_10329
c_6078,d_17632
c_26955,d_8646
c_10058,d_23524
c_7676,d_4193
c_2486,d_28527
c_7710,d_14782
c_25470,d_29328
c_19894,d_27514
c_5144,d_6600
c_4047,d_5254
c_10174,d_29281
c_25458,d_6067
c_7398,d_18202
c_7377,d_12229
c_10726,d_25075
c_11677,d_30660
c_17818,d_21449
c_5211,d_13558
c_22639,d_21206
c_30775,d_27869
c_14791,d_5526
c_8116,d_5673
c_24293,d_11292
c_28222,d_26353
c_1804,d_31037
c_7801,d_5331
c_10011,d_23570
c_7937,d_1601
c_30458,d_21829
c_3386,d_12904
c_28867,d_9986
c_26489,d_2867
c_5602,d_27092
c_22703,d_20670
c_12185,d_27791
c_18923,d_17313
c_897,d_29221
c_27546,d_19644
c_2624,d_14774
c_30296,d_30687
c_16193,d_20864
c_25973,d_19974
c_19115,d_7382
c_12644,d_11222
c_22908,d_4147
c_2882,d_15932
c_13499,d_30955
c_2039,d_16911
c_8099,d_21302
c_3814,d_16572
c_29373,d_28991
c_555,d_13546
c_7914,d_26781
c_14412,d_14798
c_5571,d_14997
c_26174,d_2106
c_23897,d_16042
c_19888,d_20192
c_29817,d_9890
c_4630,d_6694
c_27492,d_9828
c_14626,d_6272
c_26833,d_17055
c_24121,d_10314
c_24452,d_23787
c_27731,d_16759
c_17083,d_3154
c_28488,d_31029
c_12682,d_14943
c_21718,d_17508
c_9089,d_5897
c_8733,d_5836
c_5921,d_6935
c_26140,d_12721
c_8676,d_6877
c_21367,d_13517
c_7747,d_21304
c_26405,d_10581
c_18300,d_28197
c_9696,d_22187
c_7541,d_12040
c_23678,d_23624
c_25311,d_14138
c_545,d_4863
c_4287,d_7666
c_13963,d_7280
c_5506,d_25682
c_29606,d_23798
c_26680,d_18442
c_3812,d_26611
c_9304,d_22836
c_8118,d_16353
c_14745,d_27966
c_7749,d_25729
c_20988,d_4293
c_22406,d_21984
c_15224,d_3404
c_27377,d_4756
c_6829,d_10394
c_4248,d_6075
c_20651,d_27252
c_20682,d_8151
c_11652,d_16906
c_26382,d_17564
c_26349,d_4611
c_12632,d_2700
c_25033,d_17692
c_30875,d_21807
c_13148,d_26828
c_18805,d_11865
c_3918,d_5449
c_10391,d_24283
c_26984,d_475
c_23852,d_19670
c_6766,d_6354
c_444,d_3978
c_23008,d_25854
c_30575,d_30602
c_4356,d_27086
c_8105,d_14099
c_23658,d_279
c_21455,d_1010
c_27915,d_27035
c_11032,d_21876
c_6760,d_8114
c_3666,d_14071
c_13640,d_24520
c_12122,d_13449
c_2095,d_1290
c_24325,d_13310
c_23632,d_6691
c_25587,d_3514
c_8527,d_21611
c_19281,d_27629
c_5989,d_13168
c_19559,d_12938
c_137,d_1182
c_10080,d_24831
c_24369,d_30421
c_28762,d_8190
c_30462,d_24802
c_1187,d_2196
c_23884,d_22848
c_20499,d_16642
c_8225,d_5179
c_5520,d_30122
c_9342,d_27099
c_18151,d_26715
c_25407,d_10249
c_428,d_628
c_9302,d_26695
c_3067,d_9763
c_18403,d_17843
c_5247,d_22256
c_27245,d_1027
c_2306,d_2534
c_922,d_16846
c_18154,d_17073
c_2566,d_23886
c_16728,d_13898
c_28935,d_3750
c_9854,d_9251
c_24421,d_14642
c_27206,d_14204
c_18642,d_20475
c_25170,d_29941
c_20162,d_13173
c_1077,d_23792
c_26078,d_8117
c_23504,d_2929
c_3400,d_25274
c_4341,d_2658
c_14588,d_4101
c_2803,d_3306
c_20340,d_19901
c_3369,d_21800
c_2680,d_4376
c_2159,d_7688
c_19041,d_1362
c_16366,d_11480
c_8245,d_17746
c_21526,d_24924
c_16922,d_29078
c_26383,d_21664
c_7015,d_27605
c_15795,d_7332
c_22166,d_31119
c_30956,d_19990
c_1769,d_16598
c_20775,d_6422
c_27885,d_20900
c_5514,d_11574
c_19661,d_27319
c_21417,d_584
c_23132,d_9465
c_3586,d_4890
c_1083,d_19660
c_9316,d_29267
c_8899,d_21484
c_28197,d_6857
c_2353,d_29503
c_13263,d_25722
c_24211,d_26604
c_19853,d_14737
c_17465,d_19264
c_844,d_9279
c_20470,d_17748
c_7371,d_1690
c_25814,d_15000
c_18600,d_20369
c_11278,d_9429
c_3626,d_1197
c_6243,d_8585
c_30326,d_23308
c_22420,d_30653
c_25885,d_26576
c_11717,d_372
c_6422,d_21815
c_27216,d_24685
c_16541,d_23201
c_21264,d_12093
c_24707,d_22345
c_31298,d_2287
c_23379,d_7676
c_22398,d_26881
c_30566,d_10085
c_18506,d_23517
c_23458,d_22418
c_18756,d_12140
c_24064,d_27316
c_26025,d_13905
c_894,d_31174
c_14244,d_30150
c_20205,d_15252
c_5015,d_24958
c_28298,d_11223
c_20593,d_14691
c_10989,d_15485
c_10009,d_20481
c_25545,d_20867
c_4823,d_25118
c_23578,d_30957
c_7254,d_6110
c_3143,d_28544
c_3650,d_1741
c_21851,d_3885
c_8146,d_12517
c_6620,d_6658
c_5223,d_29090
c_5725,d_29446
c_7547,d_25528
c_4080,d_28870
c_28603,d_11846
c_1244,d_23906
c_2070,d_25127
c_22201,d_9368
c_22182,d_29988
c_1753,d_26467
c_8806,d_20398
c_2030,d_16325
c_24873,d_7895
c_3652,d_15529
c_8437,d_11240
c_18531,d_27523
c_22684,d_10796
c_18654,d_26467
c_23692,d_7467
c_13699,d_29250
c_7127,d_28572
c_15487,d_195
c_13399,d_16916
c_22400,d_16588
c_23869,d_21121
c_7310,d_8971
c_30909,d_25527
c_22274,d_15217
c_30890,d_7405
c_17091,d_11690
c_27180,d_11697
c_29570,d_5212
c_2578,d_31381
c_29179,d_29053
c_11326,d_2037
c_4143,d_22216
c_10684,d_25816
c_16514,d_26114
c_28542,d_6280
c_11319,d_15515
c_24875,d_8327
c_29753,d_6301
c_4592,d_1553
c_13235,d_1194
c_23343,d_8843
c_191,d_6721
c_11741,d_1437
c_16815,d_22482
c_16819,d_26594
c_30593,d_21181
c_3290,d_18840
c_19594,d_8644
c_3786,d_26458
c_28701,d_29857
c_242,d_11470
c_6104,d_11717
c_5900,d_30996
c_29977,d_2198
c_22449,d_16318
c_17438,d_9921
c_8965,d_27810
c_18975,d_1301
c_247,d_4393
c_26075,d_10012
c_24243,d_9038
c_18726,d_15204
c_20941,d_21767
c_11820,d_13958
c_16271,d_9080
c_15383,d_19091
c_24297,d_5771
c_22256,d_15258
c_14937,d_16579
c_4192,d_18228
c_24060,d_20259
c_16260,d_14364
c_7269,d_14520
c_14111,d_29396
c_4826,d_25600
c_25548,d_5013
c_6678,d_24985
c_15877,d_23044
c_3585,d_11039
c_16882,d_2881
c_4495,d_26457
c_16584,d_4925
c_17742,d_9275
c_7619,d_27932
c_30879,d_12935
c_21506,d_2020
c_11048,d_3139
c_8754,d_4103
c_29342,d_871
c_27793,d_6902
c_28881,d_5797
c_19587,d_8428
c_10523,d_3097
c_3433,d_27047
c_22922,d_24237
c_24972,d_5367
c_22670,d_1797
c_15237,d_599
c_20280,d_20975
c_27247,d_15839
c_25258,d_1927
c_13436,d_1346
c_614,d_3474
c_19993,d_20911
c_31181,d_9492
c_2572,d_1838
c_23300,d_20388
c_18383,d_29127
c_28174,d_17837
c_740,d_7542
c_9257,d_18117
c_1729,d_497
c_23433,d_16450
c_24607,d_27616
c_25965,d_3269
c_28011,d_22248
c_3157,d_20798
c_23066,d_3074
c_22435,d_14414
c_20697,d_27632
c_29553,d_25079
c_21480,d_16220
c_28131,d_21617
c_5132,d_30460
c_10123,d_6682
c_20670,d_11401
c_23811,d_7419
c_8338,d_10012
c_13275,d_7644
c_5740,d_18242
c_11765,d_20629
c_7809,d_12238
c_3179,d_23139
c_3251,d_27614
c_28887,d_1936
c_16408,d_11737
c_11940,d_30090
c_3552,d_5214
c_6807,d_17216
c_4990,d_25164
c_31039,d_12820
c_3158,d_6177
c_21868,d_6339
c_14642,d_17490
c_3279,d_8807
c_29137,d_23551
c_13742,d_19410
c_10600,d_17569
c_20096,d_22430
c_9241,d_19095
c_8782,d_17713
c_17472,d_380
c_30466,d_26174
c_15963,d_20744
c_31187,d_19099
c_10023,d_17727
c_25765,d_9983
c_10005,d_3983
c_13937,d_17976
c_10079,d_10311
c_18233,d_9991
c_2165,d_5299
c_1437,d_18762
c_30236,d_22749
c_22723,d_4431
c_4794,d_6050
c_12154,d_15151
c_9229,d_8074
c_11181,d_12636
c_1794,d_24904
c_3417,d_4304
c_13034,d_16530
c_2177,d_2057
c_5835,d_27074
c_8012,d_19229
c_26399,d_10675
c_3142,d_4897
c_15339,d_24466
c_8143,d_29751
c_10641,d_6311
c_22822,d_17145
c_16197,d_29975
c_29445,d_16898
c_29874,d_2233
c_29899,d_4089
c_19742,d_22506
c_3642,d_9195
c_3727,d_19177
c_26410,d_17216
c_15646,d_20595
c_16312,d_11139
c_3878,d_27872
c_8402,d_27352
c_18597,d_11575
c_10359,d_18999
c_6008,d_7772
c_15637,d_3233
c_18780,d_25166
c_10099,d_27923
c_13336,d_26177
c_23010,d_926
c_30229,d_20745
c_18861,d_10178
c_26541,d_8038
c_16899,d_23350
c_13783,d_24027
c_6333,d_9238
c_12074,d_21737
c_28249,d_4012
c_15903,d_18848
c_26363,d_1702
c_24417,d_108
c_21514,d_12141
c_30300,d_20980
c_26593,d_11242
c_10794,d_4210
c_13983,d_2734
c_20685,d_26773
c_11351,d_8991
c_7170,d_26914
c_1927,d_20693
c_4399,d_31239
c_16318,d_14209
c_10992,d_13253
c_16882,d_3105
c_8149,d_26920
c_26027,d_2412
c_24477,d_14774
c_19013,d_3046
c_17797,d_17238
c_20505,d_7768
c_11591,d_12069
c_4249,d_8104
c_18230,d_24664
c_17179,d_3782
c_22525,d_7115
c_26810,d_1986
c_25599,d_19340
c_23893,d_23850
c_5785,d_23892
c_3103,d_9803
c_1310,d_21981
c_2573,d_9334
c_24480,d_2857
c_22022,d_19853
c_20312,d_19419
c_4872,d_17165
c_24679,d_10274
c_15903,d_26157
c_20782,d_1359
c_16597,d_30024
c_6180,d_13437
c_7615,d_14221
c_15241,d_5390
c_8113,d_16870
c_25948,d_29280
c_23293,d_28232
c_19242,d_5455
c_31305,d_188
c_16655,d_30861
c_7714,d_28582
c_13842,d_29411
c_14810,d_16185
c_13194,d_21077
c_20844,d_31408
c_2346,d_11634
c_27097,d_25576
c_23692,d_2490
c_10187,d_28810
c_16386,d_26437
c_14368,d_5700
c_17155,d_905
c_29204,d_17386
c_21415,d_16925
c_7179,d_6665
c_9659,d_24640
c_15647,d_9952
c_15854,d_20235
c_425,d_24461
c_24646,d_9245
c_9288,d_26972
c_6176,d_20905
c_7482,d_4557
c_12447,d_1783
c_17447,d_2592
c_30641,d_433
c_20945,d_29535
c_23588,d_13363
c_2280,d_20553
c_7785,d_9087
c_19278,d_3412
c_29339,d_4696
c_3615,d_10606
c_838,d_5106
c_27703,d_26615
c_22814,d_25862
c_19233,d_18507
c_28158,d_4
c_13165,d_31303
c_30964,d_11608
c_29300,d_31219
c_7346,d_29863
c_1924,d_3195
c_23967,d_16350
c_6905,d_25632
c_13076,d_20718
c_24755,d_22788
c_7090,d_20372
c_4295,d_14280
c_20869,d_8251
c_144,d_5089
c_25181,d_27481
c_18128,d_16256
c_29682,d_6227
c_226,d_18110
c_21176,d_27834
c_24704,d_2250
c_2524,d_3196
c_28756,d_25558
c_30183,d_4716
c_31168,d_2166
c_23890,d_5796
c_17142,d_21527
c_24358,d_12322
c_29575,d_30746
c_815,d_28575
c_22643,d_23876
c_4269,d_14612
c_2442,d_23190
c_15824,d_14718
c_27963,d_31108
c_577,d_9264
c_13509,d_14096
c_11091,d_11206
c_2676,d_22864
c_7235,d_17420
c_11422,d_11154
c_1354,d_24534
c_6322,d_5789
c_1067,d_3126
c_11836,d_29324
c_19800,d_24295
c_30512,d_25402
c_23250,d_15663
c_8303,d_17040
c_24383,d_19255
c_16425,d_25008
c_4863,d_11137
c_18944,d_9054
c_23928,d_16708
c_7614,d_12433
c_20904,d_1274
c_16100,d_4561
c_13986,d_28335
c_25901,d_20467
c_1040,d_17985
c_18898,d_11815
c_24022,d_3970
c_21799,d_5084
c_3093,d_9864
c_8099,d_15298
c_25626,d_14782
c_19906,d_11837
c_3737,d_6721
c_7253,d_26359
c_13786,d_2508
c_23914,d_11301
c_13668,d_22028
c_17976,d_6499
c_20146,d_13226
c_15451,d_4037
c_8734,d_4614
c_7070,d_3393
c_2746,d_11451
c_8491,d_26878
c_8279,d_19696
c_971,d_11244
c_13851,d_4067
c_27638,d_7983
c_12950,d_18212
c_14015,d_30405
c_29252,d_24739
c_10338,d_9611
c_22878,d_7091
c_12590,d_11453
c_8158,d_18031
c_14116,d_12649
c_9735,d_21876
c_17988,d_23740
c_669,d_7219
c_29630,d_17296
c_21138,d_28436
c_18317,d_17628
c_24260,d_7036
c_10815,d_13542
c_15743,d_6528
c_6635,d_19846
c_1843,d_6971
c_17943,d_11348
c_25952,d_21563
c_190,d_10427
c_13826,d_16541
c_20979,d_25970
c_10922,d_11861
c_10154,d_19047
c_22554,d_22765
c_25522,d_16193
c_20704,d_16874
c_26419,d_21881
c_16538,d_23103
c_9282,d_1324
c_771,d_16175
c_23481,d_9957
c_18982,d_11478
c_7813,d_20505
c_14661,d_27916
c_13657,d_14273
c_11160,d_16624
c_21916,d_27070
c_11849,d_30682
c_5072,d_1299
c_17653,d_17165
c_8342,d_18709
c_5331,d_22949
c_4834,d_10575
c_1213,d_26268
c_27951,d_20286
c_22819,d_18242
c_3945,d_12782
c_31314,d_22538
c_6966,d_9847
c_26677,d_144
c_16344,d_4031
c_4812,d_11257
c_1302,d_31244
c_28302,d_11267
c_23035,d_17034
c_30646,d_3053
c_15453,d_9480
c_11813,d_27496
c_7380,d_21208
c_24769,d_26253
c_12991,d_16532
c_12486,d_17382
c_12305,d_2988
c_23783,d_15018
c_10726,d_22718
c_31445,d_19276
c_7686,d_1927
c_5676,d_20527
c_23356,d_18839
c_28824,d_18793
c_12628,d_3418
c_22642,d_5616
c_30673,d_21013
c_21218,d_24647
c_30162,d_5998
c_1460,d_12423
c_7116,d_28005
c_27471,d_9805
c_27122,d_14876
c_25616,d_4611
c_16137,d_23550
c_5732,d_14634
c_27282,d_1455
c_576,d_17771
c_8722,d_27974
c_24799,d_15199
c_13427,d_1505
c_13646,d_12207
