b_209,c_5839
b_571,c_19163
b_504,c_20796
b_1289,c_29308
b_476,c_26514
b_83,c_11510
b_1263,c_7922
b_1413,c_28717
b_183,c_25587
b_341,c_1612
b_217,c_2062
b_1266,c_11083
b_125,c_28871
b_513,c_563
b_118,c_9933
b_706,c_18170
b_434,c_676
b_1414,c_813
b_1029,c_12517
b_1264,c_12653
b_1479,c_28452
b_870,c_21201
b_1427,c_6285
b_678,c_10871
b_190,c_28327
b_304,c_5485
b_860,c_22998
b_1016,c_16514
b_764,c_7637
b_1520,c_7846
b_595,c_16543
b_110,c_10933
b_618,c_24457
b_52,c_13006
b_61,c_22739
b_773,c_2803
b_637,c_30589
b_659,c_21388
b_742,c_16507
b_1200,c_7612
b_1486,c_229
b_55,c_4875
b_1528,c_19955
b_975,c_24119
b_352,c_19798
b_52,c_18477
b_757,c_25704
b_1349,c_21783
b_1236,c_24342
b_1157,c_8432
b_1242,c_14852
b_665,c_11988
b_554,c_8
b_756,c_28145
b_921,c_21292
b_730,c_6340
b_284,c_15734
b_1024,c_20749
b_543,c_23230
b_1317,c_17006
b_941,c_15778
b_374,c_8369
b_1218,c_20851
b_768,c_24379
b_684,c_25706
b_856,c_9772
b_1241,c_6869
b_1487,c_8746
b_1289,c_27334
b_1390,c_26416
b_834,c_19706
b_714,c_12078
b_269,c_11184
b_1136,c_4794
b_668,c_31337
b_955,c_27914
b_513,c_17182
b_1275,c_21740
b_827,c_29383
b_815,c_14448
b_578,c_22246
b_1140,c_17792
b_739,c_26068
b_446,c_18957
b_730,c_8994
b_691,c_13387
b_709,c_7544
b_1388,c_3414
b_117,c_17550
b_889,c_13119
b_1279,c_13551
b_580,c_21918
b_745,c_28188
b_490,c_19396
b_771,c_12641
b_102,c_12913
b_1053,c_12088
b_84,c_4960
b_410,c_15361
b_1425,c_28294
b_865,c_15384
b_59,c_12910
b_326,c_3522
b_1206,c_10968
b_1421,c_11666
b_902,c_27392
b_1495,c_15508
b_678,c_15106
b_87,c_3319
b_518,c_8885
b_1064,c_30438
b_1081,c_2760
b_918,c_12863
b_766,c_14041
b_720,c_26553
b_376,c_4330
b_732,c_6300
b_864,c_12034
b_1113,c_27601
b_1294,c_27560
b_860,c_22651
b_395,c_11871
b_453,c_16703
b_391,c_20851
b_1499,c_24985
b_1016,c_3445
b_1427,c_17816
b_970,c_27792
b_842,c_26605
b_786,c_8396
b_1343,c_26313
b_1248,c_4509
b_111,c_15597
b_1179,c_3733
b_914,c_13461
b_662,c_26628
b_1159,c_9658
b_342,c_16015
b_284,c_4188
b_673,c_7513
b_1306,c_17844
b_1066,c_19855
b_1300,c_18927
b_321,c_3251
b_1160,c_26760
b_467,c_31379
b_670,c_20682
b_115,c_17543
b_1427,c_11791
b_519,c_17252
b_774,c_14784
b_1048,c_7200
b_501,c_3374
b_770,c_233
b_803,c_366
b_633,c_28709
b_308,c_23058
b_749,c_15515
b_772,c_19015
b_698,c_8403
b_197,c_1049
b_1234,c_3174
b_314,c_14691
b_1059,c_30527
b_81,c_20013
b_755,c_12956
b_294,c_17639
b_1293,c_23582
b_1039,c_4008
b_570,c_14446
b_1348,c_15029
b_1518,c_14846
b_1011,c_22487
b_45,c_27387
b_198,c_5874
b_1279,c_20009
b_512,c_1775
b_49,c_9703
b_322,c_3800
b_454,c_20030
b_2,c_10136
b_699,c_17511
b_1069,c_11537
b_1275,c_4599
b_369,c_19821
b_112,c_14465
b_673,c_28963
b_720,c_20905
b_887,c_8571
b_507,c_4283
b_1068,c_2971
b_1534,c_3746
b_1327,c_11625
b_1485,c_23259
b_571,c_27615
b_944,c_24191
b_1453,c_24996
b_1169,c_4037
b_245,c_18096
b_1320,c_21864
b_831,c_18313
b_115,c_867
b_809,c_9029
b_1550,c_12488
b_334,c_7470
b_87,c_2707
b_999,c_4276
b_656,c_27690
b_1188,c_17438
b_721,c_10046
b_884,c_211
b_1496,c_14732
b_303,c_1198
b_937,c_9959
b_21,c_675
b_629,c_11948
b_237,c_12784
b_291,c_17799
b_990,c_12564
b_853,c_18703
b_918,c_25454
b_1163,c_5854
b_908,c_29692
b_450,c_13943
b_684,c_1618
b_727,c_26141
b_1141,c_15967
b_355,c_27580
b_175,c_29394
b_1276,c_6067
b_924,c_9974
b_815,c_22412
b_1315,c_211
b_18,c_8716
b_756,c_6926
b_846,c_21740
b_253,c_1155
b_1287,c_8
b_6,c_12305
b_309,c_1013
b_263,c_5034
b_1110,c_11876
b_96,c_13473
b_1240,c_6911
b_1436,c_11002
b_1142,c_12949
b_1383,c_31256
b_1191,c_17812
b_610,c_27568
b_320,c_17915
b_381,c_20639
b_263,c_7130
b_1214,c_12074
b_884,c_30173
b_817,c_2157
b_1178,c_1645
b_1106,c_10849
b_445,c_31233
b_1523,c_22646
b_1065,c_15044
b_54,c_1989
b_279,c_27784
b_14,c_19457
b_963,c_10311
b_756,c_8322
b_391,c_11451
b_1086,c_16946
b_1503,c_29789
b_1217,c_2223
b_50,c_4068
b_1477,c_5970
b_155,c_6286
b_1381,c_23359
b_427,c_420
b_913,c_18283
b_1419,c_29684
b_15,c_14802
b_174,c_26373
b_1265,c_15153
b_1061,c_23813
b_264,c_16422
b_893,c_9403
b_1093,c_2877
b_428,c_18338
b_80,c_12149
b_654,c_7710
b_73,c_18013
b_1029,c_28868
b_438,c_272
b_1225,c_25911
b_963,c_27900
b_146,c_30952
b_1075,c_12084
b_647,c_26002
b_1156,c_17128
b_526,c_1657
b_1425,c_20689
b_1506,c_16599
b_1055,c_20449
b_728,c_8203
b_1133,c_8723
b_422,c_6167
b_998,c_18342
b_686,c_21535
b_862,c_12267
b_1558,c_10273
b_635,c_18845
b_1410,c_26729
b_1349,c_9962
b_553,c_27785
b_758,c_29306
b_656,c_10978
b_62,c_5415
b_297,c_9933
b_587,c_11143
b_519,c_7517
b_1087,c_7616
b_1157,c_16642
b_1481,c_25216
b_910,c_18196
b_1526,c_17517
b_652,c_24285
b_1339,c_27073
b_360,c_412
b_145,c_18551
b_72,c_21840
b_489,c_25354
b_761,c_16426
b_1146,c_21602
b_777,c_4842
b_1244,c_10713
b_656,c_6331
b_355,c_22200
b_24,c_30735
b_818,c_20118
b_1012,c_15886
b_420,c_8508
b_1140,c_25991
b_143,c_2360
b_3,c_29444
b_1025,c_30358
b_230,c_4642
b_191,c_985
b_1135,c_21382
b_1380,c_5266
b_412,c_23332
b_709,c_25824
b_715,c_12939
b_497,c_13704
b_150,c_3200
b_90,c_28437
b_723,c_26059
b_164,c_8701
b_349,c_22881
b_798,c_3665
b_973,c_29080
b_775,c_567
b_740,c_30804
b_1149,c_13049
b_563,c_16460
b_1135,c_10350
b_634,c_4210
b_9,c_18499
b_401,c_19978
b_1360,c_15042
b_890,c_10793
b_531,c_11993
b_1085,c_9681
b_337,c_20971
b_1341,c_27437
b_1308,c_28434
b_889,c_27907
b_1113,c_29884
b_456,c_6598
b_327,c_29345
b_787,c_20289
b_127,c_15399
b_59,c_15355
b_750,c_13523
b_325,c_5384
b_359,c_2918
b_508,c_13337
b_1534,c_20007
b_253,c_20795
b_1299,c_14828
b_773,c_14947
b_385,c_6684
b_234,c_3528
b_1139,c_15315
b_194,c_3539
b_1486,c_27254
b_609,c_25045
b_1480,c_5074
b_1349,c_17537
b_918,c_14794
b_1513,c_26234
b_597,c_25627
b_859,c_17332
b_926,c_11119
b_1217,c_13776
b_729,c_29767
b_1423,c_27815
b_1185,c_21383
b_1170,c_28734
b_473,c_13949
b_627,c_9907
b_284,c_25650
b_1246,c_26925
b_1066,c_30547
b_856,c_30545
b_1211,c_27024
b_849,c_6902
b_881,c_30151
b_223,c_4265
b_1236,c_6361
b_176,c_8573
b_135,c_18182
b_1148,c_14731
b_1203,c_17253
b_358,c_2107
b_1275,c_1952
b_1414,c_27394
b_639,c_9793
b_313,c_31180
b_742,c_4166
b_555,c_9840
b_592,c_5460
b_126,c_31309
b_327,c_9083
b_515,c_30861
b_97,c_21695
b_555,c_28103
b_14,c_13420
b_1151,c_7880
b_113,c_17144
b_888,c_6432
b_534,c_10864
b_1307,c_12818
b_699,c_15259
b_315,c_17503
b_1442,c_13733
b_1466,c_30089
b_1077,c_36
b_53,c_22196
b_1253,c_2285
b_1273,c_15604
b_1088,c_5283
b_156,c_2280
b_1451,c_7671
b_715,c_24182
b_949,c_10875
b_128,c_31414
b_740,c_22586
b_119,c_11750
b_558,c_23451
b_1048,c_26837
b_1380,c_7572
b_847,c_10845
b_620,c_22335
b_987,c_16328
b_785,c_28305
b_98,c_15650
b_717,c_3093
b_1119,c_7827
b_1534,c_25254
b_1392,c_23138
b_579,c_17738
b_1270,c_7594
b_1008,c_25216
b_730,c_957
b_911,c_12867
b_680,c_17885
b_1026,c_162
b_36,c_27192
b_611,c_9757
b_927,c_6162
b_60,c_7865
b_1156,c_27694
b_1035,c_17060
b_146,c_24206
b_1283,c_8094
b_1299,c_4598
b_1325,c_10661
b_822,c_14486
b_480,c_7214
b_851,c_13618
b_852,c_9780
b_201,c_13666
b_534,c_9436
b_31,c_29867
b_1255,c_17080
b_989,c_2759
b_101,c_13622
b_1051,c_19393
b_1064,c_23606
b_1171,c_24407
b_1287,c_9812
b_1125,c_25854
b_1253,c_24343
b_660,c_29015
b_1473,c_3038
b_703,c_12420
b_425,c_24781
b_144,c_21124
b_1247,c_2993
b_943,c_30465
b_831,c_28730
b_224,c_21375
b_450,c_11621
b_25,c_21310
b_863,c_20365
b_1041,c_8399
b_873,c_6202
b_1308,c_6305
b_79,c_10021
b_461,c_23880
b_376,c_8561
b_511,c_20940
b_181,c_12149
b_468,c_24556
b_1423,c_21795
b_716,c_26409
b_1299,c_8090
b_1431,c_24502
b_275,c_30577
b_1349,c_26427
b_692,c_25895
b_38,c_11431
b_631,c_15524
b_460,c_18406
b_1554,c_21052
b_1267,c_27241
b_1420,c_2238
b_1409,c_2664
b_193,c_795
b_186,c_29868
b_1027,c_8017
b_265,c_29576
b_430,c_11380
b_1118,c_9553
b_109,c_26651
b_767,c_19140
b_40,c_3560
b_403,c_17254
b_1302,c_742
b_1337,c_4982
b_705,c_23639
b_621,c_26941
b_1468,c_12135
b_1408,c_375
b_1327,c_23213
b_67,c_73
b_848,c_7805
b_1429,c_10448
b_1058,c_23336
b_1427,c_833
b_1440,c_4115
b_325,c_23226
b_1077,c_16169
b_742,c_10675
b_217,c_21652
b_899,c_19789
b_1256,c_30339
b_519,c_23486
b_17,c_10498
b_106,c_15914
b_482,c_29319
b_195,c_9589
b_395,c_23550
b_322,c_11536
b_145,c_1842
b_1202,c_3561
b_364,c_16938
b_738,c_28024
b_466,c_25514
b_673,c_7266
b_568,c_5764
b_715,c_24892
b_1239,c_27899
b_1374,c_26548
b_846,c_7191
b_457,c_15792
b_633,c_13869
b_1029,c_15604
b_1273,c_27429
b_1335,c_28643
b_702,c_6523
b_533,c_16746
b_588,c_8431
b_934,c_658
b_725,c_17373
b_400,c_17576
b_1319,c_7103
b_254,c_29978
b_303,c_21401
b_1205,c_25544
b_70,c_24434
b_768,c_756
b_209,c_31465
b_32,c_179
b_178,c_30097
b_493,c_17781
b_948,c_21502
b_1382,c_8704
b_1491,c_15362
b_560,c_16316
b_832,c_10692
b_328,c_23286
b_774,c_7580
b_632,c_6917
b_65,c_19405
b_368,c_24196
b_1382,c_17575
b_970,c_12930
b_113,c_19957
b_809,c_2541
b_610,c_12565
b_567,c_26994
b_163,c_16303
b_946,c_13086
b_132,c_25826
b_410,c_3915
b_1348,c_10986
b_40,c_22374
b_183,c_1947
b_1328,c_6196
b_972,c_14231
b_196,c_9536
b_60,c_28810
b_432,c_6617
b_175,c_5031
b_868,c_18862
b_727,c_29188
b_1243,c_26817
b_909,c_23914
b_801,c_17934
b_1232,c_3681
b_170,c_6215
b_1136,c_23209
b_1276,c_23060
b_1009,c_17708
b_81,c_14156
b_601,c_1463
b_1069,c_4660
b_351,c_1226
b_1399,c_22869
b_1430,c_22555
b_699,c_29388
b_1026,c_15383
b_503,c_8359
b_1014,c_8390
b_1023,c_1872
b_325,c_19582
b_1220,c_2159
b_850,c_12816
b_287,c_31453
b_1184,c_22553
b_445,c_17387
b_1043,c_28251
b_513,c_17273
b_820,c_4466
b_124,c_28637
b_1036,c_13431
b_135,c_4278
b_664,c_4218
b_1298,c_14329
b_205,c_8749
b_1415,c_13338
b_1056,c_2543
b_169,c_14451
b_527,c_13473
b_629,c_18704
b_1178,c_23326
b_1212,c_25541
b_557,c_21439
b_119,c_24233
b_480,c_16136
b_568,c_26566
b_440,c_5036
b_1316,c_3439
b_142,c_19621
b_77,c_13941
b_125,c_14695
b_23,c_9779
b_1534,c_14770
b_116,c_27276
b_1492,c_20610
b_457,c_27440
b_172,c_12989
b_1102,c_362
b_810,c_20788
b_896,c_21848
b_68,c_14750
b_666,c_14642
b_157,c_15600
b_644,c_31115
b_382,c_17011
b_397,c_20213
b_390,c_25599
b_1236,c_10745
b_119,c_1712
b_1256,c_23250
b_692,c_9340
b_1454,c_10366
b_964,c_22665
b_1195,c_17927
b_496,c_686
b_876,c_5958
b_191,c_823
b_1363,c_1772
b_95,c_10646
b_1048,c_26486
b_614,c_27171
b_939,c_6273
b_0,c_11805
b_836,c_27069
b_654,c_24817
b_135,c_18809
b_1344,c_20374
b_852,c_6730
b_1145,c_26014
b_1129,c_26515
b_386,c_27973
b_1313,c_10631
b_1269,c_19970
b_307,c_17374
b_269,c_28671
b_924,c_7622
b_1532,c_142
b_362,c_24386
b_125,c_24571
b_905,c_3575
b_1440,c_27117
b_323,c_13249
b_960,c_775
b_742,c_25096
b_1049,c_14567
b_318,c_1858
b_1334,c_19652
b_1445,c_10543
b_874,c_25862
b_1406,c_11266
b_227,c_10956
b_523,c_12204
b_527,c_24300
b_202,c_800
b_502,c_2881
b_603,c_8657
b_1420,c_26385
b_350,c_20950
b_410,c_11654
b_201,c_18364
b_827,c_16819
b_334,c_90
b_523,c_17474
b_1415,c_12260
b_1345,c_18304
b_916,c_27196
b_1229,c_31099
b_644,c_27701
b_876,c_28253
b_842,c_22539
b_765,c_16675
b_5,c_2770
b_960,c_20510
b_321,c_6975
b_127,c_1031
b_1229,c_10028
b_875,c_28229
b_1522,c_26605
b_1167,c_30933
b_186,c_30838
b_572,c_16692
b_1524,c_283
b_1369,c_18894
b_630,c_21680
b_1518,c_19
b_1404,c_13959
b_395,c_11859
b_530,c_2394
b_1327,c_20528
b_126,c_18137
b_343,c_22219
b_1232,c_11290
b_497,c_15475
b_1387,c_23825
b_332,c_22605
b_131,c_10029
b_652,c_770
b_354,c_23260
b_1068,c_18303
b_1138,c_5441
b_1432,c_20197
b_473,c_25532
b_860,c_5939
b_830,c_29623
b_71,c_18853
b_619,c_14543
b_1356,c_1206
b_660,c_5591
b_887,c_25318
b_365,c_10644
b_804,c_21844
b_937,c_28898
b_362,c_10366
b_231,c_15431
b_413,c_5279
b_572,c_14127
b_1404,c_5003
b_1427,c_26350
b_14,c_4192
b_1277,c_9239
b_818,c_5761
b_1044,c_30968
b_1294,c_6273
b_1117,c_25519
b_837,c_9644
b_1281,c_27598
b_208,c_29674
b_298,c_3185
b_1464,c_19484
b_1232,c_14770
b_1073,c_21558
b_602,c_3126
b_1392,c_1134
b_1027,c_19947
b_903,c_13420
b_1404,c_5423
b_724,c_7475
b_915,c_10104
b_1378,c_8112
b_245,c_17403
b_152,c_8447
b_1433,c_12422
b_380,c_28218
b_773,c_11236
b_847,c_5085
b_447,c_18755
b_707,c_14840
b_1268,c_12619
b_788,c_12291
b_102,c_15543
b_1212,c_27587
b_429,c_30024
b_984,c_13031
b_203,c_7194
b_854,c_26029
b_530,c_8731
b_1310,c_12688
b_1075,c_21441
b_1424,c_7539
b_747,c_28151
b_247,c_29976
b_56,c_17507
b_727,c_6537
b_408,c_30429
b_296,c_29569
b_1344,c_2022
b_472,c_28291
b_404,c_17374
b_1292,c_28995
b_1120,c_23621
b_756,c_16147
b_76,c_23020
b_135,c_30854
b_17,c_1730
b_1007,c_21770
b_572,c_10851
b_269,c_11559
b_98,c_210
b_374,c_7249
b_802,c_12734
b_1181,c_29067
b_214,c_11473
b_863,c_17130
b_991,c_29720
b_903,c_11374
b_1445,c_20285
b_809,c_17360
b_190,c_8265
b_70,c_4977
b_1291,c_28265
b_333,c_9924
b_1249,c_22864
b_1488,c_15451
b_991,c_12144
b_340,c_5621
b_616,c_21041
b_46,c_21666
b_472,c_22000
b_833,c_12168
b_811,c_30762
b_561,c_16138
b_452,c_17064
b_483,c_235
b_198,c_13440
b_1256,c_23778
b_167,c_11625
b_908,c_11516
b_38,c_15301
b_558,c_27213
b_147,c_24149
b_52,c_7899
b_1220,c_22853
b_186,c_8414
b_1506,c_23388
b_1316,c_27053
b_40,c_17792
b_827,c_23373
b_1195,c_20479
b_65,c_21488
b_503,c_6044
b_211,c_21220
b_512,c_1172
b_1118,c_10426
b_598,c_30487
b_1147,c_16644
b_774,c_3005
b_396,c_19875
b_298,c_2162
b_545,c_29232
b_38,c_3675
b_291,c_26539
b_693,c_20101
b_515,c_950
b_1226,c_12
b_1385,c_29220
b_1431,c_17207
b_677,c_4691
b_1542,c_25460
b_388,c_31338
b_588,c_6850
b_197,c_22673
b_1213,c_6340
b_246,c_19045
b_1085,c_10660
b_1196,c_23962
b_710,c_10554
b_198,c_9890
b_133,c_12407
b_132,c_25296
b_719,c_31355
b_671,c_28164
b_51,c_29605
b_39,c_24418
b_1297,c_9578
b_28,c_6864
b_1215,c_22254
b_1208,c_16638
b_543,c_24087
b_446,c_2042
b_169,c_4769
b_362,c_28292
b_381,c_15868
b_277,c_15153
b_1266,c_3602
b_603,c_6397
b_1267,c_6405
b_1059,c_1582
b_1018,c_8991
b_927,c_14212
b_82,c_29377
b_378,c_25952
b_935,c_30946
b_1327,c_29179
b_1005,c_27580
b_835,c_5420
b_760,c_29880
b_949,c_22908
b_22,c_28009
b_867,c_2273
b_1379,c_23839
b_395,c_22758
b_1355,c_26579
b_981,c_21223
b_836,c_30181
b_837,c_21197
b_777,c_24509
b_646,c_15277
b_217,c_19255
b_64,c_30872
b_290,c_25088
b_159,c_26241
b_1165,c_17442
b_84,c_27655
b_567,c_21325
b_319,c_24359
b_1152,c_15789
b_395,c_28597
b_1392,c_19609
b_813,c_2371
b_1191,c_27463
b_1550,c_6521
b_1311,c_7286
b_1470,c_2862
b_561,c_15474
b_1332,c_13138
b_1276,c_1146
b_523,c_4496
b_506,c_30680
b_281,c_29180
b_753,c_11100
b_797,c_3046
b_982,c_4587
b_1084,c_13331
b_138,c_13865
b_402,c_1375
b_582,c_28815
b_608,c_26377
b_625,c_6709
b_480,c_11867
b_323,c_7357
b_334,c_29450
b_959,c_28800
b_200,c_9636
b_1066,c_29173
b_192,c_3303
b_315,c_23562
b_1434,c_23210
b_509,c_18334
b_334,c_5846
b_1064,c_16376
b_1166,c_30448
b_14,c_26516
b_1520,c_11238
b_259,c_29051
b_946,c_11511
b_1485,c_17310
b_719,c_12314
b_897,c_17059
b_256,c_7802
b_470,c_3678
b_588,c_8689
b_122,c_16846
b_843,c_29820
b_261,c_26720
b_837,c_19251
b_1300,c_15888
b_1119,c_28223
b_472,c_11655
b_338,c_6148
b_180,c_8442
b_1542,c_18006
b_961,c_12813
b_1549,c_1580
b_717,c_30502
b_110,c_5764
b_986,c_24999
b_1486,c_28382
b_1503,c_4271
b_227,c_2222
b_1250,c_11526
b_1335,c_27190
b_241,c_16789
b_878,c_5862
b_303,c_5110
b_899,c_18253
b_1267,c_27559
b_25,c_1231
b_867,c_23828
b_23,c_22678
b_1218,c_14517
b_586,c_18412
b_894,c_29365
b_404,c_23813
b_1443,c_13278
b_1262,c_30565
b_554,c_2575
b_374,c_24304
b_692,c_30289
b_852,c_2225
b_142,c_19043
b_1155,c_10062
b_1083,c_11680
b_1536,c_20175
b_540,c_5636
b_1187,c_3941
b_1179,c_12866
b_1392,c_7454
b_1551,c_25676
b_1310,c_21379
b_1455,c_18630
b_306,c_24890
b_703,c_18350
b_1149,c_11665
b_139,c_26834
b_734,c_30970
b_889,c_16580
b_1112,c_26243
b_602,c_21466
b_1485,c_1468
b_608,c_30375
b_1426,c_25902
b_825,c_2308
b_682,c_16310
b_649,c_8946
b_31,c_25260
b_1130,c_5110
b_293,c_8828
b_698,c_6966
b_130,c_18167
b_554,c_10235
b_569,c_11744
b_12,c_7087
b_974,c_11472
b_916,c_28214
b_174,c_13642
b_1175,c_5157
b_187,c_718
b_210,c_26123
b_1105,c_22538
b_119,c_12105
b_496,c_25157
b_423,c_11797
b_429,c_28383
b_564,c_6035
b_1022,c_3914
b_645,c_6123
b_1060,c_22425
b_861,c_10584
b_624,c_3260
b_390,c_21259
b_1419,c_11302
b_279,c_11271
b_903,c_1970
b_476,c_27447
b_621,c_13722
b_818,c_14189
b_863,c_25249
b_1219,c_15148
b_204,c_16707
b_870,c_25831
b_188,c_30302
b_180,c_20525
b_833,c_14177
b_720,c_9560
b_1047,c_10981
b_1552,c_20575
b_967,c_6502
b_689,c_30877
b_1388,c_18447
b_64,c_327
b_825,c_8303
b_766,c_7881
b_1140,c_21980
b_652,c_16736
b_1258,c_7743
b_472,c_24767
b_1102,c_1631
b_1468,c_25078
b_1402,c_1499
b_87,c_4653
b_942,c_20037
b_1150,c_1347
b_516,c_24546
b_1031,c_11720
b_1278,c_26368
b_430,c_10063
b_1208,c_8286
b_34,c_27740
b_742,c_14680
b_1391,c_326
b_694,c_3026
b_668,c_29478
b_923,c_27481
b_1391,c_13991
b_603,c_24755
b_1463,c_19479
b_1065,c_17058
b_751,c_7622
b_116,c_15646
b_64,c_14159
b_640,c_18020
b_1320,c_14890
b_30,c_19844
b_394,c_19679
b_1161,c_26967
b_210,c_5438
b_1318,c_26231
b_451,c_13046
b_631,c_5189
b_1087,c_1336
b_442,c_26335
b_381,c_17386
b_152,c_29137
b_994,c_19420
b_367,c_11732
b_1329,c_22015
b_647,c_6417
b_168,c_26195
b_123,c_7729
b_480,c_31093
b_1083,c_17472
b_621,c_25934
b_750,c_18424
b_1378,c_12034
b_1379,c_25965
b_641,c_24440
b_203,c_12266
b_597,c_24836
b_1432,c_12309
b_105,c_6107
b_99,c_14905
b_828,c_24959
b_66,c_1286
b_371,c_4748
b_635,c_30753
b_1290,c_7817
b_268,c_11169
b_800,c_5729
b_1428,c_1099
b_1219,c_19642
