f_42728,d_18112
f_414018,d_6189
f_578249,d_29795
f_209306,d_28209
f_222561,d_4021
f_36610,d_24220
f_354951,d_29969
f_44225,d_15829
f_412459,d_7466
f_621633,d_22678
f_513722,d_20776
f_221431,d_20073
f_443768,d_22716
f_520046,d_18435
f_420184,d_13671
f_252144,d_31023
f_584522,d_9739
f_369594,d_30206
f_324873,d_10633
f_257122,d_3112
f_53676,d_30830
f_84244,d_16378
f_1800,d_24535
f_344450,d_27255
f_341713,d_693
f_202300,d_13609
f_27838,d_22020
f_473156,d_4481
f_73374,d_18648
f_510961,d_22683
f_497854,d_19029
f_568122,d_28355
f_553759,d_713
f_106836,d_30545
f_587223,d_3889
f_510931,d_25459
f_90052,d_23038
f_578023,d_25665
f_31377,d_6908
f_351259,d_21591
f_347858,d_21560
f_158498,d_29825
f_6596,d_30604
f_93795,d_900
f_620674,d_17426
f_111253,d_3974
f_160668,d_26636
f_233104,d_20872
f_330480,d_14370
f_594117,d_1565
f_558809,d_21843
f_357838,d_14138
f_308990,d_1769
f_518765,d_9945
f_582082,d_27111
f_324419,d_25932
f_285416,d_14607
f_355787,d_5008
f_403499,d_26436
f_133556,d_10273
f_476426,d_11420
f_98541,d_12598
f_464434,d_1260
f_281176,d_144
f_314510,d_3894
f_88875,d_4275
f_238674,d_17044
f_448028,d_29066
f_177668,d_9926
f_71643,d_26028
f_372892,d_16611
f_132070,d_5988
f_39862,d_17274
f_187623,d_24400
f_130684,d_15868
f_37243,d_4737
f_219737,d_19014
f_68026,d_11052
f_307899,d_24932
f_382209,d_9601
f_352880,d_10180
f_144915,d_11176
f_578858,d_8983
f_609194,d_3552
f_479687,d_7827
f_68049,d_10087
f_238134,d_22585
f_105984,d_28797
f_602954,d_3106
f_228121,d_7606
f_608194,d_16557
f_358383,d_6683
f_405811,d_22189
f_343316,d_25793
f_96885,d_8399
f_289266,d_13325
f_202437,d_18738
f_459340,d_15126
f_342511,d_4768
f_121805,d_25209
f_273697,d_7002
f_530808,d_11158
f_60161,d_11338
f_357156,d_12931
f_63579,d_25609
f_499762,d_15618
f_140243,d_94
f_269333,d_1941
f_67782,d_6658
f_337852,d_18431
f_522774,d_22214
f_521566,d_27796
f_75077,d_13194
f_588740,d_24872
f_70761,d_13744
f_375337,d_241
f_456418,d_7374
f_366143,d_10951
f_478442,d_9973
f_244609,d_29698
f_335374,d_2652
f_350865,d_9847
f_291215,d_9308
f_191702,d_23628
f_180462,d_28729
f_474409,d_7272
f_398657,d_14449
f_616560,d_11865
f_530104,d_20594
f_23775,d_27322
f_229469,d_8830
f_589537,d_15923
f_482257,d_1061
f_517571,d_30611
f_155201,d_16156
f_113010,d_12871
f_513424,d_14382
f_169045,d_19043
f_167982,d_26814
f_277700,d_12364
f_64473,d_9676
f_168238,d_18706
f_568434,d_30505
f_258844,d_2588
f_112405,d_12974
f_371199,d_9901
f_182013,d_1758
f_494933,d_7738
f_265034,d_15030
f_276162,d_17441
f_279339,d_1387
f_17923,d_14068
f_349171,d_11287
f_71457,d_7186
f_318456,d_517
f_18981,d_13799
f_375838,d_12215
f_140742,d_29898
f_149414,d_5967
f_618474,d_11387
f_78267,d_29167
f_32541,d_767
f_406234,d_6789
f_195978,d_19100
f_432663,d_7270
f_485448,d_696
f_329506,d_12823
f_159863,d_11028
f_39647,d_27037
f_384591,d_5421
f_420363,d_20054
f_288445,d_17561
f_298864,d_2992
f_42897,d_23813
f_386703,d_30835
f_107007,d_16308
f_273196,d_19375
f_507289,d_14123
f_381975,d_23297
f_447271,d_30808
f_51590,d_14773
f_637162,d_4888
f_587767,d_16151
f_10992,d_26790
f_602087,d_2296
f_86433,d_16947
f_96415,d_7719
f_214531,d_8370
f_505915,d_18510
f_305780,d_20317
f_605742,d_16508
f_2262,d_21510
f_368750,d_30078
f_328171,d_445
f_199226,d_23257
f_371826,d_20243
f_279897,d_19805
f_31920,d_24228
f_212310,d_10220
f_226741,d_20579
f_248815,d_25862
f_34395,d_16202
f_61708,d_695
f_569348,d_17447
f_297216,d_9687
f_75039,d_19431
f_623146,d_8681
f_557029,d_23292
f_208749,d_16415
f_246761,d_26308
f_408959,d_4687
f_489167,d_24526
f_239570,d_1179
f_450339,d_25051
f_483006,d_24533
f_294238,d_13995
f_145847,d_17234
f_32727,d_4378
f_507942,d_23746
f_185108,d_13136
f_622915,d_1219
f_144135,d_19446
f_29819,d_28982
f_453772,d_21806
f_277631,d_7013
f_41516,d_26317
f_75641,d_28156
f_471147,d_12588
f_499093,d_3422
f_450847,d_13732
f_57377,d_19088
f_37776,d_2840
f_504658,d_27202
f_574403,d_4968
f_59291,d_5463
f_43085,d_3939
f_80391,d_20119
f_192295,d_5733
f_154806,d_87
f_214588,d_7024
f_183096,d_5249
f_322003,d_1166
f_299436,d_8917
f_258156,d_16288
f_334833,d_2818
f_295827,d_11982
f_338490,d_8433
f_283063,d_29
f_273285,d_27774
f_178976,d_10153
f_484870,d_16972
f_626832,d_18255
f_54434,d_5125
f_244233,d_20670
f_428945,d_5376
f_622186,d_6663
f_309311,d_24979
f_38132,d_8803
f_187558,d_24469
f_122169,d_20495
f_91259,d_23721
f_356237,d_6725
f_285160,d_12949
f_260505,d_29253
f_158219,d_3374
f_361961,d_16051
f_467323,d_19928
f_426696,d_7800
f_78200,d_22070
f_342718,d_22019
f_179518,d_5457
f_595932,d_4172
f_378799,d_23184
f_489236,d_5743
f_154140,d_8067
f_430209,d_20024
f_76486,d_27366
f_165020,d_22400
f_511249,d_2143
f_12870,d_2
f_113918,d_3391
f_345549,d_9394
f_420474,d_7910
f_595534,d_5826
f_282439,d_6031
f_45723,d_24599
f_501218,d_3506
f_555618,d_12202
f_77419,d_25264
f_389900,d_14129
f_418092,d_12453
f_553720,d_6497
f_5202,d_4668
f_353694,d_30886
f_370820,d_14202
f_62564,d_15843
f_333550,d_17278
f_418244,d_25779
f_72680,d_28368
f_338916,d_961
f_381522,d_14089
f_282651,d_19114
f_588875,d_19069
f_298225,d_23395
f_598385,d_19496
f_578419,d_4472
f_559420,d_29272
f_432468,d_17436
f_249868,d_4188
f_70878,d_27127
f_205095,d_35
f_183853,d_6250
f_138158,d_27866
f_210070,d_2219
f_72250,d_3719
f_540819,d_17634
f_615550,d_10105
f_126009,d_24158
f_91225,d_398
f_596597,d_4199
f_414829,d_24863
f_254578,d_10686
f_563826,d_12306
f_396699,d_993
f_535249,d_11480
f_621629,d_11809
f_55161,d_30875
f_565062,d_4616
f_507924,d_22892
f_472140,d_15465
f_128848,d_3474
f_452067,d_19439
f_64883,d_28945
f_412949,d_426
f_294130,d_8366
f_128718,d_21283
f_573798,d_2411
f_405159,d_11196
f_264431,d_28308
f_370066,d_31278
f_520278,d_21711
f_302571,d_10711
f_440003,d_12113
f_365910,d_19507
f_464819,d_26582
f_164449,d_25010
f_482379,d_9172
f_305054,d_17725
f_229195,d_29571
f_417017,d_20918
f_558982,d_20221
f_387794,d_13272
f_371315,d_14024
f_208521,d_17288
f_574496,d_12351
f_581509,d_28071
f_298111,d_28345
f_585154,d_20214
f_481063,d_3212
f_490764,d_29181
f_216389,d_24839
f_628406,d_2357
f_271579,d_5827
f_464372,d_22660
f_444570,d_18328
f_83519,d_18982
f_223891,d_31202
f_603629,d_8598
f_152196,d_19077
f_495581,d_18354
f_628118,d_28758
f_98976,d_5790
f_487397,d_16846
f_383260,d_29529
f_434606,d_25447
f_636497,d_7287
f_406771,d_22891
f_332291,d_26150
f_403963,d_14358
f_574064,d_11756
f_43805,d_6569
f_426774,d_17348
f_545311,d_17903
f_406538,d_22862
f_72736,d_18081
f_142692,d_15339
f_199353,d_16345
f_210207,d_27128
f_585337,d_5999
f_565115,d_10642
f_351329,d_5308
f_325013,d_24494
f_360934,d_31103
f_375369,d_28052
f_97272,d_17325
f_250835,d_2790
f_164473,d_27199
f_461587,d_24701
f_43424,d_8829
f_327573,d_31345
f_121029,d_1825
f_354655,d_28984
f_205318,d_4262
f_36621,d_13279
f_324109,d_30975
f_295937,d_12590
f_260823,d_30674
f_367404,d_21985
f_103185,d_29251
f_354890,d_5146
f_638504,d_5338
f_33868,d_25678
f_616506,d_2788
f_638498,d_1314
f_269429,d_6427
f_244410,d_28567
f_207943,d_31323
f_555192,d_20635
f_493287,d_22420
f_306336,d_9318
f_85208,d_11758
f_436242,d_22330
f_273453,d_20903
f_119103,d_16450
f_444057,d_10354
f_420059,d_25254
f_204533,d_13330
f_587767,d_25247
f_617031,d_18689
f_374393,d_13491
f_52589,d_22966
f_528818,d_15938
f_394658,d_12433
f_383321,d_13992
f_45935,d_27103
f_146398,d_2499
f_454330,d_30301
f_357461,d_25213
f_591105,d_31158
f_596972,d_26905
f_537125,d_15387
f_190684,d_110
f_279796,d_7998
f_252370,d_12694
f_155415,d_16936
f_463583,d_7604
f_292557,d_12248
f_19006,d_17855
f_355975,d_26698
f_175990,d_10825
f_641711,d_22186
f_20999,d_11550
f_637833,d_6683
f_555698,d_13476
f_426111,d_19722
f_335423,d_6727
f_631266,d_22612
f_58889,d_6826
f_169952,d_12054
f_106576,d_24134
f_63198,d_19562
f_240617,d_28506
f_81722,d_30629
f_592625,d_2797
f_568699,d_30933
f_44619,d_8611
f_507188,d_18396
f_226649,d_8767
f_535808,d_1625
f_325380,d_18209
f_357186,d_3157
f_536971,d_17281
f_643120,d_21036
f_339513,d_24395
f_628740,d_10466
f_119854,d_30043
f_146922,d_30303
f_633111,d_15177
f_477693,d_15676
f_128006,d_9735
f_284294,d_16214
f_347031,d_1491
f_106427,d_431
f_109341,d_4514
f_172180,d_14501
f_624027,d_13206
f_435354,d_16695
f_84675,d_24402
f_598476,d_12473
f_184323,d_19180
f_336522,d_17496
f_606425,d_22701
f_477774,d_20009
f_4389,d_8589
f_528182,d_10378
f_277671,d_17076
f_531948,d_6689
f_633561,d_16686
f_261575,d_27088
f_591880,d_26811
f_86103,d_22057
f_454577,d_27592
f_402314,d_20717
f_267702,d_31289
f_585058,d_27522
f_550781,d_3633
f_101579,d_23965
f_194032,d_16070
f_19678,d_7095
f_527533,d_6627
f_186795,d_4112
f_230186,d_30354
f_300698,d_21033
f_331867,d_16759
f_71102,d_21393
f_147633,d_6102
f_23549,d_18536
f_425111,d_7587
f_316922,d_27553
f_472037,d_19770
f_515321,d_25051
f_539634,d_11654
f_64754,d_24008
f_103094,d_27547
f_446705,d_8332
f_297790,d_9991
f_588705,d_1538
f_367179,d_24632
f_266156,d_10812
f_537124,d_8520
f_573218,d_16123
f_167940,d_21521
f_412906,d_3472
f_346936,d_22749
f_549164,d_17145
f_13831,d_11970
f_426673,d_21917
f_482279,d_13950
f_88814,d_6074
f_15397,d_4082
f_285474,d_1888
f_40910,d_15124
f_603594,d_7549
f_75301,d_30932
f_368061,d_11048
f_596586,d_22313
f_102722,d_25438
f_545419,d_26496
f_260315,d_3351
f_479821,d_13436
f_25548,d_22244
f_360173,d_9079
f_191471,d_2278
f_87002,d_1704
f_334853,d_19845
f_508603,d_30915
f_253391,d_3101
f_316439,d_28943
f_346640,d_12244
f_134071,d_15780
f_293733,d_25297
f_174046,d_25008
f_483466,d_10812
f_2507,d_5892
f_237634,d_23696
f_21267,d_3851
f_545735,d_11014
f_495701,d_8403
f_472790,d_30372
f_313304,d_5662
f_277092,d_5063
f_560673,d_20791
f_258527,d_10226
f_217731,d_10725
f_6222,d_30258
f_76966,d_5491
f_639528,d_26028
f_313252,d_28204
f_179468,d_24789
f_153852,d_7701
f_536636,d_25812
f_240124,d_18766
f_368411,d_3209
f_504979,d_20385
f_369034,d_20939
f_152767,d_11242
f_85872,d_29026
f_601456,d_12354
f_470622,d_15504
f_534702,d_29097
f_86776,d_331
f_106106,d_18253
f_187441,d_31066
f_210997,d_25225
f_240120,d_14963
f_345624,d_13910
f_562492,d_21466
f_503084,d_21551
f_338763,d_14800
f_341726,d_30760
f_451009,d_28783
f_323544,d_31269
f_513977,d_15471
f_267191,d_1775
f_209649,d_29467
f_87521,d_561
f_172767,d_30228
f_240675,d_17662
f_432325,d_770
f_425698,d_30473
f_160354,d_234
f_249423,d_12551
f_477622,d_20201
f_491950,d_11030
f_45968,d_10003
f_588925,d_9615
f_226220,d_1081
f_539756,d_6437
f_140080,d_13551
f_273279,d_15382
f_363760,d_9458
f_570807,d_15367
f_74976,d_6226
f_97699,d_12691
f_306500,d_12015
f_242195,d_15023
f_147124,d_28780
f_71324,d_25582
f_66849,d_1354
f_548017,d_1703
f_198237,d_16531
f_217696,d_371
f_143738,d_26666
f_68851,d_17037
f_447835,d_10629
f_641876,d_7672
f_281193,d_20855
f_47267,d_8429
f_391730,d_30420
f_634664,d_12212
f_144803,d_27694
f_302700,d_28891
f_385781,d_1898
f_294684,d_14448
f_86007,d_3408
f_76901,d_27629
f_635257,d_22031
f_336916,d_30555
f_119075,d_868
f_288443,d_20633
f_570990,d_3993
f_157319,d_5351
f_36495,d_30653
f_408526,d_14978
f_579741,d_1858
f_297656,d_8347
f_302272,d_7518
f_263489,d_26254
f_581298,d_18808
f_368573,d_6636
f_225059,d_3783
f_630787,d_16871
f_423005,d_11053
f_464331,d_22951
f_117735,d_27649
f_516782,d_12614
f_237417,d_19202
f_18157,d_18432
f_599413,d_19548
f_411452,d_1930
f_340247,d_12653
f_126043,d_5339
f_97158,d_587
f_449286,d_15532
f_101938,d_22294
f_452992,d_21793
f_23725,d_1328
f_135421,d_11851
f_39325,d_21929
f_132708,d_20431
f_537217,d_6745
f_375982,d_7645
f_355862,d_10049
f_43167,d_20980
f_52611,d_3599
f_301355,d_21873
f_561953,d_25741
f_340948,d_24342
f_634808,d_15076
f_2315,d_14478
f_79589,d_28097
f_608210,d_24446
f_412808,d_29432
f_232572,d_6820
f_458566,d_2485
f_171608,d_8038
f_102178,d_6770
f_341692,d_14991
f_197901,d_9195
f_103978,d_2743
f_503558,d_29590
f_482075,d_15786
f_524025,d_4442
f_493890,d_30315
f_160361,d_22855
f_364964,d_29487
f_411411,d_4422
f_265741,d_14495
f_10765,d_9418
f_454786,d_21714
f_564666,d_12268
f_550528,d_24543
f_602704,d_28940
f_509469,d_20457
f_403461,d_3778
f_336228,d_7841
f_110325,d_23120
f_267776,d_12609
f_333731,d_30162
f_55088,d_12680
f_474337,d_29135
f_241597,d_23838
f_630833,d_24675
f_319119,d_30868
f_116246,d_21112
f_21058,d_11544
f_145940,d_11849
f_525484,d_25970
f_385739,d_26925
f_379981,d_5597
f_541086,d_10167
f_287141,d_9577
f_196975,d_6238
f_394014,d_2088
f_529747,d_18170
f_318528,d_13976
f_191782,d_211
f_385094,d_5354
f_466446,d_1704
f_135546,d_10293
f_224784,d_18502
f_153295,d_29087
f_403637,d_28349
f_35534,d_20661
f_546231,d_11755
f_323083,d_18029
f_597306,d_20252
f_497550,d_19047
f_104479,d_28704
f_109854,d_31283
f_243804,d_27492
f_559513,d_21393
f_288274,d_10880
f_100903,d_1829
f_436595,d_3619
f_596950,d_20191
f_217878,d_9275
f_541353,d_14889
f_57578,d_22219
f_412650,d_1879
f_493021,d_23086
f_66418,d_24209
f_138034,d_11638
f_183877,d_14623
f_532790,d_731
f_483789,d_425
f_294033,d_7868
f_59590,d_28366
f_417484,d_19401
f_182910,d_28324
f_554052,d_15269
f_147644,d_5583
f_351029,d_8107
f_488828,d_29847
f_362233,d_21512
f_483911,d_9354
f_414887,d_6923
f_22720,d_1383
f_95809,d_21782
f_495272,d_16384
f_180023,d_9157
f_23054,d_13388
f_152144,d_24706
f_210296,d_14557
f_388777,d_29899
f_588949,d_1114
f_359833,d_21878
f_267973,d_20295
f_213142,d_6260
f_492985,d_28395
f_468749,d_20025
f_353012,d_24564
f_296450,d_2831
f_623586,d_25760
f_518813,d_12708
f_494306,d_19404
f_121979,d_11093
f_184531,d_29045
f_331370,d_30422
f_39819,d_28319
f_415692,d_2222
f_299263,d_510
f_620378,d_918
f_12488,d_3958
f_243086,d_17433
f_247483,d_10017
f_128168,d_18056
f_554226,d_13306
f_115511,d_8912
f_272449,d_21707
f_289903,d_8737
f_284339,d_2600
f_47906,d_18316
f_545806,d_18143
f_175520,d_29954
f_440518,d_19058
f_197265,d_12953
f_519644,d_17125
f_344606,d_11416
f_2805,d_20267
f_195359,d_21851
f_524663,d_8241
f_534228,d_3424
f_492103,d_29813
f_402268,d_20404
f_68440,d_16509
f_349124,d_1651
f_254822,d_1402
f_380380,d_16397
f_555255,d_9293
f_81335,d_12997
f_273067,d_14032
f_529310,d_21359
f_126854,d_10028
f_591903,d_12322
f_151446,d_21
f_407415,d_29984
f_98478,d_12126
f_581669,d_17687
f_192033,d_15737
f_327624,d_18902
f_329390,d_9900
f_527529,d_25496
f_400151,d_26649
f_614386,d_18860
f_630716,d_5023
f_431167,d_13112
f_461048,d_20491
f_72981,d_9218
f_381508,d_8554
f_415500,d_31125
f_244472,d_22132
f_370064,d_25206
f_248120,d_28391
f_450422,d_3909
f_405277,d_8468
f_132058,d_1681
f_493144,d_30313
f_198233,d_14244
f_95132,d_19334
f_142153,d_10619
f_462321,d_26708
f_617118,d_31159
f_4331,d_29224
f_241727,d_19110
f_158804,d_10990
f_424743,d_30089
f_224955,d_22333
f_457944,d_25520
f_131088,d_3218
f_438750,d_25112
f_459842,d_289
f_122447,d_24570
f_93818,d_184
f_556224,d_1197
f_602549,d_19147
f_509614,d_11745
f_564860,d_18089
f_273914,d_15109
f_498240,d_17411
f_419769,d_87
f_113860,d_12066
f_560999,d_29782
f_80802,d_10098
f_545741,d_27788
f_381311,d_22676
f_187985,d_2985
f_284624,d_28725
f_470133,d_18990
f_183433,d_6979
f_44707,d_30094
f_377180,d_29305
f_30843,d_23838
f_583918,d_12121
f_107411,d_16051
f_574988,d_27270
f_32470,d_25161
f_515639,d_5736
f_182994,d_2793
f_122287,d_25911
f_216916,d_25462
f_233911,d_22744
f_245499,d_4125
f_483391,d_15161
f_63720,d_18150
f_585235,d_5096
f_472420,d_27156
f_107824,d_6458
f_395494,d_17207
f_280507,d_27768
f_360903,d_8215
f_511606,d_28297
f_324482,d_17145
f_280522,d_24179
f_409667,d_22360
f_449278,d_28795
f_551706,d_28159
f_193383,d_28771
f_118531,d_16167
f_337940,d_13382
f_299485,d_5554
f_115333,d_19049
f_154598,d_14176
f_37066,d_15712
f_88032,d_3766
f_445240,d_4978
f_426308,d_9168
f_226094,d_29413
f_579207,d_7827
f_177169,d_6168
f_155834,d_24855
f_99077,d_447
f_569976,d_20158
f_46317,d_27272
f_640998,d_776
f_255267,d_24916
f_521693,d_10945
f_150092,d_24941
f_130261,d_30804
f_504306,d_10204
f_430841,d_4805
f_533474,d_20154
f_13335,d_12513
f_13497,d_12957
f_48588,d_12634
f_10336,d_8543
f_7140,d_24744
f_349224,d_1760
f_521835,d_3819
f_360930,d_15168
f_449754,d_7184
f_579968,d_3784
f_57251,d_30863
f_621368,d_6855
f_433972,d_3192
f_61844,d_201
f_76157,d_31266
f_571553,d_19718
f_146187,d_5928
f_542759,d_24237
f_314975,d_2722
f_604514,d_9440
f_92658,d_30450
f_154985,d_5903
f_149600,d_26125
f_50487,d_17229
f_251760,d_14478
f_339176,d_27347
f_82310,d_1901
f_175757,d_22326
f_224727,d_23925
f_320753,d_20030
f_544460,d_10380
f_459110,d_20980
f_630258,d_22326
f_482471,d_1762
f_449957,d_14165
f_267059,d_23451
f_568248,d_30643
f_583232,d_10702
f_344453,d_8528
f_95189,d_16298
f_404087,d_2051
f_394883,d_8826
f_285328,d_7949
f_475093,d_2733
f_446618,d_14171
f_351348,d_7038
f_621985,d_6382
f_140149,d_22271
f_245029,d_20542
f_419307,d_7168
f_168695,d_6505
f_608388,d_29814
f_118393,d_9138
f_14852,d_6643
f_32323,d_12942
f_134776,d_12175
f_375450,d_3183
f_554446,d_25081
f_176187,d_26813
f_267394,d_10593
f_573287,d_21544
f_158030,d_18556
f_349916,d_21143
f_244920,d_29478
f_275218,d_14766
f_238446,d_21694
f_179020,d_20693
f_114153,d_2888
f_155655,d_7916
f_104412,d_15210
f_505996,d_2257
f_604592,d_2373
f_247306,d_21922
f_86044,d_18046
f_157888,d_24433
f_402286,d_12350
f_42747,d_5120
f_472930,d_28473
f_332245,d_18388
f_262772,d_26134
f_394508,d_25140
f_635070,d_2606
f_304868,d_15498
f_282482,d_20366
f_608773,d_8229
f_296066,d_14327
f_402666,d_26171
f_267134,d_10602
f_12995,d_17568
f_271416,d_9996
f_120562,d_21843
f_148422,d_14187
f_603703,d_5587
f_206590,d_13904
f_302990,d_5997
f_499393,d_19226
f_542317,d_26672
f_2243,d_30868
f_18567,d_24160
f_517216,d_27923
f_341901,d_22959
f_525678,d_22924
f_593538,d_4469
f_438471,d_21412
f_166016,d_19921
f_352063,d_21617
f_425287,d_13943
f_127065,d_5827
f_141375,d_20513
f_380950,d_23656
f_42197,d_18588
f_342314,d_10670
f_327752,d_22121
f_267401,d_24214
f_191387,d_13027
f_152670,d_21370
f_141657,d_27083
f_536957,d_24405
f_215468,d_25644
f_519047,d_21614
f_52700,d_3598
f_514810,d_26621
f_132908,d_18867
f_255513,d_8539
f_285597,d_24004
f_210812,d_19711
f_276198,d_31183
f_193544,d_27516
f_251462,d_6859
f_282277,d_8463
f_531191,d_8785
f_98858,d_3358
f_616048,d_21688
f_54643,d_25487
f_227537,d_24810
f_207509,d_13699
f_388429,d_17261
f_284242,d_22181
f_245659,d_131
f_514272,d_9584
f_76304,d_24505
f_620680,d_23250
f_146048,d_15569
f_245411,d_27804
f_512748,d_17844
f_263250,d_24030
f_243660,d_5479
f_314091,d_28122
f_261964,d_31340
f_24656,d_29939
f_642274,d_5698
f_142250,d_853
f_465722,d_4593
f_575475,d_22935
f_187442,d_28039
f_65797,d_13606
f_217144,d_6259
f_122593,d_21372
f_74729,d_13110
f_400258,d_28067
f_355863,d_18316
f_287006,d_9393
f_131200,d_13760
f_442281,d_9359
f_39630,d_12717
f_261333,d_20971
f_235535,d_29984
f_283827,d_25122
f_83955,d_8520
f_352505,d_5746
f_586414,d_9401
f_512501,d_29415
f_515046,d_5616
f_346072,d_9348
f_275691,d_26476
f_182720,d_23018
f_386208,d_29236
f_392595,d_21320
f_621067,d_9184
f_553493,d_7927
f_130837,d_2207
f_491938,d_9352
f_363134,d_19150
f_214358,d_13056
f_339770,d_30269
f_121021,d_24461
f_89545,d_6689
f_561455,d_13898
f_569243,d_11297
f_338429,d_1970
f_263539,d_16929
f_298543,d_12348
f_238958,d_19597
f_8123,d_4419
f_515658,d_27592
f_303168,d_12409
f_444008,d_9017
f_137714,d_14788
f_238096,d_1288
f_361081,d_17337
f_478890,d_18105
f_390070,d_11640
f_271118,d_25598
f_603462,d_10542
f_362277,d_236
f_417375,d_18062
f_12398,d_689
f_539199,d_8200
f_430867,d_2515
f_392810,d_17981
f_629884,d_1660
f_551042,d_23585
f_135969,d_30105
f_261092,d_3632
f_635209,d_24210
f_310780,d_21799
f_265438,d_17035
f_217085,d_20611
f_348942,d_18593
f_20995,d_11983
f_525941,d_481
f_24755,d_25345
f_203466,d_10717
f_234169,d_18102
f_152492,d_6682
f_596103,d_14103
f_3927,d_20735
f_367774,d_3431
f_34349,d_29326
f_26251,d_14540
f_376688,d_21548
f_516269,d_24700
f_162270,d_29630
f_76993,d_23586
f_226809,d_27010
f_539261,d_24399
f_262855,d_16144
f_464045,d_15042
f_231065,d_18911
f_544289,d_12747
f_35690,d_8549
f_472446,d_19413
f_232449,d_6493
f_528960,d_10745
f_95695,d_25696
f_397410,d_10523
f_471093,d_386
f_535908,d_11741
f_643158,d_30636
f_507969,d_30749
f_432557,d_12606
f_501589,d_12081
f_557664,d_18851
f_333832,d_28034
f_391244,d_2321
f_67117,d_19140
f_219649,d_9981
f_435622,d_27380
f_461456,d_23673
f_184017,d_30788
f_542446,d_22767
f_381915,d_13984
f_143287,d_25074
f_20490,d_1425
f_404498,d_637
f_112474,d_10175
f_437426,d_3083
f_403966,d_23307
f_448834,d_25655
f_254370,d_21602
f_589274,d_22857
f_138094,d_2925
f_264974,d_4030
f_260032,d_22958
f_602483,d_6489
f_25122,d_12863
f_633810,d_23780
f_394981,d_7197
f_599613,d_21084
f_306479,d_16815
f_114231,d_16052
f_500658,d_14844
f_457245,d_11920
f_621013,d_17031
f_226712,d_21566
f_39222,d_29176
f_13075,d_14274
f_148726,d_24494
f_580970,d_5088
f_374156,d_8399
f_45376,d_2644
f_25017,d_3524
f_608313,d_14519
f_139285,d_12784
f_88345,d_10580
f_121211,d_12115
f_444784,d_10938
f_442972,d_19943
f_486947,d_29922
f_108967,d_28341
f_79169,d_18071
f_55745,d_17423
f_96351,d_13274
f_56220,d_8073
f_360334,d_16016
f_527072,d_15790
f_437257,d_15684
f_309572,d_28896
f_286785,d_13783
f_81862,d_7493
f_89127,d_14555
f_28217,d_15370
f_414521,d_20937
f_30937,d_2373
f_611570,d_31051
f_94913,d_9736
f_352138,d_5229
f_78310,d_29557
f_228122,d_23583
f_418628,d_27355
f_633316,d_28546
f_502704,d_5624
f_544388,d_13777
f_335673,d_13943
f_19214,d_27993
f_86111,d_23325
f_344200,d_30900
f_128787,d_26214
f_600576,d_23473
f_600519,d_10939
f_524963,d_7773
f_440318,d_7891
f_301653,d_23777
f_582596,d_11339
f_377460,d_8750
f_306577,d_7971
f_310477,d_26179
f_392501,d_22494
f_367568,d_6113
f_468652,d_27559
f_305452,d_1917
f_311199,d_9840
f_188514,d_26385
f_36041,d_10864
f_33590,d_9707
f_637904,d_16729
f_549240,d_15106
f_365073,d_13835
f_340322,d_24596
f_425481,d_31272
