f_575946,d_29510
f_625606,d_6860
f_444263,d_25587
f_436506,d_11461
f_111597,d_3624
f_43162,d_26599
f_333019,d_13664
f_397582,d_19324
f_431310,d_9676
f_569273,d_11059
f_110163,d_8223
f_448075,d_28573
f_193096,d_215
f_181233,d_4476
f_5962,d_10963
f_487203,d_12696
f_401749,d_17488
f_218103,d_7547
f_506310,d_17158
f_326358,d_24084
f_440313,d_16856
f_556359,d_16971
f_497376,d_30804
f_603937,d_11539
f_217093,d_9736
f_227675,d_17828
f_572069,d_22707
f_344075,d_2886
f_623059,d_13038
f_448833,d_10373
f_83560,d_28783
f_571452,d_2091
f_395587,d_2761
f_185152,d_18254
f_207925,d_23755
f_103452,d_2770
f_55523,d_25252
f_298273,d_15912
f_414931,d_26482
f_453856,d_28698
f_277332,d_8680
f_36002,d_18941
f_628698,d_6957
f_264315,d_29277
f_165117,d_3366
f_453308,d_13887
f_319801,d_27915
f_301646,d_10361
f_611736,d_14901
f_281726,d_7921
f_34326,d_5691
f_639897,d_3404
f_95846,d_4724
f_203221,d_22737
f_614284,d_3613
f_470212,d_30585
f_177330,d_29668
f_138393,d_6364
f_115301,d_12856
f_207060,d_1034
f_60884,d_16039
f_184138,d_21897
f_248702,d_30377
f_460022,d_22995
f_564481,d_15344
f_550950,d_3632
f_557029,d_6490
f_575075,d_30248
f_180534,d_28762
f_431086,d_4074
f_551349,d_8950
f_131861,d_13437
f_240180,d_23899
f_216171,d_2090
f_482276,d_6437
f_371448,d_26870
f_434603,d_12733
f_618904,d_31242
f_37444,d_11904
f_152488,d_5079
f_40501,d_190
f_332175,d_7848
f_617551,d_21030
f_547268,d_4589
f_3636,d_29690
f_62734,d_10278
f_121100,d_3729
f_404886,d_18474
f_175341,d_5438
f_279172,d_22289
f_310500,d_11878
f_601357,d_20431
f_588527,d_10675
f_33153,d_18564
f_353102,d_13480
f_348246,d_17545
f_496848,d_19797
f_509948,d_16399
f_621610,d_28582
f_543654,d_27092
f_340135,d_21506
f_96654,d_5530
f_627461,d_17755
f_376126,d_29621
f_302663,d_23051
f_586940,d_16213
f_296813,d_6356
f_123737,d_5777
f_478388,d_1324
f_631311,d_29806
f_419700,d_18332
f_397844,d_31291
f_527971,d_20245
f_326748,d_20605
f_31482,d_26464
f_609202,d_1541
f_45334,d_21281
f_115230,d_11108
f_533099,d_20745
f_562105,d_16276
f_391016,d_1361
f_183029,d_6683
f_287837,d_20133
f_232978,d_17618
f_413774,d_27527
f_125362,d_2429
f_329318,d_6226
f_170172,d_25632
f_306254,d_1569
f_57775,d_26052
f_16209,d_21579
f_498190,d_1953
f_382980,d_15413
f_2112,d_22623
f_351642,d_15210
f_257477,d_30879
f_564521,d_18518
f_291494,d_6663
f_230458,d_8234
f_478013,d_27970
f_429891,d_21719
f_303837,d_6464
f_75333,d_10208
f_140090,d_29536
f_607853,d_9605
f_365961,d_21232
f_110535,d_29925
f_192786,d_8719
f_133008,d_9872
f_378348,d_13791
f_115396,d_24807
f_365589,d_25209
f_189977,d_13142
f_468660,d_30283
f_350230,d_23706
f_191595,d_12181
f_33679,d_2036
f_113804,d_14400
f_211250,d_24676
f_94257,d_16049
f_602025,d_7781
f_602364,d_12185
f_601163,d_15304
f_143150,d_20990
f_34600,d_17605
f_84123,d_16926
f_131069,d_3581
f_554454,d_25482
f_585579,d_24455
f_526634,d_23407
f_75907,d_28081
f_361144,d_12028
f_225225,d_9892
f_239011,d_29236
f_259220,d_162
f_24299,d_14287
f_409569,d_18700
f_158162,d_8666
f_487187,d_18210
f_214325,d_26836
f_570756,d_4748
f_374264,d_14467
f_48368,d_20015
f_407582,d_9254
f_456240,d_11415
f_442553,d_14142
f_520025,d_9401
f_211723,d_6179
f_279154,d_5023
f_459194,d_25534
f_631794,d_13358
f_574045,d_17800
f_553339,d_26508
f_167346,d_16412
f_560247,d_5953
f_515769,d_10049
f_35786,d_18330
f_245854,d_19243
f_131213,d_3844
f_100659,d_6166
f_361384,d_9082
f_154556,d_3046
f_562645,d_5570
f_151901,d_31168
f_86461,d_6249
f_219555,d_18022
f_127129,d_26517
f_45236,d_6488
f_628789,d_7844
f_416517,d_17271
f_608810,d_22552
f_6082,d_7770
f_326130,d_14008
f_420206,d_4444
f_403224,d_8171
f_69762,d_17343
f_227544,d_5832
f_305500,d_3343
f_109705,d_2046
f_600623,d_29631
f_190975,d_16419
f_366520,d_15334
f_433107,d_17858
f_466251,d_12519
f_584865,d_26486
f_254978,d_22238
f_54854,d_8824
f_266682,d_2030
f_28064,d_24205
f_508934,d_15139
f_124500,d_7283
f_47726,d_1659
f_561511,d_24364
f_119163,d_28075
f_610665,d_23362
f_259819,d_17956
f_318976,d_26869
f_568313,d_9180
f_453595,d_5934
f_283006,d_4977
f_132747,d_21352
f_22835,d_23695
f_88936,d_17660
f_215549,d_17408
f_180236,d_17895
f_275888,d_15816
f_39428,d_3145
f_384303,d_12605
f_386797,d_25566
f_435734,d_29516
f_459543,d_13984
f_479231,d_20282
f_289045,d_23596
f_117160,d_1408
f_238155,d_8043
f_100114,d_17020
f_93483,d_9440
f_431033,d_30414
f_595305,d_2668
f_9479,d_10278
f_637784,d_511
f_642756,d_1294
f_238363,d_1915
f_501925,d_26353
f_285882,d_29236
f_374898,d_21153
f_458744,d_30048
f_597651,d_24098
f_17019,d_16785
f_63496,d_27664
f_305663,d_95
f_407427,d_6644
f_127272,d_25801
f_188776,d_30466
f_336807,d_6349
f_137912,d_16475
f_10997,d_25633
f_511478,d_31407
f_538462,d_4010
f_341319,d_30873
f_17560,d_11769
f_57629,d_10269
f_635499,d_3324
f_344813,d_16018
f_284324,d_15450
f_264647,d_13752
f_362874,d_25376
f_540357,d_20853
f_201768,d_3024
f_349503,d_5915
f_576233,d_8701
f_250674,d_11609
f_511861,d_2750
f_230841,d_28615
f_571455,d_20025
f_2461,d_11156
f_530054,d_21669
f_104115,d_25804
f_74830,d_1349
f_409526,d_13982
f_240361,d_5294
f_306763,d_3040
f_581218,d_23229
f_44772,d_13700
f_296119,d_22581
f_39079,d_1054
f_98878,d_4841
f_638966,d_3811
f_453708,d_15614
f_456202,d_15335
f_450748,d_28644
f_602789,d_7706
f_333197,d_3018
f_45153,d_26179
f_401221,d_16759
f_345998,d_17173
f_184128,d_23784
f_638321,d_3911
f_401042,d_19249
f_62039,d_24326
f_185616,d_27803
f_483382,d_13974
f_307376,d_2763
f_411803,d_5602
f_87825,d_24714
f_504923,d_28328
f_318904,d_13502
f_584884,d_21326
f_506360,d_26801
f_598427,d_5469
f_256132,d_4934
f_381539,d_27209
f_116442,d_10051
f_268023,d_26058
f_441941,d_12718
f_485318,d_28794
f_417770,d_18694
f_450547,d_15276
f_442140,d_27522
f_172412,d_19512
f_418561,d_26904
f_107124,d_18883
f_1834,d_9702
f_126710,d_13100
f_340800,d_20058
f_24703,d_10527
f_621164,d_21354
f_588738,d_10177
f_446850,d_16703
f_336165,d_5180
f_464119,d_15845
f_565921,d_2424
f_143099,d_18330
f_341184,d_27529
f_392682,d_28828
f_384333,d_9572
f_221485,d_13732
f_329705,d_11341
f_408944,d_31209
f_101301,d_21804
f_371334,d_6006
f_363163,d_23763
f_53773,d_15568
f_288870,d_18409
f_59670,d_50
f_501627,d_12334
f_237273,d_28797
f_336787,d_11120
f_171933,d_22526
f_154179,d_30812
f_436907,d_17535
f_581632,d_25883
f_301032,d_17086
f_240225,d_4076
f_268179,d_4728
f_468713,d_21196
f_532107,d_4245
f_153111,d_26734
f_15858,d_15485
f_554233,d_30078
f_112395,d_16796
f_489210,d_6962
f_610650,d_26458
f_402275,d_16911
f_449164,d_29208
f_71677,d_5766
f_333621,d_24865
f_517220,d_8536
f_81436,d_6241
f_634442,d_23382
f_285547,d_23500
f_497440,d_30489
f_575907,d_4142
f_550536,d_21572
f_167098,d_6108
f_424539,d_10902
f_87578,d_30709
f_242175,d_9100
f_360656,d_24827
f_116384,d_8845
f_391219,d_122
f_563042,d_14945
f_433571,d_16022
f_337007,d_7402
f_360766,d_19333
f_570773,d_4199
f_60563,d_15005
f_253426,d_29757
f_126389,d_9423
f_468623,d_3162
f_31925,d_6196
f_188985,d_18163
f_222241,d_26446
f_567743,d_1401
f_2925,d_20214
f_123192,d_8761
f_49638,d_65
f_290223,d_13889
f_605766,d_22368
f_623526,d_12045
f_355407,d_5773
f_349495,d_12269
f_374607,d_18865
f_177866,d_9818
f_28106,d_16241
f_584141,d_27809
f_634543,d_30070
f_522333,d_27502
f_164890,d_20256
f_388410,d_28652
f_111303,d_22706
f_361196,d_990
f_198101,d_1517
f_371029,d_5749
f_32481,d_30902
f_444982,d_25711
f_137852,d_12352
f_546416,d_145
f_387429,d_28518
f_281444,d_16377
f_117964,d_29801
f_98541,d_18316
f_451961,d_9934
f_637762,d_2071
f_39257,d_16877
f_478843,d_23772
f_207366,d_21560
f_564889,d_7549
f_275354,d_18456
f_186362,d_11803
f_13471,d_5362
f_70253,d_21850
f_181046,d_31332
f_391396,d_13307
f_292216,d_14780
f_273245,d_2033
f_12061,d_28620
f_142967,d_12042
f_431477,d_821
f_235222,d_13100
f_612128,d_21129
f_321186,d_17052
f_638923,d_23464
f_52230,d_3590
f_621231,d_10839
f_608608,d_6741
f_639672,d_22928
f_247205,d_28840
f_486238,d_28085
f_554869,d_7701
f_120708,d_20710
f_511356,d_21301
f_600990,d_26139
f_78325,d_18591
f_126609,d_23198
f_429681,d_3866
f_253891,d_17951
f_316542,d_6689
f_328497,d_5352
f_236183,d_30566
f_407059,d_16031
f_160847,d_14884
f_339568,d_9818
f_209330,d_2539
f_577848,d_17952
f_355827,d_12961
f_503223,d_246
f_617598,d_2232
f_330983,d_407
f_522778,d_29758
f_495454,d_9448
f_259287,d_27277
f_42498,d_11784
f_100992,d_23701
f_273850,d_14801
f_307218,d_29213
f_254351,d_17721
f_162968,d_22749
f_374836,d_29497
f_457097,d_2227
f_602022,d_27422
f_630161,d_27379
f_408129,d_29491
f_148637,d_30440
f_260898,d_13
f_600101,d_9914
f_641045,d_26337
f_265411,d_9527
f_74997,d_5141
f_421560,d_14704
f_565125,d_26478
f_599664,d_4871
f_630063,d_6420
f_422685,d_18097
f_102206,d_2864
f_632911,d_16903
f_270031,d_20013
f_505777,d_27398
f_136413,d_17849
f_234064,d_20631
f_317410,d_3624
f_545683,d_28583
f_298729,d_19719
f_110253,d_8885
f_154324,d_8197
f_99284,d_19348
f_502977,d_21167
f_366542,d_7709
f_302834,d_13354
f_10546,d_31107
f_91664,d_28607
f_640678,d_20706
f_370399,d_1427
f_37780,d_30890
f_355628,d_18694
f_430003,d_14115
f_333509,d_30543
f_574258,d_31207
f_58334,d_8862
f_306912,d_22276
f_498199,d_16797
f_513832,d_26190
f_528464,d_13242
f_279880,d_22931
f_510029,d_29960
f_372421,d_10800
f_202666,d_9082
f_170134,d_13595
f_249660,d_5441
f_361312,d_20559
f_440092,d_27214
f_372020,d_29770
f_173244,d_8542
f_318686,d_2254
f_137602,d_5145
f_214766,d_18637
f_199269,d_2029
f_440877,d_22610
f_370695,d_2950
f_433351,d_15516
f_15560,d_1732
f_279164,d_29092
f_408334,d_13613
f_428931,d_26624
f_329935,d_19934
f_212295,d_24788
f_325919,d_22959
f_357293,d_10254
f_488319,d_18729
f_431697,d_29987
f_3366,d_3554
f_407552,d_15530
f_263662,d_30609
f_631150,d_29980
f_208634,d_17759
f_187671,d_21757
f_318913,d_21725
f_115057,d_9381
f_95449,d_17553
f_545218,d_28968
f_395121,d_3524
f_170168,d_5431
f_174087,d_11592
f_492600,d_25515
f_618126,d_20305
f_498199,d_10457
f_637155,d_25378
f_638797,d_9802
f_46901,d_11149
f_527901,d_25087
f_429351,d_9302
f_583042,d_7597
f_265203,d_887
f_202312,d_5137
f_546462,d_13833
f_381077,d_30196
f_559916,d_26800
f_13385,d_19314
f_258611,d_21878
f_68234,d_9932
f_29603,d_11431
f_531221,d_15734
f_256860,d_2580
f_177796,d_26066
f_185694,d_575
f_144544,d_8842
f_415045,d_9483
f_216999,d_13086
f_462391,d_2448
f_99529,d_12061
f_197036,d_10444
f_48603,d_14584
f_90830,d_29948
f_313574,d_23164
f_506661,d_10357
f_551771,d_14770
f_5960,d_6649
f_479952,d_30990
f_225039,d_11754
f_32194,d_4136
f_432586,d_20567
f_605468,d_8838
f_599104,d_18808
f_128564,d_14200
f_492794,d_17722
f_36575,d_20235
f_309160,d_22235
f_116469,d_3994
f_604638,d_29687
f_518762,d_6130
f_242174,d_6271
f_177415,d_13277
f_168303,d_7777
f_334894,d_3473
f_308310,d_6833
f_524798,d_1967
f_615337,d_21778
f_577576,d_29278
f_181964,d_11524
f_457640,d_30632
f_632376,d_11913
f_451884,d_9084
f_307436,d_12855
f_148504,d_14249
f_45254,d_561
f_77056,d_4119
f_565497,d_6760
f_202636,d_19325
f_132646,d_3154
f_48684,d_2112
f_554592,d_12050
f_545706,d_16779
f_446029,d_9530
f_559236,d_414
f_478899,d_16459
f_193723,d_5962
f_356254,d_2947
f_209121,d_17510
f_216501,d_5644
f_327112,d_4688
f_456918,d_19284
f_379438,d_22475
f_640628,d_22252
f_429796,d_5076
f_72795,d_14915
f_324280,d_30454
f_165815,d_18567
f_580056,d_6568
f_152190,d_26228
f_148182,d_14181
f_469351,d_11888
f_220342,d_14638
f_183867,d_13543
f_579436,d_4365
f_208942,d_9646
f_448333,d_23690
f_424808,d_27514
f_594770,d_15914
f_526873,d_14833
f_76782,d_16209
f_353951,d_15132
f_475465,d_30165
f_147425,d_30959
f_225236,d_22986
f_160753,d_27077
f_640360,d_29438
f_12956,d_5916
f_27744,d_4826
f_418654,d_28178
f_496113,d_15603
f_256206,d_4850
f_187162,d_2439
f_280079,d_7759
f_34699,d_28708
f_569243,d_14863
f_33805,d_28634
f_151301,d_10813
f_189647,d_4062
f_401560,d_2338
f_230001,d_22434
f_566889,d_1262
f_57954,d_16302
f_188672,d_25570
f_139363,d_26655
f_478754,d_29071
f_217918,d_8930
f_209039,d_22575
f_544475,d_18692
f_81450,d_7600
f_117956,d_26463
f_571865,d_3317
f_535642,d_17348
f_472426,d_17976
f_512814,d_8561
f_490862,d_15968
f_356352,d_2956
f_269374,d_28931
f_79586,d_19243
f_522619,d_27393
f_267660,d_11789
f_326359,d_22300
f_364358,d_23233
f_583006,d_27253
f_152648,d_22371
f_356318,d_24156
f_116169,d_25318
f_463949,d_10939
f_560907,d_27159
f_448470,d_14675
f_144813,d_4674
f_475569,d_15123
f_188310,d_268
f_566745,d_16822
f_524740,d_10097
f_436974,d_4456
f_186185,d_6042
f_522572,d_2505
f_306213,d_1254
f_343086,d_19005
f_315344,d_23283
f_614643,d_113
f_91008,d_19951
f_246365,d_24376
f_151701,d_24654
f_95240,d_6814
f_45356,d_18388
f_19873,d_22433
f_63565,d_9194
f_299005,d_24108
f_285479,d_19957
f_554413,d_2760
f_65309,d_11350
f_285679,d_25406
f_400588,d_24207
f_110565,d_15055
f_546651,d_3925
f_92525,d_25201
f_520177,d_26610
f_110487,d_30260
f_344309,d_19187
f_224751,d_10234
f_577105,d_18710
f_452396,d_11538
f_269583,d_31216
f_79331,d_16512
f_297531,d_10414
f_293984,d_6899
f_271982,d_17916
f_308596,d_6465
f_236503,d_6923
f_110544,d_7051
f_508660,d_1616
f_341921,d_7733
f_78566,d_6719
f_211833,d_5782
f_451218,d_14066
f_133613,d_12725
f_294503,d_902
f_52897,d_28367
f_308272,d_21448
f_428690,d_7132
f_622119,d_18368
f_277237,d_11032
f_210046,d_1482
f_614412,d_3754
f_431609,d_23022
f_175929,d_15019
f_515839,d_2380
f_123022,d_19705
f_98198,d_3607
f_336686,d_1944
f_341739,d_3652
f_8777,d_21704
f_391995,d_13763
f_11551,d_13185
f_200075,d_15069
f_212113,d_28095
f_540075,d_6451
f_299025,d_9013
f_376303,d_2742
f_368886,d_12202
f_456340,d_11397
f_550681,d_11830
f_400598,d_30227
f_322356,d_22015
f_480869,d_26651
f_18237,d_21987
f_319178,d_3540
f_605157,d_3139
f_268297,d_4258
f_59172,d_31174
f_417386,d_20000
f_291087,d_27996
f_464938,d_30003
f_63273,d_29460
f_295671,d_5266
f_368510,d_11336
f_247701,d_5950
f_571246,d_30806
f_384242,d_15041
f_94357,d_10992
f_448866,d_9321
f_158872,d_12870
f_276734,d_1873
f_62774,d_6144
f_215081,d_16178
f_401358,d_23461
f_443757,d_10699
f_364580,d_3585
f_250026,d_6519
f_617687,d_29158
f_323287,d_16834
f_502812,d_790
f_366840,d_26968
f_437136,d_6092
f_201792,d_24260
f_440722,d_9174
f_247800,d_14979
f_547973,d_30998
f_411071,d_9905
f_263853,d_7461
f_306955,d_5021
f_69078,d_15050
f_516843,d_30371
f_75037,d_17589
f_475286,d_22397
f_468373,d_12043
f_595865,d_18611
f_117158,d_29569
f_595663,d_24946
f_104206,d_13121
f_53867,d_20592
f_48420,d_22729
f_450009,d_9679
f_232451,d_10253
f_493586,d_22659
f_558498,d_19468
f_94764,d_19297
f_353794,d_27633
f_642390,d_30416
f_467511,d_20447
f_63018,d_3920
f_513727,d_475
f_161984,d_3764
f_191012,d_31090
f_142697,d_10793
f_245796,d_18232
f_336964,d_13454
f_522967,d_30949
f_628901,d_29482
f_143735,d_8096
f_562080,d_6713
f_62999,d_18785
f_211189,d_17313
f_97642,d_11167
f_532430,d_3273
f_358286,d_13721
f_107361,d_28641
f_378321,d_2983
f_99633,d_13856
f_26314,d_13517
f_361054,d_26100
f_212138,d_19218
f_432640,d_5444
f_633745,d_7386
f_323344,d_29327
f_94396,d_3677
f_559535,d_28539
f_96066,d_3318
f_279359,d_4673
f_540063,d_13009
f_501267,d_6102
f_258115,d_12808
f_238186,d_4630
f_159822,d_22609
f_55273,d_10425
f_477406,d_29349
f_526270,d_21823
f_551418,d_23910
f_197446,d_485
f_310514,d_5116
f_536772,d_6945
f_18249,d_2154
f_35010,d_10666
f_36989,d_22530
f_147846,d_9872
f_294751,d_23059
f_453993,d_12108
f_493500,d_7222
f_541382,d_3794
f_283809,d_27376
f_97995,d_19962
f_345333,d_208
f_151400,d_13120
f_505137,d_28761
f_52418,d_11805
f_528984,d_15319
f_149399,d_11878
f_69493,d_14844
f_423714,d_7301
f_371403,d_1377
f_541716,d_21272
f_508206,d_14621
f_588531,d_30249
f_539785,d_4787
f_587272,d_18970
f_192480,d_10158
f_286549,d_4651
f_345031,d_24922
f_93401,d_13816
f_415300,d_22174
f_192986,d_31021
f_296494,d_29399
f_336296,d_27181
f_196207,d_23502
f_510116,d_7046
f_551669,d_10642
f_418955,d_27179
f_390,d_11549
f_145726,d_5854
f_384495,d_2931
f_296831,d_20985
f_44081,d_22838
f_302969,d_12670
f_382905,d_26152
f_398468,d_17875
f_603285,d_14224
f_553902,d_396
f_477978,d_24189
f_105113,d_21211
f_527788,d_17005
f_77151,d_30669
f_572354,d_17998
f_189212,d_24853
f_576264,d_22631
f_262385,d_7985
f_149925,d_31188
f_343693,d_25568
f_209721,d_5172
f_560695,d_29154
f_51222,d_17267
f_446905,d_27812
f_194344,d_9581
f_27245,d_15703
f_424542,d_22300
f_180522,d_25465
f_514724,d_2928
f_260958,d_5484
f_170534,d_30792
f_169079,d_23661
f_372781,d_218
f_136006,d_21409
f_48520,d_20228
f_78770,d_22048
f_510276,d_4344
f_338938,d_15920
f_547233,d_20313
f_200768,d_28070
f_230307,d_31177
f_399861,d_13661
f_543676,d_18914
f_172289,d_486
f_51542,d_28021
f_48698,d_11347
f_106861,d_23003
f_5155,d_22426
f_644193,d_8288
f_428544,d_7177
f_212136,d_28357
f_568962,d_1465
f_443676,d_17717
f_41929,d_9399
f_120361,d_4744
f_327276,d_26813
f_375776,d_22070
f_212248,d_5427
f_395386,d_12038
f_301713,d_27841
f_257681,d_14118
f_560339,d_17996
f_584054,d_7964
f_12540,d_21826
f_606150,d_9053
f_553254,d_1633
f_80818,d_19311
f_413840,d_6060
f_56656,d_23867
f_503858,d_28816
f_99848,d_21730
f_198886,d_7109
f_32400,d_1499
f_61707,d_10814
f_136869,d_23434
f_446049,d_12884
f_287396,d_16488
f_621465,d_18522
f_348703,d_7007
f_166355,d_26041
f_163895,d_12122
f_25837,d_24860
f_121764,d_24601
f_200800,d_28181
f_275387,d_8404
f_189135,d_1743
f_576376,d_27774
f_412548,d_26858
f_368962,d_22422
f_332177,d_25110
f_271334,d_6329
f_209189,d_15145
f_389819,d_592
f_157835,d_3073
f_96666,d_946
f_361334,d_23902
f_350684,d_26501
f_242613,d_28135
f_151057,d_3877
f_449913,d_5046
f_223746,d_28394
f_228745,d_3081
f_630504,d_6095
f_120571,d_28650
f_492153,d_2276
f_75175,d_27822
f_60996,d_13449
f_356981,d_28747
f_211760,d_31375
f_526092,d_23131
f_580685,d_17413
f_38441,d_10999
f_348969,d_31110
f_612459,d_25594
f_19240,d_4235
f_605340,d_27187
f_378046,d_4080
f_576915,d_1014
f_507023,d_11433
f_187858,d_16245
f_12740,d_1207
f_15423,d_987
f_85009,d_3015
f_28394,d_1992
f_547846,d_23747
f_40316,d_29324
f_501620,d_14425
f_228608,d_3087
f_33441,d_31077
f_380990,d_28474
f_454708,d_11165
f_363825,d_18622
f_73851,d_3875
f_567167,d_26781
f_475600,d_22129
f_547795,d_30608
f_549929,d_14586
f_547246,d_22794
f_168596,d_25530
f_368531,d_9997
f_212591,d_18078
f_256399,d_29262
f_314081,d_8773
f_235044,d_3298
f_144617,d_28129
f_345470,d_26734
f_512758,d_21894
f_402907,d_11089
f_424794,d_27248
f_68692,d_29555
f_161270,d_11060
f_8084,d_30628
f_119040,d_13377
f_533455,d_11910
f_238460,d_15421
f_384735,d_1096
f_630658,d_7576
f_528226,d_11922
f_345395,d_23684
f_495652,d_8105
f_172562,d_22305
f_352495,d_29073
f_488575,d_4223
f_403769,d_19276
f_119645,d_18078
f_260530,d_23514
f_58425,d_27204
f_170918,d_11205
f_554298,d_19878
f_59960,d_11767
f_343041,d_18323
f_63749,d_19106
f_426162,d_19053
f_538785,d_29506
f_330524,d_1129
f_482282,d_26843
f_617990,d_15352
f_466441,d_26967
f_434691,d_29543
f_351558,d_19312
f_339219,d_21099
f_265841,d_20860
f_66357,d_26798
f_236440,d_16986
f_397852,d_25905
f_163721,d_19796
f_155924,d_15303
f_51747,d_30582
f_241403,d_25021
f_375687,d_26640
f_473562,d_25861
f_272128,d_8357
f_232353,d_25683
f_323734,d_485
f_636133,d_20157
f_123379,d_22442
f_613293,d_1117
f_603953,d_17408
f_36266,d_2038
f_142167,d_21495
f_531924,d_28341
f_492014,d_22117
f_623128,d_1700
f_51370,d_20358
f_106188,d_27969
f_338395,d_13412
f_3179,d_5954
f_235395,d_20172
f_460790,d_14901
f_577804,d_24687
f_487263,d_13437
f_567235,d_28448
f_451162,d_15721
f_191132,d_3665
f_74751,d_21141
f_151934,d_16961
f_496647,d_26341
f_44985,d_13397
f_506095,d_19425
f_137507,d_12752
f_383329,d_1464
f_494918,d_19466
f_51600,d_24240
f_60356,d_19284
f_447757,d_19771
f_338164,d_16983
f_330556,d_31189
f_260110,d_12697
f_317874,d_6650
f_566340,d_29139
f_478615,d_26888
f_266150,d_31164
f_221941,d_22228
f_174826,d_3978
f_118953,d_2673
f_24354,d_26926
f_83598,d_22452
f_509184,d_12339
f_162650,d_25356
f_166135,d_8307
f_423797,d_3328
f_108769,d_23936
f_518245,d_30473
f_365188,d_9254
f_219935,d_4799
f_194338,d_29558
f_190202,d_24307
f_522418,d_5089
f_186995,d_1146
f_312263,d_7153
f_591655,d_8258
f_386183,d_23815
f_110967,d_8172
f_307916,d_2282
f_15678,d_9265
f_630799,d_8070
f_269210,d_3550
f_238783,d_5470
f_121401,d_11652
f_177326,d_8341
f_271443,d_5441
f_373343,d_20869
f_418720,d_14681
f_488302,d_3201
f_249154,d_14331
f_527984,d_4965
f_344650,d_947
f_461563,d_8474
f_270461,d_3593
f_173891,d_16395
f_196405,d_2719
f_77990,d_4166
f_511008,d_28286
f_38871,d_28793
f_431301,d_27152
f_176271,d_16494
f_383144,d_20180
f_523281,d_22363
f_307743,d_22154
f_96308,d_9564
f_445624,d_23563
f_438310,d_6178
f_256493,d_17616
f_263499,d_9363
f_15575,d_24376
f_394670,d_3717
f_162948,d_14270
f_463515,d_4354
f_75765,d_11028
f_610808,d_5925
f_366924,d_19893
f_123048,d_5164
f_427646,d_7789
f_348377,d_28903
f_599316,d_29841
f_406134,d_20419
f_78482,d_25010
f_561878,d_25715
f_149585,d_30504
f_144799,d_20645
f_309293,d_25187
f_167865,d_28242
f_559055,d_31010
f_137092,d_27090
f_610314,d_38
f_142172,d_7078
f_393496,d_13461
f_199212,d_16381
f_443903,d_14575
f_641763,d_17326
f_486483,d_23568
f_316773,d_21946
f_625105,d_19778
f_264797,d_10818
f_82148,d_28863
f_604401,d_29924
f_146122,d_16253
