f_569138,d_27586
f_449176,d_17065
f_53992,d_8806
f_564188,d_17119
f_352609,d_29719
f_301688,d_19522
f_394606,d_12961
f_455223,d_2524
f_532995,d_961
f_622950,d_26453
f_367419,d_17321
f_93906,d_26706
f_31139,d_19884
f_184253,d_22248
f_96246,d_12995
f_91063,d_20542
f_190557,d_25139
f_624857,d_13301
f_189973,d_16434
f_1060,d_8921
f_349339,d_13739
f_386052,d_26704
f_62034,d_15275
f_117695,d_15677
f_454205,d_19314
f_204269,d_26166
f_207720,d_16679
f_353204,d_17644
f_198823,d_16110
f_524853,d_7379
f_101311,d_10066
f_27736,d_21232
f_225959,d_10512
f_151271,d_28883
f_318953,d_24650
f_309098,d_2057
f_440491,d_23674
f_543844,d_4574
f_127057,d_19306
f_35966,d_14126
f_468864,d_6505
f_456205,d_12320
f_270475,d_14858
f_478796,d_379
f_472472,d_8367
f_467737,d_8857
f_580355,d_2857
f_229889,d_28365
f_215069,d_30482
f_77464,d_3040
f_562352,d_7234
f_63960,d_25244
f_227691,d_1799
f_601063,d_13203
f_150613,d_7316
f_397494,d_5813
f_145103,d_11661
f_590815,d_21933
f_359871,d_21047
f_447672,d_7275
f_212654,d_1541
f_409159,d_24544
f_520191,d_8973
f_414951,d_10865
f_354339,d_4265
f_32399,d_29633
f_93916,d_3682
f_229520,d_12514
f_472637,d_4068
f_129262,d_30643
f_344567,d_21622
f_181013,d_21008
f_529697,d_21066
f_584455,d_21236
f_373582,d_3825
f_476248,d_15297
f_172190,d_15052
f_316714,d_4933
f_502699,d_23752
f_579529,d_11504
f_134635,d_29320
f_588958,d_30624
f_248485,d_22180
f_437020,d_18113
f_244352,d_30646
f_146156,d_13114
f_24170,d_7736
f_178280,d_28397
f_480123,d_16897
f_576141,d_7413
f_503649,d_12062
f_515923,d_8865
f_264150,d_19263
f_353301,d_22119
f_84006,d_21533
f_268810,d_24086
f_75134,d_6064
f_507818,d_14250
f_382365,d_818
f_406361,d_28092
f_350324,d_26166
f_527130,d_17051
f_37049,d_13503
f_450591,d_16532
f_82131,d_3087
f_22156,d_24481
f_194691,d_13994
f_108989,d_30359
f_113759,d_22285
f_53472,d_5378
f_344480,d_17336
f_428744,d_12692
f_633567,d_25381
f_591751,d_4089
f_513226,d_12363
f_173669,d_15905
f_322558,d_20128
f_394267,d_21771
f_455185,d_1768
f_185966,d_12134
f_220122,d_24654
f_269533,d_6541
f_188039,d_2539
f_382831,d_15940
f_54376,d_5319
f_37170,d_18945
f_257473,d_20581
f_291572,d_27780
f_557157,d_21210
f_331983,d_7153
f_73901,d_23585
f_119691,d_2656
f_336750,d_20434
f_100971,d_3634
f_377906,d_18864
f_314911,d_22505
f_584475,d_28629
f_496048,d_3812
f_433165,d_11753
f_182597,d_1939
f_578139,d_26030
f_635381,d_11853
f_12241,d_26216
f_415949,d_26079
f_60798,d_12137
f_1241,d_6320
f_279382,d_7657
f_509392,d_13133
f_542915,d_303
f_625890,d_3024
f_488443,d_13928
f_253768,d_1791
f_512873,d_21754
f_112070,d_2226
f_50773,d_1529
f_252965,d_23676
f_323408,d_26354
f_198823,d_13217
f_498624,d_29463
f_626731,d_13175
f_56877,d_19022
f_446172,d_23051
f_532056,d_2635
f_202587,d_22453
f_522175,d_29790
f_210887,d_25784
f_579263,d_1224
f_415682,d_22963
f_333920,d_3720
f_242756,d_12843
f_259063,d_6257
f_609141,d_22965
f_574895,d_446
f_441591,d_17908
f_500404,d_27963
f_631251,d_30661
f_70027,d_2883
f_446708,d_16134
f_204474,d_2803
f_15369,d_19231
f_88797,d_1433
f_283226,d_30113
f_120841,d_22925
f_288350,d_24444
f_517304,d_18156
f_114203,d_21285
f_545750,d_71
f_402489,d_17710
f_89667,d_12294
f_129883,d_661
f_334410,d_10622
f_572007,d_19549
f_254702,d_26331
f_587834,d_10295
f_355442,d_15221
f_178705,d_26577
f_590450,d_15371
f_338147,d_23536
f_608132,d_23761
f_64020,d_29654
f_78397,d_26165
f_512710,d_831
f_237269,d_27245
f_432977,d_16331
f_376693,d_21076
f_379087,d_17779
f_465797,d_14265
f_247553,d_14329
f_538257,d_21034
f_289527,d_26832
f_554962,d_24007
f_169693,d_6403
f_408053,d_25284
f_562699,d_27998
f_88169,d_15569
f_455574,d_27580
f_120357,d_25384
f_293920,d_9884
f_279412,d_7993
f_342991,d_21467
f_446808,d_2045
f_377640,d_8795
f_347689,d_31376
f_205347,d_580
f_640095,d_12419
f_493029,d_5939
f_578561,d_6157
f_243826,d_18709
f_74259,d_11713
f_73737,d_13527
f_607872,d_31030
f_33920,d_7661
f_331864,d_28549
f_566211,d_14209
f_119524,d_2070
f_349719,d_13973
f_580179,d_9566
f_410489,d_28281
f_439763,d_9789
f_574619,d_22468
f_425145,d_31035
f_318091,d_24829
f_371426,d_6254
f_605588,d_10057
f_448890,d_2000
f_556509,d_3164
f_579095,d_12140
f_62360,d_28474
f_13625,d_26900
f_116906,d_4619
f_154131,d_5949
f_116881,d_21527
f_320483,d_23360
f_394618,d_8292
f_644243,d_11791
f_388140,d_14276
f_342998,d_11722
f_17378,d_8592
f_452146,d_21286
f_540542,d_27735
f_485281,d_5433
f_287400,d_16465
f_265908,d_10056
f_227731,d_25591
f_468621,d_3959
f_234864,d_25573
f_610940,d_19733
f_481580,d_2863
f_500251,d_9304
f_500620,d_20076
f_428454,d_30201
f_226581,d_6780
f_121995,d_30036
f_462637,d_14317
f_483170,d_30575
f_307956,d_1993
f_562965,d_34
f_104503,d_3113
f_380811,d_23086
f_558967,d_9329
f_399666,d_21767
f_216005,d_27633
f_39269,d_14132
f_59746,d_12560
f_604898,d_2703
f_155770,d_15412
f_535365,d_2526
f_557780,d_25291
f_7817,d_29407
f_466082,d_28343
f_219167,d_22931
f_230025,d_9790
f_401964,d_30320
f_134221,d_9466
f_247249,d_5317
f_486242,d_19622
f_197770,d_23031
f_127103,d_51
f_63012,d_4601
f_468259,d_27004
f_523555,d_9600
f_46511,d_23629
f_100125,d_6809
f_307014,d_16153
f_207650,d_14930
f_182938,d_24359
f_225604,d_29939
f_613420,d_31326
f_525977,d_15908
f_345522,d_10290
f_213639,d_4857
f_296102,d_16059
f_5926,d_17461
f_559141,d_21324
f_46146,d_24932
f_434658,d_27718
f_464870,d_14393
f_599981,d_9462
f_54735,d_27405
f_135630,d_26375
f_429803,d_26655
f_61931,d_6404
f_14272,d_12919
f_278882,d_19610
f_51137,d_216
f_219680,d_18804
f_562121,d_25006
f_599297,d_25606
f_141730,d_12588
f_372067,d_27753
f_484126,d_13014
f_255629,d_23902
f_307523,d_12980
f_317674,d_10648
f_286777,d_11570
f_40065,d_15374
f_616064,d_10729
f_634920,d_26570
f_550454,d_30251
f_506864,d_13371
f_97585,d_2766
f_387142,d_19223
f_439464,d_12580
f_624458,d_14424
f_378111,d_22343
f_161568,d_2995
f_585297,d_6457
f_2032,d_7223
f_534552,d_5634
f_447874,d_20880
f_291493,d_7877
f_508564,d_14163
f_214388,d_10078
f_248785,d_19427
f_282092,d_28147
f_271972,d_14770
f_370405,d_23394
f_296456,d_25568
f_111542,d_20661
f_431000,d_16380
f_364968,d_15531
f_575591,d_28271
f_570233,d_17733
f_674,d_12893
f_157065,d_16609
f_81974,d_24444
f_408090,d_8093
f_494268,d_13271
f_439873,d_24763
f_327978,d_21298
f_592078,d_21553
f_94179,d_17018
f_357461,d_30179
f_628957,d_28734
f_152832,d_30935
f_612621,d_27736
f_141112,d_25686
f_590268,d_7155
f_331912,d_73
f_232476,d_2648
f_376297,d_201
f_194656,d_30684
f_132860,d_4864
f_317970,d_23135
f_27641,d_9541
f_294859,d_24670
f_234924,d_17144
f_284259,d_17395
f_387823,d_29973
f_78382,d_14849
f_72575,d_25481
f_63216,d_14809
f_217422,d_511
f_548441,d_16463
f_240272,d_2508
f_69133,d_24735
f_529509,d_1204
f_233764,d_21166
f_291083,d_15685
f_419458,d_16381
f_291147,d_6588
f_589363,d_15639
f_2560,d_27439
f_208116,d_29923
f_234118,d_19896
f_393249,d_25747
f_78314,d_18685
f_323710,d_13230
f_242656,d_14754
f_593483,d_14603
f_57482,d_2556
f_399290,d_3503
f_356887,d_7019
f_394348,d_23190
f_505961,d_19013
f_200119,d_5679
f_243846,d_27097
f_568745,d_30703
f_284778,d_16309
f_305948,d_13367
f_97149,d_15044
f_80429,d_7473
f_217442,d_22202
f_621971,d_25765
f_99965,d_25590
f_459661,d_27542
f_369942,d_16516
f_300766,d_24656
f_201735,d_26325
f_202116,d_25013
f_587417,d_17093
f_32180,d_12129
f_627118,d_5326
f_99793,d_13999
f_327484,d_12326
f_83289,d_16324
f_158638,d_27315
f_634667,d_29398
f_537134,d_11628
f_104346,d_29250
f_164820,d_8200
f_329608,d_26553
f_321014,d_25243
f_262942,d_15827
f_305360,d_20034
f_269806,d_6888
f_612085,d_4856
f_378652,d_12872
f_520459,d_8001
f_336560,d_16248
f_206528,d_24182
f_122892,d_26697
f_259552,d_6865
f_518286,d_28836
f_166045,d_29004
f_77993,d_12159
f_522793,d_12140
f_291864,d_10977
f_347644,d_8418
f_454792,d_24044
f_114603,d_21519
f_381823,d_17354
f_555338,d_24288
f_458672,d_8025
f_523544,d_26065
f_294273,d_3846
f_622417,d_4602
f_393253,d_17449
f_272739,d_24303
f_566111,d_11043
f_546734,d_11194
f_437047,d_4591
f_65556,d_10084
f_155512,d_12732
f_89517,d_10570
f_90280,d_10312
f_261917,d_7436
f_496527,d_13026
f_30176,d_2911
f_52357,d_7215
f_530654,d_9294
f_571374,d_27881
f_577120,d_39
f_213586,d_25304
f_376229,d_7936
f_589035,d_10045
f_54494,d_24465
f_190558,d_7427
f_524962,d_14555
f_1344,d_18836
f_552452,d_11313
f_391665,d_5869
f_360829,d_18605
f_588833,d_5
f_496137,d_16447
f_505634,d_3156
f_77654,d_14175
f_526204,d_4436
f_163446,d_28069
f_6311,d_11854
f_24228,d_29035
f_446998,d_27340
f_396325,d_19454
f_336497,d_19608
f_296243,d_29046
f_339662,d_2729
f_10416,d_9846
f_428329,d_29395
f_284300,d_16153
f_577768,d_5686
f_82482,d_27529
f_451395,d_19154
f_7318,d_17599
f_302712,d_21496
f_127052,d_4182
f_112262,d_24742
f_491563,d_3851
f_347181,d_14956
f_510309,d_24598
f_84543,d_17400
f_188610,d_16744
f_4916,d_29208
f_223452,d_28491
f_116028,d_7275
f_333521,d_11566
f_265681,d_30112
f_9233,d_25028
f_120394,d_31127
f_111511,d_14784
f_624433,d_21094
f_294918,d_1408
f_583752,d_51
f_632031,d_19345
f_337548,d_24350
f_255537,d_11162
f_526870,d_7315
f_149594,d_5614
f_566216,d_9018
f_348499,d_12765
f_456877,d_20190
f_548625,d_18498
f_600154,d_17375
f_126737,d_23127
f_180730,d_818
f_85724,d_24800
f_286263,d_7337
f_56070,d_28191
f_240930,d_8314
f_560347,d_18909
f_187831,d_22015
f_60704,d_13109
f_295339,d_23893
f_383092,d_15445
f_324053,d_950
f_510746,d_7178
f_215715,d_26571
f_403331,d_973
f_359540,d_16094
f_570200,d_302
f_363406,d_4881
f_490487,d_26640
f_456474,d_30242
f_112122,d_28223
f_71095,d_4917
f_146572,d_28683
f_14264,d_27167
f_401163,d_17468
f_375246,d_8579
f_13164,d_13552
f_254131,d_256
f_96069,d_19735
f_339952,d_20740
f_616738,d_23950
f_569840,d_1994
f_453199,d_4223
f_306397,d_9394
f_205093,d_12701
f_629803,d_7878
f_320754,d_6902
f_472671,d_24126
f_314774,d_18738
f_313547,d_17952
f_197784,d_2626
f_289892,d_23847
f_205490,d_26023
f_150954,d_30879
f_308288,d_15945
f_398190,d_9156
f_96607,d_24055
f_166343,d_25640
f_434614,d_24887
f_294442,d_30323
f_251030,d_26389
f_307648,d_27247
f_567599,d_19230
f_301916,d_3505
f_503174,d_23939
f_292390,d_31193
f_402587,d_13948
f_316612,d_8951
f_466130,d_23765
f_92580,d_29511
f_588155,d_15080
f_484494,d_11014
f_119537,d_3725
f_267166,d_22462
f_573534,d_18393
f_392613,d_27247
f_96840,d_8102
f_501998,d_1166
f_49554,d_21954
f_173181,d_10629
f_47861,d_709
f_192778,d_21967
f_310005,d_7371
f_297331,d_6067
f_29789,d_12614
f_79589,d_30405
f_129713,d_1838
f_357135,d_24824
f_510332,d_6516
f_70873,d_29031
f_256810,d_28761
f_190996,d_16996
f_467221,d_8578
f_412964,d_23386
f_476338,d_9902
f_151720,d_27994
f_249658,d_22228
f_309599,d_2561
f_551405,d_21936
f_183715,d_13511
f_437747,d_7655
f_339817,d_7092
f_188068,d_27932
f_218070,d_27684
f_279296,d_19464
f_259410,d_2308
f_395731,d_26604
f_132562,d_11735
f_333106,d_24092
f_424478,d_29328
f_575549,d_14279
f_612972,d_5560
f_369807,d_15716
f_63771,d_6127
f_48915,d_25457
f_328587,d_23568
f_464070,d_20748
f_280177,d_18122
f_296953,d_30725
f_123090,d_7772
f_44763,d_27048
f_455419,d_16454
f_489104,d_15988
f_25934,d_19286
f_562117,d_14119
f_470075,d_11567
f_336203,d_27474
f_611581,d_7627
f_156203,d_5721
f_222261,d_23890
f_357429,d_12274
f_258044,d_27954
f_485699,d_19089
f_149800,d_26015
f_556806,d_22917
f_587662,d_23157
f_232745,d_17726
f_373095,d_11889
f_362709,d_17727
f_256501,d_19069
f_360050,d_27534
f_119382,d_13393
f_394589,d_17716
f_384001,d_7011
f_87208,d_9527
f_270239,d_29203
f_1512,d_11883
f_608183,d_22771
f_380568,d_19543
f_41941,d_20777
f_19884,d_22705
f_369221,d_2121
f_215324,d_5737
f_255333,d_31395
f_566563,d_20601
f_92356,d_11867
f_46670,d_29374
f_504514,d_19513
f_472071,d_20037
f_431247,d_8530
f_563767,d_4198
f_469902,d_25673
f_36083,d_7806
f_43185,d_4389
f_364049,d_26741
f_271376,d_3636
f_532604,d_17953
f_59028,d_30010
f_508840,d_28052
f_271280,d_20925
f_632567,d_7959
f_147968,d_12725
f_91152,d_28907
f_109402,d_27170
f_301160,d_15034
f_603690,d_17630
f_531248,d_22479
f_389182,d_18837
f_484425,d_8538
f_377600,d_15949
f_380479,d_20578
f_32582,d_16972
f_140236,d_28223
f_433165,d_10651
f_287494,d_10871
f_440356,d_27550
f_68833,d_18671
f_263830,d_26334
f_254246,d_26148
f_64427,d_10100
f_499927,d_12608
f_532635,d_11786
f_358322,d_1436
f_324409,d_27027
f_625933,d_21514
f_375493,d_25164
f_522362,d_10068
f_319262,d_2936
f_296794,d_17617
f_123090,d_27322
f_342800,d_19064
f_558804,d_9433
f_115487,d_1689
f_156107,d_10391
f_399373,d_452
f_151458,d_14696
f_232742,d_21858
f_593899,d_22923
f_137690,d_19563
f_624948,d_3885
f_540757,d_2302
f_625230,d_12820
f_58748,d_3248
f_415760,d_4738
f_274803,d_12823
f_298575,d_6719
f_543435,d_17224
f_546575,d_20491
f_226902,d_24396
f_222139,d_7625
f_551028,d_1094
f_65557,d_14502
f_250718,d_2052
f_356120,d_8942
f_535776,d_30919
f_298382,d_17045
f_135992,d_30514
f_257726,d_870
f_254763,d_19176
f_46417,d_15023
f_68090,d_14603
f_130054,d_25069
f_607217,d_22017
f_157570,d_26215
f_327958,d_29967
f_400951,d_13076
f_429105,d_4514
f_118676,d_12134
f_269220,d_27965
f_385413,d_4831
f_394909,d_3734
f_402604,d_7646
f_402417,d_19296
f_126760,d_3350
f_361572,d_16143
f_408985,d_21737
f_299388,d_28412
f_367326,d_17716
f_306136,d_3503
f_300684,d_19849
f_423601,d_14365
f_184448,d_15615
f_416248,d_9076
f_571856,d_5908
f_616857,d_7919
f_93335,d_21411
f_101190,d_10666
f_24396,d_3512
f_273351,d_8872
f_170468,d_14372
f_344696,d_1309
f_524639,d_1412
f_218827,d_21104
f_624998,d_920
f_47669,d_21340
f_432460,d_22310
f_230049,d_25100
f_384673,d_26284
f_494628,d_484
f_536709,d_9019
f_407835,d_24938
f_302390,d_15474
f_425138,d_254
f_32429,d_28621
f_173362,d_27407
f_606765,d_25194
f_50280,d_13962
f_435051,d_14927
f_148007,d_20171
f_65706,d_2149
f_476667,d_14959
f_153007,d_2155
f_581538,d_3985
f_457959,d_4574
f_92901,d_28572
f_299304,d_8814
f_442732,d_28688
f_266684,d_22352
f_333970,d_16542
f_629848,d_22980
f_564933,d_19226
f_574711,d_10733
f_50729,d_2917
f_237701,d_5526
f_140948,d_5048
f_380026,d_28530
f_5393,d_5878
f_283102,d_6697
f_149200,d_30205
f_625701,d_22028
f_212744,d_24556
f_436273,d_12496
f_391996,d_12436
f_185094,d_1897
f_570495,d_1487
f_381184,d_27039
f_187988,d_21307
f_446805,d_1095
f_410847,d_13305
f_187862,d_18220
f_143608,d_4289
f_608348,d_26830
f_537301,d_26299
f_486202,d_17540
f_467726,d_3758
f_381146,d_14574
f_438775,d_13484
f_443083,d_22212
f_640478,d_5155
f_541315,d_2037
f_160650,d_18934
f_137541,d_19460
f_392824,d_923
f_602538,d_8616
f_397643,d_28251
f_8238,d_22682
f_562893,d_27601
f_335448,d_27782
f_252525,d_29082
f_288759,d_25253
f_114570,d_4197
f_228669,d_17116
f_433197,d_29804
f_58717,d_12261
f_624202,d_15659
f_274308,d_25409
f_258493,d_28019
f_619870,d_14153
f_306581,d_22908
f_45996,d_15990
f_85094,d_26068
f_171119,d_24834
f_183411,d_26365
f_270360,d_953
f_499068,d_18703
f_427816,d_26303
f_28302,d_17819
f_164604,d_7759
f_548634,d_27314
f_589101,d_2493
f_452408,d_18957
f_408735,d_10394
f_561209,d_15726
f_448683,d_18567
f_349101,d_5899
f_159123,d_3149
f_386887,d_30347
f_561085,d_8781
f_148884,d_13082
f_335720,d_1689
f_579906,d_30339
f_342144,d_30959
f_100642,d_14998
f_34254,d_23426
f_137003,d_16740
f_385320,d_5701
f_61530,d_18618
f_201790,d_28542
f_197338,d_24026
f_119303,d_19159
f_336240,d_7542
f_567611,d_8696
f_470492,d_4238
f_359673,d_30806
f_437594,d_12819
f_4527,d_9389
f_572788,d_8314
f_358823,d_10397
f_229700,d_21852
f_47351,d_5478
f_47278,d_21794
f_17837,d_5946
f_643254,d_16253
f_14045,d_29889
f_366551,d_86
f_621251,d_24970
f_72835,d_19662
f_82719,d_16230
f_579536,d_8668
f_583071,d_28811
f_494642,d_19397
f_594360,d_14718
f_616231,d_1688
f_143190,d_9412
f_403963,d_23815
f_464205,d_21935
f_355568,d_17127
f_27178,d_29135
f_524166,d_14509
f_638741,d_833
f_470952,d_25604
f_287037,d_9092
f_144656,d_6291
f_437794,d_23872
f_423997,d_14130
f_130347,d_25180
f_641968,d_21672
f_487713,d_14364
f_484728,d_19196
f_130060,d_6548
f_231327,d_16173
f_119145,d_17168
f_12993,d_17266
f_625248,d_19045
f_510563,d_17335
f_624539,d_14640
f_206550,d_27703
f_103647,d_7065
f_565172,d_24286
f_517034,d_21200
f_596534,d_27550
f_334807,d_11462
f_380972,d_9507
f_473317,d_30214
f_154488,d_23770
f_334861,d_14708
f_67164,d_18218
f_412696,d_30002
f_300808,d_25344
f_17159,d_26475
f_47554,d_8796
f_163616,d_8898
f_253572,d_12669
