c_8086,d_19631
c_26194,d_27077
c_27253,d_15512
c_27831,d_17306
c_18179,d_3695
c_13872,d_20964
c_15303,d_21450
c_14086,d_19760
c_22607,d_16584
c_14828,d_23521
c_23228,d_11206
c_31199,d_13710
c_13607,d_23322
c_15839,d_27653
c_9485,d_24903
c_25882,d_15848
c_22593,d_6429
c_20794,d_19795
c_24280,d_22854
c_7479,d_21019
c_16012,d_22180
c_24708,d_7106
c_12212,d_5784
c_14592,d_29428
c_16460,d_14144
c_11991,d_25104
c_21389,d_20625
c_20830,d_19693
c_21477,d_24573
c_15981,d_18563
c_5716,d_8179
c_11924,d_15831
c_25368,d_29184
c_22717,d_4256
c_9884,d_25302
c_1584,d_1003
c_17655,d_2758
c_11902,d_5344
c_27722,d_13096
c_19576,d_851
c_12021,d_1143
c_9083,d_12535
c_14323,d_2313
c_15445,d_13293
c_745,d_16094
c_23524,d_29108
c_10966,d_2822
c_24906,d_13793
c_489,d_15467
c_23853,d_27568
c_260,d_14767
c_8930,d_12452
c_26460,d_8974
c_20771,d_14685
c_13848,d_30243
c_21815,d_19798
c_4300,d_26464
c_10782,d_28305
c_31124,d_20401
c_930,d_15651
c_13510,d_8694
c_25542,d_24656
c_7831,d_2538
c_21287,d_26341
c_23006,d_29063
c_30876,d_20625
c_9907,d_4865
c_17305,d_18859
c_2133,d_1025
c_18959,d_26972
c_14501,d_31198
c_23294,d_9781
c_29974,d_13483
c_8332,d_13256
c_15313,d_7658
c_11610,d_31334
c_29486,d_29223
c_22151,d_1905
c_29997,d_27390
c_14530,d_13310
c_28705,d_16507
c_12541,d_14910
c_20172,d_8506
c_9164,d_15295
c_4014,d_20335
c_9317,d_11692
c_26343,d_29622
c_8267,d_10340
c_27760,d_8645
c_22495,d_13883
c_4759,d_11574
c_29242,d_30921
c_3543,d_12591
c_11999,d_31028
c_25468,d_14413
c_21954,d_16846
c_18747,d_30589
c_2760,d_2680
c_1351,d_7769
c_2194,d_5863
c_10647,d_7788
c_732,d_27289
c_8298,d_3430
c_22979,d_16496
c_23872,d_6249
c_13290,d_664
c_25911,d_24739
c_4829,d_89
c_20660,d_7183
c_12542,d_28508
c_26565,d_24829
c_20185,d_30708
c_11137,d_10663
c_159,d_19992
c_31393,d_23396
c_25395,d_26290
c_27148,d_19319
c_4586,d_9051
c_12231,d_13828
c_31461,d_27862
c_17922,d_10304
c_28272,d_21547
c_7254,d_9235
c_8601,d_28391
c_12681,d_29828
c_19110,d_31186
c_4916,d_2872
c_4193,d_1723
c_6521,d_17434
c_808,d_7449
c_14140,d_12571
c_19941,d_30569
c_14454,d_7276
c_12897,d_9544
c_3419,d_15206
c_1988,d_9551
c_18011,d_12405
c_880,d_13047
c_11882,d_4652
c_11882,d_8726
c_13519,d_4233
c_27015,d_29657
c_10012,d_22976
c_6835,d_17480
c_21134,d_25929
c_10091,d_16663
c_20101,d_28213
c_2302,d_23113
c_19055,d_27877
c_26843,d_13507
c_5285,d_24487
c_3546,d_2059
c_9846,d_17829
c_13999,d_6267
c_9912,d_2565
c_12946,d_22217
c_23888,d_24173
c_18091,d_4044
c_13616,d_27106
c_14338,d_4576
c_13518,d_46
c_13770,d_2107
c_28148,d_8447
c_21242,d_28258
c_11018,d_27934
c_31181,d_24076
c_15534,d_21303
c_9500,d_17694
c_22420,d_16648
c_2352,d_10656
c_15299,d_12274
c_26538,d_19445
c_5035,d_17116
c_25799,d_2544
c_15477,d_29231
c_10229,d_5534
c_24270,d_13540
c_18994,d_22835
c_12074,d_23262
c_6003,d_15321
c_3946,d_24739
c_9521,d_421
c_20636,d_28062
c_10154,d_22476
c_7784,d_1186
c_21880,d_1529
c_12237,d_15777
c_656,d_10088
c_28102,d_6749
c_20899,d_19539
c_19127,d_6861
c_24419,d_14308
c_2194,d_848
c_21177,d_3776
c_730,d_15052
c_7417,d_22858
c_18857,d_11151
c_16532,d_30282
c_22119,d_14733
c_17435,d_25427
c_1387,d_19865
c_13192,d_3444
c_9311,d_12758
c_13894,d_6280
c_28959,d_1571
c_1580,d_11373
c_9768,d_24377
c_27648,d_26807
c_19570,d_29744
c_15280,d_14078
c_16854,d_31113
c_15385,d_3945
c_25759,d_26025
c_3943,d_9651
c_29699,d_533
c_13021,d_16495
c_21443,d_282
c_8800,d_18602
c_26173,d_28431
c_10297,d_10157
c_13330,d_6063
c_11721,d_16505
c_22518,d_9670
c_10789,d_24182
c_21384,d_31202
c_10060,d_9854
c_26016,d_11134
c_13751,d_20228
c_18847,d_15314
c_4308,d_23860
c_8259,d_1674
c_28527,d_12630
c_22842,d_12122
c_22308,d_27495
c_17398,d_17220
c_9529,d_13572
c_15571,d_21888
c_28195,d_3707
c_2904,d_13456
c_14318,d_19354
c_22708,d_870
c_11001,d_22827
c_13561,d_23654
c_4251,d_2237
c_14387,d_19932
c_28612,d_25177
c_9126,d_231
c_2420,d_13923
c_18853,d_1407
c_23704,d_27350
c_15371,d_22062
c_29155,d_12923
c_31055,d_6323
c_8998,d_19765
c_15879,d_21695
c_31400,d_20998
c_2820,d_24036
c_19034,d_499
c_8929,d_20599
c_4778,d_28109
c_30808,d_3603
c_1071,d_455
c_18817,d_14782
c_3740,d_14226
c_18086,d_8002
c_24494,d_10677
c_28815,d_5497
c_2006,d_24116
c_6833,d_11512
c_10707,d_29947
c_27260,d_22604
c_10196,d_11191
c_22319,d_17412
c_20707,d_9671
c_5986,d_376
c_7862,d_26137
c_23327,d_17725
c_18315,d_1988
c_23487,d_10210
c_26851,d_12917
c_25255,d_1664
c_5303,d_26796
c_3359,d_15875
c_702,d_429
c_339,d_6372
c_24238,d_20881
c_14959,d_6347
c_2614,d_13040
c_23958,d_31204
c_29450,d_9098
c_12232,d_8605
c_21283,d_24788
c_1020,d_13989
c_7203,d_20282
c_8605,d_58
c_2411,d_25799
c_21549,d_13132
c_7961,d_27095
c_14310,d_28692
c_27972,d_23917
c_4024,d_15011
c_26067,d_12714
c_5737,d_11090
c_2101,d_8462
c_11935,d_26751
c_10331,d_11768
c_31182,d_5243
c_12321,d_16347
c_21417,d_6552
c_11515,d_24398
c_23716,d_15461
c_26464,d_4548
c_18093,d_8022
c_31235,d_26323
c_23952,d_25925
c_17413,d_17642
c_19755,d_14293
c_29891,d_6126
c_17472,d_9182
c_30659,d_9518
c_24892,d_13319
c_10833,d_30649
c_19000,d_555
c_13657,d_27023
c_23892,d_5931
c_20939,d_1912
c_860,d_21482
c_21454,d_14084
c_29765,d_21993
c_4190,d_24095
c_4795,d_7470
c_4322,d_25298
c_25203,d_12585
c_29229,d_28489
c_28936,d_23335
c_10593,d_24141
c_13073,d_27621
c_30109,d_17289
c_6734,d_16885
c_11208,d_30370
c_8916,d_26701
c_7468,d_7763
c_20498,d_21394
c_952,d_25649
c_3053,d_8641
c_25517,d_10767
c_9198,d_12004
c_20162,d_1581
c_19624,d_6857
c_30999,d_12217
c_31209,d_6698
c_17902,d_18072
c_18397,d_3872
c_6294,d_16555
c_11057,d_13542
c_23715,d_16188
c_27685,d_28971
c_14686,d_11040
c_20661,d_13131
c_9582,d_28416
c_8513,d_14595
c_790,d_4736
c_9850,d_20706
c_359,d_20780
c_21388,d_26915
c_8074,d_15676
c_12574,d_18750
c_1414,d_28604
c_84,d_10121
c_3888,d_5577
c_8877,d_13817
c_30569,d_14785
c_1346,d_29858
c_28942,d_4354
c_22192,d_13836
c_16843,d_14560
c_20419,d_25424
c_29674,d_11876
c_11359,d_7909
c_24083,d_21911
c_22493,d_21186
c_28180,d_23715
c_16286,d_25700
c_25963,d_6889
c_14410,d_24501
c_2778,d_29459
c_20079,d_1338
c_13772,d_9132
c_19105,d_22502
c_13205,d_14398
c_26375,d_27402
c_12944,d_6915
c_13595,d_12897
c_30034,d_16375
c_25406,d_31201
c_5003,d_28462
c_17300,d_20001
c_26216,d_26081
c_87,d_26546
c_29649,d_1171
c_13777,d_28312
c_13857,d_14078
c_18417,d_7994
c_30606,d_10429
c_377,d_18839
c_19777,d_30777
c_30138,d_9849
c_16830,d_11739
c_17444,d_9388
c_1978,d_18089
c_12683,d_30558
c_6775,d_15965
c_9867,d_20798
c_12189,d_16677
c_12621,d_9996
c_7894,d_4819
c_11885,d_20664
c_27969,d_26394
c_30865,d_19943
c_18608,d_30304
c_3093,d_15952
c_27700,d_27845
c_3049,d_13813
c_24506,d_4627
c_30039,d_4110
c_13618,d_10916
c_2971,d_10860
c_27512,d_10640
c_9425,d_15729
c_21716,d_27859
c_17666,d_18037
c_7522,d_15777
c_5110,d_12685
c_29498,d_9486
c_8166,d_29453
c_18316,d_17540
c_4575,d_25402
c_9169,d_28420
c_6709,d_1068
c_18773,d_6933
c_7364,d_27765
c_19829,d_21136
c_1231,d_25916
c_8366,d_5753
c_11582,d_28658
c_22328,d_22392
c_22191,d_29390
c_3192,d_27552
c_19638,d_22400
c_14938,d_19761
c_24369,d_23967
c_7131,d_26182
c_23424,d_7118
c_6188,d_14699
c_16563,d_4859
c_7073,d_1688
c_10389,d_13028
c_11890,d_28814
c_17596,d_18769
c_19221,d_28672
c_1618,d_7095
c_25133,d_5366
c_17960,d_22526
c_22300,d_21557
c_12389,d_15234
c_13361,d_10397
c_1778,d_19383
c_2431,d_17943
c_11630,d_1428
c_16054,d_26619
c_375,d_4138
c_28958,d_4535
c_1810,d_16706
c_23904,d_28153
c_11870,d_21142
c_14541,d_3128
c_5327,d_28733
c_14066,d_20214
c_20557,d_3885
c_29083,d_11889
c_5688,d_11442
c_26507,d_2001
c_775,d_27583
c_26229,d_17429
c_10455,d_19744
c_13776,d_13381
c_16600,d_2614
c_12924,d_2817
c_2900,d_29771
c_20956,d_25343
c_14840,d_8031
c_16515,d_18554
c_28382,d_13671
c_18446,d_30824
c_6903,d_11844
c_4677,d_18813
c_343,d_7647
c_26543,d_21567
c_4464,d_30155
c_4358,d_22262
c_18428,d_23892
c_3147,d_5003
c_28047,d_2791
c_10864,d_27491
c_26145,d_17781
c_20843,d_12759
c_8784,d_6133
c_7179,d_18798
c_25093,d_19806
c_5811,d_8444
c_7260,d_22238
c_18369,d_631
c_19851,d_9770
c_19526,d_6985
c_22443,d_13787
c_25269,d_1557
c_26981,d_2816
c_19881,d_13398
c_4889,d_16735
c_18938,d_17280
c_1396,d_21045
c_15008,d_11114
c_3720,d_23711
c_10790,d_20595
c_13413,d_27124
c_13406,d_24950
c_27330,d_7820
c_23196,d_19965
c_26870,d_25924
c_7895,d_22346
c_6581,d_11397
c_11531,d_17255
c_3756,d_27793
c_6252,d_19785
c_20403,d_23587
c_4393,d_19183
c_30779,d_14165
c_23940,d_6923
c_1811,d_13558
c_88,d_8203
c_8274,d_7383
c_7012,d_6853
c_31039,d_14434
c_17192,d_30795
c_22045,d_18186
c_3510,d_10571
c_1605,d_16757
c_27268,d_17678
c_7107,d_13988
c_3457,d_15128
c_3288,d_20560
c_28376,d_9171
c_19865,d_5683
c_20663,d_12752
c_9121,d_8798
c_87,d_9258
c_19273,d_10622
c_25957,d_23970
c_19218,d_23394
c_24614,d_2885
c_3032,d_18579
c_20962,d_16599
c_26637,d_8448
c_13712,d_9866
c_14358,d_30457
c_23007,d_22834
c_23092,d_27921
c_8341,d_28206
c_30417,d_27487
c_17771,d_27763
c_22010,d_29585
c_30100,d_16795
c_30200,d_12190
c_11916,d_29877
c_7786,d_23012
c_5260,d_6461
c_17017,d_7206
c_9879,d_41
c_17270,d_26832
c_6019,d_13674
c_10891,d_30464
c_19314,d_13304
c_7027,d_1049
c_21242,d_11183
c_3966,d_2453
c_17754,d_17072
c_25555,d_9154
c_19296,d_7891
c_9279,d_24669
c_29871,d_4735
c_27380,d_8543
c_1459,d_4461
c_21868,d_4357
c_27292,d_4237
c_22361,d_2599
c_7287,d_2330
c_26895,d_20912
c_30221,d_8460
c_22689,d_13821
c_25306,d_876
c_29330,d_14850
c_18324,d_29200
c_16628,d_123
c_8861,d_1129
c_10905,d_31042
c_6081,d_1716
c_1128,d_23999
c_18490,d_9695
c_25397,d_28687
c_11449,d_16278
c_15223,d_15650
c_20415,d_16980
c_26242,d_12491
c_14130,d_24651
c_1245,d_14338
c_15341,d_15188
c_269,d_19821
c_23321,d_2213
c_5491,d_9969
c_18818,d_30732
c_11487,d_21767
c_633,d_19935
c_15703,d_28030
c_17240,d_9922
c_6269,d_4309
c_18817,d_4468
c_13123,d_13863
c_25753,d_13159
c_29431,d_10457
c_11894,d_26612
c_2717,d_1668
c_22033,d_25563
c_8910,d_10372
c_27775,d_30790
c_1861,d_879
c_8342,d_11633
c_20286,d_8765
c_21244,d_11595
c_28069,d_25895
c_23408,d_1541
c_18979,d_23767
c_27332,d_25289
c_9542,d_14972
c_14610,d_26622
c_12368,d_13369
c_12151,d_3251
c_16598,d_3383
c_13738,d_29483
c_6660,d_18214
c_9810,d_10623
c_25752,d_23922
c_6274,d_3047
c_738,d_31404
c_10675,d_17060
c_26046,d_4905
c_13736,d_29832
c_2084,d_25993
c_29956,d_20722
c_9626,d_18209
c_29870,d_8341
c_24956,d_29589
c_19070,d_985
c_18666,d_10287
c_26800,d_29289
c_3371,d_17242
c_30416,d_24293
c_18886,d_2808
c_29771,d_7732
c_30224,d_11347
c_489,d_15395
c_5269,d_24375
c_22857,d_3149
c_26592,d_25477
c_17670,d_17934
c_27480,d_20108
c_846,d_9019
c_26652,d_16096
c_6862,d_18451
c_27689,d_20200
c_29434,d_15355
c_23648,d_17807
c_15169,d_2085
c_3113,d_22734
c_21429,d_8488
c_10614,d_12421
c_24175,d_15071
c_7077,d_3665
c_14158,d_10112
c_30214,d_4899
c_10244,d_4746
c_5503,d_22472
c_3874,d_21519
c_21859,d_4407
c_19758,d_7047
c_410,d_9865
c_23325,d_19052
c_24080,d_31108
c_21316,d_12009
c_28729,d_16664
c_13424,d_3265
c_10241,d_26167
c_9218,d_13494
c_19145,d_21997
c_24165,d_24395
c_1222,d_22006
c_29750,d_17621
c_3775,d_13260
c_12280,d_26806
c_27731,d_20935
c_3537,d_939
c_24119,d_2768
c_12371,d_22890
c_3266,d_26311
c_12424,d_13716
c_7422,d_24957
c_30074,d_15606
c_4946,d_26600
c_8074,d_321
c_8355,d_20931
c_18493,d_20924
c_27769,d_2372
c_22346,d_3945
c_21127,d_27949
c_21191,d_9412
c_23901,d_9172
c_22304,d_31228
c_18226,d_6921
c_16457,d_3865
c_2854,d_25632
c_7009,d_30174
c_16710,d_5901
c_30861,d_8612
c_29713,d_3549
c_30609,d_11653
c_8260,d_4684
c_13963,d_8744
c_2345,d_11297
c_19433,d_20087
c_7949,d_9933
c_14317,d_28964
c_29261,d_7165
c_23150,d_20954
c_4840,d_12482
c_3527,d_12118
c_5133,d_18249
c_29221,d_30074
c_27781,d_18243
c_16351,d_3058
c_2081,d_4273
c_1612,d_20704
c_29220,d_24791
c_7921,d_11098
c_4699,d_11333
c_26451,d_26249
c_3166,d_4250
c_21879,d_114
c_16381,d_8852
c_6212,d_12392
c_22531,d_357
c_24583,d_11761
c_22445,d_29423
c_13946,d_1470
c_10756,d_10586
c_11105,d_15669
c_16934,d_834
c_24032,d_22326
c_25095,d_13058
c_30662,d_6678
c_9620,d_17468
c_2385,d_23727
c_29736,d_1980
c_9998,d_3464
c_20254,d_17946
c_14785,d_5037
c_18660,d_28636
c_23549,d_27975
c_30745,d_3851
c_10219,d_16426
c_23624,d_10130
c_10548,d_4489
c_4905,d_2131
c_25572,d_10528
c_20515,d_16564
c_14402,d_15329
c_3264,d_19103
c_7991,d_21550
c_19334,d_11900
c_3839,d_7406
c_19725,d_7979
c_31111,d_14839
c_4749,d_16169
c_27871,d_26628
c_23261,d_1251
c_2776,d_2468
c_906,d_29006
c_6001,d_27016
c_8099,d_28231
c_2666,d_17293
c_24875,d_7654
c_11317,d_2892
c_27467,d_24488
c_11224,d_29992
c_27747,d_19968
c_10844,d_22018
c_30235,d_30892
c_4627,d_19981
c_9221,d_13816
c_17941,d_25742
c_26919,d_11937
c_9121,d_16045
c_29458,d_21613
c_22220,d_11459
c_11611,d_7745
c_10855,d_27161
c_14815,d_26817
c_20902,d_22654
c_28182,d_29203
c_24611,d_18501
c_2013,d_18859
c_14224,d_357
c_231,d_5534
c_28658,d_19937
c_15862,d_14254
c_23322,d_7210
c_3637,d_21861
c_16389,d_3041
c_11086,d_17909
c_29553,d_15326
c_28690,d_17292
c_21521,d_4249
c_27121,d_25996
c_10069,d_1130
c_7876,d_23895
c_27393,d_20691
c_6059,d_24570
c_13845,d_2384
c_10827,d_10655
c_13596,d_27543
c_17153,d_8022
c_7136,d_25447
c_22608,d_18553
c_9856,d_6865
c_17666,d_1496
c_28749,d_9334
c_14551,d_19657
c_8417,d_4170
c_22194,d_14973
c_9052,d_11877
c_23357,d_21149
c_27088,d_8038
c_23194,d_15070
c_17512,d_29714
c_20916,d_8051
c_2183,d_3554
c_22493,d_18675
c_12899,d_10808
c_11915,d_25142
c_21737,d_21631
c_19813,d_8379
c_16978,d_27733
c_26239,d_10456
c_5981,d_25635
c_6747,d_18496
c_12190,d_29818
c_3337,d_6983
c_16912,d_18700
c_13728,d_11403
c_11769,d_25844
c_22686,d_12245
c_2801,d_24231
c_7580,d_2672
c_18785,d_1533
c_29225,d_24251
c_30287,d_30684
c_20937,d_21038
c_6745,d_4705
c_26428,d_25175
c_5119,d_3296
c_20689,d_31304
c_28125,d_23880
c_18279,d_2439
c_31229,d_25441
c_16629,d_25539
c_29642,d_14861
c_29270,d_11369
c_14919,d_24632
c_7027,d_28247
c_7140,d_16333
c_26230,d_29632
c_13805,d_1005
c_492,d_1308
c_29854,d_30757
c_6545,d_6888
c_15145,d_7134
c_14390,d_26519
c_7084,d_3311
c_27714,d_5706
c_740,d_9548
c_20328,d_7201
c_2800,d_25420
c_473,d_8279
c_1461,d_15096
c_30555,d_21867
c_24617,d_21199
c_25211,d_8998
c_8632,d_6708
c_5436,d_23956
c_13448,d_12958
c_19372,d_16740
c_9396,d_10035
c_8333,d_17727
c_1819,d_19734
c_21778,d_1760
c_23091,d_19358
c_12694,d_5482
c_22449,d_29544
c_18499,d_23869
c_29449,d_10344
c_15364,d_29453
c_1570,d_28731
c_29890,d_11571
c_2199,d_15576
c_5362,d_14072
c_1871,d_3920
c_27323,d_17690
c_15060,d_18630
c_30331,d_31249
c_24873,d_21352
c_10466,d_9885
c_1354,d_7
c_18651,d_20586
c_11598,d_11298
c_1189,d_16150
c_9242,d_25408
c_21954,d_30398
c_10312,d_29867
c_8772,d_14404
c_14904,d_25845
c_8539,d_28238
c_27843,d_12984
c_27326,d_13511
c_21941,d_3603
c_11072,d_7372
c_15825,d_26516
c_26426,d_4402
c_25609,d_28095
c_25664,d_17065
c_19293,d_14303
c_5602,d_27142
c_31004,d_1962
c_15816,d_23905
c_3920,d_19221
c_1806,d_22949
c_19579,d_1778
c_4861,d_9884
c_13911,d_27782
c_9910,d_30498
c_17793,d_4375
c_181,d_16166
c_17015,d_23022
c_22636,d_793
c_30110,d_22239
c_10387,d_1294
c_24928,d_20538
c_4678,d_17732
c_29175,d_19963
c_16429,d_28120
c_24624,d_30491
c_26340,d_19731
c_25715,d_18171
c_16497,d_9850
c_31141,d_8443
c_18514,d_17822
c_11574,d_19613
c_4206,d_10283
c_700,d_24576
c_30996,d_13805
c_8909,d_22981
c_4616,d_23645
c_20181,d_7525
c_9246,d_18123
c_4711,d_12899
c_25903,d_20324
c_30101,d_16185
c_23823,d_20712
c_23746,d_6895
c_19316,d_4187
c_17244,d_25576
c_8121,d_562
c_20512,d_15964
c_30928,d_5064
c_23459,d_14118
c_15811,d_23977
c_28547,d_22263
c_22061,d_5487
c_15416,d_7189
c_12771,d_24369
c_14417,d_10898
c_15303,d_17921
c_28910,d_13003
c_24646,d_21629
c_25916,d_12074
c_23942,d_21005
c_6437,d_3684
c_10104,d_14950
c_27303,d_23226
c_30891,d_20674
c_21166,d_27127
c_4661,d_2155
c_19881,d_18716
c_9797,d_14615
c_28187,d_15859
c_20141,d_28314
c_13083,d_17138
c_27488,d_12954
c_10747,d_26471
c_14290,d_23593
c_9616,d_30532
c_24400,d_19608
c_13886,d_9615
c_12952,d_2704
c_31339,d_16150
c_12466,d_7763
c_29335,d_8206
c_25626,d_30713
c_13444,d_2019
c_11954,d_12202
c_13490,d_2686
c_1758,d_21935
c_11086,d_29751
c_17639,d_14997
c_20543,d_19468
c_21329,d_15840
c_25895,d_27016
c_4855,d_3538
c_4450,d_19745
c_6500,d_25323
c_5291,d_16193
c_28261,d_6704
c_16710,d_28968
c_6841,d_18263
c_7266,d_9676
c_3852,d_7279
c_13319,d_13580
c_26644,d_4424
c_4589,d_11030
c_30845,d_17828
c_14345,d_23759
c_922,d_24403
c_6381,d_20572
c_2597,d_25059
