f_94449,d_18441
f_403141,d_18912
f_586664,d_15273
f_369126,d_21339
f_250943,d_6143
f_458455,d_6577
f_633915,d_11157
f_248437,d_28280
f_586861,d_13301
f_573655,d_2753
f_71845,d_19905
f_101825,d_1936
f_139504,d_12132
f_248838,d_3971
f_193549,d_13830
f_162331,d_21875
f_578051,d_26683
f_88566,d_23680
f_549355,d_15107
f_595600,d_30888
f_450455,d_23010
f_560449,d_1278
f_70790,d_22576
f_106421,d_20028
f_632360,d_25270
f_56031,d_109
f_44905,d_5834
f_319265,d_12813
f_369051,d_28513
f_112965,d_5979
f_91808,d_23723
f_146667,d_7229
f_107319,d_10133
f_286985,d_28661
f_569900,d_15781
f_169886,d_10606
f_352559,d_28683
f_287913,d_6086
f_331798,d_294
f_249097,d_24067
f_96213,d_2616
f_350631,d_5692
f_269694,d_12360
f_520832,d_14734
f_13233,d_1607
f_47694,d_3946
f_247080,d_10481
f_195467,d_2360
f_187046,d_13784
f_38483,d_2679
f_78539,d_19471
f_59028,d_5887
f_274267,d_6688
f_470209,d_9112
f_51701,d_1559
f_642759,d_3226
f_256151,d_11015
f_561503,d_29292
f_103959,d_4803
f_524535,d_7872
f_329114,d_18973
f_280750,d_8979
f_276874,d_24305
f_149793,d_30531
f_287799,d_6449
f_410551,d_24609
f_642950,d_16477
f_347624,d_15441
f_599096,d_15176
f_191917,d_24377
f_563244,d_23327
f_311676,d_15527
f_295593,d_5575
f_409260,d_12986
f_37506,d_672
f_413672,d_24233
f_525580,d_28546
f_89726,d_29013
f_469044,d_4206
f_279926,d_4153
f_635279,d_21312
f_55714,d_26104
f_186069,d_18747
f_288832,d_16257
f_323369,d_23999
f_193480,d_3933
f_162269,d_3669
f_222165,d_30925
f_600575,d_18147
f_554234,d_8364
f_564409,d_12
f_31543,d_21004
f_148041,d_23630
f_561158,d_11961
f_368301,d_21473
f_481775,d_2545
f_426786,d_3967
f_510957,d_24133
f_536874,d_12476
f_454020,d_27137
f_586117,d_22862
f_414493,d_22428
f_395686,d_26139
f_124272,d_24284
f_333452,d_23646
f_332501,d_31349
f_378867,d_26196
f_76476,d_2007
f_295551,d_26510
f_370447,d_17788
f_443086,d_10384
f_367772,d_24492
f_549218,d_18090
f_153753,d_27114
f_575197,d_31044
f_538098,d_10944
f_576238,d_24399
f_30911,d_11781
f_292956,d_17069
f_152661,d_23652
f_454879,d_29935
f_344441,d_17823
f_316825,d_28167
f_543845,d_30872
f_423833,d_1381
f_590503,d_18622
f_473479,d_20029
f_75731,d_29885
f_198593,d_833
f_403578,d_10755
f_526975,d_23543
f_240230,d_19117
f_315868,d_24801
f_554970,d_22727
f_74473,d_2069
f_315237,d_2538
f_521914,d_3146
f_510258,d_12271
f_40861,d_29021
f_581511,d_28146
f_176724,d_10269
f_261954,d_23409
f_2478,d_7328
f_611098,d_17655
f_535227,d_3444
f_124020,d_13958
f_454545,d_27998
f_112261,d_6596
f_244449,d_8211
f_59276,d_20392
f_86021,d_25978
f_384440,d_23269
f_104893,d_14246
f_223429,d_9735
f_291646,d_7159
f_511693,d_25832
f_229168,d_25612
f_306414,d_18178
f_541806,d_18253
f_461147,d_8011
f_267295,d_28825
f_321871,d_6245
f_569180,d_19414
f_514003,d_28506
f_158399,d_15539
f_605965,d_1356
f_488658,d_10238
f_189983,d_17331
f_420000,d_13314
f_626050,d_19061
f_407498,d_29621
f_83624,d_24505
f_332682,d_11556
f_225519,d_27907
f_558953,d_22088
f_489022,d_2517
f_548307,d_27020
f_457987,d_16914
f_389502,d_28346
f_75006,d_19142
f_555667,d_18176
f_568006,d_7475
f_301683,d_19944
f_474349,d_30532
f_468008,d_18548
f_226145,d_9151
f_472302,d_26501
f_127349,d_1219
f_405998,d_28896
f_499996,d_17235
f_48414,d_6703
f_270547,d_17619
f_377237,d_24560
f_330401,d_24407
f_115827,d_3753
f_181321,d_26432
f_559010,d_19060
f_439490,d_5294
f_248538,d_18435
f_390351,d_20755
f_539358,d_21033
f_106588,d_4588
f_561981,d_23343
f_353215,d_9194
f_626278,d_31021
f_571828,d_17218
f_245946,d_30499
f_224787,d_24028
f_349056,d_5704
f_48166,d_16904
f_183674,d_14876
f_244408,d_22616
f_611947,d_28976
f_228199,d_2285
f_503022,d_19631
f_459378,d_30321
f_190325,d_19446
f_632629,d_12890
f_347240,d_22039
f_91274,d_2316
f_47499,d_3767
f_539321,d_8757
f_627740,d_10345
f_424634,d_28171
f_132812,d_313
f_274849,d_15278
f_200065,d_29351
f_109944,d_17165
f_269141,d_12117
f_396664,d_4289
f_83913,d_23989
f_180639,d_11618
f_144081,d_20318
f_304660,d_13571
f_5340,d_22136
f_368060,d_30393
f_166270,d_20546
f_570370,d_29606
f_345229,d_14170
f_445558,d_27205
f_180033,d_7738
f_223396,d_3408
f_386869,d_17057
f_466045,d_27659
f_419741,d_23036
f_569087,d_23813
f_602752,d_5715
f_618659,d_26537
f_378998,d_12875
f_316467,d_29782
f_571437,d_18977
f_521102,d_22540
f_359596,d_12208
f_463046,d_24133
f_173171,d_10584
f_75496,d_20943
f_240991,d_10195
f_226078,d_12020
f_89159,d_13707
f_39470,d_5209
f_8706,d_25274
f_397175,d_15329
f_547094,d_22544
f_164254,d_16701
f_229330,d_26363
f_52945,d_27463
f_31340,d_8690
f_467264,d_17622
f_537320,d_436
f_266357,d_7370
f_420149,d_9488
f_68298,d_29355
f_313630,d_17953
f_67861,d_23219
f_196633,d_8706
f_424260,d_27059
f_382423,d_9477
f_305068,d_15289
f_176929,d_23733
f_361641,d_31263
f_505149,d_9422
f_97658,d_10492
f_323729,d_521
f_380469,d_2899
f_194827,d_23303
f_342807,d_5777
f_341472,d_28127
f_388818,d_9676
f_474414,d_25019
f_611458,d_9456
f_357459,d_22214
f_638093,d_19888
f_171761,d_14622
f_552629,d_14843
f_566362,d_12047
f_488783,d_8090
f_288503,d_18074
f_497496,d_25430
f_46503,d_4882
f_624867,d_2380
f_234500,d_3364
f_514000,d_25983
f_620103,d_4160
f_388108,d_1310
f_504328,d_25983
f_138094,d_10939
f_184829,d_15852
f_394320,d_8649
f_242160,d_13561
f_358462,d_11382
f_619399,d_29636
f_32261,d_6052
f_250695,d_28834
f_488377,d_12623
f_516072,d_22331
f_580309,d_2218
f_532679,d_27712
f_76141,d_6950
f_417597,d_11496
f_230209,d_7555
f_342122,d_22049
f_28818,d_6008
f_443107,d_24028
f_155293,d_10686
f_248405,d_18204
f_83500,d_15936
f_169106,d_20577
f_301917,d_18828
f_124419,d_29981
f_575466,d_8033
f_226134,d_10170
f_527997,d_2457
f_111622,d_11408
f_249032,d_24349
f_550644,d_20300
f_235503,d_24349
f_359276,d_29760
f_388740,d_15898
f_508598,d_13503
f_628068,d_11578
f_259322,d_19039
f_185044,d_15277
f_213778,d_7905
f_74995,d_9543
f_25876,d_16159
f_518769,d_9100
f_358046,d_26660
f_425029,d_30457
f_71311,d_12163
f_395532,d_19458
f_621739,d_24158
f_341842,d_30222
f_635507,d_24920
f_279596,d_18112
f_268375,d_28755
f_423185,d_9657
f_197687,d_12430
f_63962,d_24973
f_106234,d_16850
f_284930,d_25317
f_427331,d_15248
f_519194,d_23615
f_194074,d_20034
f_205084,d_19
f_586891,d_7965
f_337003,d_30371
f_356174,d_30950
f_340382,d_28805
f_424032,d_4811
f_616615,d_27168
f_193639,d_19260
f_143814,d_12141
f_97165,d_14965
f_504274,d_14055
f_531193,d_16898
f_240517,d_3850
f_219324,d_19362
f_359384,d_28431
f_144024,d_7162
f_217988,d_23544
f_309192,d_20790
f_627129,d_16176
f_534872,d_6772
f_215881,d_23755
f_355415,d_27651
f_9575,d_9462
f_38024,d_7057
f_378099,d_2
f_525132,d_12253
f_260557,d_3558
f_426961,d_27047
f_453613,d_18229
f_111155,d_20580
f_372720,d_22912
f_530316,d_21479
f_204952,d_21726
f_559389,d_27227
f_373758,d_25121
f_147007,d_16694
f_326252,d_17743
f_498362,d_14464
f_191274,d_21282
f_342263,d_17434
f_135977,d_14399
f_23,d_21016
f_356047,d_4276
f_625910,d_21330
f_71351,d_13219
f_402944,d_17190
f_97689,d_26506
f_229888,d_15132
f_94579,d_20445
f_268857,d_23360
f_345166,d_5871
f_375955,d_4498
f_471371,d_29599
f_546886,d_3227
f_212197,d_25195
f_442760,d_29640
f_198644,d_28027
f_363058,d_16228
f_508705,d_29552
f_68480,d_30977
f_365836,d_21688
f_232997,d_15690
f_206923,d_1962
f_518564,d_2486
f_470248,d_15424
f_484829,d_3688
f_569662,d_12530
f_144609,d_24676
f_294557,d_20857
f_56380,d_12531
f_578756,d_24144
f_74256,d_30596
f_267883,d_125
f_140443,d_4490
f_142820,d_4969
f_265439,d_20623
f_171501,d_16577
f_14600,d_6339
f_120171,d_10416
f_259147,d_5130
f_569104,d_12409
f_631017,d_27570
f_475002,d_12097
f_313919,d_2005
f_381836,d_10012
f_345807,d_16634
f_203377,d_16794
f_125751,d_3307
f_403944,d_1250
f_7618,d_19539
f_159821,d_18503
f_568644,d_28670
f_521268,d_11622
f_549781,d_16349
f_520249,d_12510
f_8483,d_5464
f_6637,d_18641
f_625194,d_14300
f_127039,d_9876
f_68609,d_29884
f_276152,d_16763
f_93798,d_5104
f_634564,d_16228
f_533193,d_25011
f_592559,d_3084
f_558608,d_20428
f_612924,d_22038
f_579840,d_11679
f_418581,d_10016
f_198132,d_8060
f_381822,d_5306
f_553300,d_29553
f_454931,d_15235
f_121358,d_25546
f_274709,d_7697
f_270444,d_25730
f_552917,d_28321
f_151423,d_29520
f_259533,d_16340
f_386303,d_5975
f_131794,d_16468
f_230620,d_26056
f_497955,d_12692
f_461218,d_7916
f_637636,d_27776
f_251449,d_10147
f_47149,d_19080
f_106656,d_14880
f_603194,d_3807
f_404878,d_19401
f_149146,d_26169
f_241330,d_2313
f_577666,d_19063
f_384789,d_21619
f_631615,d_17479
f_360446,d_23213
f_497662,d_1733
f_372540,d_5966
f_382852,d_4150
f_634077,d_27894
f_134808,d_22033
f_515779,d_10527
f_396996,d_4558
f_120356,d_16001
f_642973,d_3119
f_130463,d_4618
f_392324,d_20884
f_206162,d_6162
f_502782,d_14166
f_12312,d_3540
f_221626,d_4039
f_112374,d_30453
f_571891,d_16205
f_113523,d_6543
f_254438,d_24178
f_637725,d_7440
f_326206,d_7883
f_190051,d_2673
f_589199,d_3726
f_13470,d_8418
f_317165,d_390
f_169094,d_3240
f_289924,d_28104
f_94965,d_8741
f_419956,d_15077
f_143260,d_7656
f_230510,d_8342
f_176296,d_30775
f_564960,d_13190
f_565922,d_23779
f_598814,d_22139
f_472797,d_22730
f_120210,d_11912
f_99451,d_13075
f_444386,d_3170
f_260442,d_17885
f_537679,d_22750
f_292835,d_27061
f_32127,d_13108
f_491537,d_23364
f_182429,d_17039
f_305905,d_27596
f_562563,d_16084
f_410891,d_20451
f_623594,d_5618
f_287249,d_12661
f_215304,d_3789
f_418167,d_31207
f_60403,d_6713
f_513223,d_25353
f_364852,d_25467
f_515339,d_15005
f_494203,d_2306
f_19709,d_26061
f_344796,d_16777
f_305865,d_19280
f_614656,d_3739
f_453527,d_25612
f_278544,d_26242
f_612407,d_15248
f_160990,d_6500
f_440322,d_14639
f_195994,d_9001
f_457272,d_12949
f_572273,d_2747
f_316092,d_20
f_235845,d_7603
f_459385,d_28559
f_335762,d_14552
f_11112,d_21742
f_175171,d_4543
f_271758,d_18665
f_13478,d_12109
f_31276,d_26356
f_528171,d_16531
f_317060,d_22152
f_599041,d_5345
f_129179,d_19943
f_76896,d_30925
f_592724,d_14543
f_435976,d_29047
f_197477,d_16428
f_138558,d_14515
f_465910,d_21878
f_221476,d_30766
f_327344,d_6680
f_126717,d_25394
f_21486,d_8503
f_151926,d_24040
f_479472,d_24922
f_271711,d_14358
f_35072,d_30158
f_391886,d_21690
f_410508,d_3284
f_172925,d_11198
f_48962,d_962
f_11777,d_30321
f_394581,d_10662
f_397169,d_13512
f_170206,d_24687
f_614880,d_11021
f_571656,d_4644
f_230677,d_7367
f_444801,d_14024
f_280630,d_23069
f_79614,d_17035
f_344703,d_6699
f_4779,d_11591
f_184790,d_30242
f_209687,d_4787
f_463016,d_19542
f_635293,d_29977
f_404542,d_16012
f_184381,d_8468
f_566673,d_657
f_59342,d_23758
f_177810,d_4671
f_469277,d_14920
f_408014,d_18469
f_471031,d_15058
f_292808,d_969
f_173236,d_15590
f_262545,d_20042
f_30783,d_9189
f_34808,d_31274
f_14212,d_30622
f_169891,d_18729
f_560348,d_23212
f_308151,d_15754
f_266248,d_29219
f_521286,d_21468
f_285557,d_26024
f_307572,d_22835
f_379153,d_26757
f_195651,d_4853
f_123766,d_17482
f_444772,d_27454
f_599201,d_1287
f_285152,d_28222
f_384764,d_26702
f_158322,d_10727
f_567167,d_12258
f_628687,d_2257
f_444535,d_13560
f_24369,d_19132
f_224486,d_7097
f_422449,d_18286
f_591382,d_24093
f_26008,d_1203
f_625556,d_15003
f_24081,d_1658
f_34508,d_22089
f_58082,d_22175
f_625589,d_26137
f_87970,d_26020
f_539120,d_18029
f_470794,d_29232
f_73678,d_14902
f_495106,d_11502
f_90119,d_11298
f_4824,d_4879
f_267487,d_5207
f_37458,d_4296
f_469364,d_13685
f_32517,d_7485
f_7203,d_15278
f_376612,d_9407
f_311451,d_11612
f_96821,d_30335
f_32261,d_29643
f_325056,d_29169
f_105586,d_1126
f_637687,d_28524
f_598594,d_7902
f_440325,d_4390
f_143068,d_1679
f_129371,d_18554
f_97795,d_9119
f_314916,d_17817
f_118040,d_24323
f_359579,d_20551
f_240489,d_26662
f_296175,d_11362
f_382663,d_25142
f_117705,d_14220
f_275430,d_2478
f_515322,d_28632
f_617480,d_17638
f_60563,d_5881
f_299282,d_535
f_637365,d_10135
f_310979,d_21671
f_200836,d_14100
f_219044,d_22501
f_193467,d_14042
f_573310,d_9124
f_419341,d_2650
f_579695,d_1382
f_84393,d_26719
f_537198,d_2190
f_482510,d_20885
f_605440,d_9064
f_355717,d_1034
f_179492,d_25312
f_361779,d_30763
f_156509,d_5104
f_509935,d_10846
f_65873,d_6094
f_444808,d_20970
f_591769,d_7599
f_393577,d_29194
f_485903,d_4283
f_275347,d_13270
f_65240,d_24159
f_266025,d_24052
f_371986,d_24723
f_283357,d_10361
f_106549,d_8433
f_293694,d_17410
f_514605,d_30676
f_509749,d_30732
f_234962,d_19962
f_231277,d_2713
f_593836,d_26017
f_2229,d_12184
f_449977,d_2698
f_192684,d_26424
f_545584,d_25639
f_408388,d_19990
f_489739,d_15664
f_427416,d_3805
f_278440,d_1437
f_12995,d_26348
f_103944,d_25351
f_251964,d_340
f_51542,d_14031
f_550020,d_24401
f_386875,d_9001
f_220081,d_21568
f_434643,d_22355
f_3960,d_12673
f_183096,d_21115
f_134325,d_3979
f_336597,d_20430
f_465230,d_30812
f_640792,d_10778
f_330777,d_22444
f_64924,d_14146
f_91900,d_25993
f_415769,d_8829
f_278816,d_30410
f_300287,d_13106
f_158145,d_24262
f_78134,d_5958
f_403364,d_29356
f_231324,d_17991
f_31373,d_19718
f_296447,d_8252
f_72180,d_16700
f_412330,d_6858
f_250400,d_6773
f_97784,d_340
f_520674,d_13665
f_587689,d_29421
f_459897,d_7421
f_423906,d_19808
f_473494,d_7549
f_620402,d_13055
f_618211,d_18113
f_31990,d_4053
f_533554,d_31031
f_257041,d_22346
f_195509,d_30183
f_226965,d_25691
f_133283,d_19780
f_465428,d_30545
f_116641,d_23503
f_28087,d_18224
f_29097,d_14154
f_14171,d_9189
f_272852,d_12393
f_194714,d_6813
f_455678,d_9326
f_144770,d_12474
f_204233,d_15328
f_174386,d_30979
f_533412,d_15715
f_132806,d_16988
f_401569,d_16133
f_217243,d_26107
f_429549,d_3451
f_434137,d_14506
f_49844,d_28435
f_343204,d_5832
f_76855,d_10813
f_639492,d_27793
f_418816,d_5869
f_511702,d_2145
f_544885,d_6514
f_517020,d_4911
f_187525,d_18127
f_619455,d_6075
f_144180,d_5661
f_452853,d_6803
f_485019,d_15528
f_511561,d_26113
f_168948,d_6943
f_226734,d_12637
f_592805,d_19983
f_28055,d_14424
f_123521,d_8195
f_251158,d_12071
f_405258,d_29587
f_301543,d_13250
f_609929,d_11673
f_512749,d_24610
f_22969,d_13349
f_255975,d_5832
f_362649,d_23028
f_206522,d_20609
f_359234,d_24333
f_579823,d_24477
f_60870,d_13175
f_285960,d_24444
f_86167,d_5509
f_424536,d_27238
f_59882,d_5139
f_428737,d_21118
f_176165,d_28888
f_225750,d_30796
f_413192,d_26129
f_367694,d_3826
f_405041,d_24292
f_291968,d_24286
f_593359,d_2604
f_382770,d_20438
f_403001,d_27
f_411432,d_5323
f_44847,d_27699
f_229612,d_6740
f_131500,d_18833
f_395753,d_19994
f_553155,d_21991
f_500489,d_16693
f_93357,d_5015
f_415174,d_21848
f_324516,d_27081
f_229382,d_15336
f_483434,d_12282
f_59601,d_13267
f_287420,d_18683
f_198435,d_5310
f_317951,d_15963
f_514505,d_29109
f_9347,d_3583
f_404476,d_21729
f_621297,d_31125
f_449441,d_1175
f_226951,d_7393
f_63722,d_5752
f_134279,d_19398
f_136108,d_4160
f_575562,d_1629
f_88999,d_28371
f_295995,d_24224
