b_921,c_11167
b_771,c_23145
b_397,c_22893
b_85,c_9048
b_1334,c_27576
b_1408,c_17719
b_562,c_13829
b_902,c_14698
b_662,c_10112
b_1291,c_18845
b_422,c_22928
b_74,c_25088
b_1015,c_16847
b_810,c_10607
b_479,c_18624
b_1354,c_24693
b_214,c_27433
b_1372,c_12115
b_501,c_31132
b_870,c_3087
b_469,c_18469
b_887,c_10851
b_834,c_21084
b_1268,c_19999
b_201,c_1842
b_540,c_2119
b_12,c_15606
b_174,c_1156
b_562,c_31111
b_410,c_28859
b_1093,c_22988
b_487,c_25775
b_1395,c_12755
b_1036,c_27600
b_1082,c_3639
b_1127,c_23125
b_534,c_13257
b_1141,c_18332
b_1559,c_31
b_1094,c_9447
b_1236,c_5594
b_943,c_14013
b_1000,c_23388
b_1357,c_12018
b_1420,c_22641
b_107,c_17092
b_373,c_15703
b_413,c_2681
b_648,c_12578
b_981,c_29129
b_757,c_25983
b_1552,c_30661
b_727,c_9840
b_864,c_21307
b_40,c_9679
b_1130,c_5142
b_806,c_1903
b_555,c_27382
b_71,c_3719
b_9,c_9166
b_360,c_11981
b_594,c_26043
b_1442,c_30779
b_221,c_29220
b_1511,c_19315
b_374,c_2529
b_1190,c_3877
b_367,c_16274
b_597,c_3624
b_1203,c_230
b_348,c_25303
b_971,c_15044
b_706,c_24021
b_425,c_14373
b_575,c_9105
b_355,c_17844
b_1522,c_28523
b_1028,c_28881
b_1165,c_27428
b_620,c_12137
b_442,c_30812
b_874,c_26471
b_1147,c_3699
b_264,c_7677
b_310,c_4364
b_412,c_28833
b_532,c_9144
b_802,c_18278
b_647,c_29815
b_608,c_16245
b_317,c_24657
b_328,c_10493
b_1498,c_8664
b_1136,c_25947
b_965,c_21486
b_132,c_10096
b_658,c_16113
b_349,c_21095
b_647,c_29346
b_471,c_915
b_305,c_25197
b_303,c_29585
b_498,c_13937
b_656,c_4333
b_943,c_17573
b_1141,c_14794
b_1477,c_12934
b_631,c_24516
b_1221,c_22286
b_1335,c_20159
b_1377,c_23897
b_919,c_9735
b_742,c_10451
b_248,c_8136
b_803,c_10982
b_370,c_25592
b_1439,c_14129
b_305,c_28110
b_21,c_26308
b_750,c_11139
b_521,c_20750
b_637,c_22720
b_800,c_19722
b_201,c_20473
b_952,c_31298
b_317,c_18272
b_388,c_826
b_141,c_11023
b_79,c_7881
b_565,c_16388
b_477,c_20551
b_371,c_13304
b_176,c_16587
b_38,c_12209
b_997,c_26938
b_83,c_7320
b_586,c_24684
b_1431,c_26052
b_469,c_2734
b_92,c_25309
b_329,c_7023
b_146,c_11942
b_517,c_25768
b_1038,c_10676
b_801,c_16638
b_232,c_20339
b_1051,c_7844
b_1233,c_1700
b_127,c_23475
b_1261,c_28472
b_693,c_15069
b_1446,c_14369
b_628,c_24916
b_665,c_22659
b_1276,c_14901
b_540,c_27458
b_1155,c_709
b_79,c_23110
b_1366,c_31060
b_441,c_23292
b_1234,c_8137
b_1538,c_27427
b_1192,c_20713
b_297,c_1114
b_1509,c_29857
b_1547,c_29318
b_847,c_13253
b_1173,c_21039
b_1219,c_25871
b_247,c_20144
b_414,c_23434
b_1338,c_11048
b_986,c_2852
b_1396,c_26909
b_1247,c_1017
b_937,c_18018
b_526,c_8617
b_1381,c_6351
b_766,c_12965
b_412,c_7304
b_1536,c_683
b_224,c_19956
b_207,c_30129
b_573,c_26442
b_1443,c_2941
b_1426,c_17772
b_316,c_27232
b_16,c_14252
b_1041,c_48
b_490,c_9082
b_355,c_8955
b_100,c_22340
b_887,c_999
b_397,c_29733
b_1397,c_6207
b_729,c_21632
b_887,c_12218
b_334,c_14007
b_251,c_20329
b_1179,c_30443
b_1411,c_21043
b_184,c_12645
b_853,c_5456
b_1294,c_21971
b_301,c_5244
b_513,c_13991
b_785,c_9404
b_1464,c_20677
b_221,c_28433
b_971,c_13396
b_887,c_29139
b_327,c_25665
b_1482,c_21372
b_220,c_29008
b_1409,c_8946
b_519,c_31025
b_1217,c_25095
b_315,c_1550
b_176,c_2559
b_34,c_12928
b_251,c_10251
b_1354,c_28938
b_496,c_18877
b_458,c_25760
b_1449,c_9077
b_519,c_11400
b_165,c_22921
b_610,c_21797
b_1353,c_22419
b_977,c_3510
b_501,c_22838
b_76,c_22859
b_789,c_1740
b_1440,c_21216
b_1456,c_23189
b_1094,c_19869
b_1416,c_10625
b_1318,c_15123
b_770,c_7991
b_588,c_17906
b_1185,c_5731
b_539,c_18422
b_617,c_4849
b_1388,c_29338
b_512,c_26199
b_626,c_18782
b_1487,c_3066
b_1471,c_5221
b_1383,c_10648
b_1238,c_28489
b_888,c_2224
b_13,c_22810
b_129,c_24934
b_1212,c_17736
b_626,c_28787
b_1016,c_5577
b_484,c_1806
b_507,c_22709
b_198,c_31300
b_700,c_25753
b_1149,c_27496
b_659,c_27929
b_647,c_477
b_324,c_13678
b_1013,c_30673
b_32,c_22625
b_12,c_20416
b_862,c_28459
b_315,c_29977
b_668,c_26607
b_28,c_27229
b_698,c_20940
b_176,c_21
b_153,c_19668
b_1003,c_28553
b_599,c_24474
b_625,c_24542
b_734,c_5626
b_1144,c_12554
b_7,c_17094
b_1313,c_22392
b_298,c_4764
b_345,c_25389
b_739,c_1813
b_1429,c_7543
b_785,c_22464
b_1309,c_10970
b_1149,c_25642
b_1002,c_12409
b_800,c_29457
b_941,c_17747
b_614,c_3327
b_997,c_5196
b_44,c_3935
b_906,c_27728
b_498,c_21648
b_92,c_24345
b_964,c_692
b_1304,c_15878
b_183,c_26198
b_1225,c_4672
b_1142,c_9507
b_292,c_15342
b_63,c_16784
b_1414,c_20195
b_237,c_1317
b_465,c_28704
b_381,c_29966
b_1132,c_6340
b_847,c_5423
b_333,c_4559
b_1455,c_14678
b_405,c_23747
b_376,c_21976
b_1213,c_23263
b_961,c_29076
b_0,c_900
b_374,c_29533
b_948,c_19803
b_372,c_9632
b_1047,c_30638
b_1316,c_3931
b_864,c_29677
b_223,c_10595
b_448,c_30678
b_442,c_26374
b_1429,c_15273
b_511,c_14302
b_235,c_27824
b_569,c_26600
b_954,c_10647
b_674,c_7125
b_1416,c_30374
b_693,c_16610
b_664,c_5667
b_51,c_25138
b_1120,c_8564
b_85,c_26948
b_1452,c_28078
b_1059,c_14504
b_768,c_10452
b_687,c_7566
b_1383,c_9990
b_494,c_15696
b_139,c_1202
b_1140,c_20781
b_773,c_24296
b_1495,c_8721
b_262,c_14050
b_1237,c_11449
b_900,c_1435
b_642,c_16170
b_1245,c_7055
b_1474,c_23319
b_623,c_26102
b_219,c_12944
b_698,c_22295
b_1111,c_3226
b_1215,c_10053
b_896,c_23763
b_1065,c_11143
b_111,c_25677
b_396,c_31365
b_1144,c_30506
b_1111,c_23722
b_376,c_3358
b_1504,c_20833
b_839,c_6728
b_373,c_28730
b_339,c_22892
b_247,c_14694
b_68,c_18906
b_426,c_24962
b_469,c_18993
b_1064,c_3548
b_1553,c_19426
b_1427,c_30319
b_469,c_13614
b_1205,c_15009
b_142,c_27888
b_289,c_29914
b_570,c_6220
b_1247,c_21034
b_1524,c_8303
b_776,c_27474
b_1055,c_69
b_539,c_28988
b_1270,c_30224
b_1477,c_5507
b_627,c_1953
b_1137,c_453
b_353,c_12141
b_1455,c_1365
b_282,c_27074
b_1055,c_3362
b_1378,c_1299
b_398,c_14833
b_54,c_6438
b_748,c_19984
b_1213,c_4131
b_1369,c_29118
b_647,c_5279
b_432,c_29357
b_285,c_27023
b_1549,c_19451
b_294,c_9072
b_210,c_18469
b_599,c_1413
b_346,c_13408
b_1135,c_7619
b_578,c_19737
b_1012,c_30038
b_342,c_22872
b_426,c_28584
b_700,c_22199
b_433,c_24808
b_1039,c_27806
b_588,c_18771
b_1313,c_18219
b_1424,c_30950
b_1354,c_5215
b_1157,c_24830
b_1211,c_27462
b_522,c_11238
b_1447,c_30063
b_996,c_20970
b_766,c_30638
b_1380,c_16853
b_547,c_20165
b_518,c_6081
b_1402,c_25829
b_950,c_12946
b_1435,c_23823
b_1248,c_19675
b_1172,c_24708
b_1234,c_8792
b_996,c_23918
b_1024,c_20667
b_268,c_26074
b_1252,c_3069
b_1368,c_11674
b_226,c_16870
b_1329,c_30204
b_1360,c_30710
b_1329,c_13185
b_602,c_4961
b_74,c_23320
b_1072,c_4030
b_79,c_9521
b_1221,c_5434
b_43,c_5991
b_86,c_12783
b_1540,c_23857
b_751,c_2398
b_1224,c_15420
b_394,c_3514
b_540,c_19666
b_640,c_5367
b_355,c_26992
b_1113,c_23880
b_1418,c_20747
b_1098,c_27539
b_954,c_10135
b_551,c_2472
b_1083,c_18247
b_614,c_6199
b_1293,c_17976
b_782,c_8323
b_1373,c_30791
b_306,c_8679
b_100,c_29625
b_1266,c_24620
b_661,c_29625
b_14,c_11381
b_595,c_18514
b_797,c_13723
b_1516,c_25735
b_228,c_17479
b_134,c_9788
b_988,c_26990
b_699,c_5023
b_105,c_31453
b_1464,c_3694
b_440,c_12706
b_817,c_18829
b_827,c_12190
b_1242,c_5382
b_1025,c_19459
b_872,c_17473
b_1522,c_19885
b_1049,c_17577
b_1364,c_18073
b_153,c_12386
b_1096,c_30315
b_169,c_25753
b_686,c_13958
b_97,c_11782
b_231,c_6411
b_520,c_13126
b_1077,c_6212
b_1157,c_25697
b_235,c_9858
b_1265,c_15980
b_1211,c_30064
b_762,c_15904
b_930,c_4182
b_40,c_24691
b_395,c_9417
b_750,c_8888
b_1237,c_26439
b_581,c_4365
b_1503,c_1781
b_1124,c_29370
b_1158,c_20803
b_624,c_19257
b_411,c_2744
b_451,c_2529
b_375,c_4773
b_185,c_5053
b_776,c_18865
b_1079,c_20969
b_1445,c_10764
b_350,c_27184
b_111,c_4403
b_437,c_23902
b_593,c_24927
b_102,c_17092
b_239,c_5511
b_915,c_13343
b_751,c_20097
b_1355,c_15642
b_976,c_2316
b_744,c_13487
b_243,c_9478
b_942,c_1158
b_1179,c_13854
b_1544,c_26760
b_23,c_28810
b_1331,c_26386
b_580,c_28754
b_591,c_5506
b_730,c_24969
b_99,c_1743
b_850,c_5294
b_176,c_23184
b_573,c_13739
b_927,c_4538
b_1043,c_20716
b_69,c_11923
b_133,c_26757
b_869,c_7194
b_1120,c_18125
b_947,c_21796
b_1314,c_1740
b_1468,c_18190
b_338,c_8414
b_970,c_17400
b_1335,c_8670
b_539,c_23207
b_1460,c_27102
b_481,c_19982
b_364,c_527
b_956,c_2637
b_716,c_18671
b_1049,c_27484
b_1082,c_7675
b_107,c_28195
b_1119,c_11538
b_1019,c_3257
b_848,c_14142
b_233,c_20253
b_1,c_20107
b_595,c_17725
b_213,c_16813
b_872,c_27055
b_1101,c_7685
b_124,c_23548
b_259,c_20044
b_318,c_13736
b_460,c_11921
b_604,c_22097
b_1556,c_15789
b_329,c_15345
b_292,c_23067
b_1462,c_13907
b_663,c_26504
b_710,c_16972
b_191,c_820
b_432,c_7380
b_575,c_19489
b_782,c_18151
b_156,c_27062
b_353,c_15460
b_152,c_23606
b_1235,c_23904
b_653,c_19735
b_533,c_17590
b_442,c_286
b_1464,c_24289
b_108,c_22311
b_1537,c_7893
b_267,c_30704
b_976,c_27849
b_353,c_7338
b_354,c_4566
b_1205,c_27879
b_950,c_5976
b_807,c_5118
b_681,c_23221
b_910,c_28828
b_41,c_25292
b_412,c_26828
b_449,c_5685
b_1544,c_25922
b_1091,c_30466
b_1539,c_8776
b_1304,c_15959
b_1379,c_22848
b_1199,c_28368
b_211,c_11203
b_285,c_27051
b_271,c_11572
b_631,c_22660
b_218,c_20850
b_33,c_2373
b_998,c_2980
b_84,c_11482
b_1556,c_7541
b_345,c_28472
b_1292,c_10942
b_552,c_28853
b_1243,c_24769
b_1318,c_28273
b_626,c_5718
b_515,c_28114
b_1418,c_23834
b_645,c_16199
b_1232,c_3187
b_1125,c_12196
b_1207,c_17278
b_909,c_14028
b_756,c_9211
b_534,c_16307
b_1359,c_2810
b_902,c_25822
b_996,c_12408
b_1088,c_10725
b_911,c_30542
b_166,c_7747
b_603,c_4173
b_1110,c_6832
b_182,c_24649
b_850,c_11256
b_109,c_7924
b_1318,c_9099
b_334,c_23076
b_748,c_8806
b_1407,c_19751
b_377,c_5062
b_1343,c_7365
b_920,c_7116
b_85,c_30151
b_941,c_17058
b_407,c_7275
b_1006,c_26689
b_1426,c_19484
b_1211,c_15163
b_122,c_24019
b_969,c_5459
b_1442,c_3968
b_503,c_119
b_1327,c_29929
b_1252,c_4573
b_410,c_7421
b_1482,c_12003
b_482,c_3003
b_917,c_20970
b_1235,c_4668
b_711,c_8791
b_957,c_10165
b_695,c_23222
b_341,c_8362
b_1415,c_1878
b_409,c_24969
b_730,c_22713
b_457,c_11382
b_396,c_17335
b_896,c_27204
b_359,c_15041
b_1154,c_22350
b_47,c_6953
b_1080,c_22140
b_852,c_3934
b_1176,c_28673
b_951,c_672
b_1067,c_14085
b_580,c_21942
b_694,c_9057
b_896,c_18885
b_436,c_19763
b_1398,c_2870
b_1373,c_3870
b_1285,c_3681
b_1037,c_17989
b_988,c_11206
b_204,c_24351
b_1524,c_18549
b_280,c_28830
b_1277,c_27635
b_1082,c_16613
b_1052,c_28235
b_197,c_15594
b_1405,c_25494
b_564,c_5397
b_583,c_27278
b_1271,c_27183
b_541,c_21740
b_38,c_30366
b_339,c_22337
b_512,c_28977
b_1255,c_26250
b_819,c_20867
b_1047,c_8498
b_834,c_11335
b_1465,c_3636
b_895,c_27500
b_83,c_5441
b_472,c_9165
b_1077,c_30333
b_541,c_27113
b_868,c_27399
b_637,c_5313
b_331,c_17175
b_1098,c_4466
b_320,c_15022
b_560,c_13859
b_736,c_26410
b_1341,c_2792
b_1501,c_28458
b_226,c_10833
b_876,c_30711
b_1112,c_933
b_212,c_3309
b_1276,c_8554
b_1541,c_29723
b_1476,c_8168
b_594,c_12074
b_933,c_25876
b_501,c_21819
b_1017,c_10906
b_1199,c_6661
b_495,c_3715
b_561,c_10973
b_1109,c_23073
b_1277,c_12985
b_283,c_13701
b_1228,c_21795
b_84,c_27747
b_870,c_27227
b_841,c_20895
b_102,c_18452
b_486,c_11877
b_939,c_27400
b_686,c_19677
b_1443,c_17668
b_143,c_14762
b_126,c_31269
b_1499,c_30643
b_56,c_2680
b_371,c_23309
b_953,c_5363
b_707,c_20283
b_698,c_4137
b_1468,c_27969
b_784,c_26031
b_1060,c_21638
b_1277,c_22902
b_364,c_23192
b_660,c_4333
b_578,c_27680
b_692,c_2005
b_1159,c_28483
b_671,c_9610
b_308,c_16045
b_574,c_1895
b_1234,c_12852
b_838,c_8671
b_525,c_13340
b_22,c_1178
b_1333,c_73
b_650,c_5437
b_348,c_17039
b_756,c_15452
b_1154,c_7364
b_1432,c_22264
b_896,c_23280
b_1184,c_11697
b_1081,c_3580
b_45,c_14369
b_388,c_26339
b_98,c_16242
b_1169,c_16927
b_1077,c_28854
b_1432,c_24225
b_1320,c_17464
b_1124,c_22054
b_861,c_15923
b_806,c_5169
b_1219,c_4851
b_972,c_17452
b_549,c_2376
b_849,c_14515
b_942,c_28657
b_846,c_25353
b_442,c_22992
b_559,c_15329
b_1164,c_5127
b_1264,c_15438
b_198,c_18622
b_350,c_11241
b_1116,c_29755
b_1300,c_23387
b_894,c_6843
b_188,c_31002
b_1253,c_2818
b_300,c_17627
b_353,c_377
b_665,c_17233
b_1367,c_30707
b_5,c_1238
b_101,c_15257
b_945,c_29544
b_164,c_9402
b_1474,c_30721
b_338,c_25105
b_1417,c_26829
b_77,c_6247
b_947,c_18448
b_1007,c_2489
b_672,c_26276
b_1072,c_22832
b_1294,c_20432
b_1179,c_11505
b_430,c_6661
b_114,c_2840
b_1296,c_24749
b_790,c_9889
b_414,c_18063
b_462,c_28877
b_1017,c_24287
b_426,c_27788
b_117,c_5960
b_79,c_13791
b_683,c_1931
b_1175,c_30150
b_875,c_4788
b_1530,c_14514
b_89,c_15234
b_667,c_3751
b_399,c_7436
b_67,c_12186
b_404,c_2090
b_280,c_2290
b_724,c_24433
b_698,c_7702
b_40,c_12407
b_798,c_27057
b_303,c_9181
b_957,c_14243
b_1101,c_14787
b_33,c_14076
b_706,c_11128
b_876,c_18587
b_183,c_23725
b_266,c_24204
b_293,c_24019
b_1411,c_22235
b_1407,c_8434
b_1114,c_19865
b_1336,c_3734
b_1288,c_15542
b_567,c_27415
b_566,c_26480
b_804,c_28609
b_954,c_17063
b_122,c_15415
b_1108,c_17273
b_483,c_8904
b_967,c_24183
b_1330,c_27890
b_829,c_27811
b_494,c_19119
b_3,c_6168
b_990,c_16894
b_202,c_15368
b_1479,c_1359
b_668,c_20991
b_281,c_7401
b_864,c_7456
b_491,c_7510
b_764,c_16633
b_317,c_6607
b_633,c_6630
b_104,c_13674
b_329,c_8045
b_203,c_23399
b_955,c_16543
b_130,c_6757
b_649,c_2214
b_1439,c_28041
b_1159,c_559
b_715,c_16679
b_388,c_2750
b_92,c_19895
b_493,c_19409
b_171,c_11830
b_735,c_12056
b_637,c_25329
b_1275,c_216
b_63,c_30969
b_309,c_28996
b_996,c_28577
b_486,c_24723
b_1526,c_5674
b_485,c_12499
b_749,c_25928
b_516,c_22822
b_1457,c_12599
b_429,c_26954
b_48,c_12684
b_1075,c_23509
b_1008,c_13506
b_53,c_21272
b_1233,c_23475
b_703,c_3198
b_381,c_26553
b_417,c_30371
b_961,c_29235
b_499,c_25584
b_172,c_24763
b_762,c_10202
b_170,c_11628
b_541,c_20788
b_1062,c_20549
b_527,c_22693
b_769,c_7692
b_467,c_5273
b_642,c_11884
b_1035,c_4406
b_710,c_1327
b_197,c_9059
b_186,c_7418
b_671,c_8647
b_470,c_27870
b_874,c_9257
b_1173,c_27016
b_570,c_546
b_1401,c_27705
b_1242,c_13893
b_1101,c_25943
b_32,c_9910
b_341,c_10543
b_1522,c_5096
b_363,c_17713
b_625,c_28018
b_1512,c_29948
b_1497,c_5653
b_1328,c_30871
b_181,c_29167
b_876,c_2712
b_1037,c_14069
b_329,c_12648
b_421,c_11087
b_786,c_3497
b_49,c_6441
b_292,c_460
b_1505,c_9499
b_806,c_14245
b_431,c_21095
b_406,c_13663
b_298,c_17144
b_1378,c_9544
b_705,c_4158
b_73,c_22896
b_870,c_6961
b_393,c_20217
b_391,c_9891
b_29,c_7489
b_1391,c_21635
b_1062,c_11505
b_1153,c_24936
b_488,c_18824
b_178,c_6357
b_1419,c_6496
b_876,c_5767
b_301,c_24345
b_50,c_29895
b_1262,c_10507
b_636,c_7133
b_1075,c_5123
b_883,c_27027
b_201,c_18682
b_471,c_28192
b_182,c_13766
b_609,c_3230
b_801,c_17617
b_262,c_23201
b_1022,c_3549
b_858,c_12289
b_297,c_18179
b_1474,c_21869
b_670,c_13323
b_1062,c_17760
b_46,c_4861
b_690,c_28191
b_367,c_10113
b_1488,c_24768
b_1173,c_1551
b_36,c_1182
b_1218,c_2283
b_1519,c_30579
b_1096,c_12221
b_1112,c_24762
b_151,c_9332
b_1230,c_20535
b_435,c_27117
b_1419,c_26145
b_1229,c_29812
b_565,c_135
b_1237,c_5040
b_390,c_23513
b_1353,c_27817
b_537,c_13645
b_88,c_20829
b_1455,c_94
b_1119,c_17678
b_132,c_27354
b_1044,c_10137
b_1537,c_12191
b_1426,c_3633
b_150,c_18255
b_725,c_11239
b_198,c_10406
b_915,c_9949
b_1008,c_10244
b_368,c_18405
b_106,c_18095
b_793,c_26641
b_1253,c_7789
b_723,c_12987
b_1053,c_5917
b_965,c_27246
b_1548,c_642
b_809,c_4244
b_41,c_3210
b_1366,c_26581
b_733,c_30615
b_414,c_17148
b_706,c_4859
b_1090,c_30414
b_148,c_9766
b_813,c_23463
b_470,c_3890
b_1504,c_21566
b_760,c_30754
b_1109,c_7323
b_882,c_18366
b_630,c_20969
b_729,c_31325
b_16,c_10820
b_638,c_25338
b_1298,c_5859
b_203,c_18157
b_973,c_12767
b_355,c_27761
b_496,c_63
b_1337,c_10978
b_1443,c_28385
b_1255,c_6007
b_14,c_29742
b_1070,c_1859
b_1062,c_29546
b_61,c_3011
b_585,c_8110
b_392,c_21187
b_596,c_20539
b_712,c_18879
b_187,c_875
b_322,c_8534
b_603,c_13758
b_761,c_12812
b_408,c_9865
b_1381,c_24880
b_17,c_29429
b_667,c_22783
b_844,c_1709
b_142,c_16506
b_688,c_22355
b_1106,c_13305
b_1265,c_17711
b_1518,c_20677
b_847,c_1540
b_491,c_16832
b_904,c_15384
b_121,c_30457
b_1160,c_11232
b_36,c_27792
b_1379,c_31300
b_376,c_30764
b_1055,c_10920
b_1054,c_28576
b_834,c_25540
b_964,c_2469
b_1254,c_1222
b_192,c_10788
b_605,c_6142
b_468,c_9523
b_116,c_11912
b_1393,c_4754
b_1188,c_17909
b_1302,c_4854
b_347,c_25575
b_651,c_5816
b_1151,c_5405
b_1043,c_25829
b_215,c_22258
b_619,c_15271
b_673,c_24072
b_11,c_27273
b_627,c_13267
b_211,c_8797
b_1207,c_2291
b_897,c_18161
b_133,c_24663
b_1122,c_14206
b_639,c_18111
b_959,c_14406
b_456,c_13982
b_754,c_22875
b_129,c_5834
b_555,c_9497
b_1418,c_8398
b_1315,c_25400
b_983,c_18054
b_1257,c_7260
b_419,c_13087
b_720,c_22760
b_809,c_975
b_995,c_8289
b_322,c_17737
b_839,c_1671
b_133,c_23239
b_265,c_5712
b_1406,c_20066
b_1200,c_28945
b_1028,c_18948
b_656,c_22623
b_172,c_18340
b_406,c_20645
