c_20804,d_11450
c_11391,d_24481
c_4728,d_21270
c_12001,d_9407
c_12267,d_9744
c_7808,d_29622
c_26487,d_25839
c_11902,d_17482
c_5246,d_17207
c_30781,d_18663
c_16291,d_6905
c_12704,d_19225
c_22287,d_13785
c_5366,d_7971
c_3340,d_15057
c_30614,d_5899
c_18926,d_12755
c_28156,d_726
c_10262,d_21161
c_3840,d_1498
c_10666,d_27022
c_1043,d_16935
c_2614,d_25784
c_10684,d_6397
c_9719,d_9252
c_1743,d_1123
c_6276,d_29045
c_805,d_24533
c_1647,d_28522
c_12517,d_28339
c_30452,d_25719
c_21632,d_16573
c_12408,d_31354
c_25567,d_26878
c_26243,d_17564
c_3378,d_18152
c_18726,d_6192
c_5143,d_1705
c_2796,d_23245
c_6836,d_20508
c_10479,d_312
c_828,d_22617
c_29219,d_31197
c_23985,d_5231
c_31280,d_13070
c_17942,d_11934
c_949,d_5321
c_31363,d_18046
c_24841,d_30012
c_19837,d_30246
c_29640,d_8148
c_23410,d_6888
c_19583,d_2130
c_29083,d_24416
c_25707,d_19025
c_17882,d_27027
c_12085,d_26389
c_30679,d_19318
c_11716,d_12088
c_23610,d_4747
c_22437,d_20133
c_21904,d_3106
c_27403,d_23290
c_14146,d_5636
c_10158,d_536
c_29186,d_24342
c_5533,d_19282
c_11034,d_11022
c_28762,d_5805
c_16879,d_21905
c_7509,d_23965
c_3013,d_14974
c_23805,d_21773
c_24765,d_5917
c_27369,d_22111
c_31095,d_23036
c_25415,d_25472
c_19629,d_27570
c_7617,d_11057
c_5803,d_12447
c_24044,d_19083
c_6477,d_29163
c_29168,d_9718
c_23706,d_31354
c_20392,d_20862
c_4480,d_6899
c_11420,d_8750
c_27192,d_26101
c_28286,d_12402
c_30488,d_12105
c_22307,d_11102
c_27072,d_28596
c_3741,d_1372
c_25404,d_16733
c_9073,d_4873
c_21274,d_9589
c_15760,d_1298
c_23325,d_23743
c_2772,d_16256
c_2865,d_30229
c_29521,d_3456
c_16551,d_14493
c_20029,d_18180
c_7942,d_8806
c_25156,d_9513
c_29049,d_23129
c_23722,d_360
c_28360,d_6277
c_1996,d_9481
c_15477,d_599
c_8444,d_2788
c_8531,d_30319
c_740,d_27697
c_885,d_19767
c_29224,d_7355
c_4344,d_6136
c_5822,d_10400
c_8589,d_28679
c_7432,d_1062
c_31305,d_23805
c_5750,d_27081
c_13567,d_12663
c_18295,d_4965
c_2967,d_9292
c_26359,d_6426
c_9775,d_3962
c_3673,d_25005
c_12798,d_12928
c_3659,d_16080
c_13344,d_19498
c_7092,d_12230
c_10142,d_30127
c_6941,d_28674
c_1770,d_10920
c_9650,d_5826
c_21315,d_2456
c_6565,d_8349
c_8496,d_9035
c_17984,d_12270
c_1501,d_12630
c_25198,d_27196
c_4939,d_11995
c_13565,d_3721
c_30894,d_30254
c_3655,d_9804
c_4031,d_3110
c_16833,d_27057
c_5374,d_28738
c_8432,d_6948
c_17263,d_10003
c_8919,d_26422
c_31040,d_11245
c_13834,d_5282
c_22991,d_17445
c_96,d_24021
c_27084,d_22692
c_12849,d_10084
c_15077,d_16688
c_29554,d_20909
c_5321,d_18081
c_16519,d_18698
c_313,d_18596
c_5845,d_20847
c_31291,d_7951
c_28630,d_10469
c_10805,d_19667
c_24070,d_9880
c_23039,d_13830
c_23886,d_22689
c_6265,d_6612
c_19094,d_1786
c_26387,d_12148
c_9013,d_25062
c_10904,d_11520
c_13387,d_22598
c_31010,d_14712
c_21759,d_918
c_8877,d_10840
c_29764,d_27661
c_13560,d_11184
c_21015,d_7893
c_30599,d_30742
c_23118,d_6535
c_19024,d_20474
c_24899,d_3649
c_1694,d_13460
c_20398,d_18603
c_11895,d_29631
c_1125,d_30413
c_1150,d_18524
c_13390,d_14615
c_26967,d_9858
c_1419,d_3273
c_9540,d_9615
c_11834,d_27444
c_6783,d_14665
c_832,d_29986
c_31255,d_13296
c_30378,d_22187
c_20065,d_24734
c_18136,d_16765
c_7159,d_19152
c_24173,d_6703
c_30256,d_26126
c_2384,d_10035
c_24345,d_6
c_24740,d_9301
c_10684,d_25230
c_14230,d_16720
c_20658,d_16914
c_8418,d_3568
c_12207,d_3459
c_9979,d_26005
c_142,d_16722
c_31404,d_8787
c_10486,d_19838
c_19260,d_2035
c_25298,d_18157
c_18532,d_12539
c_4667,d_1576
c_24051,d_5993
c_29465,d_9032
c_27171,d_18275
c_18041,d_6692
c_16067,d_12490
c_8970,d_10897
c_7700,d_15167
c_13009,d_21211
c_11932,d_22623
c_30091,d_31073
c_7061,d_5385
c_16087,d_26245
c_4402,d_30814
c_22675,d_20397
c_16460,d_31071
c_1737,d_25139
c_17211,d_3049
c_20957,d_23625
c_28198,d_13142
c_8825,d_13368
c_13689,d_6520
c_13774,d_3814
c_30037,d_17135
c_11425,d_27690
c_10633,d_9692
c_8628,d_9997
c_9394,d_28043
c_19713,d_17264
c_5471,d_10326
c_643,d_23384
c_6690,d_29628
c_5626,d_25366
c_22936,d_14569
c_14553,d_14337
c_23261,d_4235
c_3880,d_30556
c_13721,d_16984
c_3338,d_10143
c_4485,d_26583
c_15523,d_1878
c_27271,d_12323
c_22201,d_4172
c_1133,d_5233
c_13103,d_2596
c_7619,d_11955
c_20105,d_6040
c_9168,d_12692
c_16722,d_10975
c_13846,d_30073
c_18895,d_11173
c_19977,d_2730
c_20992,d_1439
c_2147,d_1599
c_2760,d_18110
c_5211,d_6126
c_14355,d_2430
c_23228,d_29342
c_623,d_21982
c_18881,d_14628
c_889,d_420
c_3359,d_2241
c_16924,d_15803
c_11793,d_5766
c_199,d_233
c_7866,d_9110
c_10518,d_7993
c_18324,d_17439
c_28743,d_16983
c_20721,d_19670
c_12725,d_13629
c_20508,d_10177
c_27016,d_14607
c_2744,d_9776
c_12908,d_28682
c_3171,d_21197
c_23266,d_1436
c_16819,d_2475
c_4570,d_20759
c_26985,d_10978
c_30783,d_20202
c_8310,d_23549
c_13521,d_6206
c_7311,d_6147
c_5978,d_11502
c_17845,d_8855
c_12038,d_128
c_14004,d_20047
c_38,d_2674
c_7889,d_26120
c_21719,d_20230
c_9046,d_25782
c_29464,d_23026
c_24724,d_4434
c_15490,d_8193
c_14475,d_15052
c_15711,d_12572
c_21534,d_7517
c_8813,d_2997
c_5899,d_13962
c_3895,d_26839
c_23558,d_20786
c_29258,d_22566
c_24545,d_7591
c_2916,d_28796
c_6956,d_14289
c_26977,d_2696
c_20972,d_15062
c_11243,d_3675
c_9054,d_21644
c_2636,d_25205
c_19854,d_11769
c_18544,d_7206
c_29212,d_15085
c_23934,d_23510
c_22632,d_666
c_15778,d_12262
c_15926,d_15155
c_6887,d_5849
c_18426,d_11392
c_30144,d_21007
c_25468,d_9860
c_3067,d_21120
c_27280,d_13285
c_23406,d_29204
c_16,d_20453
c_426,d_19064
c_1233,d_4235
c_15264,d_27624
c_22965,d_1149
c_14677,d_16366
c_10872,d_23765
c_26683,d_3356
c_30840,d_3454
c_26922,d_24935
c_29945,d_19017
c_24207,d_12997
c_23166,d_17407
c_22080,d_29948
c_757,d_22734
c_20890,d_27305
c_23937,d_15649
c_18641,d_13966
c_12428,d_11575
c_26030,d_10983
c_12574,d_6119
c_551,d_2557
c_21836,d_15419
c_15038,d_8891
c_27114,d_5294
c_6103,d_1392
c_26332,d_6941
c_14327,d_5400
c_10129,d_26318
c_26222,d_14086
c_27308,d_7975
c_8099,d_5775
c_15437,d_546
c_13550,d_2523
c_9592,d_16014
c_14116,d_15983
c_2246,d_4649
c_10388,d_23069
c_26113,d_25512
c_15448,d_23512
c_4150,d_29001
c_12924,d_18493
c_13891,d_16382
c_15356,d_367
c_3915,d_18034
c_27752,d_4537
c_18102,d_29255
c_6717,d_25148
c_9016,d_13647
c_8913,d_6085
c_6826,d_3496
c_7320,d_1349
c_9177,d_19452
c_3810,d_7783
c_14165,d_22042
c_22603,d_19314
c_11374,d_11313
c_4103,d_1806
c_29322,d_4292
c_8423,d_28402
c_6678,d_14964
c_18098,d_6800
c_18816,d_5456
c_2985,d_5990
c_30996,d_24162
c_7160,d_357
c_24092,d_3156
c_27470,d_31230
c_5131,d_8683
c_4616,d_20621
c_11237,d_31136
c_21818,d_25754
c_8826,d_6824
c_27607,d_7222
c_13713,d_4665
c_14742,d_7339
c_10344,d_20663
c_9296,d_23169
c_24585,d_15325
c_1906,d_2649
c_26562,d_6230
c_10810,d_1656
c_30999,d_10344
c_28571,d_10092
c_8714,d_25918
c_29362,d_29132
c_26032,d_24499
c_2539,d_10307
c_21904,d_6113
c_27287,d_9779
c_20202,d_1586
c_5170,d_10598
c_30294,d_10390
c_14953,d_518
c_25035,d_25516
c_13325,d_18894
c_26642,d_22915
c_12868,d_1251
c_10115,d_27059
c_5392,d_12524
c_12920,d_25724
c_14364,d_12479
c_7639,d_9979
c_29037,d_22237
c_30309,d_15382
c_5022,d_11656
c_5477,d_6449
c_16531,d_5504
c_11772,d_17668
c_4080,d_4383
c_14756,d_2013
c_17928,d_3685
c_6176,d_2101
c_28280,d_20956
c_21870,d_20597
c_19495,d_12369
c_17037,d_1664
c_6526,d_28487
c_14224,d_6840
c_6518,d_7027
c_29091,d_18233
c_14777,d_29966
c_22157,d_7255
c_25638,d_1164
c_15136,d_24287
c_15893,d_5620
c_2740,d_1566
c_29356,d_29301
c_17953,d_12574
c_14009,d_6932
c_11803,d_24929
c_28713,d_21354
c_29308,d_28899
c_4505,d_2303
c_13725,d_12918
c_22104,d_19311
c_13800,d_24810
c_6446,d_11161
c_23050,d_28092
c_391,d_3029
c_7589,d_23598
c_5704,d_29559
c_14167,d_10407
c_22568,d_17290
c_19183,d_1686
c_11914,d_29004
c_24464,d_22129
c_10191,d_5986
c_23608,d_5208
c_18627,d_2467
c_30708,d_410
c_26546,d_155
c_18943,d_15291
c_26857,d_27170
c_5220,d_4788
c_23566,d_16893
c_11450,d_4654
c_25619,d_8248
c_4162,d_10179
c_3481,d_20786
c_20055,d_10261
c_26725,d_3220
c_218,d_21838
c_22106,d_10529
c_17669,d_21388
c_10552,d_23350
c_5159,d_9732
c_4499,d_21172
c_8778,d_322
c_25995,d_10762
c_20307,d_8059
c_7994,d_28692
c_14959,d_25984
c_24374,d_13397
c_28408,d_5867
c_19190,d_27065
c_699,d_15278
c_18255,d_15694
c_21820,d_9661
c_27009,d_6919
c_5837,d_15013
c_22268,d_25794
c_21691,d_12336
c_13828,d_5607
c_8732,d_2863
c_27240,d_16255
c_28726,d_12787
c_22255,d_25054
c_30743,d_13449
c_15571,d_13766
c_6822,d_11016
c_7463,d_29406
c_10356,d_15868
c_27361,d_30488
c_13586,d_17843
c_21034,d_2006
c_1510,d_22293
c_4037,d_23801
c_1758,d_13687
c_15707,d_23604
c_10890,d_25644
c_934,d_22603
c_15033,d_12428
c_13935,d_9267
c_26487,d_23906
c_25863,d_13355
c_26256,d_29425
c_25389,d_7454
c_12519,d_12023
c_11194,d_20190
c_7435,d_22073
c_225,d_26377
c_29361,d_1586
c_23371,d_15427
c_1274,d_10234
c_26698,d_2102
c_1836,d_23045
c_15172,d_12537
c_17340,d_13118
c_404,d_20414
c_21337,d_17424
c_30147,d_7409
c_22993,d_24461
c_1807,d_1748
c_23268,d_6343
c_18041,d_29767
c_9416,d_9263
c_22664,d_722
c_11867,d_2792
c_19790,d_9565
c_8875,d_28961
c_11708,d_9894
c_10679,d_23791
c_8214,d_29939
c_25719,d_17395
c_5306,d_20055
c_24836,d_30527
c_5002,d_6766
c_19163,d_25365
c_11330,d_27376
c_10106,d_9611
c_15263,d_27268
c_22455,d_7331
c_27404,d_24031
c_12698,d_2535
c_9964,d_577
c_12187,d_22549
c_26737,d_2097
c_18983,d_21883
c_1238,d_13050
c_15698,d_4065
c_1598,d_1301
c_23773,d_26000
c_13987,d_21263
c_4319,d_15009
c_15464,d_894
c_21468,d_12930
c_21196,d_1371
c_30652,d_23381
c_13560,d_28181
c_20802,d_12978
c_25345,d_20461
c_20984,d_3830
c_18146,d_28314
c_29389,d_29836
c_24310,d_3587
c_9080,d_29975
c_430,d_20976
c_18751,d_19611
c_14059,d_9245
c_28896,d_8397
c_24430,d_20666
c_327,d_25475
c_16764,d_29893
c_6078,d_29025
c_14452,d_8212
c_12866,d_25684
c_1326,d_12705
c_1622,d_24866
c_26221,d_9110
c_4682,d_28058
c_27329,d_29003
c_21870,d_2922
c_9454,d_11010
c_1380,d_6380
c_23343,d_9905
c_28621,d_26403
c_26211,d_11883
c_11860,d_15193
c_1403,d_26797
c_10196,d_29720
c_30481,d_12766
c_12586,d_17904
c_15443,d_10728
c_24672,d_24919
c_27941,d_27239
c_30874,d_22718
c_1507,d_11386
c_12700,d_22887
c_7537,d_21703
c_30722,d_25261
c_27537,d_26593
c_4374,d_4442
c_23964,d_11180
c_9505,d_8698
c_19324,d_16572
c_7709,d_19598
c_27129,d_23624
c_22224,d_2913
c_26501,d_24761
c_12533,d_13103
c_21922,d_9589
c_1956,d_20873
c_5645,d_21424
c_25718,d_19757
c_25642,d_3599
c_1486,d_24293
c_13312,d_21895
c_9340,d_16420
c_12332,d_12913
c_3030,d_27325
c_25441,d_10331
c_27166,d_23960
c_1180,d_17664
c_8892,d_21982
c_29476,d_21858
c_24155,d_25548
c_4624,d_14494
c_23784,d_15604
c_28323,d_7383
c_639,d_20013
c_8423,d_6002
c_2877,d_18522
c_30298,d_25641
c_6923,d_31314
c_4630,d_6328
c_22047,d_17340
c_12683,d_6344
c_29293,d_16230
c_27837,d_21824
c_23677,d_6089
c_30555,d_5609
c_5058,d_15774
c_27262,d_10331
c_31189,d_10165
c_15516,d_23304
c_8426,d_8305
c_11736,d_6947
c_21245,d_531
c_25516,d_20013
c_15158,d_28026
c_31014,d_25219
c_21400,d_19625
c_7104,d_24453
c_8235,d_6101
c_27282,d_18511
c_12819,d_21437
c_23392,d_16342
c_12547,d_19276
c_17132,d_15742
c_30553,d_20842
c_27819,d_9344
c_9038,d_16021
c_12796,d_22327
c_7504,d_29005
c_6995,d_3758
c_31443,d_17373
c_12265,d_1011
c_4898,d_3082
c_13232,d_11189
c_8011,d_24167
c_5777,d_6601
c_22764,d_15124
c_24353,d_29543
c_19208,d_13545
c_16857,d_13620
c_8777,d_17435
c_20714,d_23629
c_12314,d_15926
c_20260,d_25506
c_15388,d_7808
c_26301,d_8889
c_10964,d_21858
c_24370,d_16219
c_25726,d_21676
c_21720,d_14242
c_7719,d_15652
c_16279,d_22265
c_9312,d_22307
c_3476,d_3771
c_21811,d_18242
c_21264,d_24058
c_15253,d_24213
c_2353,d_13457
c_2476,d_11141
c_7019,d_10626
c_25481,d_17530
c_9569,d_22831
c_23264,d_21372
c_28753,d_30047
c_1033,d_19196
c_28702,d_14314
c_3532,d_24626
c_30087,d_31163
c_15219,d_24490
c_15,d_9051
c_28185,d_29027
c_17960,d_14083
c_27337,d_19165
c_25458,d_17108
c_20510,d_3826
c_3100,d_21870
c_16354,d_7933
c_7294,d_19350
c_3302,d_25844
c_14998,d_19238
c_14017,d_3968
c_9772,d_25090
c_15089,d_841
c_20183,d_7794
c_24985,d_19474
c_3690,d_18790
c_17125,d_2251
c_7502,d_990
c_31012,d_27361
c_5466,d_3207
c_19060,d_2213
c_4305,d_102
c_11427,d_9084
c_23981,d_17724
c_5465,d_30298
c_2540,d_1875
c_23175,d_5281
c_21442,d_18512
c_6625,d_9208
c_26496,d_19126
c_25055,d_25776
c_23471,d_17536
c_26110,d_17373
c_7866,d_30181
c_14397,d_30154
c_29083,d_8161
c_29436,d_425
c_30781,d_28527
c_5275,d_4793
c_17986,d_6179
c_28238,d_26974
c_26466,d_17404
c_27703,d_15667
c_15021,d_25500
c_23817,d_25413
c_19471,d_529
c_25420,d_14564
c_14290,d_3508
c_30475,d_16834
c_17953,d_24567
c_1153,d_21506
c_14947,d_6681
c_13066,d_29
c_29745,d_7399
c_21758,d_22045
c_14385,d_5786
c_4611,d_3130
c_16677,d_4629
c_17287,d_13723
c_27636,d_4928
c_16900,d_10878
c_2911,d_6860
c_16463,d_25543
c_7776,d_29923
c_28060,d_22770
c_25078,d_14892
c_19486,d_23561
c_30993,d_7465
c_6928,d_10808
c_9442,d_16899
c_30818,d_6108
c_30567,d_25485
c_5407,d_26618
c_27881,d_20614
c_2231,d_31034
c_2689,d_15869
c_14284,d_25271
c_23043,d_11358
c_14820,d_15099
c_27177,d_12838
c_15124,d_13275
c_20145,d_8855
c_7238,d_23042
c_28531,d_24613
c_19137,d_12512
c_1268,d_20855
c_24648,d_25560
c_31186,d_19796
c_15421,d_10546
c_10519,d_3322
c_6039,d_5176
c_17374,d_23931
c_5212,d_10654
c_14280,d_27499
c_14343,d_24910
c_6523,d_1094
c_26412,d_4127
c_26838,d_27853
c_6712,d_20473
c_23209,d_22503
c_6645,d_17301
c_31116,d_3755
c_23800,d_3676
c_26526,d_11812
c_23095,d_10982
c_23174,d_18759
c_16834,d_19733
c_9684,d_7665
c_26631,d_1360
c_24447,d_8167
c_6763,d_16644
c_1321,d_26062
c_12930,d_28150
c_29990,d_8601
c_2708,d_15356
c_4863,d_7932
c_23016,d_26239
c_21391,d_12674
c_4593,d_9850
c_22078,d_25241
c_13824,d_20379
c_31417,d_27629
c_27058,d_13935
c_29373,d_3515
c_16022,d_11390
c_22915,d_30025
c_109,d_786
c_1454,d_28405
c_30814,d_16071
c_27064,d_28462
c_7291,d_5914
c_6641,d_10104
c_1244,d_27891
c_6295,d_4467
c_8834,d_3543
c_3379,d_24419
c_4843,d_23707
c_18449,d_25033
c_4616,d_23876
c_20096,d_14372
c_8464,d_25180
c_4839,d_26277
c_22047,d_9177
c_21667,d_29869
c_14619,d_25855
c_23048,d_12369
c_9043,d_6057
c_29955,d_29249
c_30396,d_25094
c_12932,d_22179
c_8595,d_1187
c_27849,d_8657
c_22336,d_6595
c_28014,d_17434
c_26796,d_19925
c_23728,d_30570
c_29615,d_21317
c_12589,d_30013
c_3590,d_7368
c_23643,d_7609
c_21129,d_17304
c_28484,d_28763
c_8151,d_26764
c_16417,d_24513
c_11222,d_3137
c_8162,d_31326
c_706,d_29693
c_21592,d_2185
c_13725,d_9667
c_1133,d_26246
c_6296,d_2191
c_18058,d_17368
c_6741,d_6212
c_17734,d_4667
c_461,d_22350
c_28419,d_12698
c_17770,d_4838
c_15088,d_6948
c_17456,d_1571
c_3910,d_30074
c_3508,d_16472
c_9660,d_6030
c_10278,d_24039
c_27645,d_23345
c_30951,d_26257
c_8876,d_25021
c_3766,d_6617
c_24858,d_20834
c_7675,d_3219
c_9791,d_24442
c_18886,d_5516
c_27715,d_6859
c_30106,d_30281
c_5494,d_29318
c_7531,d_3801
c_26563,d_2121
c_19713,d_9103
c_29085,d_26117
c_22021,d_9829
c_22379,d_3088
c_6346,d_3711
c_18708,d_3586
c_28001,d_13188
c_26084,d_28148
c_4205,d_8295
c_7947,d_6263
c_1167,d_3516
c_6728,d_13444
c_25946,d_4783
c_19630,d_2446
c_17159,d_21749
c_27130,d_10903
c_5632,d_485
c_30023,d_1068
c_15733,d_4992
c_12298,d_5411
c_753,d_25547
c_3640,d_9572
c_6825,d_9482
c_122,d_7667
c_17642,d_30925
c_29569,d_1316
c_6494,d_8558
c_30059,d_8925
c_4796,d_17059
c_12126,d_7289
c_22273,d_19008
c_1530,d_14438
c_10854,d_24465
c_30541,d_25718
c_7177,d_6081
c_10413,d_16043
c_8973,d_7157
c_21638,d_1224
c_12304,d_2332
c_18416,d_15501
c_15509,d_390
c_3940,d_15911
c_19309,d_20868
c_31313,d_1889
c_16485,d_18783
c_31154,d_12734
c_23176,d_25114
c_355,d_26595
c_26693,d_27308
c_26095,d_9644
c_10219,d_9598
c_9520,d_14783
c_23746,d_19748
c_2459,d_7713
c_28577,d_12046
c_20644,d_22248
c_16624,d_10499
c_10502,d_22788
c_12503,d_20780
c_17128,d_5953
c_12196,d_4509
c_13638,d_19944
c_26136,d_20356
c_1066,d_27961
c_10004,d_17272
c_27896,d_25940
c_17980,d_20672
c_6509,d_4748
c_5321,d_23954
c_7815,d_18100
c_29819,d_13182
c_7930,d_25579
c_13889,d_23772
c_21517,d_21768
c_21982,d_19266
c_28708,d_719
c_24386,d_20222
c_25879,d_10263
c_1628,d_12086
c_31377,d_27796
c_3877,d_14679
c_29020,d_15569
c_11655,d_30591
c_17864,d_14601
c_9563,d_14826
c_28139,d_19132
c_26298,d_15257
c_15505,d_7814
c_24532,d_24843
c_983,d_30133
c_26386,d_16932
c_15906,d_22340
c_11270,d_7685
c_17205,d_2104
c_11551,d_12258
c_14523,d_17004
c_17364,d_10007
c_6461,d_5152
c_21260,d_15912
c_11631,d_19454
c_14482,d_21065
c_27459,d_693
c_11049,d_15978
c_16256,d_6686
c_20829,d_30786
c_3084,d_15692
c_8646,d_29330
c_24866,d_18842
c_9333,d_16413
c_29515,d_3403
c_17793,d_13606
c_16644,d_28047
c_28041,d_925
c_931,d_27621
c_11117,d_27704
c_12382,d_5261
c_1493,d_15906
c_15189,d_411
c_11446,d_4287
c_29799,d_12377
c_11937,d_17003
c_10603,d_15852
c_14335,d_9788
c_4242,d_7037
c_1381,d_26889
c_10035,d_26604
c_742,d_4241
c_25074,d_19676
c_14869,d_7073
c_24619,d_22389
c_8213,d_25204
c_22219,d_23446
c_20281,d_25336
c_18930,d_22215
c_29133,d_16211
c_6467,d_1462
c_321,d_5765
c_7238,d_23544
c_5696,d_30768
c_17975,d_22250
c_5925,d_2929
c_29745,d_7333
c_28901,d_12285
c_10987,d_18758
c_30985,d_2108
c_15309,d_28044
c_8365,d_14091
c_22650,d_18230
c_6502,d_12455
c_3066,d_28837
c_24270,d_14352
c_560,d_26120
c_21056,d_16672
c_4664,d_3644
c_28933,d_8540
c_28940,d_2698
c_24438,d_12684
c_16756,d_9975
c_27269,d_28693
c_4385,d_12503
c_19084,d_27154
c_20974,d_18845
c_23899,d_9245
c_22161,d_843
c_26505,d_26123
c_6265,d_8289
c_14025,d_5143
c_14396,d_16903
c_21685,d_14748
c_30729,d_15756
c_23775,d_2239
c_22984,d_2883
c_26693,d_21295
c_30764,d_20470
c_11866,d_22600
c_9596,d_16000
c_14737,d_19888
c_18138,d_18364
c_9523,d_8330
c_24268,d_4612
c_24570,d_2621
c_9882,d_14095
c_8803,d_3011
c_22456,d_1945
c_20786,d_14779
c_4255,d_18384
c_30654,d_246
c_12418,d_29440
c_11807,d_23143
c_7944,d_13960
c_3192,d_4215
c_28385,d_30581
c_24635,d_17239
c_28332,d_25119
c_19946,d_20693
c_16117,d_24497
c_27721,d_6831
c_25138,d_21059
c_18645,d_14183
c_8237,d_27053
c_19635,d_23613
c_22686,d_9994
c_15934,d_20474
c_13978,d_10560
c_24287,d_16356
c_20505,d_27844
c_1214,d_13282
c_13238,d_1175
c_16984,d_3729
c_29734,d_7481
c_1513,d_4749
c_8578,d_29346
c_27762,d_3462
c_26338,d_30960
c_3267,d_1993
c_20783,d_26537
c_5152,d_13092
c_6155,d_4859
c_1134,d_21032
c_15306,d_26924
c_29080,d_17698
c_8274,d_22919
c_10534,d_25065
c_30900,d_1825
c_22916,d_27721
c_15010,d_16783
c_19944,d_24044
c_16889,d_28830
c_23484,d_1362
c_22482,d_5755
c_13946,d_31103
c_22504,d_19022
c_31410,d_2194
c_13710,d_7999
c_25224,d_24932
c_13495,d_4396
c_5645,d_4068
c_6864,d_30925
c_4020,d_4874
c_990,d_29097
c_17093,d_26819
c_24642,d_29737
c_5690,d_12214
c_30843,d_3424
c_17845,d_22354
c_18448,d_3039
c_3665,d_1062
c_15695,d_22944
c_19308,d_24370
c_13328,d_31263
c_14715,d_1530
c_3350,d_1057
