c_15542,d_30536
c_30997,d_18649
c_3044,d_12629
c_28050,d_7441
c_22026,d_10080
c_13014,d_25416
c_9680,d_31350
c_12372,d_26666
c_14017,d_11367
c_2855,d_11715
c_6909,d_10413
c_5941,d_5562
c_18111,d_13790
c_28992,d_8499
c_2198,d_7114
c_17273,d_12204
c_6995,d_10000
c_24805,d_16797
c_19771,d_26554
c_30154,d_2411
c_13774,d_28250
c_2429,d_3201
c_21781,d_18782
c_9317,d_15059
c_2873,d_19451
c_12478,d_19245
c_24671,d_13901
c_30197,d_20528
c_30341,d_7578
c_15563,d_9524
c_11313,d_17627
c_29175,d_18894
c_29910,d_20648
c_18608,d_18180
c_19778,d_8603
c_22609,d_10299
c_30646,d_4137
c_25186,d_17007
c_9692,d_612
c_1021,d_9678
c_12122,d_14241
c_22276,d_18829
c_24748,d_8507
c_10974,d_13301
c_15284,d_15767
c_14874,d_16684
c_3270,d_10196
c_22055,d_29188
c_22375,d_9406
c_3295,d_22759
c_21833,d_5841
c_20032,d_14301
c_25069,d_8039
c_2215,d_30205
c_8242,d_11408
c_10685,d_24011
c_14567,d_30866
c_18904,d_27246
c_26903,d_20873
c_26236,d_15612
c_5449,d_11576
c_9275,d_15554
c_30874,d_743
c_8713,d_15197
c_7837,d_12462
c_24523,d_28353
c_1356,d_24040
c_20791,d_15189
c_17129,d_4448
c_7230,d_22675
c_9442,d_2301
c_7077,d_5525
c_5138,d_8482
c_31272,d_5818
c_26382,d_19984
c_11378,d_22384
c_13880,d_25422
c_24124,d_20707
c_24408,d_6228
c_11316,d_21494
c_5622,d_21382
c_30814,d_2179
c_30838,d_7948
c_11604,d_5971
c_26472,d_4972
c_19364,d_22546
c_5827,d_13129
c_28252,d_15711
c_10859,d_20502
c_24403,d_19472
c_25756,d_10385
c_17383,d_22481
c_18466,d_28835
c_13450,d_25055
c_12348,d_17265
c_18138,d_24727
c_25051,d_23556
c_8589,d_3617
c_16426,d_30301
c_22139,d_17262
c_11854,d_31207
c_21418,d_14152
c_26218,d_18853
c_13380,d_18581
c_23676,d_18103
c_11201,d_6226
c_14956,d_892
c_1203,d_8460
c_1238,d_11375
c_7479,d_12897
c_8773,d_28056
c_16277,d_6771
c_12686,d_13063
c_24169,d_21557
c_5135,d_8624
c_30280,d_16744
c_23073,d_27356
c_9777,d_10913
c_3417,d_5004
c_26365,d_13104
c_25310,d_14025
c_1110,d_309
c_26691,d_906
c_26552,d_10881
c_1466,d_3883
c_20012,d_20078
c_18750,d_20096
c_4982,d_17796
c_11251,d_27471
c_18820,d_14898
c_14529,d_21882
c_11222,d_6417
c_4128,d_17356
c_28405,d_3877
c_16420,d_18819
c_14140,d_29995
c_30925,d_12984
c_11207,d_31266
c_5407,d_27169
c_8644,d_13876
c_3651,d_7749
c_1719,d_11195
c_28952,d_27294
c_12223,d_25126
c_5205,d_26932
c_16371,d_1957
c_25307,d_8931
c_21241,d_11632
c_12906,d_4397
c_15916,d_25583
c_9823,d_5383
c_6838,d_5242
c_22405,d_9289
c_27187,d_3159
c_13156,d_13386
c_29630,d_7758
c_26521,d_23495
c_21075,d_19371
c_18261,d_30722
c_7178,d_20438
c_4095,d_1123
c_181,d_17148
c_30934,d_625
c_22609,d_12533
c_27046,d_23898
c_14203,d_1231
c_6292,d_25186
c_19595,d_24030
c_17944,d_27144
c_5332,d_2603
c_10636,d_1444
c_24803,d_24531
c_24935,d_14148
c_7332,d_3829
c_16801,d_10585
c_18622,d_27361
c_22650,d_18449
c_18227,d_14697
c_23688,d_1381
c_20116,d_14053
c_29403,d_5304
c_15085,d_5676
c_25953,d_4084
c_21050,d_5404
c_2007,d_1540
c_9628,d_11433
c_25817,d_24013
c_14307,d_20185
c_7958,d_17792
c_21829,d_28803
c_26476,d_21822
c_16045,d_31197
c_22734,d_13284
c_22837,d_21952
c_25857,d_5570
c_5771,d_20909
c_12150,d_20645
c_20402,d_2260
c_15330,d_5636
c_10000,d_10604
c_13051,d_25370
c_31176,d_19163
c_28529,d_25332
c_11506,d_26150
c_11178,d_5521
c_17086,d_18531
c_15158,d_20913
c_30477,d_18624
c_3552,d_28100
c_5232,d_3279
c_7813,d_214
c_29997,d_20625
c_25778,d_27810
c_17645,d_18473
c_23879,d_21383
c_960,d_21340
c_24804,d_29668
c_57,d_561
c_27608,d_11795
c_10261,d_23795
c_17511,d_26550
c_10329,d_31112
c_8711,d_10134
c_14509,d_5448
c_613,d_8651
c_23345,d_29375
c_10957,d_1752
c_23728,d_27131
c_22401,d_3056
c_28029,d_4588
c_29359,d_1891
c_16649,d_22322
c_20035,d_20896
c_27043,d_22614
c_17877,d_936
c_24002,d_6118
c_29202,d_30000
c_20505,d_20230
c_16141,d_22870
c_18507,d_27467
c_28761,d_25646
c_22581,d_7701
c_2166,d_23776
c_25275,d_14083
c_20143,d_508
c_6721,d_13871
c_6188,d_28602
c_27951,d_21099
c_6830,d_29570
c_23135,d_20587
c_22270,d_18243
c_25607,d_30191
c_29566,d_8812
c_272,d_11702
c_2523,d_26681
c_20853,d_30150
c_19797,d_3136
c_5362,d_3884
c_502,d_15995
c_15155,d_12903
c_8484,d_12270
c_28480,d_5749
c_6297,d_26354
c_27358,d_18612
c_29701,d_16003
c_4671,d_26630
c_10136,d_26913
c_10876,d_26846
c_26184,d_27003
c_7526,d_20426
c_4378,d_3481
c_11543,d_28055
c_10005,d_10086
c_28751,d_4321
c_15260,d_26510
c_24324,d_26992
c_3283,d_31051
c_28114,d_6340
c_3202,d_10641
c_28132,d_26826
c_11238,d_14026
c_28498,d_18571
c_26798,d_1423
c_12928,d_26191
c_21350,d_12878
c_7943,d_16471
c_1103,d_21285
c_5579,d_3468
c_728,d_23181
c_11012,d_9349
c_22940,d_4152
c_13014,d_27065
c_6309,d_6188
c_8771,d_25283
c_2855,d_2056
c_8463,d_3908
c_18122,d_26228
c_27682,d_20455
c_8571,d_21020
c_11886,d_5931
c_17870,d_26054
c_22032,d_13514
c_1656,d_21557
c_30112,d_4756
c_14768,d_18200
c_21727,d_30922
c_19055,d_24976
c_1160,d_17544
c_8733,d_19220
c_5477,d_11777
c_27224,d_12639
c_16670,d_11577
c_11079,d_1874
c_16793,d_10906
c_5003,d_17465
c_5538,d_19941
c_1805,d_3111
c_21493,d_15378
c_1968,d_29087
c_5358,d_5358
c_30385,d_26192
c_12647,d_16644
c_18024,d_14774
c_7030,d_19245
c_11144,d_5508
c_24356,d_22524
c_4920,d_5401
c_10184,d_30706
c_23512,d_13931
c_28769,d_1615
c_4358,d_21109
c_2115,d_2721
c_17991,d_16595
c_2277,d_26461
c_20549,d_30791
c_547,d_11204
c_21215,d_29834
c_18799,d_3897
c_15415,d_26343
c_3523,d_16453
c_21309,d_18911
c_15442,d_15390
c_29999,d_1036
c_12709,d_15439
c_23066,d_27843
c_28730,d_18022
c_25313,d_21735
c_3996,d_12163
c_11827,d_20740
c_31283,d_7863
c_23991,d_30833
c_17006,d_1788
c_8234,d_20168
c_30200,d_6308
c_20136,d_13883
c_3829,d_13613
c_29403,d_29675
c_10212,d_25444
c_15485,d_21018
c_6948,d_16688
c_17448,d_19918
c_29625,d_27197
c_2029,d_29298
c_12342,d_17670
c_4862,d_24261
c_30038,d_23471
c_17365,d_15233
c_16152,d_17029
c_25315,d_7048
c_4242,d_16524
c_16180,d_13387
c_9022,d_19903
c_25939,d_24007
c_12585,d_14578
c_30419,d_151
c_2565,d_23733
c_25992,d_11620
c_29220,d_14368
c_25307,d_11027
c_24674,d_326
c_200,d_21390
c_20402,d_19218
c_27722,d_6990
c_25118,d_11639
c_22207,d_8139
c_13736,d_18654
c_6713,d_2578
c_25938,d_845
c_19996,d_24381
c_10754,d_26615
c_13375,d_22547
c_29650,d_20540
c_23250,d_16873
c_3720,d_28466
c_3591,d_28983
c_18067,d_9491
c_1644,d_13026
c_2686,d_1620
c_24287,d_13011
c_29956,d_2348
c_31419,d_13701
c_15806,d_7462
c_17342,d_21550
c_27964,d_18489
c_3793,d_16018
c_25248,d_29668
c_24895,d_29718
c_18586,d_14579
c_12758,d_17969
c_24167,d_2369
c_5596,d_7997
c_22736,d_11390
c_20300,d_22287
c_28482,d_23016
c_25490,d_19322
c_20964,d_27422
c_13155,d_29632
c_21192,d_5247
c_17755,d_13461
c_23463,d_6169
c_27192,d_23994
c_12639,d_9877
c_1694,d_28178
c_25201,d_5274
c_7725,d_21552
c_27868,d_30520
c_5056,d_25436
c_19959,d_30686
c_21129,d_13432
c_11878,d_8912
c_27986,d_27375
c_9488,d_6201
c_5914,d_15241
c_26019,d_482
c_7250,d_859
c_26880,d_8717
c_8508,d_16070
c_15565,d_27797
c_18664,d_17819
c_31099,d_30970
c_330,d_23329
c_7709,d_14749
c_9453,d_11813
c_2361,d_6266
c_20601,d_19091
c_4963,d_12140
c_16553,d_14183
c_26222,d_24583
c_3728,d_21378
c_7055,d_24229
c_30890,d_23247
c_3015,d_10411
c_5818,d_18296
c_16715,d_10666
c_20306,d_12230
c_29876,d_4425
c_28342,d_4939
c_6681,d_29350
c_4124,d_20797
c_18754,d_22376
c_5999,d_26371
c_25068,d_24826
c_633,d_8539
c_11569,d_31203
c_6129,d_11109
c_9361,d_27447
c_22198,d_255
c_27650,d_2721
c_19424,d_26614
c_6132,d_19826
c_23116,d_5288
c_18909,d_29841
c_4217,d_4978
c_5810,d_17224
c_16268,d_1955
c_9302,d_11864
c_27378,d_12867
c_4068,d_24607
c_17543,d_2654
c_21593,d_28866
c_338,d_26001
c_4334,d_12757
c_11160,d_7051
c_14429,d_1144
c_12510,d_10229
c_7495,d_2346
c_12495,d_18677
c_21357,d_5320
c_21372,d_20427
c_3510,d_22080
c_1670,d_16149
c_23639,d_24097
c_3975,d_7787
c_6521,d_10324
c_24481,d_5146
c_13409,d_19942
c_6051,d_742
c_17755,d_31398
c_8368,d_16398
c_1883,d_2867
c_22405,d_11915
c_16283,d_30132
c_13692,d_24520
c_22587,d_24204
c_18559,d_2626
c_22937,d_27319
c_12253,d_23923
c_30264,d_29159
c_26785,d_30020
c_11575,d_7690
c_3606,d_8681
c_3829,d_30477
c_27771,d_4504
c_17248,d_24028
c_27035,d_25598
c_18328,d_19089
c_20974,d_16157
c_4962,d_1717
c_28822,d_6836
c_6600,d_27028
c_29439,d_28355
c_5367,d_23307
c_19321,d_27493
c_21819,d_6619
c_3788,d_6231
c_3223,d_17217
c_23879,d_23236
c_29569,d_20875
c_23837,d_15202
c_7375,d_1505
c_28019,d_6428
c_2259,d_20542
c_20643,d_24913
c_24749,d_913
c_11898,d_15227
c_20096,d_18580
c_5141,d_1587
c_5314,d_30614
c_2948,d_27854
c_23784,d_3461
c_27449,d_28942
c_12365,d_26510
c_816,d_18012
c_17945,d_12928
c_7881,d_6427
c_13069,d_26740
c_21582,d_16060
c_17164,d_10432
c_1369,d_14077
c_12688,d_13860
c_29603,d_12378
c_4163,d_18210
c_16224,d_6034
c_1255,d_2944
c_11369,d_20141
c_26399,d_12106
c_4193,d_23358
c_14446,d_24525
c_23928,d_11579
c_6274,d_16959
c_24572,d_17226
c_17087,d_20720
c_26081,d_761
c_11515,d_13579
c_30799,d_25738
c_13694,d_28023
c_16538,d_5901
c_20792,d_11263
c_14029,d_29416
c_10768,d_18043
c_13328,d_27266
c_25572,d_6336
c_18557,d_7129
c_18490,d_3581
c_30590,d_15724
c_8569,d_5724
c_19806,d_2904
c_6714,d_10604
c_10596,d_26278
c_12116,d_30575
c_23503,d_18801
c_25481,d_12750
c_16809,d_19180
c_24405,d_11935
c_15692,d_2035
c_1372,d_2034
c_16256,d_13213
c_5362,d_12670
c_16235,d_11715
c_14051,d_16184
c_23136,d_18182
c_28578,d_16319
c_1469,d_26522
c_8084,d_22790
c_22156,d_26833
c_4843,d_9582
c_30106,d_11519
c_28127,d_24165
c_9624,d_1587
c_19353,d_18434
c_13252,d_24845
c_3208,d_13320
c_4586,d_23183
c_7463,d_22094
c_25774,d_25651
c_12909,d_4769
c_4076,d_22409
c_16421,d_27374
c_31393,d_20792
c_7233,d_11904
c_22166,d_17168
c_30350,d_11972
c_10889,d_5488
c_23195,d_18254
c_6513,d_28455
c_14554,d_2626
c_2212,d_18250
c_29479,d_21982
c_8749,d_24072
c_3048,d_11424
c_28421,d_26486
c_26428,d_15854
c_31261,d_9808
c_12388,d_7410
c_3219,d_12544
c_1818,d_14823
c_6606,d_25394
c_21825,d_14756
c_10438,d_29544
c_29412,d_11270
c_17306,d_22464
c_17539,d_18879
c_20906,d_24369
c_27521,d_31106
c_23944,d_28041
c_12777,d_4342
c_21665,d_14661
c_13175,d_22476
c_2920,d_14178
c_7765,d_29545
c_12174,d_25484
c_3388,d_11107
c_11042,d_29212
c_24647,d_21046
c_13549,d_3353
c_6191,d_15918
c_23623,d_29741
c_22448,d_14349
c_9159,d_14974
c_10913,d_17284
c_4008,d_23253
c_19005,d_16549
c_23828,d_30820
c_23455,d_26371
c_27888,d_14076
c_16828,d_12971
c_7200,d_24825
c_6627,d_10187
c_8758,d_19750
c_3845,d_23491
c_8419,d_531
c_1852,d_21059
c_27808,d_8602
c_14940,d_7778
c_7866,d_24293
c_24661,d_25729
c_6022,d_16366
c_22900,d_9482
c_17857,d_9402
c_2046,d_26247
c_10627,d_24441
c_17189,d_24488
c_4041,d_3876
c_14290,d_20610
c_14774,d_6106
c_9239,d_22764
c_545,d_14114
c_14944,d_25148
c_26201,d_19878
c_4483,d_8739
c_5439,d_25409
c_1631,d_677
c_4638,d_16329
c_13085,d_22476
c_17506,d_24583
c_5808,d_8263
c_6997,d_13441
c_12900,d_17812
c_2635,d_11026
c_8058,d_7309
c_25640,d_12019
c_5572,d_30992
c_20670,d_17673
c_29408,d_24016
c_20212,d_28286
c_11761,d_1402
c_15309,d_23093
c_4254,d_381
c_1600,d_30604
c_31146,d_27495
c_26133,d_5785
c_4952,d_27491
c_10207,d_250
c_15054,d_29735
c_14237,d_13080
c_7427,d_7404
c_14657,d_22636
c_20850,d_29656
c_30943,d_31317
c_20883,d_3042
c_30854,d_22481
c_18547,d_2607
c_6207,d_28607
c_21511,d_27940
c_3671,d_27905
c_28783,d_31003
c_1579,d_28612
c_27680,d_1941
c_22541,d_23802
c_17061,d_23288
c_7644,d_10267
c_13993,d_29209
c_12215,d_16327
c_2892,d_10626
c_3009,d_2417
c_28205,d_20029
c_19262,d_29404
c_22280,d_11733
c_157,d_30750
c_3391,d_10727
c_3941,d_8541
c_16737,d_11211
c_7406,d_1734
c_29217,d_28096
c_27444,d_16089
c_19369,d_16033
c_1148,d_9764
c_15282,d_17901
c_18848,d_10018
c_17725,d_10631
c_27891,d_31271
c_23353,d_6798
c_11717,d_8538
c_1533,d_28459
c_311,d_3295
c_3705,d_18375
c_1734,d_3001
c_21517,d_29865
c_29750,d_23977
c_7302,d_4317
c_16113,d_12888
c_8292,d_2510
c_17928,d_31159
c_17613,d_19721
c_18883,d_22077
c_8175,d_30803
c_17562,d_8208
c_27207,d_30076
c_25754,d_11779
c_22448,d_8008
c_6438,d_13068
c_12616,d_15184
c_6321,d_31014
c_2503,d_27868
c_22504,d_5367
c_29257,d_31125
c_2064,d_12941
c_5510,d_20895
c_15647,d_9948
c_7502,d_15084
c_22676,d_7206
c_7182,d_14301
c_10440,d_24680
c_18987,d_23234
c_6955,d_23192
c_6071,d_4133
c_8856,d_26170
c_28649,d_25606
c_24893,d_20420
c_3271,d_27981
c_24196,d_13653
c_19920,d_10598
c_5357,d_22320
c_24148,d_6315
c_24080,d_2307
c_8407,d_21901
c_15703,d_11919
c_16450,d_14381
c_22476,d_12255
c_17146,d_16549
c_25904,d_13471
c_17255,d_31343
c_1823,d_5454
c_23447,d_5066
c_5192,d_21440
c_1533,d_1086
c_1057,d_13267
c_1778,d_6516
c_20434,d_3335
c_2665,d_20085
c_10066,d_13089
c_19408,d_20865
c_13905,d_26835
c_25746,d_1083
c_10810,d_13376
c_15546,d_21609
c_11288,d_23179
c_24461,d_9250
c_25966,d_5566
c_22280,d_13819
c_7327,d_26741
c_9213,d_20853
c_28062,d_7065
c_10785,d_9457
c_9028,d_10472
c_2949,d_3574
c_12512,d_31011
c_25504,d_4054
c_26021,d_15923
c_25311,d_25459
c_8837,d_5500
c_19230,d_22127
c_4057,d_2039
c_14496,d_18829
c_14289,d_11358
c_22069,d_18574
c_14637,d_12544
c_22652,d_18059
c_18814,d_29094
c_20995,d_8246
c_24090,d_24694
c_11401,d_23462
c_23498,d_662
c_15476,d_21068
c_12426,d_11164
c_11405,d_20501
c_23834,d_26831
c_4958,d_28682
c_19236,d_8862
c_18542,d_16908
c_1511,d_30852
c_24671,d_23292
c_13395,d_13602
c_3490,d_18019
c_30345,d_27528
c_18035,d_11899
c_13661,d_12527
c_25003,d_22
c_19673,d_8739
c_20595,d_23016
c_29,d_22065
c_10875,d_27579
c_11660,d_11512
c_9047,d_22829
c_1329,d_5669
c_403,d_28407
c_31375,d_30761
c_9123,d_18718
c_4157,d_20381
c_2978,d_11768
c_3160,d_12888
c_18186,d_16962
c_19340,d_10205
c_3402,d_29900
c_14176,d_31016
c_27771,d_4646
c_16883,d_25615
c_16698,d_21818
c_14375,d_1948
c_9063,d_30071
c_536,d_23912
c_22633,d_24814
c_24870,d_16678
c_24311,d_5440
c_28583,d_21857
c_8386,d_15206
c_6467,d_3000
c_27120,d_19639
c_27492,d_5121
c_6649,d_20671
c_23904,d_22941
c_17589,d_29008
c_778,d_18538
c_2022,d_13388
c_18318,d_21356
c_19245,d_31265
c_1803,d_9353
c_4263,d_18081
c_4164,d_26738
c_30735,d_20528
c_30074,d_11414
c_3111,d_30438
c_4362,d_25255
c_2622,d_18777
c_11956,d_20770
c_3088,d_24318
c_10946,d_13339
c_4757,d_6212
c_23094,d_16297
