c_21712,d_8004
c_7148,d_15643
c_14233,d_4591
c_24463,d_30268
c_4015,d_21739
c_10542,d_7280
c_14671,d_21293
c_7156,d_10730
c_26024,d_23334
c_5408,d_28536
c_16357,d_29303
c_9758,d_6473
c_18221,d_7469
c_4927,d_16011
c_11714,d_28209
c_1723,d_16804
c_23602,d_28035
c_16654,d_21849
c_924,d_6400
c_30734,d_3392
c_971,d_15376
c_27163,d_23584
c_3918,d_28237
c_7051,d_30760
c_27484,d_16056
c_11767,d_13203
c_22817,d_18076
c_28653,d_12540
c_583,d_15710
c_10352,d_10030
c_1837,d_6798
c_28569,d_15496
c_7236,d_11586
c_8590,d_13983
c_16394,d_25274
c_10225,d_17805
c_3714,d_22139
c_9593,d_8451
c_15156,d_11891
c_4247,d_29870
c_24969,d_11319
c_14738,d_30445
c_14656,d_2235
c_10136,d_7111
c_403,d_20613
c_7505,d_1012
c_18591,d_7163
c_417,d_3117
c_26387,d_24596
c_10306,d_23336
c_4195,d_6266
c_29588,d_20515
c_29704,d_28680
c_986,d_11
c_17576,d_1011
c_21336,d_3294
c_8768,d_12890
c_23422,d_13655
c_2218,d_14586
c_22808,d_2918
c_26880,d_2150
c_30010,d_30435
c_18913,d_22643
c_17476,d_2114
c_12135,d_9701
c_1295,d_11058
c_9795,d_18273
c_11139,d_30058
c_22940,d_22546
c_2870,d_31113
c_11275,d_452
c_8734,d_9426
c_24171,d_31120
c_13661,d_12805
c_9424,d_15955
c_24035,d_19058
c_17270,d_2942
c_11721,d_5117
c_16542,d_2068
c_29845,d_12135
c_23557,d_12844
c_16730,d_20223
c_16780,d_6121
c_18419,d_2437
c_24890,d_29603
c_27234,d_8956
c_12086,d_3282
c_1738,d_22644
c_8006,d_23249
c_14347,d_4221
c_24183,d_5819
c_26650,d_18971
c_16580,d_13804
c_4884,d_3035
c_6740,d_20409
c_11839,d_5829
c_25455,d_22674
c_21154,d_15353
c_15735,d_7288
c_8266,d_19934
c_3556,d_7502
c_1031,d_7801
c_19255,d_17416
c_1495,d_12441
c_19170,d_4566
c_15198,d_19749
c_14493,d_12696
c_17474,d_2586
c_1342,d_964
c_13808,d_13984
c_20522,d_27037
c_17343,d_20826
c_7255,d_18117
c_12301,d_29573
c_24663,d_2064
c_19560,d_15999
c_21898,d_18015
c_18014,d_25495
c_27570,d_18021
c_15317,d_14660
c_331,d_30229
c_28669,d_18071
c_12606,d_12228
c_17662,d_10106
c_4121,d_417
c_2704,d_7072
c_7460,d_315
c_12259,d_15973
c_6203,d_30543
c_10197,d_18803
c_20646,d_16721
c_17409,d_30976
c_4418,d_27444
c_11969,d_25500
c_3208,d_3911
c_18011,d_9035
c_5376,d_20113
c_23025,d_8772
c_26507,d_11281
c_3089,d_25457
c_30983,d_6725
c_2945,d_5585
c_31164,d_13681
c_22732,d_6905
c_5938,d_4829
c_23211,d_4652
c_5674,d_23358
c_14259,d_22926
c_21328,d_11573
c_26981,d_27446
c_8599,d_17142
c_15068,d_1858
c_15013,d_19994
c_870,d_31204
c_27903,d_25441
c_23671,d_3475
c_30503,d_31380
c_23349,d_5625
c_26762,d_24053
c_6393,d_25933
c_12909,d_9169
c_27546,d_29767
c_21511,d_8097
c_19229,d_1937
c_23570,d_3996
c_307,d_5158
c_11105,d_24703
c_1922,d_23030
c_28719,d_16611
c_26114,d_29035
c_30626,d_5679
c_23886,d_16678
c_18930,d_19225
c_21899,d_29323
c_25539,d_19580
c_29650,d_13549
c_3003,d_23011
c_29131,d_21783
c_29892,d_16134
c_16461,d_16213
c_28770,d_14148
c_29347,d_31094
c_4563,d_14700
c_24747,d_29474
c_7278,d_17915
c_6237,d_21728
c_9141,d_14807
c_19683,d_27740
c_28497,d_4968
c_1362,d_5827
c_8091,d_24520
c_12024,d_19470
c_26079,d_12968
c_17176,d_3973
c_11818,d_29549
c_11872,d_1834
c_8550,d_29553
c_7531,d_2999
c_6776,d_26140
c_26483,d_24631
c_27684,d_530
c_22395,d_3459
c_3688,d_20732
c_16195,d_30687
c_20810,d_24791
c_2981,d_11151
c_3755,d_8637
c_27559,d_18253
c_9067,d_1314
c_28085,d_5422
c_25618,d_11651
c_14173,d_23440
c_22277,d_23589
c_12902,d_21258
c_720,d_14085
c_5629,d_2879
c_19394,d_7780
c_9247,d_16357
c_22823,d_15075
c_30288,d_2461
c_13650,d_4538
c_1289,d_1080
c_15412,d_5534
c_3887,d_29762
c_3860,d_11380
c_28526,d_27621
c_9557,d_6788
c_24883,d_22392
c_16680,d_3935
c_28835,d_22415
c_30763,d_3101
c_4261,d_15267
c_10724,d_19249
c_25346,d_19264
c_14300,d_15657
c_24350,d_5297
c_18579,d_21498
c_13493,d_22010
c_26801,d_31322
c_13808,d_10308
c_30939,d_12730
c_2387,d_23429
c_25685,d_5042
c_30625,d_1185
c_20922,d_29550
c_2247,d_10359
c_17658,d_19626
c_16804,d_14418
c_17158,d_17355
c_9856,d_12825
c_16759,d_11372
c_28102,d_23102
c_28989,d_23829
c_9221,d_17478
c_25371,d_8528
c_235,d_24672
c_17442,d_4274
c_1693,d_16704
c_24620,d_2036
c_19316,d_4987
c_8038,d_4209
c_3037,d_18710
c_30923,d_18595
c_23173,d_22793
c_10519,d_7329
c_12501,d_28871
c_4467,d_948
c_15695,d_31007
c_27608,d_9030
c_344,d_24905
c_14187,d_20086
c_11894,d_19256
c_1930,d_11707
c_10453,d_26670
c_3634,d_15575
c_25865,d_4222
c_226,d_18407
c_10307,d_31078
c_2458,d_7812
c_17089,d_12024
c_18993,d_25481
c_5433,d_22810
c_24143,d_31222
c_4030,d_17987
c_16613,d_9752
c_12013,d_25222
c_27607,d_7524
c_13154,d_12159
c_23272,d_19661
c_15794,d_10769
c_29261,d_31162
c_16302,d_12461
c_9824,d_21680
c_31135,d_7890
c_11065,d_8540
c_4086,d_9937
c_23064,d_29571
c_3189,d_1978
c_29957,d_29849
c_3778,d_22917
c_9383,d_29245
c_6511,d_2477
c_7605,d_22561
c_6940,d_27670
c_2160,d_19600
c_4736,d_12743
c_2357,d_14353
c_18063,d_25776
c_29056,d_29857
c_943,d_13257
c_17155,d_8957
c_13796,d_10392
c_6374,d_7033
c_13854,d_15904
c_14180,d_21996
c_28595,d_24724
c_21493,d_13215
c_16599,d_3324
c_31289,d_7028
c_31319,d_3383
c_28817,d_21424
c_14,d_15229
c_20610,d_22268
c_3847,d_4869
c_8985,d_13664
c_22793,d_11442
c_27738,d_3016
c_19130,d_26549
c_29485,d_25130
c_30554,d_18881
c_11938,d_6193
c_24650,d_21977
c_13389,d_10443
c_22627,d_31051
c_9826,d_4817
c_18978,d_6176
c_14626,d_18048
c_1887,d_5135
c_27602,d_2433
c_18503,d_12778
c_13011,d_23370
c_30683,d_1793
c_13983,d_6454
c_24125,d_31326
c_21691,d_5908
c_12207,d_22924
c_8111,d_17377
c_5620,d_13703
c_26721,d_251
c_5903,d_3691
c_10773,d_15834
c_12027,d_20231
c_16896,d_2479
c_28875,d_26392
c_31032,d_20459
c_5352,d_23598
c_17438,d_5582
c_21308,d_11840
c_27741,d_23069
c_21657,d_27137
c_8547,d_10032
c_24397,d_23870
c_22769,d_17122
c_26966,d_13771
c_24759,d_6395
c_17196,d_23955
c_2376,d_6927
c_275,d_6684
c_27619,d_18107
c_10741,d_23673
c_22245,d_19875
c_21659,d_18226
c_12829,d_23209
c_10280,d_1233
c_4583,d_22112
c_9600,d_28540
c_7225,d_18093
c_4579,d_28069
c_15633,d_27414
c_7130,d_29546
c_5055,d_16022
c_29865,d_18245
c_5929,d_27215
c_16932,d_10326
c_29616,d_21667
c_20119,d_16695
c_4711,d_30731
c_18850,d_417
c_6210,d_16991
c_30152,d_24912
c_9171,d_1859
c_337,d_14532
c_10858,d_4086
c_11368,d_11714
c_27931,d_28149
c_787,d_15478
c_30647,d_7034
c_10375,d_30366
c_8944,d_25695
c_16879,d_13096
c_2874,d_15977
c_1273,d_28479
c_24335,d_28134
c_25502,d_8804
c_27265,d_9955
c_1112,d_27731
c_11126,d_4322
c_13169,d_27737
c_4243,d_1361
c_17214,d_30625
c_6979,d_280
c_16863,d_13789
c_11306,d_25317
c_26516,d_30447
c_27611,d_9218
c_28635,d_31151
c_21531,d_12011
c_30808,d_22790
c_914,d_1276
c_4636,d_14376
c_5096,d_23786
c_21409,d_11964
c_25439,d_23532
c_12144,d_15872
c_16995,d_2049
c_27982,d_18157
c_886,d_2389
c_22783,d_20941
c_25541,d_20767
c_11533,d_21217
c_15316,d_10266
c_8921,d_23494
c_10950,d_6628
c_6314,d_192
c_10050,d_11040
c_12698,d_8711
c_9644,d_22449
c_24523,d_28634
c_25309,d_28984
c_4439,d_29376
c_16585,d_14526
c_12870,d_29716
c_5542,d_27145
c_10540,d_27551
c_17884,d_16255
c_12704,d_4013
c_16936,d_25349
c_20496,d_30092
c_10138,d_15129
c_17971,d_8352
c_21765,d_22752
c_27340,d_6345
c_8548,d_18166
c_19248,d_15754
c_4133,d_29015
c_6961,d_7693
c_31148,d_22706
c_27009,d_4118
c_6016,d_1505
c_12855,d_14899
c_6972,d_30489
c_27278,d_30417
c_29246,d_9879
c_4837,d_22917
c_27884,d_18798
c_28333,d_18226
c_29764,d_8522
c_21100,d_1945
c_3545,d_30902
c_13555,d_10589
c_7313,d_26498
c_11978,d_25842
c_611,d_6229
c_11170,d_30242
c_12101,d_27528
c_6024,d_5844
c_14319,d_20010
c_10744,d_28018
c_17888,d_13617
c_16184,d_14693
c_15371,d_11842
c_4004,d_1255
c_14802,d_23446
c_18473,d_16911
c_12226,d_28410
c_21439,d_13044
c_28310,d_4926
c_19683,d_13026
c_13984,d_14591
c_24757,d_5878
c_22900,d_16477
c_23729,d_21202
c_1625,d_17650
c_28763,d_16262
c_7659,d_10611
c_8936,d_2104
c_3618,d_19801
c_26213,d_4528
c_5859,d_16567
c_5671,d_17007
c_26206,d_21399
c_4208,d_1715
c_31328,d_5694
c_24929,d_10077
c_11875,d_8828
c_15042,d_238
c_6692,d_26768
c_2465,d_18336
c_3091,d_29636
c_23054,d_6541
c_5313,d_16970
c_15846,d_2444
c_15078,d_15555
c_2755,d_8118
c_10147,d_11301
c_6788,d_3074
c_1447,d_4476
c_23337,d_11931
c_25687,d_667
c_20173,d_7706
c_22387,d_14299
c_9859,d_4195
c_124,d_14224
c_25040,d_19888
c_11543,d_29295
c_31254,d_30873
c_6111,d_5307
c_2991,d_27812
c_4290,d_16852
c_2034,d_8717
c_24682,d_11955
c_4884,d_17506
c_19569,d_2703
c_25839,d_25540
c_8911,d_5858
c_12541,d_3401
c_29799,d_12704
c_6279,d_17928
c_2462,d_8529
c_21582,d_4957
c_12368,d_2266
c_25862,d_3547
c_9653,d_10072
c_17867,d_8119
c_17082,d_3346
c_9046,d_19907
c_30962,d_16046
c_26341,d_21159
c_2319,d_1785
c_27749,d_471
c_29971,d_21184
c_31321,d_31176
c_5900,d_7453
c_2777,d_6154
c_14300,d_6914
c_22463,d_29696
c_10944,d_8307
c_22621,d_14094
c_8219,d_2437
c_19308,d_10340
c_14153,d_7730
c_20940,d_1860
c_28139,d_27944
c_1445,d_20876
c_20630,d_11386
c_29408,d_19793
c_4634,d_10579
c_12207,d_24629
c_19032,d_28400
c_29622,d_31166
c_25230,d_9952
c_25726,d_19171
c_9796,d_30554
c_23940,d_26609
c_25655,d_3210
c_13335,d_7237
c_9898,d_22785
c_26303,d_7326
c_27304,d_3783
c_29503,d_5083
c_1200,d_4638
c_23968,d_29422
c_11983,d_21947
c_14454,d_9444
c_19805,d_6400
c_30164,d_3365
c_16480,d_22130
c_10517,d_23738
c_6215,d_19139
c_28279,d_25489
c_26515,d_13612
c_6264,d_4925
c_16658,d_26305
c_27465,d_21989
c_15586,d_23793
c_11289,d_31159
c_27871,d_23421
c_9342,d_28677
c_23398,d_4639
c_29601,d_9004
c_11552,d_9146
c_2161,d_19769
c_13347,d_16516
c_15626,d_20126
c_5172,d_7684
c_22392,d_22683
c_30702,d_22532
c_11187,d_12497
c_2755,d_6325
c_13487,d_14753
c_16464,d_7137
c_27858,d_17287
c_1431,d_22081
c_4529,d_25691
c_10001,d_8307
c_8636,d_27169
c_17493,d_2220
c_13622,d_18248
c_631,d_1753
c_15636,d_18700
c_30175,d_586
c_1680,d_27153
c_2190,d_7598
c_28825,d_21513
c_14309,d_19532
c_26443,d_12463
c_8388,d_12644
c_14224,d_28776
c_19392,d_7141
c_10511,d_19764
c_31317,d_2781
c_4021,d_8385
c_6061,d_15027
c_25800,d_25378
c_18849,d_9917
c_31023,d_25635
c_10752,d_17706
c_6821,d_8667
c_3590,d_14482
c_7644,d_18194
c_20577,d_18808
c_30321,d_5475
c_10915,d_16960
c_9640,d_1522
c_18373,d_16014
c_24743,d_17184
c_18540,d_9735
c_8921,d_8567
c_29490,d_10240
c_24527,d_22590
c_27248,d_3671
c_25381,d_22087
c_18196,d_2405
c_23059,d_18502
c_25082,d_13176
c_30371,d_17333
c_22877,d_11643
c_29055,d_31163
c_1798,d_11090
c_21284,d_22968
c_476,d_25595
c_19177,d_17385
c_13248,d_11055
c_9636,d_31155
c_3480,d_7962
c_19546,d_7022
c_15892,d_25197
c_13794,d_15318
c_24785,d_7498
c_6596,d_24155
c_6768,d_24871
c_25694,d_16446
c_26669,d_18222
c_22686,d_19737
c_7380,d_29967
c_17389,d_15120
c_1113,d_20228
c_24098,d_14166
c_24957,d_2242
c_25134,d_14762
c_21845,d_14083
c_10478,d_6259
c_21276,d_25367
c_31211,d_22732
c_17130,d_23849
c_29990,d_5898
c_17716,d_3141
c_4039,d_7722
c_24712,d_30826
c_895,d_30301
c_372,d_16734
c_625,d_3731
c_22488,d_28971
c_5012,d_27158
c_1333,d_27291
c_5724,d_5886
c_25230,d_29640
c_15026,d_22511
c_13270,d_20996
c_18120,d_5008
c_16910,d_9296
c_22322,d_17775
c_21487,d_26074
c_2985,d_6971
c_21460,d_29064
c_11861,d_18918
c_8015,d_27548
c_10520,d_15076
c_26936,d_6166
c_23598,d_28842
c_18685,d_11874
c_16477,d_8955
c_3499,d_19595
c_21261,d_11744
c_3875,d_957
c_13953,d_8748
c_1896,d_25722
c_18137,d_5883
c_14082,d_18454
c_22762,d_1723
c_29583,d_20612
c_28110,d_6965
c_1383,d_2448
c_7268,d_12340
c_11613,d_30851
c_29069,d_19444
c_16253,d_4484
c_28629,d_19813
c_10649,d_6269
c_25252,d_27757
c_10304,d_13975
c_12265,d_4650
c_4969,d_30422
c_113,d_4090
c_13204,d_23076
c_2122,d_3346
c_23944,d_7345
c_23929,d_12346
c_21178,d_17709
c_14870,d_24707
c_1153,d_11759
c_17033,d_8021
c_30030,d_12580
c_5186,d_30242
c_11464,d_30143
c_17047,d_15165
c_12597,d_30860
c_20536,d_30289
c_5005,d_4485
c_22689,d_12633
c_18589,d_12069
c_22084,d_16918
c_30150,d_6257
c_4031,d_9251
c_3200,d_23699
c_23086,d_729
c_25057,d_13133
c_12539,d_10559
c_2306,d_2546
c_5566,d_24531
c_8185,d_24169
c_6961,d_800
c_13807,d_352
c_29808,d_23047
c_9486,d_18554
c_12542,d_10125
c_8773,d_30042
c_8969,d_27669
c_8331,d_684
c_3525,d_10936
c_26053,d_19426
c_5396,d_26841
c_21003,d_8674
c_27431,d_25739
c_12102,d_14513
c_25477,d_8964
c_15975,d_7344
c_182,d_3788
c_30773,d_18771
c_27945,d_28810
c_10207,d_7539
c_11129,d_15341
c_21903,d_27810
c_25780,d_11302
c_6138,d_1282
c_20641,d_9596
c_18693,d_31050
c_23804,d_28990
c_20230,d_18381
c_19562,d_30543
c_6783,d_25530
c_2507,d_13942
c_9685,d_10905
c_15520,d_22401
c_31198,d_22724
c_5448,d_13694
c_10823,d_17369
c_19362,d_9050
c_23192,d_28655
c_29066,d_8138
c_6772,d_22743
c_27448,d_22551
c_18777,d_5996
c_9971,d_27461
c_4531,d_1298
c_6612,d_18291
c_8090,d_25327
c_22996,d_9969
c_21494,d_9116
c_31045,d_16963
c_24882,d_7791
c_23806,d_4607
c_2642,d_23494
c_13101,d_9032
c_30247,d_5709
c_26558,d_19953
c_11855,d_11470
c_17462,d_3419
c_21323,d_25721
c_28238,d_9163
c_14191,d_10736
c_23879,d_29341
c_11675,d_11821
c_16206,d_23437
c_16661,d_16750
c_16051,d_20585
c_29150,d_31300
c_3846,d_1281
c_27077,d_10446
c_15009,d_30531
c_11583,d_9220
c_24496,d_16582
c_19154,d_19998
c_11151,d_24641
c_13649,d_17850
c_27809,d_16629
c_29877,d_13417
c_13441,d_4411
c_22943,d_18298
c_16686,d_222
c_30080,d_11644
c_31044,d_23623
c_9996,d_29704
c_7312,d_16960
c_25195,d_6857
c_1383,d_24834
c_30352,d_5443
c_13215,d_3807
c_1524,d_10436
c_28585,d_17333
c_14073,d_9915
c_1181,d_9000
c_8882,d_16759
c_31303,d_1419
c_14714,d_14492
c_13150,d_493
c_21774,d_16979
c_6349,d_11870
c_5636,d_25372
c_3962,d_26094
c_10057,d_15926
c_6523,d_13452
c_12739,d_28779
c_30752,d_23218
c_16153,d_15097
c_18968,d_9823
c_22959,d_26174
c_11408,d_28385
c_28366,d_16646
c_22863,d_28716
c_16659,d_10550
c_8725,d_1729
c_8582,d_15062
c_26199,d_10013
c_17575,d_17956
c_30224,d_2955
c_6659,d_7090
c_27195,d_12804
c_16574,d_18487
c_4791,d_21528
c_22903,d_21540
c_30449,d_6873
c_19407,d_10349
c_24350,d_27052
c_29639,d_12006
c_18215,d_20423
c_17241,d_13388
c_3154,d_23079
c_15693,d_5717
c_20960,d_9190
c_16407,d_30732
c_8869,d_26096
c_11719,d_11903
c_26700,d_8569
c_22566,d_28624
c_3405,d_19727
c_4095,d_22596
c_3093,d_17171
c_22438,d_27257
c_8785,d_24631
c_7268,d_3443
c_1356,d_29242
c_26599,d_11627
c_9908,d_2702
c_2535,d_23127
c_21095,d_4688
c_24264,d_27704
c_12864,d_3071
c_22188,d_26480
c_29863,d_25806
c_24481,d_28538
c_10398,d_6294
c_30379,d_26863
c_12877,d_297
c_11897,d_13775
c_9363,d_6580
c_21635,d_7357
c_29353,d_30819
c_29858,d_9505
c_14088,d_24014
c_12012,d_22520
c_5852,d_1463
c_15875,d_30474
c_4976,d_29438
c_21785,d_20903
c_19814,d_24498
c_24414,d_10601
c_21262,d_16338
c_4133,d_4357
c_29124,d_12408
c_1262,d_17856
c_11949,d_1615
c_5641,d_29429
c_22841,d_31270
c_21068,d_5160
c_28207,d_16215
c_8368,d_6433
c_26821,d_14953
c_498,d_23666
c_25554,d_26686
c_7236,d_21835
c_15495,d_10501
c_5781,d_10013
c_26096,d_3054
c_22300,d_19802
c_2791,d_27390
c_28321,d_8428
c_26716,d_22833
c_7017,d_25535
c_23034,d_2159
c_2639,d_20284
c_9697,d_23041
c_23300,d_30229
c_16302,d_30439
c_26929,d_6902
c_1360,d_4583
c_15922,d_829
c_20797,d_5424
c_10203,d_21428
c_1846,d_18112
c_8090,d_14716
c_26959,d_14504
c_8859,d_11843
c_21049,d_20048
c_17449,d_29136
c_30874,d_30786
c_16740,d_15937
c_27293,d_19190
c_28521,d_25534
c_22257,d_20287
c_13086,d_21354
c_8478,d_118
c_7892,d_27782
c_27867,d_10214
c_879,d_12359
c_4217,d_21352
c_31314,d_17653
c_14285,d_2242
c_24731,d_10904
c_30909,d_12893
c_6219,d_30419
c_28782,d_15253
c_7462,d_29232
c_31210,d_18090
c_7316,d_20294
c_5984,d_4117
c_7434,d_5986
c_6922,d_10204
c_12320,d_6774
c_4854,d_25856
c_26262,d_15573
c_24176,d_5714
c_12931,d_1755
c_17995,d_24881
c_9750,d_27461
c_5514,d_3928
c_25579,d_3212
c_11463,d_8452
c_26404,d_585
c_12210,d_1065
c_4714,d_17264
c_13618,d_14606
c_16923,d_24652
c_28562,d_17230
c_22417,d_12154
c_13114,d_18518
c_11793,d_23568
c_19422,d_15091
c_5499,d_18097
c_11588,d_662
c_22842,d_16449
c_17491,d_7412
c_7130,d_1010
c_16105,d_18237
c_14111,d_10296
c_12284,d_21673
c_29124,d_1167
c_1887,d_29430
c_298,d_15425
c_3682,d_8343
c_6282,d_27990
c_15420,d_9833
c_25146,d_2445
c_29649,d_24216
c_9336,d_16524
c_29674,d_31026
c_18236,d_11985
c_12790,d_19533
c_3914,d_4095
c_26095,d_8236
c_6352,d_1316
c_28687,d_7437
c_26812,d_5977
c_30900,d_19997
c_21248,d_19548
c_1195,d_12283
c_16583,d_14722
c_12470,d_11417
c_22604,d_21842
c_14611,d_8635
c_23354,d_19748
c_6610,d_17782
c_2155,d_27518
c_12498,d_9380
c_5767,d_2167
c_7944,d_17590
c_30628,d_20433
c_1677,d_8030
c_932,d_27809
c_20192,d_20365
c_25339,d_17377
c_20034,d_18266
c_18543,d_3108
c_24884,d_9226
c_4247,d_21759
c_28084,d_3626
c_6018,d_18757
c_15689,d_25556
c_16359,d_18392
c_24712,d_17052
c_30526,d_23620
c_25882,d_9547
c_30439,d_12363
c_6692,d_4367
c_15850,d_3944
c_2032,d_25740
c_25639,d_8987
c_19155,d_5194
c_15749,d_24733
c_24250,d_25246
c_27119,d_2690
c_23255,d_17362
c_23072,d_7738
c_497,d_23399
c_8780,d_23656
c_21651,d_3036
c_13842,d_29940
c_20539,d_11991
c_27933,d_12442
c_13001,d_15178
c_5028,d_495
c_29602,d_3908
c_13250,d_25706
c_27453,d_24705
c_10784,d_7566
c_27478,d_25664
c_8237,d_12625
c_30370,d_31282
c_14051,d_11373
c_7667,d_24615
c_11031,d_19220
c_3572,d_8711
c_5854,d_2064
c_7558,d_27265
c_7760,d_12687
c_11973,d_12617
c_16106,d_19757
c_1486,d_15945
c_13934,d_11421
c_25975,d_13489
c_17778,d_2781
c_22177,d_14412
c_15020,d_2418
c_25944,d_19789
c_15227,d_1719
c_23655,d_5082
c_6320,d_24385
c_14862,d_4873
c_3663,d_7040
c_721,d_26485
c_23457,d_19955
c_15509,d_7419
c_22483,d_8259
c_30881,d_27665
c_18214,d_29229
c_29730,d_19548
c_13688,d_4230
c_26662,d_3361
c_31020,d_16077
c_25375,d_28357
c_823,d_8098
c_29114,d_26365
c_17548,d_28204
c_16749,d_17786
c_601,d_30829
c_580,d_13683
c_19380,d_13540
c_24559,d_10189
c_16163,d_4113
c_27776,d_19664
c_1275,d_7569
c_18931,d_8047
c_24299,d_25207
c_25089,d_7465
c_25290,d_14680
c_28060,d_27965
c_27842,d_14947
c_21311,d_4614
c_13640,d_1833
c_21448,d_19779
c_9547,d_19664
c_29284,d_15844
c_30876,d_10678
c_2794,d_25422
c_28440,d_4623
c_25017,d_12574
c_26590,d_28923
c_289,d_10212
c_4052,d_14994
c_4628,d_26952
c_25890,d_29710
c_18825,d_25614
c_27221,d_22393
c_2020,d_19655
c_29331,d_26688
c_28345,d_5790
c_7568,d_22921
c_23558,d_19394
c_16608,d_30833
c_10417,d_23387
c_7166,d_29562
c_11885,d_13611
c_26441,d_9144
c_13500,d_6066
c_3645,d_31174
c_1447,d_11054
c_26113,d_13248
c_30030,d_3024
c_31230,d_5612
c_9800,d_5897
c_15291,d_27752
