f_457905,d_31334
f_13126,d_6246
f_319135,d_688
f_114596,d_7010
f_147584,d_3996
f_312226,d_569
f_242247,d_19867
f_80410,d_8297
f_182544,d_18485
f_319923,d_7356
f_99470,d_21820
f_14641,d_15997
f_145204,d_24154
f_267379,d_17661
f_317277,d_361
f_618060,d_15410
f_826,d_10512
f_465209,d_23385
f_440557,d_159
f_515490,d_30075
f_433070,d_18610
f_53996,d_19116
f_101546,d_9398
f_41155,d_19737
f_378682,d_16042
f_632201,d_2235
f_586521,d_2614
f_57993,d_23183
f_292352,d_29156
f_215745,d_23686
f_371702,d_16388
f_512003,d_18506
f_173059,d_4927
f_428996,d_27087
f_845,d_946
f_304273,d_19842
f_402141,d_31096
f_221809,d_31163
f_278542,d_22367
f_626649,d_7823
f_47554,d_21857
f_3787,d_16021
f_408008,d_13718
f_529832,d_27715
f_127023,d_28479
f_445510,d_14279
f_26042,d_17131
f_383027,d_19737
f_48719,d_2393
f_345398,d_20856
f_631753,d_6254
f_424981,d_30811
f_222533,d_25111
f_312197,d_303
f_332322,d_300
f_426107,d_7531
f_265225,d_26611
f_141911,d_24516
f_290654,d_12971
f_57783,d_29432
f_580385,d_27311
f_199345,d_8506
f_284857,d_19893
f_59856,d_7681
f_278581,d_6173
f_590086,d_16641
f_184236,d_27947
f_313778,d_15378
f_610681,d_9834
f_449639,d_30902
f_72929,d_1382
f_637790,d_17432
f_94152,d_12757
f_568663,d_14630
f_29633,d_13605
f_514339,d_9830
f_96797,d_10365
f_615638,d_24361
f_123940,d_17908
f_206810,d_17662
f_571296,d_5044
f_522676,d_14369
f_412808,d_22646
f_417839,d_22189
f_359418,d_19368
f_60202,d_25914
f_89931,d_14029
f_497763,d_20746
f_48954,d_27295
f_509892,d_15092
f_478341,d_14323
f_263526,d_26917
f_522130,d_609
f_394411,d_10485
f_443667,d_17684
f_199803,d_1045
f_449367,d_697
f_63211,d_29116
f_567048,d_15359
f_469923,d_16255
f_311543,d_12686
f_404072,d_7060
f_22899,d_4359
f_21762,d_591
f_322491,d_891
f_52559,d_26504
f_383953,d_17634
f_492096,d_18581
f_629314,d_3734
f_510699,d_30286
f_112739,d_13776
f_470833,d_16709
f_264597,d_17167
f_486906,d_20561
f_385922,d_3804
f_125984,d_27444
f_386878,d_24847
f_540143,d_16544
f_204138,d_28885
f_250222,d_17955
f_149198,d_15988
f_82036,d_25955
f_110918,d_25680
f_248835,d_30247
f_458702,d_12989
f_249520,d_5704
f_548899,d_25010
f_344086,d_17686
f_88182,d_26389
f_160766,d_6738
f_403282,d_30217
f_572033,d_6660
f_551510,d_25704
f_639018,d_2822
f_531890,d_17582
f_176021,d_27445
f_403897,d_28336
f_484680,d_16997
f_518890,d_15068
f_346126,d_18913
f_334256,d_18026
f_112718,d_23530
f_471715,d_7663
f_599362,d_11554
f_323173,d_22900
f_445188,d_2048
f_60906,d_16249
f_583130,d_23746
f_218841,d_24521
f_326326,d_13138
f_111119,d_16889
f_580330,d_25254
f_455196,d_1485
f_475364,d_27555
f_17948,d_23177
f_183200,d_5723
f_8125,d_14801
f_532953,d_18082
f_484000,d_23050
f_551540,d_6012
f_432363,d_24337
f_399037,d_9719
f_590517,d_3257
f_470464,d_998
f_129178,d_13699
f_366581,d_21363
f_427020,d_26932
f_343211,d_13508
f_421974,d_17207
f_401010,d_26361
f_574283,d_19249
f_182407,d_17871
f_135331,d_16754
f_45075,d_24831
f_462592,d_1505
f_476853,d_18355
f_89433,d_17311
f_170542,d_20705
f_538335,d_19727
f_173335,d_9649
f_73025,d_12190
f_261701,d_6320
f_626683,d_21287
f_225073,d_15318
f_156689,d_22458
f_557821,d_4319
f_137629,d_13395
f_173625,d_7976
f_339993,d_2313
f_491681,d_27246
f_29947,d_9018
f_309677,d_11790
f_197927,d_19877
f_288170,d_21350
f_414976,d_11739
f_283117,d_2901
f_108699,d_21495
f_222685,d_31180
f_175715,d_12669
f_338518,d_3302
f_76654,d_8922
f_9141,d_9348
f_605,d_27317
f_279624,d_7334
f_149755,d_5516
f_392704,d_20545
f_506671,d_18233
f_299672,d_5649
f_410504,d_4238
f_555633,d_30077
f_617640,d_13081
f_198821,d_9311
f_303065,d_17787
f_408410,d_25365
f_269125,d_2141
f_71238,d_15296
f_222851,d_16262
f_132146,d_14743
f_379592,d_26780
f_555788,d_31072
f_638409,d_1619
f_381383,d_16757
f_223032,d_31165
f_388875,d_22998
f_128938,d_538
f_281736,d_1189
f_334830,d_9817
f_38472,d_31272
f_176205,d_9034
f_41086,d_22624
f_454141,d_28472
f_458793,d_10252
f_7220,d_1882
f_445255,d_16294
f_84343,d_29076
f_535872,d_26514
f_331419,d_22663
f_211643,d_28193
f_642316,d_14836
f_417446,d_18008
f_60750,d_584
f_120604,d_17224
f_246925,d_15041
f_202952,d_23617
f_376337,d_23189
f_367897,d_1119
f_304994,d_29111
f_116326,d_15495
f_211760,d_20139
f_346223,d_15295
f_421120,d_20995
f_596310,d_26013
f_216593,d_22935
f_179138,d_8618
f_480334,d_14751
f_440193,d_1806
f_173241,d_11284
f_36928,d_4383
f_608254,d_20593
f_276631,d_284
f_212732,d_22378
f_605948,d_27957
f_16346,d_26882
f_106500,d_21941
f_396277,d_16363
f_157242,d_19118
f_425187,d_24805
f_539678,d_31345
f_206625,d_1656
f_120985,d_7535
f_44364,d_11136
f_158354,d_23491
f_302391,d_20121
f_345889,d_10112
f_10899,d_8476
f_600085,d_26139
f_528447,d_24162
f_614869,d_17094
f_134516,d_16770
f_86638,d_24408
f_187156,d_15752
f_567191,d_31333
f_403886,d_3564
f_345061,d_15299
f_319648,d_30527
f_467276,d_12459
f_591691,d_30165
f_217073,d_6026
f_513942,d_7342
f_210382,d_8149
f_529652,d_30329
f_53190,d_16785
f_218115,d_21353
f_81887,d_28928
f_243809,d_27153
f_519080,d_24390
f_257446,d_30166
f_297514,d_1992
f_470500,d_2819
f_130490,d_13916
f_110146,d_23473
f_436418,d_8690
f_300475,d_8834
f_467289,d_9446
f_28521,d_24269
f_272337,d_2760
f_283204,d_29283
f_424169,d_4627
f_601675,d_17767
f_534871,d_13556
f_621993,d_28301
f_34906,d_12013
f_502870,d_27075
f_31179,d_15654
f_36265,d_18851
f_225942,d_12843
f_587247,d_9712
f_208897,d_3184
f_278461,d_22387
f_41285,d_12719
f_69311,d_16507
f_259480,d_906
f_203435,d_27617
f_533612,d_18212
f_296480,d_26456
f_328410,d_18164
f_295344,d_621
f_301621,d_14289
f_374403,d_25763
f_527517,d_24239
f_234475,d_3644
f_494442,d_6608
f_258712,d_16166
f_33411,d_31207
f_511957,d_26620
f_510757,d_23
f_581867,d_13357
f_237324,d_14603
f_392212,d_23919
f_615819,d_19771
f_387462,d_22517
f_471487,d_14113
f_233804,d_19039
f_477238,d_16697
f_76960,d_6342
f_351880,d_25008
f_6846,d_17931
f_249252,d_8031
f_261248,d_9122
f_532898,d_16118
f_286919,d_12796
f_164270,d_27654
f_582097,d_7831
f_566651,d_27957
f_84729,d_23490
f_158435,d_29136
f_498812,d_1444
f_124682,d_29607
f_35441,d_17700
f_85977,d_3061
f_412073,d_30438
f_386531,d_14259
f_45647,d_31091
f_6352,d_17223
f_608463,d_9351
f_565597,d_27103
f_44872,d_25516
f_450197,d_5974
f_190578,d_26614
f_562834,d_5580
f_517665,d_9371
f_251824,d_26885
f_362151,d_19409
f_85882,d_16306
f_587350,d_2457
f_238961,d_16154
f_208738,d_13392
f_31490,d_13346
f_130210,d_22294
f_302929,d_2890
f_25578,d_4610
f_466298,d_16185
f_357426,d_8867
f_415415,d_13905
f_135542,d_17648
f_620708,d_17587
f_203174,d_18738
f_462085,d_22216
f_75475,d_21601
f_41602,d_115
f_61084,d_27969
f_390877,d_10005
f_407273,d_29604
f_338759,d_30150
f_233245,d_6993
f_355221,d_9780
f_233424,d_29928
f_547996,d_19879
f_498401,d_5252
f_537206,d_27348
f_16715,d_27212
f_599045,d_7245
f_323583,d_6946
f_80239,d_3576
f_281687,d_27138
f_550412,d_23574
f_631768,d_30181
f_519960,d_22466
f_39613,d_10380
f_33937,d_12539
f_374012,d_5514
f_621234,d_7580
f_454438,d_4383
f_197045,d_10808
f_62514,d_13529
f_353401,d_29397
f_8004,d_16048
f_568500,d_10425
f_377231,d_16005
f_137691,d_21277
f_128255,d_7039
f_524544,d_7432
f_66093,d_28983
f_252259,d_16638
f_212039,d_26456
f_541891,d_11446
f_58844,d_25473
f_519003,d_13387
f_611479,d_12701
f_288581,d_17444
f_185635,d_17703
f_20730,d_3990
f_114409,d_17085
f_85834,d_12156
f_642922,d_17560
f_289238,d_14293
f_402728,d_11140
f_11247,d_16742
f_196953,d_18011
f_216945,d_4507
f_468474,d_10030
f_160464,d_19089
f_195707,d_3382
f_526620,d_20456
f_631347,d_7890
f_558583,d_4431
f_477090,d_11437
f_204556,d_10009
f_314126,d_5321
f_413425,d_23994
f_213176,d_11180
f_232644,d_26653
f_506878,d_10846
f_354347,d_16618
f_67581,d_7068
f_365317,d_29826
f_11010,d_14714
f_92396,d_27542
f_199081,d_15392
f_597597,d_4049
f_280220,d_10430
f_620304,d_25083
f_384201,d_13576
f_211647,d_22339
f_613181,d_3889
f_383011,d_998
f_307061,d_24662
f_393616,d_13425
f_76633,d_13845
f_145013,d_18560
f_259593,d_527
f_196519,d_29686
f_158424,d_8077
f_285606,d_2134
f_9171,d_6349
f_635913,d_26974
f_436921,d_7966
f_569268,d_22954
f_325487,d_25265
f_428602,d_21041
f_533538,d_5036
f_70751,d_10399
f_548080,d_7906
f_477564,d_20426
f_550299,d_8879
f_313593,d_24512
f_623907,d_977
f_39766,d_4033
f_528762,d_26352
f_88390,d_27327
f_223232,d_17503
f_622332,d_21059
f_546227,d_4279
f_122387,d_21466
f_204493,d_22338
f_64668,d_28488
f_84131,d_21756
f_567489,d_24228
f_572382,d_27264
f_323077,d_27692
f_39766,d_10141
f_176928,d_25396
f_136276,d_30158
f_88204,d_2514
f_218497,d_12075
f_477033,d_31082
f_50148,d_10538
f_187254,d_29772
f_118514,d_9047
f_146051,d_1444
f_291946,d_29961
f_556217,d_2937
f_209523,d_13907
f_217425,d_13860
f_535884,d_21695
f_76718,d_28536
f_239273,d_13151
f_102061,d_22593
f_88580,d_16155
f_201687,d_25846
f_404199,d_884
f_67598,d_18561
