a_7823,b_903
a_4990,b_225
a_5542,b_388
a_7008,b_577
a_7520,b_316
a_6211,b_509
a_11333,b_697
a_8320,b_440
a_8149,b_1202
a_8619,b_318
a_6933,b_128
a_652,b_1258
a_11210,b_1246
a_2454,b_579
a_8936,b_447
a_3726,b_478
a_4695,b_521
a_9622,b_311
a_10417,b_275
a_11297,b_976
a_7386,b_1215
a_8037,b_7
a_3399,b_1226
a_101,b_412
a_4956,b_1266
a_12175,b_623
a_359,b_124
a_10378,b_33
a_5578,b_978
a_128,b_804
a_6118,b_1392
a_1209,b_66
a_10644,b_813
a_8954,b_345
a_3928,b_1027
a_3765,b_657
a_9094,b_981
a_9423,b_1377
a_9627,b_1212
a_2369,b_387
a_4778,b_716
a_9631,b_1167
a_1848,b_285
a_10268,b_1361
a_9005,b_617
a_6985,b_1243
a_5172,b_1389
a_9132,b_248
a_10026,b_120
a_1362,b_25
a_7110,b_661
a_9957,b_1209
a_11587,b_1406
a_5966,b_95
a_9196,b_841
a_12105,b_163
a_4520,b_731
a_3360,b_304
a_8914,b_1153
a_11563,b_883
a_8679,b_658
a_1593,b_5
a_1978,b_926
a_2364,b_1296
a_11389,b_297
a_11252,b_1295
a_1590,b_949
a_2067,b_1231
a_2173,b_1191
a_4909,b_706
a_11578,b_414
a_6600,b_289
a_8266,b_390
a_12113,b_1408
a_6574,b_765
a_1049,b_1204
a_10541,b_1495
a_2319,b_821
a_10402,b_187
a_7876,b_1044
a_11153,b_1053
a_5986,b_424
a_9226,b_1142
a_12080,b_989
a_3537,b_1148
a_10751,b_980
a_3688,b_821
a_4744,b_1356
a_9380,b_715
a_8955,b_139
a_5501,b_577
a_7479,b_1172
a_3193,b_267
a_10421,b_755
a_9078,b_1520
a_4020,b_260
a_1288,b_1303
a_4179,b_1010
a_3337,b_799
a_10490,b_647
a_8956,b_859
a_11591,b_1473
a_10847,b_614
a_2959,b_754
a_9239,b_1041
a_12132,b_212
a_11892,b_1484
a_11752,b_1454
a_6930,b_815
a_2088,b_1179
a_4701,b_1475
a_11294,b_883
a_449,b_1248
a_376,b_1094
a_4191,b_1527
a_1032,b_1257
a_11705,b_389
a_8735,b_316
a_4555,b_1507
a_6009,b_403
a_2607,b_533
a_5292,b_1551
a_6544,b_845
a_3365,b_1409
a_6551,b_935
a_9773,b_744
a_8218,b_547
a_1959,b_360
a_2622,b_1095
a_7445,b_956
a_2464,b_58
a_1317,b_972
a_10912,b_1492
a_1781,b_372
a_3840,b_1357
a_4398,b_1116
a_10543,b_354
a_288,b_1323
a_7449,b_111
a_7697,b_531
a_11958,b_1347
a_4737,b_1184
a_6375,b_372
a_367,b_468
a_644,b_549
a_2447,b_1258
a_3108,b_56
a_9644,b_829
a_574,b_617
a_10351,b_1339
a_1023,b_468
a_1217,b_1057
a_8561,b_355
a_1846,b_1524
a_4009,b_278
a_7699,b_173
a_5952,b_1338
a_3764,b_339
a_933,b_856
a_2229,b_988
a_7277,b_241
a_3618,b_1241
a_1708,b_1537
a_10376,b_560
a_3907,b_1245
a_7561,b_176
a_4660,b_122
a_496,b_701
a_6844,b_1162
a_9079,b_309
a_7956,b_357
a_5529,b_1460
a_10274,b_977
a_11495,b_900
a_6005,b_1526
a_8636,b_1190
a_9912,b_754
a_2304,b_394
a_9938,b_1375
a_5669,b_83
a_7724,b_322
a_11104,b_449
a_8216,b_56
a_3878,b_1076
a_4066,b_972
a_10414,b_323
a_2533,b_1314
a_10935,b_1493
a_4036,b_1481
a_10218,b_1558
a_11689,b_1340
a_10517,b_224
a_5773,b_558
a_6461,b_1331
a_9562,b_325
a_4111,b_240
a_9469,b_807
a_4272,b_281
a_10610,b_632
a_5242,b_372
a_4129,b_639
a_2603,b_1227
a_9867,b_379
a_1595,b_108
a_9859,b_728
a_11730,b_816
a_6642,b_257
a_3531,b_1330
a_4329,b_1430
a_1885,b_976
a_1200,b_1287
a_11108,b_824
a_7797,b_893
a_2654,b_1138
a_6523,b_1167
a_5460,b_693
a_10845,b_1294
a_7784,b_1484
a_5401,b_312
a_1842,b_182
a_5158,b_561
a_8636,b_1283
a_1454,b_1428
a_9991,b_161
a_126,b_907
a_342,b_449
a_10389,b_1475
a_8633,b_406
a_6784,b_1171
a_1612,b_1453
a_10843,b_234
a_5801,b_1183
a_589,b_871
a_618,b_898
a_1010,b_858
a_10113,b_756
a_5266,b_518
a_1038,b_1259
a_137,b_1263
a_11724,b_1421
a_4970,b_1009
a_5360,b_310
a_1444,b_1432
a_522,b_940
a_1767,b_1059
a_8726,b_602
a_6945,b_773
a_2187,b_674
a_8610,b_721
a_9174,b_288
a_9737,b_620
a_4910,b_251
a_7344,b_518
a_7633,b_1036
a_9300,b_32
a_11999,b_261
a_11785,b_329
a_3969,b_619
a_8975,b_781
a_923,b_1433
a_3220,b_290
a_7461,b_1383
a_1967,b_742
a_11583,b_477
a_2702,b_604
a_10179,b_28
a_11642,b_994
a_10413,b_963
a_2236,b_313
a_10855,b_95
a_1097,b_392
a_815,b_329
a_6950,b_1331
a_1466,b_1276
a_1850,b_1160
a_7521,b_182
a_3394,b_790
a_10603,b_192
a_10516,b_944
a_3860,b_813
a_2921,b_211
a_5633,b_1443
a_7765,b_399
a_8861,b_1233
a_1755,b_807
a_6738,b_1147
a_1620,b_1
a_1708,b_1163
a_3635,b_1251
a_5311,b_930
a_8318,b_389
a_7810,b_1165
a_7891,b_1322
a_1009,b_1130
a_7819,b_82
a_1307,b_36
a_10835,b_572
a_1236,b_915
a_766,b_80
a_5639,b_1259
a_7871,b_1284
a_10952,b_568
a_8450,b_393
a_5181,b_697
