b_1011,c_20430
b_948,c_3861
b_1219,c_26576
b_978,c_18299
b_816,c_22750
b_77,c_5296
b_1030,c_12280
b_753,c_17690
b_82,c_1887
b_292,c_12289
b_1483,c_10113
b_1200,c_12357
b_780,c_571
b_801,c_24928
b_970,c_16981
b_232,c_19266
b_758,c_26356
b_1477,c_16614
b_143,c_24780
b_1504,c_22862
b_382,c_10210
b_864,c_12854
b_1233,c_19833
b_555,c_25738
b_782,c_18394
b_969,c_11405
b_930,c_21672
b_919,c_18010
b_1450,c_19479
b_1276,c_25996
b_461,c_19648
b_110,c_5562
b_1273,c_2594
b_223,c_27725
b_1371,c_27008
b_1424,c_5801
b_291,c_10647
b_850,c_9098
b_1214,c_25314
b_1358,c_2445
b_332,c_13257
b_670,c_8009
b_1107,c_16458
b_1421,c_4696
b_156,c_16868
b_1426,c_23026
b_755,c_3218
b_1290,c_29212
b_713,c_9113
b_503,c_11584
b_430,c_6164
b_838,c_19368
b_90,c_19724
b_874,c_7323
b_202,c_24286
b_1321,c_2588
b_1408,c_296
b_1278,c_22536
b_1168,c_9574
b_543,c_4067
b_341,c_26136
b_811,c_11262
b_924,c_20
b_1291,c_18742
b_365,c_4882
b_1151,c_30881
b_1048,c_17314
b_165,c_19338
b_1054,c_15952
b_1530,c_14526
b_1304,c_18622
b_535,c_18302
b_612,c_4493
b_309,c_15281
b_148,c_21290
b_859,c_1892
b_1139,c_13325
b_1395,c_18298
b_720,c_30663
b_471,c_4801
b_98,c_27394
b_357,c_16808
b_1507,c_9240
b_1027,c_21244
b_1393,c_19272
b_1471,c_20081
b_1534,c_13820
b_873,c_29941
b_668,c_19075
b_1126,c_28398
b_922,c_3929
b_551,c_20481
b_1352,c_30517
b_1325,c_1947
b_65,c_15231
b_947,c_13355
b_554,c_8911
b_1012,c_12718
b_328,c_27906
b_1558,c_7498
b_848,c_11791
b_1094,c_18179
b_1151,c_6705
b_900,c_1189
b_552,c_8483
b_448,c_10529
b_1438,c_22268
b_801,c_12147
b_852,c_19056
b_1293,c_11551
b_762,c_8921
b_773,c_22939
b_843,c_22502
b_43,c_18725
b_803,c_5879
b_490,c_16426
b_652,c_11929
b_1433,c_25937
b_1518,c_12797
b_103,c_18066
b_1470,c_20814
b_979,c_30379
b_969,c_21026
b_1302,c_26070
b_204,c_18747
b_548,c_11793
b_132,c_28770
b_1364,c_11038
b_1025,c_7060
b_407,c_2811
b_925,c_12695
b_841,c_25759
b_569,c_5179
b_380,c_6310
b_887,c_24914
b_792,c_12881
b_667,c_2290
b_1134,c_4577
b_1133,c_28405
b_154,c_25531
b_56,c_5315
b_134,c_20698
b_77,c_15051
b_1021,c_25563
b_1223,c_10005
b_54,c_4308
b_1542,c_26747
b_617,c_27510
b_405,c_4402
b_894,c_12224
b_638,c_18239
b_451,c_19979
b_1099,c_10576
b_809,c_11949
b_305,c_23883
b_412,c_11562
b_1020,c_24562
b_58,c_13300
b_1269,c_27986
b_675,c_7706
b_71,c_8867
b_467,c_4635
b_760,c_19534
b_1278,c_144
b_814,c_26633
b_896,c_10226
b_497,c_30653
b_746,c_15736
b_11,c_7789
b_155,c_23757
b_931,c_7010
b_642,c_17741
b_194,c_20339
b_572,c_22554
b_627,c_16370
b_1143,c_9456
b_264,c_10541
b_952,c_13826
b_238,c_4953
b_341,c_19104
b_647,c_1863
b_370,c_5791
b_547,c_19250
b_461,c_11997
b_1508,c_25032
b_146,c_16708
b_961,c_11711
b_1446,c_8594
b_1173,c_1286
b_1192,c_11042
b_1135,c_3304
b_679,c_30487
b_1034,c_4462
b_654,c_26957
b_896,c_6094
b_543,c_3344
b_785,c_3910
b_1361,c_27261
b_1306,c_19276
b_1096,c_10879
b_1319,c_19668
b_733,c_5662
b_199,c_9569
b_790,c_16469
b_1070,c_6360
b_84,c_29763
b_1332,c_6694
b_856,c_31417
b_1467,c_6808
b_137,c_17180
b_746,c_14009
b_675,c_22019
b_345,c_7281
b_364,c_28963
b_1261,c_24914
b_579,c_6102
b_337,c_12546
b_565,c_3071
b_1225,c_28060
b_739,c_2982
b_1480,c_16995
b_798,c_15763
b_607,c_18518
b_1549,c_25832
b_1185,c_9956
b_1118,c_1672
b_854,c_8372
b_750,c_24293
b_896,c_17340
b_1212,c_13333
b_3,c_22438
b_1314,c_11269
b_1428,c_223
b_23,c_15237
b_511,c_27777
b_86,c_24100
b_1043,c_27695
b_1497,c_25989
b_1386,c_9962
b_654,c_7905
b_295,c_31285
b_1164,c_15419
b_714,c_3559
b_1482,c_23250
b_947,c_15081
b_1489,c_3629
b_559,c_24090
b_978,c_29291
b_15,c_20467
b_712,c_16243
b_118,c_31155
b_640,c_9514
b_1147,c_27203
b_237,c_5382
b_505,c_17901
b_830,c_6288
b_974,c_14348
b_1255,c_14428
b_168,c_29534
b_572,c_17639
b_1191,c_11031
b_763,c_18962
b_1214,c_29929
b_922,c_15008
b_555,c_12729
b_1283,c_11123
b_1186,c_30761
b_190,c_22138
b_137,c_5821
b_352,c_20192
b_452,c_7204
b_1371,c_22777
b_678,c_15231
b_1317,c_31037
b_330,c_15562
b_1163,c_1757
b_1341,c_11013
b_787,c_15228
b_894,c_31365
b_1477,c_802
b_912,c_6746
b_1474,c_27036
b_858,c_5298
b_253,c_5003
b_992,c_859
b_149,c_27685
b_384,c_6491
b_1224,c_29140
b_453,c_19806
b_652,c_3707
b_319,c_9482
b_699,c_2850
b_1387,c_26123
b_730,c_30537
b_23,c_5095
b_11,c_14486
b_1281,c_14545
b_714,c_18828
b_433,c_3172
b_1202,c_25919
b_460,c_18795
b_1153,c_11351
b_1495,c_22208
b_1052,c_29223
b_1229,c_23909
b_1114,c_10451
b_1540,c_727
b_1152,c_28987
b_1497,c_25644
b_356,c_2211
b_883,c_6262
b_370,c_26417
b_1075,c_25435
b_861,c_12684
b_945,c_17575
b_609,c_5356
b_1526,c_10142
b_435,c_16738
b_105,c_25875
b_119,c_14678
b_1445,c_31202
b_1156,c_2240
b_18,c_1264
b_1275,c_16350
b_753,c_26589
b_528,c_11047
b_80,c_25248
b_443,c_15625
b_638,c_31261
b_1365,c_11239
b_1162,c_22955
b_1416,c_2530
b_820,c_16837
b_467,c_26846
b_1082,c_10301
b_94,c_28960
b_1131,c_12912
b_1319,c_15612
b_1052,c_6158
b_268,c_22987
b_197,c_16532
b_810,c_5553
b_211,c_17241
b_989,c_24674
b_8,c_236
b_371,c_11695
b_530,c_3706
b_947,c_146
b_833,c_6448
b_776,c_20936
b_50,c_25631
b_217,c_12639
b_982,c_6489
b_970,c_12936
b_280,c_7803
b_258,c_12565
b_1498,c_16770
b_697,c_284
b_1031,c_28102
b_1353,c_9991
b_1106,c_4346
b_645,c_27164
b_167,c_27751
b_429,c_7333
b_800,c_16060
b_1429,c_12804
b_447,c_22182
b_1272,c_18024
b_1353,c_8742
b_1278,c_29610
b_251,c_29033
b_395,c_301
b_833,c_8587
b_1266,c_7369
b_128,c_7061
b_857,c_12638
b_610,c_10417
b_1328,c_8434
b_800,c_7799
b_331,c_18077
b_28,c_13656
b_104,c_27372
b_115,c_19493
b_1261,c_3182
b_1088,c_11307
b_964,c_2441
b_598,c_5091
b_533,c_25554
b_1411,c_22841
b_1414,c_2274
b_1175,c_6062
b_454,c_26129
b_1529,c_6254
b_494,c_20976
b_63,c_3133
b_1401,c_12463
b_1357,c_6869
b_1467,c_15855
b_53,c_19988
b_1001,c_21809
b_1076,c_910
b_1437,c_24845
b_1034,c_13318
b_325,c_27864
b_741,c_29145
b_393,c_3930
b_366,c_12447
b_1327,c_27562
b_711,c_27868
b_704,c_29994
b_1223,c_14573
b_666,c_3038
b_136,c_12768
b_1364,c_18678
b_1148,c_7509
b_363,c_18742
b_61,c_9418
b_1446,c_7095
b_166,c_14579
b_555,c_16217
b_1030,c_27307
b_617,c_1945
b_589,c_28645
b_990,c_29518
b_1384,c_14563
b_533,c_20721
b_311,c_9048
b_1180,c_20356
b_930,c_7279
b_844,c_27987
b_1174,c_16271
b_1219,c_29447
b_26,c_23788
b_110,c_1972
b_12,c_24954
b_334,c_24416
b_425,c_2809
b_538,c_18571
b_197,c_23973
b_92,c_5517
b_888,c_28758
b_163,c_7371
b_946,c_22376
b_161,c_28112
b_131,c_22730
b_1165,c_20641
b_1434,c_27205
b_1341,c_7205
b_508,c_19611
b_89,c_29388
b_221,c_12928
b_148,c_30912
b_1516,c_29897
b_795,c_9269
b_1115,c_7781
b_194,c_12851
b_497,c_1230
b_118,c_22913
b_1284,c_21137
b_968,c_6906
b_1315,c_2275
b_1053,c_15837
b_1407,c_5875
b_523,c_16566
b_1167,c_19700
b_1503,c_3560
b_750,c_26788
b_1083,c_1599
b_214,c_25591
b_329,c_27387
b_868,c_23212
b_85,c_12862
b_916,c_10486
b_1002,c_19791
b_1507,c_3569
b_275,c_7567
b_137,c_4993
b_638,c_29817
b_389,c_23840
b_1485,c_5248
b_1427,c_23538
b_703,c_9680
b_410,c_5166
b_338,c_1337
b_875,c_29794
b_6,c_29866
b_454,c_21644
b_311,c_9274
b_1049,c_16248
b_584,c_14675
b_1260,c_24142
b_1413,c_23942
b_1127,c_28908
b_1327,c_4567
b_452,c_4590
b_349,c_31025
b_271,c_18616
b_1069,c_26403
b_1376,c_2620
b_233,c_23764
b_148,c_30884
b_983,c_13506
b_1097,c_1342
b_667,c_14361
b_940,c_854
b_827,c_28703
b_639,c_14571
b_147,c_20270
b_807,c_26151
b_869,c_8956
b_455,c_27812
b_1088,c_6445
b_1169,c_25787
b_589,c_8888
b_418,c_2198
b_812,c_25047
b_744,c_15292
b_422,c_10033
b_1179,c_9396
b_318,c_6880
b_411,c_20749
b_129,c_16961
b_388,c_29630
b_37,c_16953
b_736,c_25264
b_1172,c_13872
b_1167,c_14024
b_449,c_26386
b_1170,c_11161
b_570,c_24368
b_1524,c_22182
b_1165,c_16754
b_5,c_31381
b_1543,c_2839
b_1312,c_11447
b_1244,c_19179
b_600,c_22892
b_790,c_27791
b_576,c_5703
b_1254,c_21655
b_672,c_13445
b_1271,c_2457
b_951,c_10716
b_60,c_5633
b_1498,c_15472
b_903,c_6129
b_1142,c_13633
b_1114,c_10548
b_814,c_14390
b_16,c_3511
b_522,c_2939
b_1227,c_11157
b_357,c_3019
b_37,c_13200
b_410,c_20290
b_579,c_9738
b_1524,c_24735
b_415,c_6450
b_810,c_17318
b_1340,c_20285
b_353,c_27816
b_1160,c_8023
b_676,c_2839
b_41,c_7479
b_850,c_28599
b_1349,c_16714
b_433,c_12219
b_620,c_8314
b_1531,c_11621
b_15,c_4303
b_913,c_27087
b_776,c_22449
b_603,c_2990
b_592,c_20695
b_130,c_13745
b_313,c_23910
b_1274,c_23168
b_1420,c_1632
b_1010,c_1798
b_728,c_29616
b_445,c_27448
b_403,c_30015
b_954,c_16201
b_1115,c_6039
b_956,c_18799
b_58,c_15990
b_798,c_2437
b_117,c_6706
b_833,c_7056
b_203,c_24305
b_480,c_14789
b_417,c_27392
b_765,c_10068
b_1095,c_20341
b_1213,c_27387
b_1473,c_24610
b_179,c_20757
b_493,c_7248
b_564,c_28297
b_1436,c_9282
b_390,c_26692
b_1032,c_29942
b_1043,c_13472
b_298,c_14760
b_440,c_858
b_1226,c_22117
b_1327,c_27188
b_422,c_24981
b_854,c_21622
b_35,c_27461
b_774,c_22131
b_1525,c_28885
b_24,c_5726
b_973,c_7140
b_1548,c_9292
b_645,c_5652
b_631,c_13889
b_377,c_4007
b_248,c_28198
b_1191,c_17891
b_404,c_2103
b_1265,c_18615
b_824,c_19931
b_693,c_21765
b_613,c_28564
b_1554,c_879
b_1283,c_1029
b_256,c_15725
b_376,c_11557
b_1396,c_23328
b_275,c_14949
b_879,c_274
b_1420,c_4571
b_1158,c_2289
b_918,c_11817
b_66,c_10377
b_892,c_6827
b_467,c_4000
b_1497,c_9690
b_1504,c_15574
b_629,c_16002
b_404,c_8743
b_610,c_22801
b_299,c_26248
b_221,c_6243
b_709,c_8748
b_80,c_7318
b_1428,c_11336
b_1425,c_25816
b_424,c_16732
b_1126,c_16994
b_577,c_26370
b_487,c_20274
b_1452,c_4609
b_601,c_9512
b_972,c_18784
b_4,c_19885
b_1254,c_9949
b_1474,c_23945
b_1387,c_14950
b_1199,c_342
b_349,c_18526
b_463,c_15365
b_1213,c_4799
b_79,c_4280
b_582,c_448
b_442,c_18202
b_1355,c_31276
b_1002,c_21809
b_926,c_2332
b_523,c_18616
b_827,c_22037
b_965,c_6896
b_238,c_12640
b_1039,c_27954
b_155,c_5039
b_1449,c_7061
b_59,c_22175
b_913,c_7073
b_986,c_17396
b_646,c_10947
b_1547,c_16526
b_1100,c_10023
b_1237,c_23041
b_776,c_26882
b_200,c_27240
b_765,c_18523
b_299,c_13237
b_90,c_5364
b_1149,c_28743
b_330,c_11820
b_1544,c_4048
b_404,c_5451
b_290,c_12028
b_464,c_1601
b_612,c_9806
b_443,c_31438
b_1373,c_8514
b_80,c_1727
b_1242,c_6622
b_605,c_10475
b_72,c_24452
b_81,c_4278
b_678,c_17398
b_213,c_9546
b_1502,c_22542
b_73,c_15150
b_1386,c_21552
b_280,c_21725
b_398,c_20828
b_897,c_20100
b_735,c_30906
b_1264,c_23824
b_12,c_4098
b_862,c_16044
b_761,c_6019
b_708,c_12582
b_498,c_24668
b_918,c_24113
b_967,c_20389
b_1525,c_21753
b_126,c_3472
b_798,c_4448
b_1356,c_18246
b_451,c_18934
b_173,c_21294
b_771,c_6662
b_1331,c_14533
b_896,c_13238
b_1108,c_30746
b_1528,c_6837
b_115,c_8747
b_1070,c_18541
b_1471,c_14873
b_1512,c_22292
b_397,c_23369
b_412,c_6700
b_1039,c_14772
b_762,c_209
b_879,c_20717
b_120,c_852
b_267,c_11998
b_1215,c_16598
b_1378,c_2883
b_1497,c_6561
b_128,c_9642
b_1076,c_6399
b_598,c_13538
b_136,c_26683
b_859,c_17987
b_341,c_24887
b_1033,c_13151
b_1086,c_15825
b_1489,c_30180
b_1490,c_3945
b_315,c_13540
b_1020,c_23222
b_580,c_27807
b_1048,c_16520
b_1168,c_6013
b_276,c_7036
b_646,c_26785
b_1533,c_4630
b_187,c_5249
b_453,c_101
b_314,c_8757
b_1407,c_11997
b_349,c_29283
b_1341,c_14584
b_1361,c_6147
b_983,c_29172
b_1315,c_18939
b_322,c_14108
b_735,c_9360
b_624,c_26590
b_527,c_12310
b_491,c_13084
b_1266,c_16964
b_1524,c_20175
b_163,c_9034
b_290,c_2516
b_825,c_7213
b_659,c_9936
b_1487,c_2187
b_1535,c_3360
b_224,c_4663
b_1470,c_17175
b_471,c_24453
b_770,c_20208
b_685,c_30519
b_752,c_4395
b_279,c_29542
b_1429,c_10977
b_22,c_6708
b_1326,c_15891
b_71,c_22907
b_104,c_24986
b_868,c_5510
b_1260,c_24364
b_557,c_25616
b_910,c_20166
b_656,c_22074
b_708,c_1591
b_1444,c_10003
b_298,c_10803
b_862,c_23159
b_758,c_8705
b_1095,c_15446
b_213,c_5553
b_180,c_22444
b_894,c_5140
b_807,c_8259
b_621,c_13404
b_1141,c_26942
b_481,c_22058
b_952,c_8695
b_630,c_15657
b_1263,c_7277
b_1480,c_21642
b_421,c_19045
b_1124,c_20646
b_577,c_25378
b_124,c_6059
b_990,c_31251
b_1047,c_22751
b_1209,c_30368
b_819,c_18160
b_1176,c_3528
b_412,c_12573
b_1268,c_3932
b_1223,c_18186
b_989,c_21094
b_1201,c_19105
b_680,c_22274
b_137,c_27352
b_1277,c_17032
b_504,c_29964
b_1303,c_508
b_1102,c_7624
b_433,c_23192
b_94,c_27608
b_1114,c_8143
b_1326,c_1571
b_418,c_5745
b_574,c_28687
b_1418,c_3373
b_1274,c_10095
b_610,c_20501
b_1312,c_17757
b_668,c_22834
b_1066,c_5826
b_1482,c_22942
b_960,c_21338
b_534,c_2513
b_212,c_7944
b_1536,c_25623
b_1533,c_26912
b_451,c_19311
b_1312,c_15085
b_275,c_2634
b_979,c_16838
b_199,c_12872
b_581,c_22606
b_1453,c_28926
b_1352,c_6829
b_447,c_29149
b_724,c_17129
b_781,c_18776
b_1515,c_3708
b_125,c_7079
b_289,c_22691
b_820,c_19752
b_453,c_782
b_976,c_4061
b_822,c_30506
b_448,c_28714
b_109,c_27390
b_222,c_27050
b_1191,c_15752
b_995,c_15245
b_517,c_24228
b_1282,c_11167
b_540,c_25732
b_846,c_21016
b_509,c_4194
b_489,c_19296
b_520,c_913
b_949,c_18414
b_1336,c_29162
b_698,c_22701
b_445,c_2064
b_848,c_2456
b_459,c_17887
b_509,c_28008
b_798,c_11287
b_707,c_28743
b_1463,c_27348
b_1064,c_29346
b_406,c_11872
b_343,c_8085
b_98,c_22111
b_955,c_30136
b_713,c_4536
b_948,c_28325
b_281,c_19290
b_867,c_25854
b_42,c_22411
b_29,c_22204
b_770,c_4093
b_1019,c_6526
b_343,c_6131
b_159,c_2705
b_1539,c_9676
b_118,c_19985
b_838,c_25903
b_1361,c_29927
b_135,c_7037
b_1004,c_882
b_977,c_14255
b_1167,c_5827
b_245,c_8426
b_350,c_29359
b_1034,c_769
b_30,c_4557
b_339,c_2341
b_528,c_4517
b_1217,c_25728
b_1238,c_28083
b_910,c_23702
b_559,c_28324
b_1498,c_11810
b_455,c_1961
b_263,c_11898
b_525,c_16898
b_570,c_3863
b_41,c_18313
b_159,c_3399
b_171,c_25815
b_1488,c_29613
b_317,c_31168
b_1348,c_24880
b_1150,c_3699
b_86,c_7691
b_743,c_13072
b_579,c_18956
b_365,c_402
b_1135,c_1590
b_396,c_12150
b_532,c_22008
b_302,c_29156
b_422,c_24133
b_736,c_14347
b_1271,c_26702
b_77,c_21335
b_1510,c_25567
b_1205,c_29104
b_1080,c_27136
b_122,c_28558
b_194,c_7906
b_190,c_8298
b_1019,c_9391
b_905,c_10627
b_762,c_8125
b_176,c_18525
b_43,c_20029
b_554,c_11360
b_244,c_2938
b_248,c_14383
b_640,c_29344
b_1048,c_15085
b_418,c_8236
b_1556,c_7673
b_1089,c_2799
b_421,c_9006
b_1368,c_2012
b_1295,c_27070
b_174,c_17028
b_753,c_27018
b_1413,c_25212
b_876,c_10209
b_202,c_12898
b_149,c_25361
b_392,c_23804
b_1172,c_8611
b_33,c_17319
b_354,c_19173
b_772,c_9408
b_1303,c_12347
b_672,c_15028
b_1146,c_2710
b_1511,c_10090
b_802,c_11611
b_947,c_3807
b_1129,c_9079
b_1455,c_17944
b_325,c_10013
b_976,c_930
b_109,c_30842
b_31,c_18659
b_1521,c_28897
b_1207,c_4087
b_1312,c_20465
b_424,c_4837
b_613,c_14444
b_1104,c_1226
b_571,c_19440
b_319,c_29421
b_1512,c_24460
b_845,c_26125
b_761,c_29528
b_947,c_5770
b_1303,c_7309
b_286,c_11383
b_684,c_18028
b_503,c_5823
b_1480,c_27049
b_1218,c_2819
b_571,c_29068
b_160,c_12800
b_78,c_8532
b_1215,c_14631
b_804,c_10488
b_668,c_3766
b_374,c_28160
b_254,c_9860
b_450,c_11471
b_306,c_5295
b_773,c_16708
b_286,c_18118
b_128,c_1215
b_624,c_16836
b_862,c_27529
b_1203,c_2809
b_322,c_7231
b_751,c_12362
b_631,c_1454
b_1435,c_7692
b_738,c_2871
b_1087,c_29293
b_585,c_6502
b_1089,c_7391
b_529,c_9157
b_820,c_27335
b_860,c_30694
b_995,c_27085
b_891,c_8609
b_228,c_20711
b_511,c_16666
b_70,c_21081
b_2,c_3291
b_41,c_17939
b_1269,c_20408
b_675,c_10108
b_1405,c_27487
b_1031,c_30647
b_228,c_13878
b_1475,c_3967
b_1461,c_30074
b_1393,c_11445
b_559,c_24785
b_1320,c_13003
b_1108,c_6669
b_1306,c_4888
b_1111,c_22294
b_972,c_18928
b_1444,c_31456
b_419,c_21984
b_1103,c_8451
b_1254,c_26218
b_1284,c_17875
b_945,c_18649
b_1032,c_5654
b_405,c_8682
b_420,c_9588
b_471,c_17874
b_1082,c_16530
b_287,c_29162
b_1288,c_24869
b_1278,c_20384
b_331,c_6380
b_583,c_7350
b_343,c_3049
b_1120,c_13677
b_316,c_18910
b_967,c_17190
b_1347,c_3646
b_948,c_31159
b_34,c_5073
b_1238,c_21102
b_34,c_14559
b_921,c_23168
b_730,c_16685
b_725,c_15663
b_795,c_25455
b_1376,c_7743
b_226,c_15844
b_993,c_30166
b_49,c_27263
b_1194,c_22529
b_244,c_4758
b_6,c_22535
b_1434,c_31346
b_818,c_10436
b_821,c_12716
b_1520,c_12782
b_761,c_31465
b_345,c_11169
b_1173,c_9129
b_681,c_27967
b_956,c_9599
b_399,c_18745
b_115,c_3339
b_584,c_3498
b_1345,c_16383
b_1401,c_4046
b_315,c_10845
b_800,c_27107
b_1229,c_9905
b_1068,c_28972
b_23,c_4291
b_706,c_25796
b_1306,c_16332
b_345,c_27807
b_175,c_25336
b_1232,c_13606
b_907,c_24963
b_118,c_16784
b_280,c_20062
b_1417,c_5828
b_147,c_4629
b_1501,c_26394
b_685,c_15691
b_47,c_30464
b_919,c_21567
b_986,c_4072
b_984,c_3798
b_1116,c_9009
b_767,c_25698
b_168,c_18926
b_1157,c_9627
b_1399,c_19070
b_8,c_3913
b_439,c_24532
b_1281,c_22467
b_1197,c_3720
b_291,c_9414
b_385,c_15973
b_1412,c_9589
b_800,c_2895
b_859,c_13305
b_1412,c_15542
b_1407,c_939
b_194,c_15817
b_410,c_24095
b_283,c_22327
b_371,c_12312
b_659,c_11751
b_1409,c_30432
b_1021,c_3433
b_1124,c_6348
b_610,c_11544
b_310,c_7334
b_1281,c_2029
b_631,c_23198
b_1342,c_319
b_192,c_18431
b_784,c_20560
b_1144,c_15880
b_577,c_1274
b_984,c_12844
b_165,c_27969
b_1380,c_28103
b_1160,c_12827
b_649,c_22189
b_1454,c_10202
b_1269,c_12742
b_813,c_6389
b_1263,c_24835
b_1138,c_30479
b_977,c_671
b_276,c_3720
b_920,c_7105
b_984,c_8340
b_1467,c_26495
b_1198,c_1652
b_1061,c_14280
b_709,c_28756
b_1180,c_27008
b_107,c_22837
b_526,c_16286
b_1198,c_21630
b_329,c_28766
b_586,c_13806
b_894,c_15691
b_184,c_12742
b_592,c_7423
b_16,c_28228
b_781,c_27451
b_657,c_15422
b_984,c_26004
b_1164,c_29549
b_26,c_21906
b_545,c_18810
b_555,c_3799
b_620,c_27336
b_720,c_9894
b_209,c_27307
b_880,c_8013
b_654,c_24122
b_222,c_26090
b_373,c_5424
b_212,c_4654
b_959,c_14889
b_1515,c_29995
b_599,c_8370
b_889,c_21657
b_298,c_2135
b_1509,c_24937
b_1203,c_26978
b_1175,c_27243
b_322,c_30468
b_980,c_3159
b_905,c_12399
b_872,c_19120
b_933,c_22397
b_1423,c_6284
b_201,c_23909
b_1187,c_11167
b_999,c_23762
b_1366,c_5185
b_1551,c_11265
b_1018,c_16365
b_380,c_718
b_1164,c_8746
b_1493,c_23959
b_102,c_28752
b_1274,c_6995
b_100,c_24811
b_761,c_15293
b_1170,c_16306
b_320,c_19722
b_1465,c_2177
b_192,c_29071
b_893,c_14363
b_167,c_12871
b_98,c_14688
b_536,c_16317
b_903,c_19631
b_520,c_11094
b_1462,c_28600
b_705,c_19618
b_1158,c_6521
b_776,c_30355
