d_12506,e_27046
d_9810,e_44074
d_10798,e_7690
d_18386,e_9823
d_579,e_15897
d_18611,e_33882
d_2227,e_10856
d_27448,e_21150
d_17398,e_4863
d_28035,e_19922
d_8540,e_18040
d_9381,e_44724
d_11526,e_20972
d_17141,e_16095
d_5833,e_28066
d_23977,e_5539
d_2363,e_13067
d_20951,e_30532
d_27959,e_11121
d_15199,e_10067
d_10897,e_31697
d_29858,e_37251
d_1123,e_42643
d_18855,e_14544
d_3371,e_7184
d_25656,e_32531
d_2044,e_26921
d_2616,e_20424
d_1913,e_25966
d_22875,e_15941
d_18002,e_12106
d_21063,e_17171
d_11151,e_30426
d_16656,e_38855
d_24856,e_25657
d_20305,e_45993
d_12624,e_46763
d_11412,e_31569
d_14676,e_18644
d_18368,e_22292
d_24511,e_45641
d_30951,e_46966
d_5016,e_29146
d_18748,e_20692
d_22016,e_2304
d_13601,e_39367
d_28696,e_21604
d_22664,e_15657
d_16952,e_9497
d_7445,e_24434
d_22284,e_23209
d_30359,e_23259
d_22305,e_18164
d_4957,e_29993
d_24481,e_15841
d_12163,e_9796
d_380,e_27173
d_25251,e_14495
d_16333,e_18767
d_26196,e_24739
d_26847,e_34803
d_11961,e_2077
d_13040,e_36
d_5561,e_1849
d_18754,e_31054
d_24085,e_43998
d_22156,e_22149
d_29133,e_8741
d_24678,e_32556
d_25203,e_24471
d_31355,e_36927
d_20921,e_2403
d_17173,e_44696
d_12209,e_33438
d_30232,e_40622
d_14759,e_682
d_17625,e_36
d_12656,e_33426
d_20760,e_27222
d_9376,e_43654
d_10342,e_13015
d_11410,e_12823
d_3347,e_15577
d_13269,e_20876
d_15469,e_19749
d_7809,e_33789
d_30076,e_17328
d_7347,e_45861
d_9586,e_6387
d_4073,e_38919
d_2906,e_16911
d_15241,e_856
d_17203,e_30423
d_5062,e_38361
d_3989,e_18924
d_19003,e_37282
d_3195,e_42738
d_17862,e_506
d_15397,e_28481
d_9505,e_19653
d_14446,e_23178
d_1708,e_13792
d_3945,e_29374
d_28606,e_10200
d_21679,e_2751
d_11180,e_28645
d_4384,e_3964
d_20562,e_43328
d_6533,e_649
d_30634,e_4049
d_5373,e_11255
d_22119,e_25447
d_26112,e_22275
d_27771,e_39354
d_1789,e_19768
d_29394,e_240
d_22491,e_44716
d_28709,e_20799
d_9093,e_8146
d_7996,e_32014
d_4259,e_7703
d_25427,e_7098
d_3734,e_29531
d_25839,e_11063
d_21632,e_23218
d_7410,e_22248
d_11404,e_33889
d_22576,e_28040
d_21155,e_11639
d_7828,e_24153
d_20742,e_39236
d_22577,e_37442
d_4089,e_23480
d_726,e_12350
d_13723,e_10274
d_2086,e_11887
d_11353,e_29510
d_15004,e_13519
d_14379,e_28621
d_17671,e_27169
d_12368,e_42069
d_25378,e_42752
d_25108,e_40603
d_22246,e_21370
d_5333,e_35706
d_28978,e_533
d_9909,e_45832
d_28276,e_21976
d_16018,e_19350
d_11478,e_14479
d_25459,e_18740
d_4152,e_28239
d_5952,e_15101
d_16847,e_41978
d_18776,e_43569
d_30283,e_45821
d_16652,e_2888
d_7632,e_4646
d_25768,e_5796
d_28012,e_44984
d_30093,e_6665
d_15569,e_30955
d_7486,e_5076
d_686,e_25259
d_31287,e_22529
d_23429,e_30886
d_24021,e_6910
d_27396,e_26424
d_9424,e_12731
d_20266,e_22121
d_12077,e_26182
d_14991,e_27009
d_13868,e_18592
d_30471,e_33364
d_25944,e_409
d_25932,e_23378
d_17194,e_13799
d_23022,e_26994
d_17932,e_38905
d_2232,e_47070
d_19472,e_1303
d_740,e_386
d_20422,e_12851
d_31396,e_9382
d_21048,e_30733
d_30464,e_4100
d_10810,e_27708
d_28237,e_17323
d_20204,e_29639
d_30917,e_40132
d_29639,e_17933
d_23911,e_7854
d_16233,e_8880
d_3187,e_4835
d_15080,e_3803
d_1806,e_43443
d_29912,e_45578
d_18904,e_36453
d_11111,e_26462
d_10447,e_22746
d_25976,e_45168
d_8630,e_10285
d_28497,e_18659
d_11350,e_5192
d_5558,e_843
d_15755,e_40686
d_25480,e_23923
d_22960,e_38096
d_30877,e_14337
d_20684,e_19029
d_28230,e_26753
d_13375,e_32077
d_25657,e_12707
d_30959,e_41894
d_2606,e_22252
d_26137,e_6433
d_6635,e_3478
d_13009,e_21152
d_5185,e_29447
d_22179,e_45762
d_19611,e_42784
d_18686,e_37048
d_1777,e_38496
d_21961,e_40879
d_23962,e_12297
d_7978,e_3728
d_26028,e_4737
d_6501,e_6038
d_8819,e_40244
d_30858,e_33465
d_21158,e_3442
d_11898,e_25454
d_12826,e_27952
d_27232,e_11995
d_13145,e_5682
d_10963,e_5114
d_9528,e_46376
d_6151,e_16418
d_14859,e_18226
d_16801,e_31355
d_2521,e_5511
d_4596,e_44688
d_12018,e_20634
d_6991,e_43068
d_7846,e_6889
d_14802,e_35319
d_18620,e_43221
d_18670,e_12281
d_15616,e_6403
d_27112,e_16972
d_28546,e_34694
d_6253,e_44385
d_13202,e_24738
d_11700,e_13015
d_11934,e_3357
d_7688,e_35337
d_14085,e_13882
d_29639,e_2304
d_7971,e_13526
d_30796,e_45186
d_24135,e_33023
d_31058,e_42276
d_24063,e_30302
d_14802,e_34960
d_4375,e_18851
d_4120,e_17621
d_13900,e_38855
d_1159,e_32060
d_21227,e_27758
d_28110,e_8817
d_24246,e_9999
d_28173,e_1677
d_23872,e_7071
d_10546,e_46127
d_7868,e_13636
d_30116,e_660
d_11537,e_41335
d_3609,e_20192
d_16655,e_9572
d_9667,e_39123
d_15469,e_28653
d_7054,e_35047
d_11975,e_41339
d_17894,e_2327
d_28125,e_17130
d_23103,e_34406
d_10189,e_24799
d_20448,e_3110
d_231,e_12101
d_17326,e_25104
d_16743,e_31181
d_2625,e_29462
d_20019,e_31214
d_1727,e_7353
d_23262,e_4096
d_28781,e_15892
d_23815,e_2163
d_13876,e_37012
d_15913,e_3638
d_1386,e_1448
d_8698,e_29549
d_2037,e_42176
d_24934,e_27109
d_1563,e_4819
d_5073,e_20465
d_29330,e_22950
d_7011,e_30406
d_15523,e_19020
d_27200,e_9651
d_20881,e_6700
d_1744,e_24983
d_23606,e_34053
d_26083,e_31282
d_26688,e_25600
d_26044,e_24997
d_111,e_4298
d_11034,e_15018
d_11557,e_30719
d_490,e_29267
d_178,e_1779
d_11073,e_21332
d_8387,e_7666
d_144,e_34490
d_12514,e_27034
d_22287,e_41430
d_23708,e_22717
d_1288,e_9865
d_6001,e_44823
d_11393,e_23035
d_19540,e_17426
d_6767,e_34050
d_15415,e_14128
d_2663,e_27835
d_11719,e_23744
d_17676,e_22164
d_24515,e_24455
d_15983,e_44560
d_552,e_23323
d_15518,e_42219
d_13553,e_1776
d_5711,e_8027
d_21421,e_17573
d_9754,e_37752
d_20786,e_13564
d_1429,e_17907
d_23251,e_2682
d_12905,e_16052
d_10125,e_18483
d_30005,e_9441
d_6863,e_36259
d_19369,e_44708
d_29519,e_1995
d_27124,e_40970
d_3740,e_11366
d_10483,e_28250
d_13904,e_26394
d_17649,e_42596
d_22080,e_634
d_30996,e_3277
d_9463,e_44182
d_23022,e_2784
d_5131,e_42842
d_24031,e_32879
d_27276,e_39906
d_19540,e_29038
d_13056,e_38152
d_9194,e_22085
d_11010,e_44215
d_24718,e_35057
d_23561,e_28549
d_4498,e_32319
d_15922,e_35566
d_19730,e_36673
d_26061,e_13541
d_6670,e_31914
d_16684,e_6122
d_24932,e_46902
d_3646,e_13618
d_5357,e_30299
d_467,e_3318
d_6201,e_41063
d_16841,e_29185
d_11995,e_25883
d_18336,e_22370
d_20448,e_32136
d_11956,e_501
d_12200,e_46465
d_24900,e_12236
d_9419,e_42636
d_20479,e_9471
d_7799,e_257
d_23492,e_42079
d_23234,e_36509
d_9178,e_7208
d_23337,e_42927
d_22239,e_19583
d_9415,e_2245
d_26275,e_18836
d_9075,e_38501
d_17030,e_30064
d_8891,e_39330
d_12044,e_37368
d_9536,e_3848
d_12652,e_3672
d_20987,e_20272
d_24970,e_27475
d_3386,e_6485
d_20642,e_35164
d_29412,e_139
d_21301,e_9925
d_12594,e_17215
d_27600,e_2100
d_23571,e_2530
d_2043,e_21591
d_7727,e_19084
d_27705,e_40967
d_18010,e_22373
d_30729,e_10331
d_11628,e_19595
d_28092,e_30203
d_26040,e_46432
d_10966,e_45016
d_24448,e_21956
d_8744,e_25646
d_695,e_211
d_1364,e_21667
d_9110,e_35341
d_20960,e_45876
d_3381,e_1332
d_27,e_25793
d_22126,e_13441
d_10001,e_10976
d_13525,e_29372
d_28588,e_8685
d_17425,e_26701
d_24658,e_22870
d_21023,e_19186
d_28524,e_35453
d_22635,e_36747
d_15811,e_19367
d_16019,e_7332
d_27979,e_28636
d_12688,e_11880
d_22577,e_3982
d_12699,e_26790
d_5933,e_31111
d_5792,e_29582
d_10738,e_45700
d_14950,e_30056
d_5417,e_23475
d_908,e_33287
d_12432,e_18598
d_11903,e_18120
d_30894,e_2656
d_12681,e_44548
d_18532,e_15916
d_1609,e_45380
d_21480,e_29530
d_27387,e_36882
d_3784,e_6091
d_29422,e_46300
d_9011,e_38613
d_15046,e_24558
d_5962,e_6029
d_7777,e_21052
d_7069,e_42516
d_31122,e_22199
d_19123,e_46597
d_19814,e_11601
d_25204,e_12481
d_25039,e_38790
d_13036,e_12527
d_4710,e_32727
d_4011,e_14486
d_29124,e_41958
d_17482,e_29602
d_22411,e_35017
d_21553,e_14819
d_15474,e_17044
d_5208,e_3301
d_18737,e_24522
d_5055,e_4833
d_33,e_11620
d_2142,e_21217
d_26291,e_31697
d_12769,e_46637
d_632,e_43023
d_19352,e_27342
d_8063,e_46181
d_30608,e_36251
d_26104,e_44945
d_22300,e_37175
d_9069,e_43557
d_8769,e_11214
d_16112,e_24443
d_17559,e_31221
d_22127,e_2908
d_4994,e_25989
d_16864,e_34175
d_29950,e_8079
d_14013,e_332
d_2647,e_7799
d_24261,e_13948
d_4750,e_6743
d_26354,e_22712
d_24603,e_18204
d_19555,e_16204
d_21956,e_39161
d_4775,e_11773
d_11223,e_8524
d_22326,e_4707
d_6448,e_46159
d_17973,e_13425
d_5498,e_37024
d_26958,e_31555
d_1242,e_6369
d_31346,e_11164
d_29623,e_1487
d_8389,e_20631
d_31025,e_36753
d_28848,e_22719
d_16721,e_20588
d_16532,e_43276
d_8688,e_2831
d_17057,e_3572
d_30928,e_7343
d_12030,e_4402
d_8576,e_16704
d_2594,e_41487
d_7574,e_38930
d_15912,e_46360
d_21319,e_25564
d_30727,e_18649
d_9452,e_40616
d_1181,e_27801
d_5568,e_10689
d_10538,e_22270
d_22034,e_2698
d_30662,e_40497
d_27715,e_43576
d_17713,e_38787
d_17913,e_5690
d_23183,e_31907
d_10482,e_12745
d_20746,e_6714
d_14773,e_31687
d_22153,e_9911
d_6365,e_18670
d_23739,e_30979
d_30944,e_38527
d_2489,e_18612
d_14437,e_44407
d_17898,e_44512
d_27074,e_14257
d_2136,e_40164
d_13210,e_44986
d_17148,e_5852
d_13202,e_3728
d_2592,e_19203
d_29517,e_7743
d_15960,e_41195
d_8712,e_12577
d_9857,e_12523
d_24170,e_4904
d_26270,e_41165
d_16594,e_4240
d_25665,e_34300
d_1576,e_7231
d_11559,e_44068
d_31334,e_376
d_4332,e_14841
d_15126,e_37461
d_16393,e_27230
d_6036,e_37949
d_16209,e_34580
d_25099,e_28940
d_16697,e_23081
d_25602,e_44455
d_16220,e_28557
d_54,e_19600
d_28385,e_2744
d_19205,e_45175
d_17186,e_40985
d_3370,e_37613
d_28890,e_30932
d_17226,e_39682
d_2947,e_40702
d_28331,e_43977
d_20159,e_28450
d_26701,e_26173
d_4323,e_4747
d_25883,e_9479
d_1351,e_30472
d_19694,e_39277
d_16215,e_38308
d_10084,e_5964
d_3275,e_7141
d_5997,e_41557
d_18708,e_8934
d_23136,e_366
d_9523,e_42814
d_5707,e_38139
d_24925,e_24341
d_19937,e_21253
d_956,e_45905
d_26202,e_12928
d_3316,e_3173
d_30400,e_34251
d_22351,e_9352
d_15921,e_27730
d_9171,e_11131
d_24738,e_10244
d_16860,e_23267
d_30406,e_25289
d_16597,e_13576
d_3350,e_15375
d_23462,e_5849
d_24903,e_29473
d_9327,e_15397
d_7562,e_38054
d_19540,e_21499
d_22071,e_6959
d_16396,e_44767
d_12240,e_35711
d_2619,e_38861
d_9272,e_40515
d_14178,e_36867
d_27816,e_22528
d_24897,e_4395
d_20978,e_39089
d_31353,e_43725
d_3193,e_39637
d_9720,e_29567
d_22656,e_29475
d_2241,e_3315
d_10798,e_23484
d_5335,e_31010
d_9012,e_2491
d_26940,e_2010
d_5708,e_1479
d_13446,e_6575
d_29506,e_41504
d_25102,e_34939
d_9786,e_180
d_20886,e_36441
d_22359,e_5091
d_27949,e_40966
d_17656,e_2915
d_15446,e_7232
d_12104,e_3020
d_13600,e_3905
d_29267,e_12520
d_23618,e_5771
d_1240,e_22180
d_4104,e_40974
d_24977,e_1342
d_2725,e_3886
d_25478,e_7470
d_21551,e_8269
d_13021,e_45550
d_3184,e_17562
d_20772,e_21203
d_30395,e_14684
d_8936,e_14977
d_27882,e_2600
d_2251,e_37717
d_17338,e_21128
d_28151,e_25933
d_13301,e_37662
d_9448,e_36847
d_2909,e_15272
d_23387,e_45923
d_21831,e_6763
d_5824,e_42498
d_31346,e_35576
d_6485,e_1235
d_8430,e_40024
d_16561,e_7310
d_17380,e_5453
d_24470,e_19081
d_17071,e_31122
d_5215,e_2392
d_1983,e_30123
d_13193,e_26118
d_30215,e_38124
d_15659,e_40217
d_10616,e_37521
d_19010,e_21294
d_5816,e_36412
d_15563,e_3699
d_160,e_236
d_2126,e_47045
d_17703,e_24634
d_15051,e_40259
d_17966,e_23426
d_22089,e_5071
d_29310,e_33914
d_28127,e_8016
d_23505,e_44967
d_9444,e_5922
d_26704,e_30430
d_9263,e_13777
d_25435,e_41242
d_13895,e_32425
d_6275,e_9564
d_14523,e_7061
d_7801,e_4271
d_11673,e_32133
d_26074,e_39098
d_17067,e_13797
d_9862,e_15156
d_25127,e_44891
d_11726,e_32361
d_19797,e_21489
d_18285,e_25775
d_13694,e_9884
d_520,e_21821
d_5665,e_3237
d_29516,e_35236
d_3658,e_19806
d_270,e_19994
d_22863,e_12464
d_18158,e_22369
d_26277,e_22011
d_15763,e_32086
d_3791,e_22687
d_21224,e_15661
d_15792,e_26525
d_30754,e_24476
d_27191,e_31691
d_15336,e_2018
d_14582,e_37912
d_28146,e_1746
d_14404,e_26838
d_28467,e_21242
d_21927,e_26062
d_20775,e_41814
d_21688,e_11119
d_30235,e_18461
d_21974,e_42133
d_1938,e_5750
d_23141,e_35897
d_891,e_12212
d_3580,e_17103
d_8540,e_3434
d_16723,e_23480
d_27475,e_25316
d_3514,e_41417
d_18153,e_257
d_28508,e_73
d_7912,e_31162
d_4438,e_42700
d_14965,e_27392
d_27773,e_41374
d_21268,e_567
d_19107,e_15130
d_12490,e_11550
d_18746,e_25787
d_29074,e_635
d_1448,e_30561
d_29995,e_37942
d_12502,e_16578
d_7646,e_46122
d_21855,e_23446
d_19894,e_31976
d_15987,e_41557
d_11611,e_20002
d_15191,e_33923
d_14275,e_4339
d_25052,e_8172
d_1106,e_28754
d_12303,e_495
d_27804,e_6419
d_21441,e_24242
d_2828,e_41438
d_21785,e_35874
d_10759,e_27911
d_25613,e_28969
d_25314,e_44709
d_25856,e_37060
d_21309,e_28562
d_13462,e_6085
d_3931,e_44005
d_8139,e_2501
d_10460,e_428
d_13205,e_8014
d_13090,e_45632
d_3202,e_6806
d_29186,e_16852
d_19756,e_10072
d_19739,e_46396
d_8748,e_15876
d_30696,e_35407
d_19624,e_29971
d_8630,e_8586
d_16814,e_43462
d_30642,e_548
d_1663,e_8061
d_193,e_27016
d_12433,e_28805
d_6654,e_14261
d_6696,e_3994
d_22654,e_20504
d_28086,e_38895
d_27520,e_27532
d_25282,e_21702
d_1033,e_41067
d_19206,e_4386
d_30221,e_31574
d_10468,e_20463
d_18496,e_21069
d_29307,e_9977
d_27857,e_6358
d_22125,e_26663
d_18138,e_33569
d_22165,e_39353
d_31321,e_9953
d_10248,e_235
d_27783,e_2364
d_22234,e_10166
d_16354,e_44102
d_25794,e_45986
d_16824,e_41956
d_11082,e_22168
d_5333,e_27552
d_18167,e_19188
d_13031,e_3640
d_14203,e_11709
d_30053,e_2255
d_18465,e_28934
d_20624,e_12511
d_3565,e_1581
d_9661,e_4426
d_340,e_19106
d_362,e_31702
d_18173,e_43858
d_17293,e_11922
d_29699,e_15292
d_14128,e_11252
d_14465,e_33029
d_31316,e_33062
d_27650,e_4796
d_8257,e_27416
d_8430,e_44799
d_5133,e_36720
d_22643,e_34698
d_13573,e_38198
d_1494,e_37595
d_15934,e_25923
d_6826,e_1448
d_22055,e_28475
d_1684,e_13089
d_8292,e_21224
d_19144,e_37905
d_26190,e_14348
d_19922,e_13205
d_12217,e_34162
d_22692,e_785
d_16044,e_27776
d_5215,e_12705
d_5424,e_36588
d_29201,e_11469
d_23423,e_29487
d_10051,e_43690
d_23302,e_18210
d_12062,e_45513
d_14472,e_6611
d_10161,e_15812
d_9580,e_42403
d_6202,e_13291
d_24018,e_14572
d_10957,e_24619
d_8222,e_38187
d_359,e_33231
d_12034,e_8503
d_5157,e_31274
d_671,e_21138
d_13925,e_39146
d_3083,e_14050
d_6402,e_4756
d_11187,e_9142
d_6439,e_17008
d_12396,e_659
d_25022,e_37696
d_8005,e_26214
d_4813,e_15688
d_4482,e_26445
d_10903,e_24539
d_3105,e_5938
d_19439,e_18121
d_8892,e_19871
d_8552,e_36548
d_7474,e_22285
d_9579,e_12045
d_9273,e_19145
d_16328,e_14623
d_29922,e_18971
d_1015,e_6893
d_7711,e_17823
d_3032,e_31932
d_16615,e_1401
d_20748,e_14969
d_14701,e_42738
d_11402,e_4881
d_4393,e_11905
d_1167,e_34466
d_14130,e_6774
d_19613,e_15105
d_9481,e_34600
d_13684,e_39629
d_30285,e_24090
d_16809,e_15434
d_17357,e_27965
d_15656,e_31910
d_806,e_38420
d_23065,e_27104
d_637,e_15107
d_26166,e_11898
d_11002,e_3257
d_26002,e_25868
d_15765,e_30259
d_21281,e_25
d_4414,e_13129
d_29506,e_22699
d_7193,e_951
d_16952,e_44181
d_12685,e_19981
d_1758,e_13628
d_25824,e_43200
d_22677,e_35313
d_24514,e_43313
d_10705,e_20691
d_18781,e_34113
d_27417,e_29841
d_25947,e_3266
d_13304,e_4586
d_18195,e_32162
d_1229,e_27322
d_15565,e_1388
d_24334,e_11231
d_1499,e_25392
d_7778,e_38061
d_4497,e_15759
d_5772,e_181
d_25674,e_19670
d_6009,e_4453
d_18275,e_32173
d_30328,e_20039
d_29873,e_28847
d_28715,e_27925
d_19076,e_20417
d_18680,e_34853
d_2760,e_39956
d_6518,e_10603
d_22493,e_31564
d_296,e_41438
d_1140,e_2909
d_26779,e_25670
d_23099,e_29426
d_29753,e_16482
d_16605,e_12332
d_4932,e_7537
d_10603,e_23009
d_11433,e_809
d_24087,e_32089
d_11109,e_11077
d_8604,e_4393
d_11899,e_12346
d_5584,e_3243
d_2332,e_46788
d_21656,e_2265
d_235,e_30360
d_17150,e_17994
d_26898,e_2470
d_12964,e_21943
d_27970,e_31020
d_20204,e_29563
d_26891,e_4731
d_9422,e_10977
d_2684,e_35134
d_23781,e_27042
d_11033,e_19687
d_2989,e_38600
d_6746,e_21751
d_8317,e_28747
d_11577,e_26909
d_30900,e_29818
d_12558,e_27204
d_25992,e_4574
d_13588,e_3072
d_25251,e_20758
d_27483,e_44177
d_4256,e_24012
d_30465,e_12062
d_9759,e_9667
d_31250,e_34289
d_25005,e_37966
d_16006,e_6425
d_12796,e_16366
d_7226,e_36142
d_3070,e_13324
d_3308,e_16464
d_1974,e_39357
d_29110,e_33570
d_10125,e_43058
d_15858,e_39801
d_17276,e_1799
d_25189,e_8317
d_23723,e_37581
d_10316,e_17922
d_16254,e_2326
d_24549,e_12633
d_26352,e_38429
d_27598,e_16958
d_13290,e_37121
d_2566,e_32840
d_28277,e_1541
d_3471,e_29469
d_22533,e_40277
d_26059,e_40575
d_23105,e_39334
d_4947,e_43476
d_16259,e_13575
d_21190,e_39136
d_28998,e_25222
d_21066,e_4160
d_8963,e_14819
d_20038,e_12737
d_13356,e_39961
d_12149,e_14803
d_5051,e_11887
d_3145,e_28380
d_2710,e_38461
d_22242,e_2567
d_8711,e_39400
d_18613,e_20256
d_19070,e_7312
d_28854,e_47045
d_7865,e_45083
d_13577,e_46807
d_11915,e_30465
d_23027,e_41140
d_7686,e_28746
d_6856,e_13018
d_11157,e_43498
d_6648,e_5612
d_11339,e_1938
d_18043,e_18425
d_20814,e_46337
d_23305,e_11933
d_8465,e_8947
d_3866,e_45799
d_24985,e_20635
d_16031,e_19912
d_14316,e_42885
d_14559,e_9446
d_16056,e_34506
d_20856,e_29982
d_4038,e_23223
d_22727,e_10351
d_18664,e_3872
d_12709,e_4378
d_18681,e_43610
d_28375,e_164
d_21327,e_7786
d_5668,e_15886
d_19197,e_13290
d_26462,e_7767
d_30884,e_376
d_15948,e_19461
d_5760,e_19505
d_8873,e_15372
d_16382,e_13581
d_24067,e_26938
d_29984,e_6750
d_7100,e_40282
d_31049,e_23805
d_11298,e_31444
d_18111,e_30174
d_4207,e_17228
d_4013,e_12915
d_1571,e_29145
d_1227,e_41453
d_5558,e_36772
d_9447,e_40744
d_20049,e_583
d_24270,e_37725
d_15093,e_11687
d_17646,e_3380
d_13669,e_23161
d_21222,e_23649
d_10980,e_44340
d_23619,e_34137
d_20810,e_39626
d_26008,e_30960
d_13586,e_44847
d_20535,e_43654
d_25268,e_45414
d_19248,e_44767
d_16494,e_12499
d_11668,e_30624
d_12652,e_39981
d_22711,e_35444
d_6574,e_40760
d_496,e_5729
d_18542,e_16076
d_3218,e_39025
d_2960,e_16708
d_29278,e_34942
d_17536,e_45835
d_10938,e_12644
d_10217,e_9989
d_22032,e_43556
d_15153,e_35945
d_8057,e_44823
d_6475,e_3850
d_20927,e_13588
d_8070,e_27986
d_6571,e_36524
d_21492,e_45078
d_12680,e_2957
d_2304,e_3556
d_3688,e_13881
d_13473,e_31782
