b_1272,f_214944
b_1026,f_557625
b_852,f_152673
b_979,f_458032
b_709,f_323115
b_1267,f_41583
b_1262,f_382466
b_786,f_113675
b_1096,f_413158
b_1513,f_408822
b_360,f_340404
b_359,f_462583
b_601,f_374407
b_1365,f_470824
b_933,f_90448
b_1062,f_379152
b_688,f_222262
b_181,f_595604
b_732,f_229772
b_479,f_204286
b_1461,f_556356
b_601,f_394123
b_186,f_504050
b_496,f_448676
b_699,f_324434
b_218,f_487207
b_849,f_38964
b_1490,f_156205
b_47,f_305002
b_133,f_557877
b_1544,f_602574
b_1462,f_505245
b_1360,f_148305
b_1036,f_348634
b_1117,f_114774
b_848,f_412217
b_1198,f_544790
b_343,f_225486
b_1349,f_179091
b_171,f_576935
b_673,f_617216
b_764,f_551635
b_1361,f_625910
b_1315,f_30727
b_1070,f_322639
b_347,f_247118
b_1147,f_188497
b_1379,f_9779
b_641,f_153857
b_496,f_597501
b_607,f_294453
b_180,f_292917
b_738,f_115438
b_1040,f_329605
b_908,f_146023
b_289,f_116664
b_1528,f_266471
b_1332,f_595985
b_518,f_124799
b_1516,f_286064
b_481,f_612354
b_600,f_555459
b_180,f_308129
b_97,f_521141
b_38,f_325887
b_26,f_284521
b_576,f_467230
b_205,f_380157
b_1345,f_448393
b_470,f_243032
b_586,f_13726
b_1385,f_589927
b_503,f_427047
b_1246,f_420744
b_1477,f_175998
b_867,f_429090
b_731,f_454800
b_1234,f_308515
b_760,f_243884
b_187,f_552221
b_287,f_374284
b_608,f_613138
b_94,f_543058
b_1373,f_602626
b_336,f_23589
b_422,f_338703
b_1526,f_168565
b_1058,f_217719
b_205,f_263734
b_759,f_320563
b_1430,f_87264
b_487,f_604182
b_860,f_432817
b_698,f_445897
b_1487,f_177151
b_1163,f_262538
b_1291,f_114899
b_1115,f_510853
b_305,f_470247
b_110,f_572079
b_843,f_47957
b_360,f_343196
b_837,f_344095
b_1249,f_608204
b_72,f_393604
b_1458,f_406876
b_261,f_245200
b_218,f_293525
b_1532,f_271901
b_997,f_405851
b_1125,f_488111
b_529,f_160162
b_601,f_22137
b_1119,f_592831
b_1258,f_576883
b_150,f_223069
b_1148,f_610149
b_857,f_608293
b_371,f_454988
b_1075,f_50531
b_1240,f_465452
b_929,f_69199
b_698,f_228443
b_813,f_309161
b_564,f_593228
b_1460,f_567475
b_838,f_449256
b_1350,f_433014
b_746,f_607164
b_484,f_468546
b_1171,f_191608
b_199,f_471350
b_131,f_462088
b_803,f_624552
b_1094,f_165539
b_166,f_133908
b_812,f_642245
b_558,f_406379
b_814,f_99081
b_409,f_88679
b_822,f_423644
b_1120,f_593846
b_1400,f_136312
b_162,f_222815
b_543,f_447093
b_1039,f_624501
b_287,f_76707
b_703,f_163419
b_309,f_476711
b_926,f_558517
b_1304,f_531690
b_1390,f_513475
b_670,f_325446
b_1005,f_612799
b_16,f_30423
b_1531,f_610325
b_996,f_26373
b_93,f_54841
b_170,f_363090
b_331,f_368441
b_940,f_583865
b_912,f_109616
b_1059,f_500396
b_998,f_375077
b_144,f_70617
b_373,f_581363
b_254,f_539804
b_1404,f_72158
b_530,f_156747
b_1016,f_448271
b_1552,f_41495
b_804,f_480286
b_1311,f_552403
b_450,f_39841
b_1015,f_259235
b_1160,f_207579
b_255,f_174635
b_897,f_431020
b_728,f_113433
b_254,f_37656
b_577,f_187870
b_1087,f_332578
b_760,f_210481
b_66,f_393592
b_722,f_333943
b_228,f_329992
b_596,f_171816
b_1259,f_589486
b_922,f_618311
b_977,f_503739
b_944,f_189161
b_848,f_200020
b_941,f_465200
b_690,f_346858
b_267,f_139675
b_12,f_72222
b_1067,f_534267
b_558,f_301766
b_665,f_412257
b_1203,f_235115
b_1210,f_53560
b_912,f_539224
b_1373,f_287091
b_967,f_435657
b_668,f_435251
b_447,f_373739
b_134,f_392659
b_1407,f_477461
b_886,f_361395
b_91,f_345288
b_1438,f_301725
b_716,f_340568
b_408,f_352039
b_291,f_22058
b_811,f_381320
b_457,f_223912
b_446,f_592542
b_1249,f_484388
b_1312,f_150616
b_269,f_272752
b_1001,f_626507
b_431,f_379388
b_1265,f_459894
b_76,f_82097
b_886,f_542620
b_1163,f_594722
b_386,f_385823
b_326,f_431947
b_1497,f_43000
b_278,f_346418
b_1395,f_51272
b_507,f_627041
b_253,f_479924
b_533,f_66389
b_390,f_314201
b_648,f_128973
b_1069,f_605175
b_618,f_84904
b_720,f_461708
b_657,f_19933
b_1036,f_639810
b_1256,f_67857
b_1114,f_419558
b_544,f_196439
b_14,f_636091
b_51,f_552053
b_9,f_324171
b_607,f_206588
b_1501,f_235203
b_251,f_132709
b_352,f_355352
b_845,f_192285
b_1091,f_434972
b_455,f_488237
b_1012,f_301754
b_649,f_58930
b_245,f_352895
b_201,f_187175
b_458,f_415607
b_1169,f_638390
b_586,f_47762
b_1518,f_454445
b_321,f_133842
b_1472,f_222632
b_1527,f_622835
b_860,f_189243
b_1269,f_512818
b_191,f_314571
b_1281,f_474965
b_300,f_372101
b_651,f_401893
b_868,f_56026
b_1259,f_531525
b_814,f_151806
b_524,f_6263
b_190,f_258138
b_794,f_42409
b_673,f_345944
b_921,f_109225
b_1216,f_264312
b_340,f_29146
b_1248,f_90469
b_626,f_286995
b_1509,f_377137
b_984,f_474753
b_1450,f_104898
b_1107,f_490820
b_249,f_104593
b_160,f_309228
b_719,f_333019
b_573,f_415373
b_222,f_218628
b_591,f_473516
b_1206,f_399275
b_902,f_477873
b_998,f_117976
b_854,f_599017
b_1312,f_374718
b_1250,f_19976
b_653,f_243980
b_228,f_585311
b_154,f_498780
b_472,f_403237
b_1353,f_311070
b_371,f_153670
b_796,f_324331
b_673,f_261804
b_880,f_358151
b_811,f_331948
b_752,f_131799
b_522,f_106198
b_836,f_533593
b_399,f_68989
b_610,f_557424
b_985,f_555229
b_653,f_145723
b_869,f_404819
b_3,f_603901
b_171,f_451130
b_1342,f_154084
b_856,f_482006
b_748,f_31789
b_474,f_2949
b_1493,f_198291
b_476,f_128901
b_941,f_232383
b_799,f_335227
b_602,f_76415
b_1102,f_571987
b_1040,f_148729
b_1195,f_230519
b_1398,f_224512
b_484,f_375642
b_721,f_500131
b_199,f_423329
b_762,f_238373
b_483,f_641401
b_480,f_296670
b_957,f_230106
b_106,f_317099
b_613,f_230137
b_3,f_398467
b_962,f_165687
b_198,f_397366
b_616,f_205378
b_1372,f_485545
b_1380,f_476489
b_34,f_101997
b_926,f_293206
b_591,f_153384
b_212,f_142761
b_1555,f_261792
b_661,f_409293
b_751,f_431354
b_931,f_407294
b_1064,f_521985
b_194,f_378292
b_1557,f_434797
b_997,f_15126
b_936,f_4056
b_1368,f_261371
b_169,f_644742
b_1040,f_509239
b_943,f_86297
b_1433,f_234203
b_109,f_322193
b_544,f_393424
b_1364,f_503264
b_292,f_553713
b_6,f_462468
b_198,f_476085
b_516,f_91227
b_208,f_407371
b_1420,f_244936
b_85,f_571179
b_783,f_325450
b_533,f_283508
b_264,f_497488
b_91,f_110231
b_454,f_548003
b_108,f_11788
b_1265,f_209143
b_843,f_76495
b_141,f_130703
b_524,f_86231
b_1268,f_23384
b_1197,f_608180
b_305,f_517688
b_288,f_562398
b_688,f_349935
b_1290,f_325573
b_583,f_521046
b_1558,f_33676
b_1246,f_5699
b_984,f_66383
b_1118,f_360716
b_43,f_171075
b_821,f_352469
b_1487,f_539010
b_285,f_468668
b_962,f_92421
b_268,f_172888
b_159,f_587046
b_1058,f_599711
b_1507,f_421548
b_1,f_210808
b_560,f_221770
b_386,f_297920
b_1225,f_357968
b_137,f_425663
b_952,f_124375
b_1140,f_324814
b_797,f_345111
b_976,f_190655
b_1107,f_392498
b_1004,f_354442
b_673,f_206172
b_296,f_98810
b_903,f_297918
b_1376,f_428304
b_646,f_576682
b_863,f_350391
b_1039,f_590846
b_168,f_360350
b_1384,f_213257
b_955,f_322633
b_65,f_615814
b_995,f_401226
b_234,f_111481
b_351,f_236827
b_308,f_405870
b_1187,f_595792
b_24,f_163615
b_171,f_425362
b_1437,f_330119
b_182,f_168816
b_1365,f_607056
b_1237,f_66564
b_186,f_336895
b_371,f_381532
b_79,f_495583
b_1025,f_537347
b_219,f_601070
b_34,f_19361
b_1268,f_188212
b_1440,f_9994
b_1380,f_51150
b_1362,f_493420
b_1007,f_222572
b_783,f_449133
b_664,f_468466
b_1538,f_264346
b_824,f_498853
b_1283,f_256280
b_1344,f_534011
b_1178,f_214067
b_632,f_56578
b_1156,f_628294
b_982,f_591234
b_1146,f_204168
b_1179,f_551219
b_633,f_234779
b_1542,f_575378
b_164,f_133485
b_141,f_128709
b_548,f_536094
b_825,f_489748
b_926,f_309743
b_381,f_488089
b_4,f_137945
b_1198,f_12008
b_1254,f_50764
b_827,f_41413
b_709,f_95736
b_1204,f_118287
b_1289,f_236949
b_409,f_565924
b_1551,f_507975
b_1542,f_567673
b_1397,f_629670
b_1046,f_120695
b_1431,f_279765
b_1309,f_71056
b_1060,f_349527
b_265,f_549649
b_55,f_427920
b_1377,f_48133
b_1349,f_123023
b_588,f_237828
b_384,f_420563
b_227,f_632781
b_188,f_397291
b_1339,f_492505
b_738,f_468988
b_506,f_346327
b_973,f_26808
b_1077,f_7077
b_131,f_159820
b_309,f_548033
b_638,f_586626
b_498,f_314419
b_402,f_358403
b_230,f_30314
b_530,f_213570
b_1263,f_169082
b_605,f_400883
b_1293,f_186256
b_11,f_33861
b_961,f_72822
b_1070,f_370284
b_1435,f_98518
b_1158,f_463504
b_1542,f_518710
b_1006,f_240447
b_1204,f_95366
b_1004,f_279765
b_132,f_643802
b_127,f_398425
b_1480,f_322871
b_235,f_118850
b_626,f_267677
b_1000,f_163792
b_1128,f_396858
b_813,f_349190
b_994,f_242027
b_1540,f_352878
b_604,f_298488
b_130,f_117430
b_738,f_312394
b_1087,f_565769
b_796,f_61629
b_342,f_574902
b_132,f_519011
b_1040,f_379955
b_503,f_454700
b_719,f_583482
b_1528,f_531322
b_1378,f_549136
b_995,f_152700
b_1350,f_410259
b_294,f_573569
b_1486,f_301523
b_812,f_518947
b_1309,f_508264
b_848,f_301635
b_127,f_230170
b_1200,f_297191
b_532,f_260794
b_1027,f_423495
b_274,f_292280
b_526,f_292701
b_825,f_360786
b_1033,f_133382
b_1503,f_575301
b_355,f_325372
b_1132,f_53916
b_1496,f_301015
b_71,f_226145
b_1052,f_639660
b_218,f_404663
b_1481,f_157052
b_92,f_161762
b_284,f_393787
b_122,f_229106
b_1482,f_427512
b_1073,f_250971
b_1147,f_369924
b_994,f_44593
b_1287,f_24482
b_895,f_161490
b_395,f_32713
b_1275,f_401470
b_27,f_285604
b_1411,f_232729
b_781,f_529748
b_1176,f_175112
b_1032,f_158104
b_255,f_396669
b_436,f_629558
b_1463,f_200584
b_607,f_31688
b_420,f_504306
b_425,f_29119
b_8,f_80484
b_221,f_633551
b_1061,f_3292
b_987,f_267835
b_526,f_118081
b_444,f_513716
b_1232,f_541257
b_711,f_374094
b_1346,f_272072
b_1020,f_322772
b_907,f_239218
b_512,f_189921
b_1119,f_277152
b_832,f_644181
b_818,f_472580
b_1557,f_186658
b_71,f_271164
b_1324,f_449874
b_573,f_111834
b_742,f_109810
b_1077,f_354596
b_52,f_521175
b_1373,f_373166
b_252,f_21926
b_270,f_176637
b_1089,f_555230
b_656,f_93437
b_1037,f_208922
b_1209,f_49809
b_1337,f_446549
b_425,f_214130
b_186,f_123920
b_1553,f_86778
b_1233,f_187590
b_418,f_89542
b_265,f_262443
b_899,f_3791
b_1454,f_635847
b_1473,f_279932
b_70,f_216808
b_239,f_79950
b_181,f_253456
b_1030,f_132326
b_76,f_426105
b_1220,f_133639
b_1361,f_592833
b_791,f_101541
b_1445,f_353824
b_860,f_590513
b_816,f_256439
b_942,f_95827
b_13,f_278847
b_805,f_306042
b_459,f_199624
b_106,f_50388
b_437,f_64813
b_400,f_52582
b_1412,f_535255
b_458,f_209922
b_1352,f_357911
b_547,f_299381
b_3,f_17693
b_1060,f_289187
b_1008,f_642387
b_1218,f_142545
b_737,f_124152
b_742,f_458283
b_287,f_210787
b_432,f_89583
b_472,f_361727
b_201,f_441226
b_905,f_376018
b_76,f_247713
b_1118,f_621103
b_226,f_185809
b_6,f_475209
b_154,f_22942
b_1522,f_633794
b_155,f_540512
b_1170,f_59538
b_453,f_548390
b_1311,f_266763
b_241,f_372071
b_1359,f_551696
b_1033,f_225717
b_658,f_403702
b_353,f_399324
b_207,f_531155
b_1517,f_58616
b_484,f_228936
b_413,f_237280
b_594,f_44950
b_732,f_608748
b_1382,f_178765
b_299,f_553831
b_419,f_75861
b_674,f_30511
b_923,f_391410
b_953,f_626350
b_720,f_388378
b_348,f_449945
b_129,f_455993
b_43,f_57043
b_1243,f_531098
b_1490,f_177277
b_1420,f_24981
b_1132,f_433765
b_1042,f_90716
b_244,f_636437
b_1440,f_608636
b_1521,f_594858
b_1311,f_279219
b_1379,f_540359
b_1355,f_482130
b_26,f_582008
b_784,f_183853
b_441,f_219155
b_1312,f_403398
b_90,f_139983
b_1029,f_95237
b_234,f_220609
b_244,f_529751
b_698,f_289527
b_482,f_139902
b_29,f_436042
b_959,f_399638
b_1239,f_617996
b_185,f_556738
b_887,f_100925
b_896,f_498425
b_300,f_303275
b_782,f_415611
b_932,f_630655
b_339,f_198551
b_641,f_100247
b_1071,f_413196
b_1294,f_142339
b_443,f_370524
b_1013,f_460382
b_599,f_40128
b_631,f_86744
b_873,f_148185
b_718,f_609450
b_659,f_204767
b_151,f_271717
b_621,f_642530
b_277,f_436604
b_453,f_142406
b_757,f_544459
b_1459,f_238538
b_1113,f_626213
b_1336,f_340129
b_165,f_102945
b_249,f_336688
b_1220,f_248009
b_893,f_591378
b_692,f_147458
b_474,f_117561
b_1117,f_36171
b_52,f_404983
b_244,f_400378
b_221,f_529075
b_745,f_351608
b_599,f_422489
b_751,f_450358
b_1353,f_362983
b_1017,f_444487
b_1376,f_482691
b_1186,f_48972
b_1066,f_175368
b_1228,f_243499
b_126,f_352253
b_212,f_210572
b_761,f_281003
b_751,f_481765
b_1222,f_476427
b_853,f_376314
b_1389,f_337104
b_1373,f_266503
b_24,f_426889
b_233,f_396024
b_908,f_530469
b_1487,f_193870
b_882,f_558749
b_30,f_280913
b_904,f_281374
b_144,f_603960
b_681,f_481728
b_123,f_286218
b_920,f_19121
b_797,f_39489
b_114,f_521458
b_291,f_87601
b_1360,f_274960
b_1303,f_574223
b_725,f_34787
b_419,f_257323
b_1183,f_623489
b_957,f_506439
b_76,f_521114
b_327,f_545214
b_84,f_264250
b_1016,f_158222
b_201,f_255019
b_801,f_47894
b_375,f_560926
b_1334,f_229072
b_1003,f_221560
b_879,f_403140
b_1215,f_91513
b_1201,f_556369
b_797,f_340573
b_265,f_42019
b_634,f_624856
b_535,f_352528
b_1039,f_146555
b_785,f_456554
b_8,f_352177
b_1310,f_159580
b_1311,f_303675
b_622,f_382582
b_337,f_539632
b_859,f_20063
b_58,f_387169
b_966,f_197372
b_467,f_571098
b_1318,f_94404
b_1161,f_208745
b_1445,f_267480
b_1083,f_847
b_854,f_401533
b_1539,f_614228
b_1468,f_169737
b_56,f_616087
b_391,f_524080
b_1533,f_584271
b_484,f_567685
b_124,f_196283
b_1553,f_109218
b_1310,f_267616
b_358,f_364467
b_1154,f_423704
b_404,f_255208
b_571,f_161464
b_814,f_389934
b_182,f_478028
b_130,f_73447
b_1103,f_455831
b_957,f_277671
b_1398,f_554039
b_240,f_174272
b_272,f_514633
b_1514,f_77439
b_1225,f_344085
b_488,f_17057
b_1503,f_210934
b_386,f_374956
b_239,f_53535
b_225,f_376201
b_1294,f_189283
b_262,f_419174
b_1174,f_264364
b_1001,f_246196
b_782,f_286372
b_1407,f_431615
b_795,f_41976
b_146,f_559027
b_1323,f_105869
b_894,f_626918
b_220,f_122819
b_755,f_110081
b_1222,f_1944
b_204,f_329905
b_139,f_255401
b_1506,f_644540
b_139,f_562870
b_603,f_516911
b_165,f_218820
b_1383,f_116147
b_1521,f_361923
b_1126,f_291928
b_1093,f_552334
b_154,f_571058
b_864,f_525867
b_368,f_366173
b_952,f_643902
b_1512,f_35389
b_936,f_142510
b_582,f_176073
b_1449,f_362479
b_1414,f_32760
b_1086,f_302648
b_456,f_112273
b_1443,f_624070
b_1314,f_430667
b_1395,f_66704
b_132,f_57021
b_769,f_630396
b_1351,f_334529
b_680,f_109378
b_1484,f_396529
b_1181,f_88723
b_397,f_38085
b_73,f_608957
b_1133,f_51895
b_511,f_490773
b_1558,f_330871
b_1475,f_160725
b_1316,f_465501
b_221,f_25175
b_1439,f_304857
b_698,f_80863
b_89,f_365487
b_468,f_102100
b_661,f_536287
b_172,f_541783
b_378,f_550687
b_967,f_175097
b_24,f_429946
b_827,f_42986
b_461,f_531019
b_736,f_46449
b_1107,f_42702
b_932,f_263456
b_1030,f_465965
b_667,f_314021
b_1329,f_72063
b_1290,f_393957
b_528,f_609981
b_953,f_598333
b_1158,f_220634
b_809,f_414550
b_894,f_347832
b_749,f_2915
b_194,f_634182
b_262,f_91967
b_898,f_19466
b_540,f_471830
b_1393,f_416343
b_627,f_406982
b_164,f_41518
b_184,f_366138
b_912,f_437766
b_238,f_56322
b_759,f_56326
b_306,f_196749
b_636,f_642540
b_169,f_418083
b_388,f_431218
b_833,f_418456
b_829,f_334440
b_1525,f_197748
b_200,f_161813
b_170,f_579750
b_280,f_613573
b_347,f_546720
b_350,f_53573
b_715,f_383103
b_237,f_251047
b_450,f_290644
b_455,f_395260
b_309,f_594027
b_1166,f_184662
b_820,f_540139
b_394,f_288112
b_1010,f_104431
b_170,f_629342
b_795,f_109361
b_1460,f_603586
b_845,f_522157
b_692,f_560500
b_1343,f_599266
b_1033,f_390142
b_1545,f_435743
b_84,f_194442
b_1186,f_483970
b_596,f_60911
b_1397,f_261180
b_1076,f_486183
b_218,f_301097
b_1235,f_554543
b_644,f_409984
b_286,f_523299
b_750,f_428216
b_830,f_11254
b_1493,f_487713
b_503,f_190426
b_222,f_38849
b_31,f_126929
b_1030,f_120788
b_136,f_367568
b_1416,f_479791
b_1124,f_556507
b_854,f_328986
b_1468,f_618530
b_1538,f_18246
b_1440,f_478672
b_590,f_319413
b_1203,f_13284
b_580,f_569568
b_1258,f_577429
b_1026,f_523540
b_1170,f_450974
b_779,f_405288
b_1212,f_294410
b_39,f_471565
b_824,f_628206
b_1437,f_586948
b_1368,f_49815
b_1156,f_189714
b_766,f_118329
b_991,f_465822
b_807,f_287961
b_934,f_591184
b_155,f_176662
b_923,f_155633
b_388,f_22650
b_135,f_562690
b_1414,f_510380
b_826,f_227658
b_1257,f_556575
b_513,f_171218
b_400,f_242502
b_152,f_528040
b_785,f_599869
b_1239,f_629548
b_1163,f_93844
b_672,f_577077
b_25,f_50605
b_488,f_404042
b_634,f_539722
b_1217,f_521825
b_517,f_26085
b_1215,f_401414
b_68,f_68054
b_65,f_38687
b_796,f_407721
b_12,f_453421
b_1021,f_345017
b_1195,f_420238
b_1500,f_164784
b_1470,f_204883
b_1220,f_50475
b_887,f_134182
b_809,f_451558
b_737,f_415032
b_48,f_504745
b_1559,f_224679
b_566,f_465288
b_735,f_555280
b_958,f_323029
b_664,f_274095
b_724,f_78703
b_296,f_626180
b_512,f_390736
b_929,f_282628
b_1113,f_349793
b_420,f_580116
b_517,f_518612
b_144,f_31879
b_264,f_189613
b_677,f_110816
b_355,f_190410
b_1102,f_182007
b_1364,f_35515
b_261,f_619503
b_1124,f_293771
b_353,f_316678
b_757,f_186092
b_243,f_537058
b_734,f_349544
b_834,f_594901
b_1227,f_377687
b_1223,f_153057
b_1337,f_115439
b_946,f_227935
b_565,f_317019
b_723,f_452576
b_1228,f_513350
b_232,f_164971
b_1558,f_242786
b_703,f_318604
b_1333,f_168530
b_1234,f_194465
b_1144,f_383577
b_762,f_36305
b_90,f_558842
b_1109,f_125840
b_1178,f_385814
b_748,f_126409
b_214,f_446144
b_152,f_442433
b_851,f_76360
b_785,f_196508
b_1228,f_577108
b_832,f_565772
b_1440,f_94047
b_413,f_476747
b_294,f_567850
b_522,f_56632
b_394,f_345725
b_227,f_254687
b_705,f_90847
b_437,f_148890
b_438,f_616022
b_20,f_275675
b_792,f_449387
b_49,f_68102
b_1552,f_534800
b_466,f_85868
b_789,f_354733
b_427,f_443078
b_1058,f_617795
b_276,f_298921
b_84,f_541490
b_903,f_518875
b_881,f_574407
b_308,f_595079
b_1187,f_274781
b_128,f_410333
b_1216,f_215118
b_114,f_297244
b_511,f_532781
b_1173,f_221718
b_1188,f_7083
b_1489,f_171422
b_995,f_87811
b_502,f_462064
b_232,f_311833
b_357,f_172201
b_195,f_31451
b_726,f_316051
b_550,f_606879
b_1414,f_85668
b_1367,f_47977
b_411,f_389421
b_534,f_99517
b_467,f_105261
b_1025,f_212168
b_600,f_296909
b_80,f_337862
b_826,f_620511
b_550,f_277028
b_619,f_224448
b_353,f_286199
b_1253,f_168977
b_1074,f_521222
b_1437,f_389315
b_1104,f_325667
b_142,f_620757
b_88,f_435805
b_1463,f_101498
b_637,f_346083
b_425,f_312491
b_1265,f_402355
b_1267,f_541535
b_171,f_597596
b_1140,f_296177
b_1149,f_340718
b_1053,f_592912
b_1444,f_407615
b_1500,f_91415
b_833,f_347944
b_1178,f_201828
b_68,f_562909
b_532,f_638982
b_274,f_505923
b_452,f_539117
b_887,f_264268
b_1447,f_605541
b_440,f_345516
b_1115,f_531640
b_1306,f_454643
b_102,f_212021
b_944,f_306046
b_856,f_566821
b_1504,f_330059
b_477,f_302537
b_1345,f_9643
b_1026,f_139034
b_968,f_307204
b_747,f_576775
b_726,f_418609
b_1276,f_370492
b_527,f_99193
b_894,f_443685
b_766,f_87676
b_319,f_66163
b_15,f_157786
b_511,f_226016
b_141,f_105189
b_220,f_154508
b_776,f_395357
b_245,f_143640
b_375,f_404362
b_244,f_616527
b_608,f_328875
b_1172,f_546109
b_830,f_35672
b_1180,f_628290
b_1076,f_342018
b_1437,f_199304
b_58,f_599528
b_1127,f_203449
b_56,f_394586
b_1225,f_265500
b_201,f_11729
b_1500,f_221613
b_92,f_616865
b_1262,f_611756
b_294,f_16248
b_210,f_362879
b_524,f_464547
b_205,f_378687
b_1487,f_603857
b_1535,f_176132
b_1434,f_113516
b_551,f_160739
b_1014,f_268978
b_445,f_27194
b_682,f_514350
b_11,f_558906
b_1410,f_39213
b_268,f_53580
b_165,f_594977
b_1105,f_223994
b_174,f_590767
b_1156,f_599568
b_475,f_358157
b_1239,f_421232
b_880,f_296894
b_870,f_382866
b_1306,f_409425
b_269,f_474541
b_662,f_429829
b_1278,f_286694
b_254,f_242554
b_1039,f_332831
b_1391,f_337997
b_793,f_206399
b_1251,f_339116
b_330,f_231703
b_1124,f_505092
b_429,f_200802
b_1277,f_69190
b_934,f_332805
b_500,f_147864
b_966,f_185554
b_1084,f_240321
b_589,f_132155
b_1531,f_516167
b_741,f_309059
b_6,f_352334
b_159,f_629884
b_1,f_81663
b_663,f_292409
b_1355,f_633182
b_1329,f_303130
b_415,f_547105
b_597,f_520953
b_286,f_360741
b_1197,f_20959
b_630,f_223957
b_1067,f_303836
b_1118,f_148135
b_660,f_537149
b_296,f_69601
b_1231,f_231054
b_846,f_506860
b_923,f_353038
b_1471,f_442284
b_884,f_361494
b_342,f_155595
b_576,f_503007
b_975,f_232143
b_1152,f_23186
b_62,f_276998
b_639,f_500074
b_477,f_411996
b_702,f_132692
b_954,f_15549
b_1293,f_148476
b_370,f_323002
b_1169,f_23939
