f_343448,d_22544
f_518040,d_24650
f_619568,d_12038
f_213764,d_28304
f_551058,d_102
f_408981,d_13013
f_383966,d_29294
f_36568,d_19288
f_64730,d_6033
f_423123,d_7270
f_310976,d_27531
f_123935,d_6745
f_184576,d_742
f_365210,d_10302
f_245265,d_16086
f_57481,d_9017
f_550436,d_12900
f_150365,d_22840
f_285198,d_13931
f_483163,d_26119
f_406426,d_21646
f_219204,d_29140
f_553918,d_22404
f_74027,d_7327
f_314219,d_9686
f_534819,d_11758
f_203600,d_16477
f_10785,d_9451
f_281024,d_20365
f_132680,d_18946
f_262002,d_18022
f_223001,d_18383
f_477251,d_7142
f_619206,d_18781
f_461947,d_10078
f_384900,d_13542
f_534170,d_7056
f_485389,d_9691
f_431394,d_29131
f_100768,d_9087
f_115453,d_19659
f_396136,d_16272
f_82792,d_14489
f_125364,d_25183
f_85882,d_17557
f_296834,d_11243
f_62748,d_7438
f_191762,d_27299
f_184134,d_22765
f_215807,d_10030
f_581590,d_18656
f_435131,d_19672
f_641956,d_879
f_86134,d_24628
f_442863,d_27832
f_403948,d_28812
f_503863,d_18813
f_208784,d_22430
f_214043,d_4355
f_440426,d_16117
f_156876,d_11599
f_392193,d_16625
f_297876,d_24145
f_535143,d_6130
f_9258,d_31346
f_432383,d_10678
f_593832,d_28320
f_431340,d_29562
f_629683,d_11777
f_365664,d_21367
f_204432,d_27166
f_357179,d_21223
f_172807,d_30481
f_169807,d_26415
f_407792,d_20795
f_568573,d_16046
f_563972,d_5462
f_37967,d_17224
f_590057,d_3252
f_629805,d_25192
f_562859,d_26480
f_146067,d_5914
f_524159,d_21881
f_547255,d_5946
f_519572,d_13451
f_62311,d_27954
f_627819,d_8698
f_463734,d_3061
f_318276,d_15571
f_341142,d_26137
f_199093,d_854
f_627516,d_29563
f_202331,d_236
f_175200,d_19991
f_262546,d_27505
f_353741,d_6512
f_12658,d_10033
f_175719,d_10268
f_527493,d_15435
f_434840,d_11028
f_464993,d_23846
f_478846,d_2062
f_627554,d_13153
f_207276,d_17535
f_63825,d_63
f_422360,d_27091
f_327556,d_26738
f_541086,d_16904
f_93492,d_17585
f_498646,d_27272
f_378938,d_22249
f_154331,d_21072
f_84231,d_30263
f_477295,d_9440
f_47035,d_27130
f_478503,d_10213
f_73001,d_2172
f_161945,d_17278
f_441277,d_21217
f_477660,d_29641
f_237419,d_13432
f_447259,d_24576
f_200886,d_28550
f_333170,d_29785
f_542169,d_23349
f_62325,d_22738
f_179402,d_5639
f_322548,d_19708
f_236732,d_14644
f_384722,d_7266
f_308012,d_23297
f_175809,d_1878
f_27434,d_21293
f_404020,d_25306
f_41741,d_910
f_114278,d_29214
f_370009,d_23545
f_443122,d_10587
f_128342,d_7061
f_510537,d_26468
f_224466,d_1440
f_73725,d_26856
f_240841,d_24161
f_611446,d_23802
f_296773,d_13486
f_305074,d_20144
f_10509,d_20657
f_323972,d_1874
f_103279,d_29052
f_238646,d_14924
f_477719,d_15925
f_605742,d_26455
f_149403,d_7622
f_450306,d_19448
f_614950,d_427
f_475197,d_17215
f_273007,d_23272
f_188867,d_20149
f_301486,d_6067
f_141355,d_18096
f_74551,d_20101
f_486145,d_14308
f_483752,d_803
f_633678,d_5306
f_97161,d_1313
f_92603,d_18778
f_222998,d_6656
f_456356,d_19741
f_428081,d_17889
f_619250,d_13109
f_272730,d_13135
f_370810,d_31346
f_250168,d_9752
f_14809,d_1248
f_211859,d_23242
f_316830,d_3294
f_511267,d_27496
f_543749,d_30634
f_531043,d_12940
f_484987,d_22485
f_505892,d_3986
f_304033,d_25046
f_140743,d_1035
f_639827,d_27145
f_265124,d_31191
f_215418,d_23085
f_277287,d_26959
f_195321,d_16452
f_149676,d_28561
f_168910,d_19733
f_403227,d_22691
f_594587,d_18646
f_475050,d_17769
f_429463,d_12845
f_41138,d_28945
f_369968,d_2264
f_415816,d_2673
f_535591,d_2023
f_449419,d_6025
f_28325,d_23284
f_298944,d_13640
f_87212,d_2724
f_96575,d_18016
f_60833,d_30421
f_183418,d_13003
f_479098,d_17128
f_118032,d_7122
f_634412,d_13372
f_255470,d_5566
f_156021,d_2521
f_530171,d_8300
f_256008,d_11238
f_452365,d_22280
f_365283,d_16463
f_198032,d_5364
f_221894,d_15584
f_191000,d_30419
f_306259,d_24372
f_309881,d_3241
f_447729,d_23644
f_229800,d_10655
f_596916,d_18106
f_322191,d_16515
f_564673,d_454
f_582408,d_9758
f_471521,d_21398
f_500627,d_20865
f_232115,d_9412
f_222180,d_2583
f_609230,d_20538
f_393056,d_5825
f_508957,d_7839
f_285640,d_9161
f_123180,d_21719
f_127087,d_24366
f_358201,d_19289
f_104960,d_12159
f_411024,d_3115
f_122242,d_15660
f_279315,d_20717
f_40968,d_26604
f_190434,d_20625
f_14807,d_15131
f_191788,d_29252
f_545665,d_11499
f_294066,d_15615
f_357691,d_20179
f_315303,d_8677
f_369297,d_23820
f_284736,d_12283
f_88081,d_3689
f_548800,d_7919
f_125314,d_26635
f_189389,d_22113
f_175641,d_11983
f_532579,d_15567
f_595007,d_318
f_249993,d_17916
f_188073,d_27074
f_538369,d_8179
f_443339,d_12969
f_213665,d_16651
f_308699,d_29122
f_249998,d_30456
f_78238,d_7647
f_51011,d_16888
f_572121,d_24737
f_22907,d_20182
f_485437,d_7611
f_79284,d_26343
f_193372,d_24926
f_35543,d_17519
f_411000,d_8739
f_568585,d_381
f_564501,d_27730
f_440838,d_21980
f_75969,d_1853
f_600298,d_5644
f_492032,d_10883
f_127781,d_23062
f_240509,d_4928
f_573482,d_21648
f_328991,d_29563
f_455966,d_29300
f_517087,d_17973
f_408899,d_133
f_261421,d_5043
f_294981,d_3156
f_525285,d_17066
f_546559,d_13172
f_392734,d_16995
f_244943,d_14881
f_601014,d_10904
f_381483,d_987
f_103922,d_355
f_514433,d_27527
f_187653,d_28091
f_142522,d_12691
f_534235,d_23741
f_142510,d_21683
f_270576,d_27465
f_406714,d_19241
f_52717,d_23436
f_447965,d_11870
f_432943,d_27015
f_105174,d_21984
f_304338,d_18001
f_179009,d_23852
f_154867,d_1237
f_340980,d_30859
f_348263,d_30013
f_194646,d_4087
f_137387,d_6572
f_553898,d_578
f_68062,d_31004
f_164503,d_30992
f_532385,d_15075
f_11332,d_3312
f_108371,d_19431
f_511473,d_21205
f_461719,d_22218
f_193982,d_14187
f_625595,d_28399
f_381214,d_26424
f_39438,d_12695
f_252775,d_6936
f_465146,d_25549
f_580243,d_10781
f_589536,d_5477
f_431836,d_21064
f_259199,d_20447
f_200966,d_20311
f_378731,d_8007
f_93153,d_20653
f_106116,d_26280
f_187664,d_818
f_467467,d_17715
f_309228,d_15521
f_584754,d_13452
f_631066,d_29762
f_381957,d_2476
f_177655,d_23107
f_308563,d_28813
f_208961,d_16089
f_396306,d_30357
f_528278,d_12039
f_626161,d_28281
f_192903,d_28482
f_601274,d_8521
f_577549,d_16374
f_358967,d_18111
f_168286,d_30642
f_132356,d_13398
f_387567,d_6502
f_236770,d_30158
f_351086,d_5773
f_72168,d_12019
f_402416,d_12997
f_158751,d_24449
f_340843,d_19202
f_451427,d_17324
f_450142,d_12041
f_195379,d_15751
f_357666,d_15120
f_514818,d_1037
f_441360,d_15967
f_433730,d_12506
f_630886,d_21680
f_436879,d_12693
f_248768,d_5799
f_501321,d_6122
f_27895,d_7595
f_361093,d_12367
f_262579,d_17889
f_37542,d_22062
f_550315,d_27735
f_515793,d_22645
f_59846,d_17529
f_634427,d_25665
f_303750,d_26850
f_396786,d_13311
f_487407,d_3555
f_568319,d_1416
f_306000,d_6603
f_108822,d_28829
f_103229,d_3213
f_285112,d_24423
f_125045,d_17467
f_188016,d_7995
f_258108,d_4443
f_589790,d_318
f_133302,d_19495
f_506589,d_12287
f_313336,d_26229
f_323694,d_29005
f_372730,d_17526
f_152480,d_21648
f_356914,d_5674
f_108871,d_802
f_599994,d_20759
f_596105,d_23752
f_42456,d_30102
f_348689,d_1563
f_621748,d_29965
f_510116,d_16314
f_360058,d_10465
f_61694,d_26349
f_79429,d_22200
f_558814,d_248
f_88083,d_19599
f_575846,d_8500
f_280059,d_11898
f_259175,d_30541
f_504162,d_21287
f_434409,d_14435
f_289812,d_12411
f_51668,d_26342
f_130551,d_23198
f_449899,d_19261
f_184740,d_11132
f_577168,d_6157
f_113927,d_28652
f_603829,d_13965
f_414910,d_6618
f_612823,d_20096
f_564279,d_856
f_232321,d_3650
f_312830,d_6966
f_357342,d_2075
f_189033,d_19994
f_321636,d_21384
f_537513,d_16122
f_483194,d_24550
f_641390,d_25223
f_534918,d_22330
f_153926,d_30477
f_34964,d_21185
f_396131,d_20216
f_349908,d_4768
f_457311,d_15273
f_425194,d_3097
f_581069,d_21302
f_179906,d_25880
f_46069,d_9015
f_354896,d_17199
f_256364,d_20169
f_59371,d_30785
f_539364,d_24560
f_59481,d_1379
f_623397,d_28746
f_171984,d_21230
f_136257,d_9665
f_557199,d_21853
f_537947,d_71
f_177369,d_28556
f_371691,d_2585
f_37905,d_20802
f_559564,d_8839
f_331521,d_30395
f_1172,d_2467
f_91429,d_19271
f_237319,d_12950
f_517975,d_27117
f_270587,d_8901
f_205610,d_29217
f_179605,d_7823
f_128675,d_31095
f_382646,d_12414
f_180378,d_29724
f_64417,d_6915
f_136113,d_28715
f_458377,d_27908
f_343873,d_21495
f_561731,d_17731
f_517045,d_16459
f_235216,d_197
f_352155,d_12803
f_74323,d_19012
f_470458,d_28743
f_305626,d_26918
f_46093,d_25773
f_62710,d_28914
f_600929,d_22076
f_457481,d_13473
f_616779,d_1040
f_499507,d_17036
f_620170,d_6626
f_500859,d_25954
f_302967,d_27895
f_455308,d_21642
f_219797,d_23038
f_118853,d_6457
f_421198,d_12442
f_459474,d_5686
f_304146,d_11860
f_517873,d_20907
f_305763,d_20144
f_139491,d_1869
f_102456,d_18831
f_407032,d_2592
f_632901,d_18745
f_86896,d_3384
f_498853,d_12677
f_83198,d_25053
f_391122,d_7134
f_506115,d_7056
f_457197,d_17537
f_7757,d_31206
f_388235,d_23605
f_581463,d_28157
f_148704,d_9340
f_521719,d_910
f_525309,d_19845
f_439682,d_28011
f_102047,d_14933
f_44361,d_19218
f_82020,d_21854
f_308464,d_2490
f_459611,d_29318
f_308612,d_1970
f_259561,d_8575
f_632967,d_3054
f_239267,d_12137
f_450243,d_24584
f_334874,d_10595
f_601929,d_12874
f_632384,d_4465
f_327299,d_11143
f_640962,d_21130
f_135662,d_11694
f_160539,d_15828
f_636555,d_8062
f_592695,d_29311
f_605770,d_4830
f_28095,d_19632
f_424499,d_8347
f_6687,d_7508
f_274516,d_30937
f_15961,d_21804
f_176555,d_5531
f_599927,d_28202
f_47078,d_22908
f_428777,d_20754
f_49252,d_14303
f_110734,d_28904
f_262591,d_26663
f_473402,d_26195
f_384699,d_21652
f_460068,d_22982
f_536439,d_31043
f_359319,d_10926
f_480425,d_20693
f_212798,d_19494
f_523228,d_25526
f_60547,d_7124
f_173684,d_13724
f_152001,d_5793
f_78008,d_20138
f_367582,d_2024
f_457074,d_18231
f_638689,d_15360
f_32938,d_23867
f_559531,d_27090
f_626607,d_7728
f_401953,d_16417
f_3081,d_12378
f_163026,d_13094
f_414493,d_14419
f_253610,d_24690
f_72138,d_29730
f_467887,d_22560
f_505229,d_19831
f_433389,d_13455
f_450676,d_2293
f_230660,d_1845
f_299123,d_6238
f_475938,d_20371
f_546993,d_14159
f_105586,d_12371
f_144536,d_6796
f_126011,d_30168
f_127246,d_8299
f_636595,d_27754
f_383311,d_21030
f_553607,d_25533
f_305339,d_7081
f_440442,d_26017
f_72459,d_4723
f_297628,d_13856
f_292515,d_24837
f_512056,d_15790
f_588595,d_10571
f_474904,d_3889
f_306080,d_11943
f_225353,d_688
f_299503,d_25811
f_36182,d_30804
f_158981,d_10170
f_51134,d_29588
f_513182,d_15661
f_282828,d_23258
f_536582,d_4374
f_24285,d_30475
f_578235,d_16029
f_161665,d_14791
f_14636,d_29979
f_329364,d_8990
f_475218,d_8805
f_414869,d_15431
f_75234,d_14689
f_256782,d_14420
f_418776,d_28355
f_538184,d_27918
f_83024,d_7610
f_15350,d_17127
f_343005,d_29568
f_221498,d_11513
f_567608,d_27058
f_52400,d_29569
f_258104,d_7267
f_250467,d_21402
f_325813,d_7612
f_144970,d_22970
f_544285,d_19334
f_150436,d_9887
f_179395,d_6961
f_407166,d_123
f_565403,d_25123
f_110997,d_6765
f_261842,d_3252
f_548749,d_1698
f_625633,d_1471
f_584519,d_29523
f_54883,d_20526
f_171199,d_10100
f_169342,d_25212
f_353442,d_11048
f_595801,d_18481
f_448452,d_7912
f_602407,d_19119
f_211604,d_8172
f_155069,d_17476
f_116499,d_30032
f_76462,d_13617
f_634120,d_21851
f_401385,d_27561
f_337036,d_30342
f_17692,d_15301
f_121376,d_16479
f_306367,d_12011
f_311027,d_8918
f_58591,d_29227
f_537200,d_1093
f_566841,d_27220
f_279002,d_361
f_626715,d_21094
f_534819,d_9773
f_413065,d_23962
f_139887,d_28401
f_280314,d_7832
f_596192,d_14918
f_614062,d_22523
f_39534,d_10013
f_547493,d_21409
f_559792,d_8318
f_370149,d_27641
f_361266,d_24073
f_199528,d_30749
f_482815,d_21828
f_80713,d_12695
f_5960,d_19450
f_644344,d_24059
f_108676,d_8936
f_275271,d_31229
f_208696,d_21085
f_526813,d_21670
f_290378,d_2770
f_110984,d_26953
f_104071,d_9504
f_623318,d_19443
f_93761,d_7097
f_579263,d_9572
f_330044,d_28106
f_401379,d_11760
f_377513,d_18439
f_204557,d_29555
f_321337,d_9771
f_364852,d_24240
f_208906,d_22451
f_198561,d_10224
f_149414,d_19064
f_147245,d_24450
f_627381,d_12546
f_181661,d_17505
f_193358,d_15223
f_176033,d_7959
f_486413,d_6660
f_563827,d_7299
f_429181,d_14561
f_50098,d_17000
f_482468,d_8668
f_338734,d_29811
f_297362,d_21448
f_205135,d_7787
f_183877,d_14819
f_65498,d_28407
f_352895,d_24648
f_256330,d_30788
f_193762,d_9453
f_78923,d_31163
f_161771,d_272
f_466959,d_19130
f_111568,d_17511
f_14475,d_21288
f_447484,d_9415
f_332437,d_27818
f_201238,d_28148
f_554027,d_4434
f_289457,d_29983
f_151813,d_16615
f_29358,d_31092
f_114616,d_27836
f_97623,d_20303
f_58150,d_22637
f_570873,d_30350
f_211307,d_27625
f_321820,d_20813
f_464557,d_23946
f_521822,d_6441
f_66820,d_10829
f_201317,d_1206
f_497712,d_25665
f_308219,d_17578
f_509064,d_30068
f_157247,d_15932
f_46188,d_1579
f_441467,d_15961
