a_8056,b_128
a_1401,b_1465
a_499,b_1052
a_5996,b_1399
a_8418,b_1523
a_11915,b_308
a_11089,b_861
a_4846,b_1403
a_1809,b_130
a_8625,b_422
a_4210,b_871
a_317,b_222
a_4201,b_1044
a_4437,b_977
a_1683,b_167
a_6806,b_505
a_11987,b_1219
a_10004,b_934
a_10075,b_1107
a_6066,b_320
a_2037,b_545
a_10561,b_643
a_6372,b_561
a_5923,b_1273
a_9795,b_489
a_9016,b_613
a_8653,b_1447
a_3772,b_867
a_11017,b_611
a_9867,b_1001
a_6218,b_422
a_7970,b_1460
a_11756,b_1397
a_10115,b_385
a_11711,b_1083
a_8132,b_794
a_781,b_1338
a_3218,b_107
a_8297,b_1502
a_6132,b_1163
a_157,b_916
a_4655,b_319
a_5397,b_1145
a_11826,b_737
a_9263,b_1558
a_11216,b_1269
a_2395,b_1362
a_9987,b_916
a_9419,b_372
a_4366,b_314
a_11745,b_77
a_8515,b_1233
a_10647,b_155
a_8058,b_1461
a_11861,b_122
a_215,b_1421
a_9010,b_478
a_4698,b_118
a_2635,b_1099
a_3018,b_1241
a_11337,b_1343
a_4417,b_584
a_7628,b_1115
a_10255,b_1532
a_4064,b_189
a_8682,b_251
a_1432,b_195
a_4277,b_706
a_5972,b_1123
a_3972,b_288
a_10838,b_456
a_229,b_317
a_1005,b_644
a_10237,b_1367
a_3399,b_616
a_9787,b_1076
a_6026,b_238
a_1486,b_213
a_3904,b_1251
a_5957,b_144
a_3884,b_1386
a_11675,b_850
a_8962,b_1237
a_6381,b_192
a_7049,b_520
a_1223,b_862
a_957,b_293
a_6468,b_1196
a_7960,b_1002
a_8479,b_391
a_5076,b_1257
a_2012,b_1329
a_1170,b_22
a_10003,b_881
a_9076,b_292
a_7762,b_350
a_6457,b_487
a_2684,b_825
a_3100,b_99
a_5666,b_1360
a_5174,b_1169
a_2187,b_173
a_10206,b_1141
a_11754,b_632
a_7725,b_1350
a_9900,b_524
a_10003,b_1148
a_10071,b_234
a_1477,b_1410
a_2832,b_625
a_4541,b_1214
a_6158,b_1257
a_10340,b_544
a_8783,b_155
a_8469,b_44
a_10857,b_1243
a_7869,b_1530
a_3910,b_873
a_6909,b_282
a_4538,b_534
a_5035,b_1197
a_2154,b_350
a_4876,b_439
a_3947,b_871
a_2700,b_899
a_9994,b_989
a_6126,b_402
a_1239,b_429
a_7651,b_436
a_2972,b_319
a_1922,b_1289
a_12004,b_799
a_6938,b_200
a_6103,b_1202
a_5495,b_1045
a_10891,b_519
a_10008,b_705
a_623,b_1076
a_9260,b_1527
a_5499,b_1435
a_8913,b_395
a_11060,b_978
a_8666,b_966
a_11879,b_1403
a_6313,b_979
a_3855,b_1067
a_3830,b_605
a_11908,b_1090
a_8938,b_320
a_4544,b_99
a_1843,b_1254
a_11584,b_1137
a_7551,b_366
a_6881,b_1186
a_11695,b_1524
a_241,b_1126
a_2444,b_1093
a_7193,b_1172
a_82,b_566
a_4737,b_180
a_5807,b_1525
a_9704,b_57
a_4089,b_1070
a_10260,b_71
a_1762,b_554
a_1569,b_912
a_11891,b_329
a_11251,b_238
a_9937,b_1
a_1172,b_1520
a_10149,b_388
a_10750,b_528
a_9654,b_426
a_6258,b_607
a_9582,b_1165
a_11409,b_1288
a_961,b_280
a_5622,b_1001
a_10219,b_1127
a_10058,b_1399
a_9738,b_140
a_11200,b_766
a_4130,b_1002
a_6426,b_228
a_1543,b_1383
a_11988,b_88
a_9786,b_1132
a_797,b_771
a_12157,b_1369
a_11259,b_66
a_9814,b_220
a_5475,b_863
a_11765,b_558
a_11767,b_831
a_9056,b_932
a_1977,b_815
a_1452,b_719
a_8062,b_1105
a_4353,b_384
a_7410,b_1326
a_2235,b_510
a_2399,b_88
a_8665,b_627
a_8181,b_1514
a_10019,b_1226
a_969,b_35
a_3115,b_666
a_9995,b_982
a_11295,b_560
a_3193,b_1250
a_11666,b_1343
a_1712,b_1257
a_5192,b_1523
a_8958,b_400
a_2716,b_1235
a_2082,b_966
a_10338,b_1478
a_5218,b_358
a_3846,b_1529
a_11558,b_332
a_213,b_671
a_3702,b_642
a_583,b_994
a_9817,b_39
a_2326,b_719
a_6792,b_557
a_10775,b_996
a_9078,b_660
a_11599,b_1091
a_11874,b_313
a_3668,b_1447
a_7804,b_581
a_6725,b_212
a_10266,b_1457
a_2752,b_279
a_9522,b_597
a_4707,b_1095
a_5846,b_1042
a_10282,b_347
a_11311,b_1449
a_1164,b_1013
a_11614,b_1227
a_9582,b_934
a_10375,b_591
a_248,b_856
a_6302,b_1084
a_6100,b_710
a_6633,b_1357
a_1053,b_708
a_1099,b_1398
a_4292,b_678
a_4908,b_675
a_9088,b_265
a_5025,b_39
a_3796,b_679
a_11210,b_1221
a_11842,b_1551
a_8382,b_120
a_5536,b_539
a_7305,b_1083
a_9200,b_137
a_8767,b_1464
a_773,b_964
a_260,b_233
a_5346,b_1174
a_8595,b_1012
a_11100,b_1534
a_6416,b_1101
a_2930,b_284
a_2387,b_1055
a_292,b_1036
a_2951,b_352
a_6391,b_1555
a_10810,b_358
a_6204,b_1429
a_4311,b_114
a_457,b_130
a_2804,b_169
a_7327,b_259
a_3626,b_758
a_823,b_1540
a_5060,b_1031
a_8571,b_1550
a_10752,b_213
a_10891,b_453
a_5543,b_569
a_4860,b_236
a_3734,b_1390
a_8584,b_1532
a_10511,b_1152
a_3456,b_42
a_10587,b_1522
a_6956,b_1398
a_11549,b_440
a_9815,b_867
a_8822,b_993
a_2640,b_722
a_2296,b_88
a_4297,b_1530
a_40,b_294
a_8172,b_187
a_956,b_0
a_1521,b_298
a_8635,b_1147
a_4340,b_630
a_3182,b_1305
a_5773,b_393
a_9210,b_381
a_6636,b_261
a_6253,b_1035
a_3892,b_533
a_10275,b_976
a_8889,b_1496
a_3746,b_1228
a_7277,b_460
a_7526,b_1281
a_11743,b_400
a_9578,b_396
a_11041,b_1480
a_3515,b_945
a_3117,b_660
a_142,b_1195
a_11836,b_994
a_2310,b_424
a_4554,b_1190
a_3532,b_63
a_6541,b_521
a_8939,b_1107
a_10716,b_605
a_5281,b_1324
a_6740,b_1429
a_7036,b_483
a_11740,b_718
a_759,b_655
a_8013,b_1443
a_2368,b_418
a_4931,b_829
a_1063,b_583
a_2902,b_419
a_9081,b_498
a_584,b_159
a_2972,b_1204
a_3399,b_630
a_7995,b_644
a_2407,b_1291
a_9534,b_1115
a_10184,b_904
a_478,b_1419
a_8079,b_1170
a_9941,b_1361
a_11941,b_1339
a_7608,b_12
a_2068,b_809
a_8322,b_285
a_4128,b_1390
a_8134,b_628
a_10720,b_984
a_2027,b_671
a_4663,b_1269
a_6289,b_108
a_8638,b_1186
a_2913,b_1234
a_6311,b_204
a_1949,b_1303
a_9272,b_1301
a_4475,b_597
a_426,b_497
a_11272,b_488
a_11104,b_765
a_5036,b_1539
a_9735,b_1091
a_10658,b_1250
a_4572,b_1261
a_1453,b_918
a_5509,b_251
a_1194,b_787
a_8404,b_332
a_3863,b_1411
a_4147,b_73
a_8163,b_472
a_6545,b_700
a_9512,b_1209
a_3602,b_195
a_11007,b_352
a_4582,b_956
a_10670,b_476
a_9457,b_1029
a_9111,b_273
a_8241,b_204
a_10042,b_194
a_10315,b_1173
a_5828,b_569
a_9482,b_91
a_6435,b_810
a_7035,b_460
a_6995,b_63
a_3431,b_244
a_3956,b_962
a_8828,b_310
a_7861,b_294
a_7829,b_732
a_308,b_71
a_8111,b_1546
a_3427,b_638
a_3085,b_786
a_6524,b_874
a_6478,b_281
a_2529,b_261
a_4360,b_452
a_10007,b_98
a_9388,b_856
a_10237,b_128
a_6809,b_226
a_1884,b_93
a_691,b_542
a_8627,b_1441
a_6466,b_963
a_6038,b_1522
a_4977,b_178
a_201,b_450
a_6091,b_1414
a_7593,b_919
a_9973,b_1199
a_1816,b_81
a_7092,b_727
a_3968,b_1537
a_2564,b_359
a_7883,b_1556
a_10621,b_963
a_7618,b_495
a_4048,b_971
a_8946,b_1114
a_1875,b_914
a_8118,b_842
a_3819,b_191
a_10923,b_1130
a_7086,b_514
a_5412,b_551
a_4771,b_227
a_8722,b_556
a_8562,b_1507
a_118,b_1532
a_1441,b_704
a_10064,b_512
a_4928,b_1098
a_175,b_246
a_8836,b_110
a_6952,b_124
a_6020,b_802
a_8878,b_1234
a_984,b_736
a_2593,b_1171
a_7088,b_86
a_5218,b_112
a_6925,b_946
a_11263,b_1424
a_11354,b_645
a_5566,b_1421
a_11049,b_96
a_729,b_661
a_10183,b_360
a_6654,b_475
a_3350,b_105
a_5285,b_951
a_10852,b_245
a_4285,b_1003
a_4059,b_1437
a_3505,b_631
a_9935,b_481
a_7659,b_914
a_7143,b_234
a_2972,b_1488
a_10158,b_899
a_2766,b_114
a_8046,b_1476
a_5803,b_503
a_8377,b_1092
a_5259,b_261
a_9260,b_445
a_10482,b_1414
a_2789,b_1336
a_11493,b_1092
a_4932,b_871
a_1698,b_79
a_6371,b_740
a_6150,b_463
a_11733,b_84
a_6622,b_43
a_7914,b_576
a_8850,b_1312
a_4051,b_336
a_7074,b_962
a_452,b_1526
a_6907,b_1342
a_11730,b_593
a_2859,b_1278
a_3934,b_715
a_1019,b_1009
a_6152,b_578
a_9927,b_395
a_348,b_522
a_10122,b_335
a_910,b_354
a_5123,b_807
a_9228,b_257
a_6234,b_1535
a_3925,b_1305
a_6432,b_527
a_3282,b_563
a_6479,b_880
a_442,b_838
a_3769,b_1253
a_11050,b_909
a_7274,b_489
a_5668,b_656
a_9483,b_346
a_932,b_958
a_11514,b_742
a_5148,b_827
a_4572,b_1074
a_6507,b_1206
a_7270,b_1453
a_2632,b_1330
a_5386,b_315
a_4775,b_527
a_10358,b_514
a_1131,b_344
a_11336,b_158
a_6598,b_604
a_11455,b_1243
a_10920,b_802
a_436,b_568
a_12108,b_1041
a_3685,b_1302
a_4057,b_548
a_1457,b_1434
a_1271,b_117
